"","ID","n.t","x1_sc","t","y_end","int","y"
"157",118,2,0.321420071325118,1,1,2,1
"158",119,2,0.302431147101341,8,1,1,1
"159",119,2,2.57622934979364,8,1,2,1
"160",120,2,0.302844184433964,1,1,1,1
"161",120,2,-0.424483702128572,1,1,2,1
"162",121,2,0.44566503998255,3,1,1,1
"163",121,2,1.00216710828226,3,1,2,1
"164",122,2,0.415450424913966,10,1,1,1
"165",122,2,0.539649946268751,10,1,2,1
"166",123,2,0.438634920343909,5,0,1,1
"167",123,2,-1.20517282264829,5,0,2,0
"168",124,2,0.326440530803588,6,1,1,1
"169",124,2,0.330979179703204,6,1,2,1
"170",125,2,0.427491246463246,5,1,1,1
"171",125,2,-0.794244463036731,5,1,2,1
"172",126,2,0.173333923760486,5,1,1,1
"173",126,2,0.680726251573038,5,1,2,1
"174",127,2,0.310810383576765,8,1,1,1
"175",127,2,0.733579126576455,8,1,2,1
"176",128,2,0.419949867997587,10,1,1,1
"177",128,2,-0.68484506135962,10,1,2,1
"178",129,2,0.0887244765141945,4,1,1,1
"179",129,2,-0.190234947567232,4,1,2,1
"180",130,2,0.191761813347155,10,0,1,1
"181",130,2,-1.49266976419761,10,0,2,0
"182",131,2,0.250318734527302,4,1,1,1
"183",131,2,1.2416638509654,4,1,2,1
"184",132,2,0.327391883554782,9,1,1,1
"185",132,2,-0.199994170774439,9,1,2,1
"186",133,2,0.228601394169004,9,1,1,1
"187",133,2,0.196258570719393,9,1,2,1
"188",134,2,0.408385342009489,5,1,1,1
"189",134,2,0.618587856289493,5,1,2,1
"190",135,2,0.325742902252116,4,1,1,1
"191",135,2,-0.836028057159193,4,1,2,1
"192",136,2,0.386089055741296,7,1,1,1
"193",136,2,-0.277166633142104,7,1,2,1
"194",137,2,0.220254237484756,9,1,1,1
"195",137,2,0.488569863984247,9,1,2,1
"196",138,2,0.232284277435036,9,1,1,1
"197",138,2,-0.18701077573377,9,1,2,1
"198",139,2,0.423442464627911,3,1,1,1
"199",139,2,0.190510461758949,3,1,2,1
"200",140,2,0.343770732516,10,1,1,1
"201",140,2,-0.617224721003348,10,1,2,1
"202",141,2,0.37476105585257,1,1,1,1
"203",141,2,0.247726318916034,1,1,2,1
"204",142,2,0.310638232911008,7,1,1,1
"205",142,2,2.46340753216958,7,1,2,1
"206",143,2,0.487198836579114,1,1,1,1
"207",143,2,-0.119027769671887,1,1,2,1
"208",144,2,0.309259092280148,1,1,1,1
"209",144,2,1.47561989027387,1,1,2,1
"210",145,2,0.284788184971584,1,1,1,1
"211",145,2,0.175088374191432,1,1,2,1
"212",146,2,0.255383090998799,5,1,1,1
"213",146,2,-0.155157564240362,5,1,2,1
"214",147,2,0.28632503268228,6,0,1,1
"215",147,2,-1.17610275512175,6,0,2,0
"216",148,2,0.436019301478047,5,1,1,1
"217",148,2,-0.868741347766737,5,1,2,1
"218",149,2,0.3646652023213,5,1,1,1
"219",149,2,0.08988990734082,5,1,2,1
"220",150,2,0.351594135164073,2,1,1,1
"221",150,2,0.463851099547431,2,1,2,1
"222",151,2,0.322416233710721,1,1,1,1
"223",151,2,0.348110338099287,1,1,2,1
"224",152,2,0.251559463282877,3,1,1,1
"225",152,2,0.40637048744724,3,1,2,1
"226",153,2,0.190145996146831,10,1,1,1
"227",153,2,0.97561927159022,10,1,2,1
"228",154,2,0.355186690281528,1,1,1,1
"229",154,2,-0.308703781078502,1,1,2,1
"230",155,2,0.20030160408283,7,0,1,1
"231",155,2,-0.683565542097913,7,0,2,0
"232",156,2,0.411535620780497,5,0,1,1
"233",156,2,-1.03944992140492,5,0,2,0
"234",157,2,0.465976572396753,9,1,1,1
"235",157,2,1.13718244189433,9,1,2,1
"236",158,2,0.379695399047639,2,1,1,1
"237",158,2,0.508874247723051,2,1,2,1
"238",159,2,0.291280649016953,2,1,1,1
"239",159,2,0.747969014887951,2,1,2,1
"240",160,2,0.158833610341865,7,1,1,1
"241",160,2,0.536393488171364,7,1,2,1
"242",161,3,0.26211902492941,2,1,1,1
"243",161,3,0.4109425977144,2,1,2,1
"244",161,3,-1.01292188315496,2,1,3,1
"245",162,3,0.341388324326615,10,1,1,1
"246",162,3,0.346514898979697,10,1,2,1
"247",162,3,0.156085021666319,10,1,3,1
"248",163,3,0.396454344572395,4,1,1,1
"249",163,3,0.142189978824418,4,1,2,1
"250",163,3,0.0272277572512063,4,1,3,1
"251",164,3,0.376796951997663,7,0,1,1
"252",164,3,0.219755198641636,7,0,2,1
"253",164,3,-2.25401093954828,7,0,3,0
"254",165,3,0.245116179045453,4,1,1,1
"255",165,3,-0.0187454106256893,4,1,2,1
"256",165,3,0.94508749981305,4,1,3,1
"257",166,3,0.325901449001489,7,1,1,1
"258",166,3,0.343876765221593,7,1,2,1
"259",166,3,-0.603898946309032,7,1,3,1
"260",167,3,0.17412905682517,3,1,1,1
"261",167,3,0.319211662308379,3,1,2,1
"262",167,3,1.35820366960217,3,1,3,1
"263",168,3,0.16693095306144,5,1,1,1
"264",168,3,0.305435542730737,5,1,2,1
"265",168,3,0.60520738476529,5,1,3,1
"266",169,3,0.24144836833829,3,0,1,1
"267",169,3,0.26179665161314,3,0,2,1
"268",169,3,-1.96150511328511,3,0,3,0
"269",170,3,0.358471630111707,9,1,1,1
"270",170,3,0.286073275425726,9,1,2,1
"271",170,3,0.340151413740791,9,1,3,1
"272",171,3,0.212656501291003,3,1,1,1
"273",171,3,0.257164016005865,3,1,2,1
"274",171,3,1.74647308539623,3,1,3,1
"275",172,3,0.144093939371532,8,1,1,1
"276",172,3,0.143869563464767,8,1,2,1
"277",172,3,-0.378093874993277,8,1,3,1
"278",173,3,0.255529524610676,3,1,1,1
"279",173,3,0.199031462694306,3,1,2,1
"280",173,3,-0.887886430334894,3,1,3,1
"281",174,3,0.181238743405008,7,1,1,1
"282",174,3,0.407326801375417,7,1,2,1
"283",174,3,-0.483810552514948,7,1,3,1
"284",175,3,0.396815135466539,9,1,1,1
"285",175,3,0.455173991775031,9,1,2,1
"286",175,3,0.811860674432451,9,1,3,1
"287",176,3,0.200403412380728,4,1,1,1
"288",176,3,0.294507341665764,4,1,2,1
"289",176,3,-0.158591127728817,4,1,3,1
"290",177,3,0.260062345129268,3,1,1,1
"291",177,3,0.092440391900089,3,1,2,1
"292",177,3,-0.180821656057847,3,1,3,1
"293",178,3,0.309364072733544,4,1,1,1
"294",178,3,0.418144765084673,4,1,2,1
"295",178,3,-0.833077187733447,4,1,3,1
"296",179,3,0.284904010978786,8,1,1,1
"297",179,3,0.367306063760101,8,1,2,1
"298",179,3,1.22944220911756,8,1,3,1
"299",180,3,0.308704026104207,3,1,1,1
"300",180,3,0.390929109920243,3,1,2,1
"301",180,3,-0.233019805521636,3,1,3,1
"302",181,3,0.155824272503137,5,0,1,1
"303",181,3,0.295974671199959,5,0,2,1
"304",181,3,-0.639172189899578,5,0,3,0
"305",182,3,0.233899419808934,9,1,1,1
"306",182,3,0.212220981834104,9,1,2,1
"307",182,3,0.0948011084290694,9,1,3,1
"308",183,3,0.147352288162379,3,1,1,1
"309",183,3,0.302456761178511,3,1,2,1
"310",183,3,-0.57354304486153,3,1,3,1
"311",184,3,0.279586068136622,10,1,1,1
"312",184,3,0.379133194601272,10,1,2,1
"313",184,3,0.538177412506617,10,1,3,1
"314",185,3,0.416184231558585,1,1,1,1
"315",185,3,0.436069843870346,1,1,2,1
"316",185,3,-0.0168225300657519,1,1,3,1
"317",186,3,0.187108554077915,8,0,1,1
"318",186,3,0.165150829563447,8,0,2,1
"319",186,3,-1.70044009457416,8,0,3,0
"320",187,3,0.371456453193382,9,1,1,1
"321",187,3,0.3137808915586,9,1,2,1
"322",187,3,0.52337378888706,9,1,3,1
"323",188,3,0.321220342771234,1,1,1,1
"324",188,3,0.302203904867116,1,1,2,1
"325",188,3,-0.259668799125919,1,1,3,1
"326",189,3,0.154959056404686,6,1,1,1
"327",189,3,0.132530254430451,6,1,2,1
"328",189,3,0.599360710990264,6,1,3,1
"329",190,3,0.270378106221387,4,1,1,1
"330",190,3,0.230722577653121,4,1,2,1
"331",190,3,0.520399253779205,4,1,3,1
"332",191,3,0.513896010477863,2,0,1,1
"333",191,3,0.430784651705951,2,0,2,1
"334",191,3,-1.88732347728501,2,0,3,0
"335",192,3,0.258631375059949,5,1,1,1
"336",192,3,0.387127395154893,5,1,2,1
"337",192,3,-0.0688368077423034,5,1,3,1
"338",193,3,0.212495027241679,7,1,1,1
"339",193,3,0.294240279956031,7,1,2,1
"340",193,3,-0.42780892860899,7,1,3,1
"341",194,3,0.337487821195282,4,1,1,1
"342",194,3,0.301487646903564,4,1,2,1
"343",194,3,0.633479217432305,4,1,3,1
"344",195,3,0.40890597963697,5,1,1,1
"345",195,3,0.321209192908887,5,1,2,1
"346",195,3,0.874312498992443,5,1,3,1
"347",196,3,0.250841008626937,8,1,1,1
"348",196,3,0.39620687222652,8,1,2,1
"349",196,3,-0.569746359617745,8,1,3,1
"350",197,3,0.349582055871655,9,1,1,1
"351",197,3,0.27876948377162,9,1,2,1
"352",197,3,1.41652715202606,9,1,3,1
"353",198,3,0.179451724920544,6,0,1,1
"354",198,3,0.161249385509447,6,0,2,1
"355",198,3,-2.01079728330376,6,0,3,0
"356",199,3,0.234094302687275,5,1,1,1
"357",199,3,0.241320414367939,5,1,2,1
"358",199,3,0.393196167980247,5,1,3,1
"359",200,3,0.286420418545281,6,0,1,1
"360",200,3,0.275563574986594,6,0,2,1
"361",200,3,-1.69296703450093,6,0,3,0
"362",201,3,0.370464444533833,2,0,1,1
"363",201,3,0.0699214253246165,2,0,2,1
"364",201,3,-1.27677914924418,2,0,3,0
"365",202,3,0.149683065529741,10,0,1,1
"366",202,3,0.377802729603854,10,0,2,1
"367",202,3,-0.258752132304404,10,0,3,0
"368",203,3,0.267417724892047,6,0,1,1
"369",203,3,0.149350474679765,6,0,2,1
"370",203,3,-0.988506530130037,6,0,3,0
"371",204,3,0.277647880849131,5,0,1,1
"372",204,3,0.428289368453732,5,0,2,1
"373",204,3,-1.54980642708897,5,0,3,0
"374",205,3,0.295488217064081,10,1,1,1
"375",205,3,0.230804631825859,10,1,2,1
"376",205,3,-0.0409067631264689,10,1,3,1
"377",206,3,0.184650462687875,7,1,1,1
"378",206,3,0.335948466008964,7,1,2,1
"379",206,3,0.624397937148673,7,1,3,1
"380",207,3,0.35798022961531,8,1,1,1
"381",207,3,0.233411129246408,8,1,2,1
"382",207,3,0.0018187275275595,8,1,3,1
"383",208,3,0.394188131630498,5,1,1,1
"384",208,3,0.44503185110655,5,1,2,1
"385",208,3,0.592221901168032,5,1,3,1
"386",209,3,0.399601821583586,1,1,1,1
"387",209,3,0.277371274857193,1,1,2,1
"388",209,3,0.854887912100189,1,1,3,1
"389",210,3,0.297406350748396,10,1,1,1
"390",210,3,0.320828114508327,10,1,2,1
"391",210,3,1.06235300253206,10,1,3,1
"392",211,3,0.39161638286157,9,1,1,1
"393",211,3,0.151064249092922,9,1,2,1
"394",211,3,0.766904595987414,9,1,3,1
"395",212,3,0.292055928100405,4,1,1,1
"396",212,3,0.156880312657252,4,1,2,1
"397",212,3,0.689206239481887,4,1,3,1
"398",213,3,0.0737713378164384,6,1,1,1
"399",213,3,0.38694129582046,6,1,2,1
"400",213,3,0.348764181740198,6,1,3,1
"401",214,3,0.40919225791339,9,0,1,1
"402",214,3,0.196578232186592,9,0,2,1
"403",214,3,-1.96106673178651,9,0,3,0
"404",215,3,0.243700606764117,6,1,1,1
"405",215,3,0.253317524391174,6,1,2,1
"406",215,3,0.890548344287452,6,1,3,1
"407",216,3,0.445117809275578,9,1,1,1
"408",216,3,0.354188327618921,9,1,2,1
"409",216,3,0.236450662277946,9,1,3,1
"410",217,3,0.404079891528602,10,1,1,1
"411",217,3,0.294350310147867,10,1,2,1
"412",217,3,-0.109227391100246,10,1,3,1
"413",218,3,0.325765623282584,4,1,1,1
"414",218,3,0.319141239239957,4,1,2,1
"415",218,3,-0.348312302631899,4,1,3,1
"416",219,3,0.229389723324906,8,1,1,1
"417",219,3,0.264080194379155,8,1,2,1
"418",219,3,2.05603790894732,8,1,3,1
"419",220,3,0.326682700309904,10,1,1,1
"420",220,3,0.289378524965625,10,1,2,1
"421",220,3,0.557445694512656,10,1,3,1
"422",221,3,0.32365288962387,2,1,1,1
"423",221,3,0.329048926924925,2,1,2,1
"424",221,3,-1.05232251610537,2,1,3,1
"425",222,3,0.219546045774847,3,1,1,1
"426",222,3,0.414807725476937,3,1,2,1
"427",222,3,-0.54629680235312,3,1,3,1
"428",223,3,0.428883094139086,3,1,1,1
"429",223,3,0.337524730979925,3,1,2,1
"430",223,3,1.41480045374119,3,1,3,1
"431",224,3,0.205595035732767,7,1,1,1
"432",224,3,0.359418081107129,7,1,2,1
"433",224,3,0.789851518178553,7,1,3,1
"434",225,3,0.314846866048244,5,1,1,1
"435",225,3,0.280722419897618,5,1,2,1
"436",225,3,0.207220460907216,5,1,3,1
"437",226,3,0.238827785418962,4,1,1,1
"438",226,3,0.198074006982128,4,1,2,1
"439",226,3,1.28344897169785,4,1,3,1
"440",227,3,0.109983236980372,6,0,1,1
"441",227,3,0.298118620586734,6,0,2,1
"442",227,3,-0.675980271306735,6,0,3,0
"443",228,4,0.359336080871937,5,1,1,1
"444",228,4,0.381234389499416,5,1,2,1
"445",228,4,0.383947173130783,5,1,3,1
"446",228,4,-0.906257432300675,5,1,4,1
"447",229,4,0.290286976272782,6,1,1,1
"448",229,4,0.44342330833554,6,1,2,1
"449",229,4,0.218083722064971,6,1,3,1
"450",229,4,1.55799683065723,6,1,4,1
"451",230,4,0.396374750204134,5,0,1,1
"452",230,4,0.243947802949659,5,0,2,1
"453",230,4,0.365832721138735,5,0,3,1
"454",230,4,-1.92829827632174,5,0,4,0
"455",231,4,0.264267981076298,7,0,1,1
"456",231,4,0.449604351257606,7,0,2,1
"457",231,4,0.402646947710406,7,0,3,1
"458",231,4,-2.09214536874974,7,0,4,0
"459",232,4,0.202352085561195,10,1,1,1
"460",232,4,0.298120587864749,10,1,2,1
"461",232,4,0.375444135379915,10,1,3,1
"462",232,4,0.513104666672426,10,1,4,1
"463",233,4,0.162398450695091,9,0,1,1
"464",233,4,0.323153197754047,9,0,2,1
"465",233,4,0.293355276564957,9,0,3,1
"466",233,4,-0.703258559322731,9,0,4,0
"467",234,4,0.204115187906383,4,1,1,1
"468",234,4,0.204181186257367,4,1,2,1
"469",234,4,0.404776175124326,4,1,3,1
"470",234,4,0.591991481138787,4,1,4,1
"471",235,4,0.252212500747971,1,1,1,1
"472",235,4,0.297028252540184,1,1,2,1
"473",235,4,0.320966546035865,1,1,3,1
"474",235,4,0.268326960319986,1,1,4,1
"475",236,4,0.343660362480808,2,1,1,1
"476",236,4,0.349936656371821,2,1,2,1
"477",236,4,0.389397983011193,2,1,3,1
"478",236,4,0.525668076421939,2,1,4,1
"479",237,4,0.219566840015887,10,1,1,1
"480",237,4,0.194347434584933,10,1,2,1
"481",237,4,0.19646042159226,10,1,3,1
"482",237,4,-0.696154097031656,10,1,4,1
"483",238,4,0.249956048825809,6,1,1,1
"484",238,4,0.247501129292465,6,1,2,1
"485",238,4,0.269756704346482,6,1,3,1
"486",238,4,1.46998155564608,6,1,4,1
"487",239,4,0.275161605121431,7,1,1,1
"488",239,4,0.425931802946436,7,1,2,1
"489",239,4,0.335092096407479,7,1,3,1
"490",239,4,1.74040235713201,7,1,4,1
"491",240,4,0.25210886909715,10,1,1,1
"492",240,4,0.18115207816984,10,1,2,1
"493",240,4,0.273143362657809,10,1,3,1
"494",240,4,1.18693033416044,10,1,4,1
"495",241,4,0.287676431448385,6,1,1,1
"496",241,4,0.290056019429342,6,1,2,1
"497",241,4,0.216524602127348,6,1,3,1
"498",241,4,-0.16829465906257,6,1,4,1
"499",242,4,0.250160298043712,8,1,1,1
"500",242,4,0.17299453919776,8,1,2,1
"501",242,4,0.2063056287554,8,1,3,1
"502",242,4,0.635110808042284,8,1,4,1
"503",243,4,0.138323689457785,1,1,1,1
"504",243,4,0.268294336057962,1,1,2,1
"505",243,4,0.258023632465078,1,1,3,1
"506",243,4,0.54604863065157,1,1,4,1
"507",244,4,0.380181121171683,3,1,1,1
"508",244,4,0.224608209551381,3,1,2,1
"509",244,4,0.317777469893722,3,1,3,1
"510",244,4,0.150807686767544,3,1,4,1
"511",245,4,0.380313722495054,9,0,1,1
"512",245,4,0.140491851347059,9,0,2,1
"513",245,4,0.45995836568912,9,0,3,1
"514",245,4,-0.701589032293825,9,0,4,0
"515",246,4,0.336761409547857,6,1,1,1
"516",246,4,0.258946983819966,6,1,2,1
"517",246,4,0.392735041914904,6,1,3,1
"518",246,4,0.235509743213438,6,1,4,1
"519",247,4,0.37221522862966,2,1,1,1
"520",247,4,0.327126555340858,2,1,2,1
"521",247,4,0.331410814550314,2,1,3,1
"522",247,4,0.811229219715592,2,1,4,1
"523",248,4,0.281084035933811,10,1,1,1
"524",248,4,0.337724268567096,10,1,2,1
"525",248,4,0.259176705493727,10,1,3,1
"526",248,4,-0.621035685116494,10,1,4,1
"527",249,4,0.308626515712647,9,1,1,1
"528",249,4,0.280148730287308,9,1,2,1
"529",249,4,0.356108773042494,9,1,3,1
"530",249,4,0.112412082940612,9,1,4,1
"531",250,4,0.273245612098442,4,0,1,1
"532",250,4,0.268611597762803,4,0,2,1
"533",250,4,0.238920247574105,4,0,3,1
"534",250,4,-1.02744415031057,4,0,4,0
"535",251,4,0.219588498642427,1,1,1,1
"536",251,4,0.279937433037552,1,1,2,1
"537",251,4,0.33389969763543,1,1,3,1
"538",251,4,-0.582939064153787,1,1,4,1
"539",252,4,0.229077058147918,2,1,1,1
"540",252,4,0.352296888038172,2,1,2,1
"541",252,4,0.264635471641911,2,1,3,1
"542",252,4,0.532938962582998,2,1,4,1
"543",253,4,0.379730322811,6,1,1,1
"544",253,4,0.209454847700145,6,1,2,1
"545",253,4,0.203896452485835,6,1,3,1
"546",253,4,0.397643541126639,6,1,4,1
"547",254,4,0.341083637781333,6,1,1,1
"548",254,4,0.260495980363996,6,1,2,1
"549",254,4,0.408204424227793,6,1,3,1
"550",254,4,0.272260397479814,6,1,4,1
"551",255,4,0.425492035447036,9,1,1,1
"552",255,4,0.302207205778057,9,1,2,1
"553",255,4,0.411233885993898,9,1,3,1
"554",255,4,-0.493223244488946,9,1,4,1
"555",256,4,0.493310395771566,3,1,1,1
"556",256,4,0.288740774361555,3,1,2,1
"557",256,4,0.383203022500049,3,1,3,1
"558",256,4,0.125705034929734,3,1,4,1
"559",257,4,0.404108647927593,10,1,1,1
"560",257,4,0.294415266689055,10,1,2,1
"561",257,4,0.317571709682703,10,1,3,1
"562",257,4,-0.432330771752033,10,1,4,1
"563",258,4,0.146736629496028,2,1,1,1
"564",258,4,0.404382315736032,2,1,2,1
"565",258,4,0.426713772360634,2,1,3,1
"566",258,4,0.615332026516865,2,1,4,1
"567",259,4,0.278537905976731,8,1,1,1
"568",259,4,0.155916826238945,8,1,2,1
"569",259,4,0.40364622917442,8,1,3,1
"570",259,4,0.290795604920122,8,1,4,1
"571",260,4,0.298364700628387,7,1,1,1
"572",260,4,0.187784006720391,7,1,2,1
"573",260,4,0.421831762332484,7,1,3,1
"574",260,4,0.668569805349835,7,1,4,1
"575",261,4,0.331089464858925,4,1,1,1
"576",261,4,0.28947209518851,4,1,2,1
"577",261,4,0.409624860021844,4,1,3,1
"578",261,4,0.325843598027627,4,1,4,1
"579",262,4,0.249548871941389,1,1,1,1
"580",262,4,0.429498590635853,1,1,2,1
"581",262,4,0.315258514774627,1,1,3,1
"582",262,4,0.149142866161065,1,1,4,1
"583",263,4,0.192979959041393,1,1,1,1
"584",263,4,0.356985845556871,1,1,2,1
"585",263,4,0.251054432217341,1,1,3,1
"586",263,4,-0.0611067973702519,1,1,4,1
"587",264,4,0.273878713781624,5,1,1,1
"588",264,4,0.326153230103784,5,1,2,1
"589",264,4,0.443107897057308,5,1,3,1
"590",264,4,0.256678146877441,5,1,4,1
"591",265,4,0.252481528768908,1,1,1,1
"592",265,4,0.478863273956851,1,1,2,1
"593",265,4,0.294889006304082,1,1,3,1
"594",265,4,-1.40570506533562,1,1,4,1
"595",266,4,0.50793652587314,8,1,1,1
"596",266,4,0.33766727905188,8,1,2,1
"597",266,4,0.0710512246575011,8,1,3,1
"598",266,4,-0.0582338203618495,8,1,4,1
"599",267,4,0.330542690251659,4,1,1,1
"600",267,4,0.364462958221484,4,1,2,1
