PlotID,Year,CanopyCover
FV_1_1_2,2020,43.48989899
FV_1_1_2,2021,43.65151515
FV_1_1_3,1986,37.47
FV_1_1_3,1987,37.485
FV_1_1_3,1988,37.485
FV_1_1_3,1989,37.5
FV_1_1_3,1990,36.78
FV_1_1_3,1991,36.795
FV_1_1_3,1992,37.025
FV_1_1_3,1993,37.005
FV_1_1_3,1994,37.02
FV_1_1_3,1995,36.27
FV_1_1_3,1996,36.27
FV_1_1_3,1997,36.27
FV_1_1_3,1998,36.99
FV_1_1_3,1999,36.99
FV_1_1_3,2000,36.99
FV_1_1_3,2001,36.97
FV_1_1_3,2002,36.97
FV_1_1_3,2003,37.69
FV_1_1_3,2004,37.69
FV_1_1_3,2005,37.905
FV_1_1_3,2006,37.905
FV_1_1_3,2007,37.905
FV_1_1_3,2008,37.905
FV_1_1_3,2009,38.605
FV_1_1_3,2010,38.605
FV_1_1_3,2011,38.625
FV_1_1_3,2012,38.645
FV_1_1_3,2013,38.665
FV_1_1_3,2014,39.405
FV_1_1_3,2015,39.425
FV_1_1_3,2016,39.465
FV_1_1_3,2017,39.485
FV_1_1_3,2018,39.72
FV_1_1_3,2019,39.74
FV_1_1_3,2020,40.48
FV_1_1_3,2021,40.5
FV_1_1_4,1986,40.41708543
FV_1_1_4,1987,38.89447236
FV_1_1_4,1988,37.6080402
FV_1_1_4,1989,36.45728643
FV_1_1_4,1990,34.90452261
FV_1_1_4,1991,40.31658291
FV_1_1_4,1992,45.35678392
FV_1_1_4,1993,44.07537688
FV_1_1_4,1994,41.67336683
FV_1_1_4,1995,40.75879397
FV_1_1_4,1996,40.2160804
FV_1_1_4,1997,39.67336683
FV_1_1_4,1998,39.57286432
FV_1_1_4,1999,39.44221106
FV_1_1_4,2000,39.57788945
FV_1_1_4,2001,39.47738693
FV_1_1_4,2002,39.61306533
FV_1_1_4,2003,39.97487437
FV_1_1_4,2004,39.87437186
FV_1_1_4,2005,40.01005025
FV_1_1_4,2006,39.36683417
FV_1_1_4,2007,38.95979899
FV_1_1_4,2008,38.55276382
FV_1_1_4,2009,37.3718593
FV_1_1_4,2010,36.96482412
FV_1_1_4,2011,37.87437186
FV_1_1_4,2012,38.91959799
FV_1_1_4,2013,40.23115578
FV_1_1_4,2014,41.64824121
FV_1_1_4,2015,42.55778894
FV_1_1_4,2016,43.60301508
FV_1_1_4,2017,44.51256281
FV_1_1_4,2018,45.55778894
FV_1_1_4,2019,46.46733668
FV_1_1_4,2020,47.74874372
FV_1_1_4,2021,48.79396985
FV_1_1_5,1986,45.2238806
FV_1_1_5,1987,42.51741294
FV_1_1_5,1988,39.13432836
FV_1_1_5,1989,36.42288557
FV_1_1_5,1990,33.71144279
FV_1_1_5,1991,39.47263682
FV_1_1_5,1992,44.91542289
FV_1_1_5,1993,44.22885572
FV_1_1_5,1994,42.87562189
FV_1_1_5,1995,41.51741294
FV_1_1_5,1996,40.83084577
FV_1_1_5,1997,39.54726368
FV_1_1_5,1998,38.43781095
FV_1_1_5,1999,39.78606965
FV_1_1_5,2000,41.12935323
FV_1_1_5,2001,42.47263682
FV_1_1_5,2002,43.895522389999996
FV_1_1_5,2003,45.23880597
FV_1_1_5,2004,46.83084577
FV_1_1_5,2005,48.17910448
FV_1_1_5,2006,46.1641791
FV_1_1_5,2007,44.2238806
FV_1_1_5,2008,41.91044776
FV_1_1_5,2009,40.34825871
FV_1_1_5,2010,38.10945274
FV_1_1_5,2011,39.104477610000004
FV_1_1_5,2012,39.93034826
FV_1_1_5,2013,41.34825871
FV_1_1_5,2014,42.09452736
FV_1_1_5,2015,42.92039801
FV_1_1_5,2016,43.66666667
FV_1_1_5,2017,44.41293532
FV_1_1_5,2018,45.48258706
FV_1_1_5,2019,46.90547264
FV_1_1_5,2020,47.65174129
FV_1_1_5,2021,48.47263682
FV_1_1_6,1986,39.19900498
FV_1_1_6,1987,37.11940299
FV_1_1_6,1988,35.104477610000004
FV_1_1_6,1989,33.02487562
FV_1_1_6,1990,31.00995025
FV_1_1_6,1991,37.30348259
FV_1_1_6,1992,42.85074627
FV_1_1_6,1993,42.90049751
FV_1_1_6,1994,42.89054726
FV_1_1_6,1995,42.64676617
FV_1_1_6,1996,42.64179104
FV_1_1_6,1997,42.57711443
FV_1_1_6,1998,42.51243781
FV_1_1_6,1999,42.26865672
FV_1_1_6,2000,42.19900498
FV_1_1_6,2001,42.13432836
FV_1_1_6,2002,41.44776119
FV_1_1_6,2003,41.38308458
FV_1_1_6,2004,41.31343284
FV_1_1_6,2005,41.31343284
FV_1_1_6,2006,41.24875622
FV_1_1_6,2007,41.1840796
FV_1_1_6,2008,40.49253731
FV_1_1_6,2009,40.4278607
FV_1_1_6,2010,40.60696517
FV_1_1_6,2011,40.67164179
FV_1_1_6,2012,40.97512438
FV_1_1_6,2013,41.039801
FV_1_1_6,2014,41.34825871
FV_1_1_6,2015,40.72636816
FV_1_1_6,2016,40.96517413
FV_1_1_6,2017,41.02985075
FV_1_1_6,2018,41.33830846
FV_1_1_6,2019,41.40298507
FV_1_1_6,2020,41.70646766
FV_1_1_6,2021,41.77114428
FV_1_1_7,1986,29.60406091
FV_1_1_7,1987,30.35532995
FV_1_1_7,1988,31.15228426
FV_1_1_7,1989,31.15228426
FV_1_1_7,1990,31.9035533
FV_1_1_7,1991,32.70050761
FV_1_1_7,1992,32.50761421
FV_1_1_7,1993,33.25888325
FV_1_1_7,1994,33.30456853
FV_1_1_7,1995,34.05583756
FV_1_1_7,1996,34.8071066
FV_1_1_7,1997,34.83248731
FV_1_1_7,1998,35.60406091
FV_1_1_7,1999,36.35532995
FV_1_1_7,2000,36.38071066
FV_1_1_7,2001,37.15228426
FV_1_1_7,2002,37.9035533
FV_1_1_7,2003,37.92893401
FV_1_1_7,2004,38.70050761
FV_1_1_7,2005,38.69035533
FV_1_1_7,2006,39.46700508
FV_1_1_7,2007,40.23857868
FV_1_1_7,2008,37.98477157
FV_1_1_7,2009,35.75634518
FV_1_1_7,2010,34.27411168
FV_1_1_7,2011,31.84771574
FV_1_1_7,2012,30.01522843
FV_1_1_7,2013,27.96446701
FV_1_1_7,2014,35.70050761
FV_1_1_7,2015,44.20304569
FV_1_1_7,2016,43.65482234
FV_1_1_7,2017,42.37563452
FV_1_1_7,2018,41.85279188
FV_1_1_7,2019,41.31472081
FV_1_1_7,2020,40.78680203
FV_1_1_7,2021,40.26395939
FV_1_1_8,1986,27.80612245
FV_1_1_8,1987,28.18367347
FV_1_1_8,1988,27.70918367
FV_1_1_8,1989,27.26530612
FV_1_1_8,1990,26.79081633
FV_1_1_8,1991,28.92346939
FV_1_1_8,1992,30.86734694
FV_1_1_8,1993,30.09693878
FV_1_1_8,1994,30.01020408
FV_1_1_8,1995,29.83163265
FV_1_1_8,1996,29.83163265
FV_1_1_8,1997,30.18877551
FV_1_1_8,1998,30.4744898
FV_1_1_8,1999,30.4744898
FV_1_1_8,2000,30.92346939
FV_1_1_8,2001,30.98469388
FV_1_1_8,2002,31.07653061
FV_1_1_8,2003,31.84183673
FV_1_1_8,2004,31.90306122
FV_1_1_8,2005,31.84183673
FV_1_1_8,2006,32.10714286
FV_1_1_8,2007,32.04591837
FV_1_1_8,2008,31.80612245
FV_1_1_8,2009,32.03061224
FV_1_1_8,2010,32.4744898
FV_1_1_8,2011,32.23469388
FV_1_1_8,2012,32.59183673
FV_1_1_8,2013,33.30612245
FV_1_1_8,2014,33.48469388
FV_1_1_8,2015,34.15816327
FV_1_1_8,2016,34.87244898
FV_1_1_8,2017,35.08163265
FV_1_1_8,2018,35.43877551
FV_1_1_8,2019,36.15306122
FV_1_1_8,2020,36.67857143
FV_1_1_8,2021,37.00510204
FV_1_1_9,1986,31.61616162
FV_1_1_9,1987,31.72222222
FV_1_1_9,1988,31.01010101
FV_1_1_9,1989,31.15151515
FV_1_1_9,1990,30.52525253
FV_1_1_9,1991,30.52525253
FV_1_1_9,1992,29.81313131
FV_1_1_9,1993,30.06060606
FV_1_1_9,1994,29.32828283
FV_1_1_9,1995,29.34848485
FV_1_1_9,1996,28.72222222
FV_1_1_9,1997,28.86363636
FV_1_1_9,1998,28.15151515
FV_1_1_9,1999,28.25757576
FV_1_1_9,2000,42.17171717
FV_1_1_9,2001,40.97474747
FV_1_1_9,2002,40.24242424
FV_1_1_9,2003,39.51010101
FV_1_1_9,2004,38.9040404
FV_1_1_9,2005,38.17171717
FV_1_1_9,2006,37.58080808
FV_1_1_9,2007,36.97474747
FV_1_1_9,2008,36.24242424
FV_1_1_9,2009,35.51010101
FV_1_1_9,2010,35.04545455
FV_1_1_9,2011,35.77777778
FV_1_1_9,2012,36.61616162
FV_1_1_9,2013,37.34848485
FV_1_1_9,2014,38.97474747
FV_1_1_9,2015,39.81313131
FV_1_1_9,2016,40.54545455
FV_1_1_9,2017,42.03030303
FV_1_1_9,2018,43.01010101
FV_1_1_9,2019,43.74242424
FV_1_1_9,2020,45.22727273
FV_1_1_9,2021,46.06565657
FV_1_1_10,1986,31.55102041
FV_1_1_10,1987,32.46938776
FV_1_1_10,1988,33.01530612
FV_1_1_10,1989,34.08163265
FV_1_1_10,1990,34.32653061
FV_1_1_10,1991,35.54591837
FV_1_1_10,1992,36.09183673
FV_1_1_10,1993,37.08163265
FV_1_1_10,1994,34.80102041
FV_1_1_10,1995,32.69387755
FV_1_1_10,1996,30.56122449
FV_1_1_10,1997,28.12755102
FV_1_1_10,1998,26.69387755
FV_1_1_10,1999,31.84693878
FV_1_1_10,2000,41.96428571
FV_1_1_10,2001,41.02040816
FV_1_1_10,2002,40.53061224
FV_1_1_10,2003,38.83673469
FV_1_1_10,2004,37.96428571
FV_1_1_10,2005,37.24489796
FV_1_1_10,2006,36.07142857
FV_1_1_10,2007,35.19897959
FV_1_1_10,2008,33.80612245
FV_1_1_10,2009,32.78571429
FV_1_1_10,2010,31.91326531
FV_1_1_10,2011,32.02040816
FV_1_1_10,2012,33.86734694
FV_1_1_10,2013,35.53571429
FV_1_1_10,2014,37.20408163
FV_1_1_10,2015,39.17346939
FV_1_1_10,2016,41.51530612
FV_1_1_10,2017,43.20918367
FV_1_1_10,2018,44.87755102
FV_1_1_10,2019,46.69897959
FV_1_1_10,2020,48.36734694
FV_1_1_10,2021,50.03571429
FV_1_1_11,1986,35.90816327
FV_1_1_11,1987,35.95918367
FV_1_1_11,1988,36.14795918
FV_1_1_11,1989,36.89795918
FV_1_1_11,1990,36.92346939
FV_1_1_11,1991,36.93877551
FV_1_1_11,1992,37.7244898
FV_1_1_11,1993,37.91326531
FV_1_1_11,1994,37.91326531
FV_1_1_11,1995,37.94897959
FV_1_1_11,1996,38.70408163
FV_1_1_11,1997,38.73979592
FV_1_1_11,1998,38.73979592
FV_1_1_11,1999,39.67857143
FV_1_1_11,2000,39.72959184
FV_1_1_11,2001,39.72959184
FV_1_1_11,2002,39.75510204
FV_1_1_11,2003,40.50510204
FV_1_1_11,2004,40.70918367
FV_1_1_11,2005,40.74489796
FV_1_1_11,2006,41.49489796
FV_1_1_11,2007,41.52040816
FV_1_1_11,2008,41.52040816
FV_1_1_11,2009,41.7244898
FV_1_1_11,2010,42.51020408
FV_1_1_11,2011,42.52040816
FV_1_1_11,2012,42.57653061
FV_1_1_11,2013,43.35204082
FV_1_1_11,2014,43.37244898
FV_1_1_11,2015,43.60714286
FV_1_1_11,2016,43.62755102
FV_1_1_11,2017,44.42346939
FV_1_1_11,2018,44.45918367
FV_1_1_11,2019,44.46938776
FV_1_1_11,2020,45.46428571
FV_1_1_11,2021,45.4744898
FV_1_1_12,1986,35.405
FV_1_1_12,1987,35.405
FV_1_1_12,1988,34.76
FV_1_1_12,1989,34.815
FV_1_1_12,1990,34.115
FV_1_1_12,1991,34.17
FV_1_1_12,1992,33.71
FV_1_1_12,1993,33.77
FV_1_1_12,1994,33.125
FV_1_1_12,1995,33.125
FV_1_1_12,1996,32.48
FV_1_1_12,1997,32.535
FV_1_1_12,1998,31.835
FV_1_1_12,1999,41.69
FV_1_1_12,2000,41.29
FV_1_1_12,2001,40.59
FV_1_1_12,2002,39.945
FV_1_1_12,2003,39.945
FV_1_1_12,2004,39.3
FV_1_1_12,2005,38.655
FV_1_1_12,2006,37.955
FV_1_1_12,2007,37.335
FV_1_1_12,2008,37.17
FV_1_1_12,2009,36.305
FV_1_1_12,2010,35.44
FV_1_1_12,2011,34.795
FV_1_1_12,2012,34.85
FV_1_1_12,2013,34.205
FV_1_1_12,2014,33.565
FV_1_1_12,2015,46.46
FV_1_1_12,2016,45.115
FV_1_1_12,2017,43.07
FV_1_1_12,2018,41.725
FV_1_1_12,2019,39.68
FV_1_1_12,2020,38.39
FV_1_1_12,2021,37.05
FV_1_1_13,1986,34.54545455
FV_1_1_13,1987,34.76262626
FV_1_1_13,1988,34.76262626
FV_1_1_13,1989,34.76262626
FV_1_1_13,1990,34.76767677
FV_1_1_13,1991,35.49494949
FV_1_1_13,1992,35.75757576
FV_1_1_13,1993,35.75757576
FV_1_1_13,1994,35.76262626
FV_1_1_13,1995,35.76767677
FV_1_1_13,1996,35.76767677
FV_1_1_13,1997,35.98484848
FV_1_1_13,1998,35.98989899
FV_1_1_13,1999,36.71717172
FV_1_1_13,2000,36.71717172
FV_1_1_13,2001,36.76262626
FV_1_1_13,2002,36.98484848
FV_1_1_13,2003,36.98484848
FV_1_1_13,2004,36.98484848
FV_1_1_13,2005,36.98989899
FV_1_1_13,2006,36.99494949
FV_1_1_13,2007,37.93939394
FV_1_1_13,2008,36.85353535
FV_1_1_13,2009,35.98484848
FV_1_1_13,2010,34.94949495
FV_1_1_13,2011,36.03535354
FV_1_1_13,2012,37.12121212
FV_1_1_13,2013,38.207070710000004
FV_1_1_13,2014,39.3030303
FV_1_1_13,2015,41.11616162
FV_1_1_13,2016,41.98484848
FV_1_1_13,2017,41.55555556
FV_1_1_13,2018,40.9040404
FV_1_1_13,2019,40.2979798
FV_1_1_13,2020,39.64646465
FV_1_1_13,2021,39.21717172
FV_1_1_14,1986,31.68844221
FV_1_1_14,1987,31.75376884
FV_1_1_14,1988,32.02512563
FV_1_1_14,1989,32.44221106
FV_1_1_14,1990,32.35175879
FV_1_1_14,1991,32.71356784
FV_1_1_14,1992,33.1959799
FV_1_1_14,1993,33.46733668
FV_1_1_14,1994,33.46733668
FV_1_1_14,1995,33.79396985
FV_1_1_14,1996,34.22110553
FV_1_1_14,1997,34.22110553
FV_1_1_14,1998,34.13065327
FV_1_1_14,1999,34.90954774
FV_1_1_14,2000,37.46733668
FV_1_1_14,2001,37.73869347
FV_1_1_14,2002,38
FV_1_1_14,2003,37.90954774
FV_1_1_14,2004,38.18090452
FV_1_1_14,2005,38.44221106
FV_1_1_14,2006,38.35175879
FV_1_1_14,2007,38.14070352
FV_1_1_14,2008,37.2160804
FV_1_1_14,2009,36.48241206
FV_1_1_14,2010,35.45226131
FV_1_1_14,2011,34.25125628
FV_1_1_14,2012,34.61306533
FV_1_1_14,2013,34.26130653
FV_1_1_14,2014,34.26130653
FV_1_1_14,2015,45.53266332
FV_1_1_14,2016,44.69849246
FV_1_1_14,2017,44.64321608
FV_1_1_14,2018,44.29145729
FV_1_1_14,2019,43.45728643
FV_1_1_14,2020,42.68341709
FV_1_1_14,2021,41.54773869
FV_1_1_15,1986,37.23857868
FV_1_1_15,1987,37.46192893
FV_1_1_15,1988,37.50253807
FV_1_1_15,1989,38.31979695
FV_1_1_15,1990,38.50253807
FV_1_1_15,1991,39.30456853
FV_1_1_15,1992,39.54314721
FV_1_1_15,1993,39.58375635
FV_1_1_15,1994,40.52791878
FV_1_1_15,1995,40.56852792
FV_1_1_15,1996,41.3857868
FV_1_1_15,1997,41.60913706
FV_1_1_15,1998,42.35532995
FV_1_1_15,1999,42.60913706
FV_1_1_15,2000,42.64974619
FV_1_1_15,2001,43.59390863
FV_1_1_15,2002,43.64974619
FV_1_1_15,2003,44.43654822
FV_1_1_15,2004,44.6751269
FV_1_1_15,2005,44.69035533
FV_1_1_15,2006,45.6751269
FV_1_1_15,2007,45.71573604
FV_1_1_15,2008,46.27411168
FV_1_1_15,2009,46.2284264
FV_1_1_15,2010,46.7715736
FV_1_1_15,2011,46.78172589
FV_1_1_15,2012,47.06598985
FV_1_1_15,2013,48.31979695
FV_1_1_15,2014,48.6751269
FV_1_1_15,2015,49.74619289
FV_1_1_15,2016,49.86294416
FV_1_1_15,2017,50.58375635
FV_1_1_15,2018,50.68527919
FV_1_1_15,2019,50.61928934
FV_1_1_15,2020,51.52284264
FV_1_1_15,2021,51.45685279
FV_1_1_16,1986,40.23350254
FV_1_1_16,1987,40.78172589
FV_1_1_16,1988,40.77664975
FV_1_1_16,1989,40.7715736
FV_1_1_16,1990,40.76649746
FV_1_1_16,1991,42.41624365
FV_1_1_16,1992,43.51269036
FV_1_1_16,1993,44.60913706
FV_1_1_16,1994,44.76142132
FV_1_1_16,1995,50.65482234
FV_1_1_16,1996,48.62944162
FV_1_1_16,1997,46.73604061
FV_1_1_16,1998,46.44670051
FV_1_1_16,1999,46.53299492
FV_1_1_16,2000,46.37563452
FV_1_1_16,2001,46.06598985
FV_1_1_16,2002,45.61928934
FV_1_1_16,2003,45.32994924
FV_1_1_16,2004,45.41624365
FV_1_1_16,2005,45.25888325
FV_1_1_16,2006,44.96954315
FV_1_1_16,2007,44.50253807
FV_1_1_16,2008,44.74619289
FV_1_1_16,2009,44.58883249
FV_1_1_16,2010,44.14213198
FV_1_1_16,2011,44.43147208
FV_1_1_16,2012,45.56852792
FV_1_1_16,2013,46.17258883
FV_1_1_16,2014,46.75634518
FV_1_1_16,2015,47.36040609
FV_1_1_16,2016,48.49746193
FV_1_1_16,2017,49.10152284
FV_1_1_16,2018,49.99492386
FV_1_1_16,2019,50.59898477
FV_1_1_16,2020,51.71573604
FV_1_1_16,2021,52.31979695
FV_1_1_17,1986,39.08080808
FV_1_1_17,1987,38.54040404
FV_1_1_17,1988,37.27777778
FV_1_1_17,1989,35.75252525
FV_1_1_17,1990,34.48989899
FV_1_1_17,1991,37.62626263
FV_1_1_17,1992,40.32828283
FV_1_1_17,1993,41.76767677
FV_1_1_17,1994,43.49494949
FV_1_1_17,1995,48.31313131
FV_1_1_17,1996,46.32828283
FV_1_1_17,1997,44.06565657
FV_1_1_17,1998,42.08080808
FV_1_1_17,1999,42.35858586
FV_1_1_17,2000,42.35858586
FV_1_1_17,2001,42.49494949
FV_1_1_17,2002,42.77272727
FV_1_1_17,2003,42.77272727
FV_1_1_17,2004,43.03535354
FV_1_1_17,2005,43.03535354
FV_1_1_17,2006,43.31313131
FV_1_1_17,2007,42.47979798
FV_1_1_17,2008,41.36868687
FV_1_1_17,2009,40.53535354
FV_1_1_17,2010,39.7020202
FV_1_1_17,2011,39.97979798
FV_1_1_17,2012,40.53535354
FV_1_1_17,2013,40.81313131
FV_1_1_17,2014,41.36868687
FV_1_1_17,2015,41.92424242
FV_1_1_17,2016,42.2020202
FV_1_1_17,2017,42.6010101
FV_1_1_17,2018,43.15656566
FV_1_1_17,2019,43.43434343
FV_1_1_17,2020,43.98989899
FV_1_1_17,2021,48.22727273
FV_1_1_18,1986,29.47692308
FV_1_1_18,1987,30.30769231
FV_1_1_18,1988,31.24102564
FV_1_1_18,1989,32.83589744
FV_1_1_18,1990,33.6
FV_1_1_18,1991,34.59487179
FV_1_1_18,1992,36.12307692
FV_1_1_18,1993,37.06153846
FV_1_1_18,1994,37.88717949
FV_1_1_18,1995,39.41538462
FV_1_1_18,1996,40.41025641
FV_1_1_18,1997,41.93846154
FV_1_1_18,1998,42.87692308
FV_1_1_18,1999,42.16923077
FV_1_1_18,2000,41.57948718
FV_1_1_18,2001,41.64102564
FV_1_1_18,2002,40.88717949
FV_1_1_18,2003,40.34358974
FV_1_1_18,2004,40.35384615
FV_1_1_18,2005,39.75384615
FV_1_1_18,2006,39.05641026
FV_1_1_18,2007,38.46153846
FV_1_1_18,2008,38.52820513
FV_1_1_18,2009,37.76410256
FV_1_1_18,2010,37.23076923
FV_1_1_18,2011,37.23076923
FV_1_1_18,2012,36.63076923
FV_1_1_18,2013,35.93333333
FV_1_1_18,2014,35.17435897
FV_1_1_18,2015,43.81025641
FV_1_1_18,2016,52.21538462
FV_1_1_18,2017,50.0974359
FV_1_1_18,2018,47.86153846
FV_1_1_18,2019,46.50769231
FV_1_1_18,2020,44.27692308
FV_1_1_18,2021,41.99487179
FV_1_1_19,1986,28.02538071
FV_1_1_19,1987,28.02538071
FV_1_1_19,1988,27.62436548
FV_1_1_19,1989,27.76649746
FV_1_1_19,1990,27.36548223
FV_1_1_19,1991,27.36548223
FV_1_1_19,1992,27.10659898
FV_1_1_19,1993,27.10659898
FV_1_1_19,1994,26.70558376
FV_1_1_19,1995,26.49238579
FV_1_1_19,1996,26.09137056
FV_1_1_19,1997,26.09137056
FV_1_1_19,1998,25.83248731
FV_1_1_19,1999,31.12690355
FV_1_1_19,2000,35.66497462
FV_1_1_19,2001,40.74619289
FV_1_1_19,2002,41.61928934
FV_1_1_19,2003,39.70050761
FV_1_1_19,2004,38.3248731
FV_1_1_19,2005,36.40609137
FV_1_1_19,2006,34.88832487
FV_1_1_19,2007,32.75634518
FV_1_1_19,2008,31.23857868
FV_1_1_19,2009,32.45177665
FV_1_1_19,2010,33.40101523
FV_1_1_19,2011,34.25888325
FV_1_1_19,2012,35.06598985
FV_1_1_19,2013,35.96954315
FV_1_1_19,2014,36.77664975
FV_1_1_19,2015,37.63451777
FV_1_1_19,2016,38.93908629
FV_1_1_19,2017,39.79695431
FV_1_1_19,2018,40.60406091
FV_1_1_19,2019,41.95939086
FV_1_1_19,2020,42.76649746
FV_1_1_19,2021,43.57360406
FV_1_1_20,1986,36.17676768
FV_1_1_20,1987,36.17676768
FV_1_1_20,1988,36.17676768
FV_1_1_20,1989,36.22222222
FV_1_1_20,1990,36.22222222
FV_1_1_20,1991,36.43434343
FV_1_1_20,1992,36.44444444
FV_1_1_20,1993,35.75757576
FV_1_1_20,1994,35.75757576
FV_1_1_20,1995,35.75757576
FV_1_1_20,1996,35.7979798
FV_1_1_20,1997,35.8030303
FV_1_1_20,1998,35.81313131
FV_1_1_20,1999,35.85353535
FV_1_1_20,2000,36.06565657
FV_1_1_20,2001,36.07070707
FV_1_1_20,2002,35.37878788
FV_1_1_20,2003,35.37878788
FV_1_1_20,2004,35.37878788
FV_1_1_20,2005,35.39393939
FV_1_1_20,2006,35.43434343
FV_1_1_20,2007,35.43434343
FV_1_1_20,2008,35.43434343
FV_1_1_20,2009,35.69191919
FV_1_1_20,2010,35.69191919
FV_1_1_20,2011,34.96969697
FV_1_1_20,2012,35.01010101
FV_1_1_20,2013,35.01515152
FV_1_1_20,2014,35.01515152
FV_1_1_20,2015,43.84343434
FV_1_1_20,2016,51.8989899
FV_1_1_20,2017,48.24242424
FV_1_1_20,2018,45.57575758
FV_1_1_20,2019,41.91414141
FV_1_1_20,2020,38.98989899
FV_1_1_20,2021,35.32828283
FV_2_1_1,1986,39.7020202
FV_2_1_1,1987,37.34848485
FV_2_1_1,1988,34.75757576
FV_2_1_1,1989,32.4040404
FV_2_1_1,1990,30.39393939
FV_2_1_1,1991,35.67171717
FV_2_1_1,1992,41.87373737
FV_2_1_1,1993,48
FV_2_1_1,1994,48.05050505
FV_2_1_1,1995,45.01010101
FV_2_1_1,1996,41.96969697
FV_2_1_1,1997,38.69191919
FV_2_1_1,1998,35.65151515
FV_2_1_1,1999,53.55555556
FV_2_1_1,2000,51.63131313
FV_2_1_1,2001,49.94444444
FV_2_1_1,2002,48.0959596
FV_2_1_1,2003,46.17171717
FV_2_1_1,2004,44.56060606
FV_2_1_1,2005,42.63636364
FV_2_1_1,2006,40.71212121
FV_2_1_1,2007,39.1010101
FV_2_1_1,2008,37.17676768
FV_2_1_1,2009,35.90909091
FV_2_1_1,2010,33.64141414
FV_2_1_1,2011,32.82323232
FV_2_1_1,2012,34.5959596
FV_2_1_1,2013,35.44444444
FV_2_1_1,2014,36.36868687
FV_2_1_1,2015,37.7979798
FV_2_1_1,2016,39.06565657
FV_2_1_1,2017,40.49494949
FV_2_1_1,2018,41.34343434
FV_2_1_1,2019,42.26767677
FV_2_1_1,2020,44.04040404
FV_2_1_1,2021,44.96464646
FV_2_1_2,1986,54.53299492
FV_2_1_2,1987,51.26903553
FV_2_1_2,1988,48.07106599
FV_2_1_2,1989,44.8071066
FV_2_1_2,1990,41.60913706
FV_2_1_2,1991,45.82741117
FV_2_1_2,1992,50.02538071
FV_2_1_2,1993,54.25380711
FV_2_1_2,1994,58.3857868
FV_2_1_2,1995,58.66497462
FV_2_1_2,1996,58.38071066
FV_2_1_2,1997,57.18274112
FV_2_1_2,1998,56.8680203
FV_2_1_2,1999,55.93401015
FV_2_1_2,2000,55.82741117
FV_2_1_2,2001,54.89340102
FV_2_1_2,2002,54.84263959
FV_2_1_2,2003,54.72588832
FV_2_1_2,2004,53.82233503
FV_2_1_2,2005,53.70558376
FV_2_1_2,2006,52.7715736
FV_2_1_2,2007,52.75126904
FV_2_1_2,2008,52.63451777
FV_2_1_2,2009,51.68020305
FV_2_1_2,2010,51.56345178
FV_2_1_2,2011,50.65989848
FV_2_1_2,2012,50.64974619
FV_2_1_2,2013,49.69035533
