"","ID","interval","fate","predictor"
"978",380,1,1,9
"979",380,2,1,14
"980",381,1,1,8
"981",381,2,1,15
"982",382,1,1,6
"983",382,2,1,14
"984",383,1,1,9
"985",384,1,1,4
"986",385,1,1,6
"987",385,2,1,10
"988",386,1,1,9
"989",388,1,1,9
"990",390,1,1,9
"991",391,1,1,13
"992",391,2,1,9
"993",392,1,1,15
"994",392,2,1,8
"995",393,1,1,5
"996",393,2,1,7
"997",394,1,1,9
"998",395,1,1,8
"999",396,1,1,9
"1000",397,1,1,15
"1001",397,2,1,13
"1002",398,1,1,14
"1003",399,1,1,8
"1004",400,1,1,15
"1005",400,2,1,10
"1006",401,1,1,13
"1007",401,2,1,11
"1008",402,1,1,9
"1009",402,2,1,9
"1010",403,1,1,16
"1011",404,1,1,6
"1012",405,1,1,8
"1013",406,1,1,10
"1014",407,1,1,14
"1015",408,1,1,12
"1016",409,1,1,11
"1017",409,2,1,15
"1018",410,1,1,10
"1019",411,1,1,6
"1020",412,1,1,10
"1021",412,2,1,16
"1022",413,1,1,13
"1023",413,2,1,13
"1024",414,1,1,10
"1025",415,1,1,14
"1026",416,1,1,10
"1027",416,2,1,14
"1028",417,1,1,9
"1029",417,2,1,9
"1030",418,1,1,12
"1031",419,1,1,11
"1032",420,1,1,10
"1033",420,2,1,12
"1034",421,1,1,13
"1035",421,2,1,4
"1036",422,1,1,12
"1037",423,1,1,8
"1038",425,1,1,7
"1039",425,2,1,9
"1040",426,1,1,10
"1041",426,2,1,15
"1042",428,1,1,16
"1043",429,1,1,8
"1044",430,1,1,18
"1045",432,1,1,14
"1046",432,2,1,9
"1047",434,1,1,12
"1048",435,1,1,10
"1049",435,2,1,12
"1050",436,1,1,11
"1051",437,1,1,11
"1052",437,2,1,12
"1053",438,1,1,15
"1054",439,1,1,14
"1055",440,1,1,3
"1056",440,2,1,10
"1057",441,1,1,10
"1058",442,1,1,11
"1059",442,2,1,8
"1060",443,1,1,9
"1061",444,1,1,4
"1062",444,2,1,10
"1063",445,1,1,9
"1064",447,1,1,10
"1065",448,1,1,15
"1066",449,1,1,13
"1067",451,1,1,13
"1068",451,2,1,10
"1069",452,1,1,12
"1070",453,1,1,13
"1071",455,1,1,7
"1072",456,1,1,8
"1073",457,1,1,12
"1074",457,2,1,13
"1075",459,1,1,12
"1076",460,1,1,9
"1077",460,2,1,3
"1078",461,1,1,6
"1079",462,1,1,15
"1080",462,2,1,14
"1081",463,1,1,11
"1082",463,2,1,13
"1083",464,1,1,12
"1084",464,2,1,12
"1085",465,1,1,12
"1086",466,1,1,14
"1087",467,1,1,12
"1088",468,1,1,12
"1089",468,2,1,12
"1090",469,1,1,8
"1091",469,2,1,14
"1092",470,1,1,16
"1093",470,2,1,4
"1094",471,1,1,4
"1095",473,1,1,13
"1096",474,1,1,9
"1097",475,1,1,13
"1098",475,2,1,13
"1099",476,1,1,10
"1100",477,1,1,10
"1101",478,1,1,16
"1102",479,1,1,10
"1103",479,2,1,10
"1104",480,1,1,8
"1105",481,1,1,13
"1106",482,1,1,9
"1107",483,1,1,4
"1108",484,1,1,13
"1109",485,1,1,7
"1110",485,2,1,2
"1111",486,1,1,8
"1112",486,2,1,16
"1113",487,1,1,10
"1114",488,1,1,15
"1115",490,1,1,9
"1116",490,2,1,7
"1117",491,1,1,13
"1118",492,1,1,10
"1119",492,2,1,14
"1120",493,1,1,11
"1121",494,1,1,6
"1122",495,1,1,8
"1123",495,2,1,5
"1124",495,3,1,10
"1125",496,1,1,8
"1126",497,1,1,4
"1127",498,1,1,15
"1128",499,1,1,12
"1129",500,1,1,11
