"","ID","interval","fate","predictor"
"410",292,4,1,6
"411",296,4,1,11
"412",298,5,1,7
"413",299,4,1,7
"414",301,5,1,10
"415",309,3,1,7
"416",310,4,1,11
"417",312,4,1,12
"418",314,3,1,9
"419",319,3,1,9
"420",321,5,1,12
"421",322,5,1,22
"422",326,4,1,8
"423",327,4,1,14
"424",331,4,1,15
"425",333,4,1,14
"426",334,5,1,14
"427",335,4,1,9
"428",337,5,1,12
"429",338,4,1,13
"430",339,4,1,9
"431",340,3,1,9
"432",341,5,1,14
"433",342,3,1,7
"434",343,4,1,7
"435",344,4,1,7
"436",345,2,1,6
"437",347,5,1,7
"438",349,5,1,12
"439",351,5,1,8
"440",352,5,1,12
"441",354,4,1,6
"442",356,5,1,13
"443",358,4,1,6
"444",362,5,1,12
"445",364,4,1,9
"446",365,4,1,13
"447",368,5,1,11
"448",369,3,1,14
"449",374,4,1,11
"450",376,4,1,13
"451",377,4,1,9
"452",378,4,1,13
"453",379,4,1,10
"454",381,5,1,9
"455",384,4,1,11
"456",387,2,1,10
"457",395,4,1,11
"458",404,4,1,13
"459",405,4,1,9
"460",409,5,1,9
"461",411,4,1,9
"462",412,5,1,13
"463",415,3,1,16
"464",418,4,1,13
"465",419,3,1,13
"466",420,6,1,15
"467",421,5,1,8
"468",422,3,1,16
"469",425,5,1,6
"470",426,6,1,1
"471",428,3,1,12
"472",430,3,1,14
"473",431,2,1,9
"474",433,2,1,6
"475",438,4,1,7
"476",439,3,1,8
"477",440,5,1,13
"478",442,6,1,4
"479",443,4,1,11
"480",444,5,1,5
"481",445,4,1,12
"482",448,4,1,16
"483",454,2,1,6
"484",455,3,1,14
"485",456,4,1,10
"486",457,5,1,12
"487",459,3,1,9
"488",465,4,1,13
"489",468,5,1,8
"490",471,3,1,9
"491",472,2,1,13
"492",481,4,1,4
"493",482,3,1,10
"494",483,3,1,18
"495",487,4,1,4
"496",488,3,1,4
"497",489,2,1,13
"498",490,5,1,10
"499",492,6,1,10
"500",499,4,1,10
"501",1,1,1,10
"502",1,2,1,5
"503",2,1,1,10
"504",2,2,1,8
"505",2,3,1,9
"506",3,1,1,9
"507",3,2,1,15
"508",4,1,1,7
"509",4,2,1,17
"510",4,3,1,10
"511",4,4,1,6
"512",4,5,1,6
"513",5,1,1,3
"514",5,2,1,13
"515",5,3,1,14
"516",6,1,1,10
"517",6,2,1,3
"518",7,1,1,5
"519",7,2,1,12
"520",7,3,1,14
"521",8,1,1,8
"522",8,2,1,7
"523",8,3,1,6
"524",8,4,1,5
"525",9,1,1,12
"526",9,2,1,13
"527",9,3,1,7
"528",9,4,1,15
"529",10,1,1,12
"530",10,2,1,10
"531",10,3,1,11
"532",11,1,1,8
"533",11,2,1,8
"534",11,3,1,8
"535",11,4,1,10
"536",11,5,1,10
"537",12,1,1,12
"538",12,2,1,8
"539",12,3,1,7
"540",13,1,1,10
"541",13,2,1,10
"542",14,1,1,11
"543",15,1,1,9
"544",15,2,1,9
"545",15,3,1,7
"546",15,4,1,7
"547",16,1,1,7
"548",16,2,1,9
"549",16,3,1,14
"550",17,1,1,7
"551",17,2,1,14
"552",17,3,1,11
"553",18,1,1,10
"554",18,2,1,9
"555",18,3,1,7
"556",18,4,1,5
"557",19,1,1,10
"558",19,2,1,9
"559",19,3,1,15
"560",19,4,1,8
"561",20,1,1,7
"562",20,2,1,12
"563",20,3,1,7
"564",20,4,1,12
"565",21,1,1,10
"566",21,2,1,9
"567",21,3,1,11
"568",21,4,1,14
"569",22,1,1,12
"570",22,2,1,9
"571",22,3,1,10
"572",22,4,1,5
"573",23,1,1,17
"574",23,2,1,11
"575",23,3,1,6
"576",24,1,1,7
"577",25,1,1,6
"578",25,2,1,16
"579",25,3,1,11
"580",25,4,1,4
"581",26,1,1,9
"582",26,2,1,2
"583",26,3,1,10
"584",27,1,1,10
"585",27,2,1,12
"586",27,3,1,7
"587",28,1,1,7
"588",28,2,1,12
"589",29,1,1,8
"590",29,2,1,7
"591",29,3,1,7
"592",30,1,1,9
"593",30,2,1,8
"594",30,3,1,13
"595",31,1,1,9
"596",31,2,1,11
"597",31,3,1,10
"598",31,4,1,9
"599",32,1,1,10
"600",32,2,1,13
"601",32,3,1,8
"602",33,1,1,14
"603",33,2,1,12
"604",33,3,1,9
"605",34,1,1,10
"606",34,2,1,15
"607",34,3,1,5
"608",35,1,1,6
"609",35,2,1,14
"610",36,1,1,11
"611",36,2,1,11
"612",36,3,1,16
"613",37,1,1,10
"614",37,2,1,10
"615",37,3,1,8
"616",38,1,1,12
"617",38,2,1,11
"618",38,3,1,10
"619",39,1,1,7
"620",39,2,1,9
"621",39,3,1,13
"622",39,4,1,11
"623",40,1,1,9
"624",40,2,1,10
"625",40,3,1,13
"626",40,4,1,6
"627",41,1,1,8
"628",41,2,1,5
"629",41,3,1,9
"630",42,1,1,15
"631",42,2,1,9
"632",42,3,1,15
"633",43,1,1,10
"634",43,2,1,18
"635",43,3,1,9
"636",43,4,1,22
"637",44,1,1,9
"638",44,2,1,5
"639",44,3,1,10
"640",44,4,1,12
"641",45,1,1,8
"642",45,2,1,18
"643",46,1,1,10
"644",46,2,1,10
"645",47,1,1,2
"646",47,2,1,9
"647",47,3,1,12
"648",48,1,1,15
"649",48,2,1,9
"650",48,3,1,11
"651",48,4,1,10
"652",49,1,1,6
"653",49,2,1,10
"654",49,3,1,10
"655",50,1,1,11
"656",50,2,1,16
"657",50,3,1,10
"658",50,4,1,10
"659",51,1,1,10
"660",51,2,1,6
"661",51,3,1,8
"662",52,1,1,11
"663",52,2,1,9
"664",53,1,1,12
"665",53,2,1,7
"666",53,3,1,8
"667",54,1,1,7
"668",54,2,1,12
"669",55,1,1,12
"670",55,2,1,8
"671",55,3,1,15
"672",55,4,1,9
"673",56,1,1,6
"674",56,2,1,9
"675",56,3,1,10
"676",56,4,1,15
"677",56,5,1,19
"678",57,1,1,9
"679",57,2,1,12
"680",57,3,1,8
"681",58,1,1,6
"682",58,2,1,13
"683",59,1,1,8
"684",59,2,1,12
"685",59,3,1,10
"686",59,4,1,15
"687",60,1,1,12
"688",60,2,1,8
"689",60,3,1,9
"690",61,1,1,9
"691",61,2,1,3
"692",61,3,1,13
"693",61,4,1,6
"694",61,5,1,11
"695",62,1,1,10
"696",62,2,1,6
"697",62,3,1,8
"698",63,1,1,6
"699",63,2,1,11
"700",63,3,1,7
"701",63,4,1,10
"702",64,1,1,12
"703",64,2,1,11
"704",64,3,1,5
"705",65,1,1,8
"706",65,2,1,9
"707",66,1,1,4
"708",66,2,1,7
"709",66,3,1,8
"710",67,1,1,12
"711",68,1,1,12
"712",68,2,1,7
"713",68,3,1,14
"714",68,4,1,9
"715",69,1,1,7
"716",69,2,1,15
"717",69,3,1,11
"718",70,1,1,6
"719",70,2,1,14
"720",70,3,1,14
"721",70,4,1,3
"722",70,5,1,13
"723",71,1,1,12
"724",71,2,1,8
"725",71,3,1,7
"726",72,1,1,10
"727",72,2,1,14
"728",73,1,1,13
"729",73,2,1,11
"730",73,3,1,8
"731",73,4,1,13
"732",74,1,1,12
"733",74,2,1,8
"734",75,1,1,8
"735",75,2,1,9
"736",76,1,1,9
"737",76,2,1,11
"738",76,3,1,12
"739",77,1,1,10
"740",77,2,1,4
"741",77,3,1,19
"742",78,1,1,9
"743",78,2,1,15
"744",78,3,1,13
"745",79,1,1,12
"746",79,2,1,13
"747",79,3,1,13
"748",80,1,1,7
"749",80,2,1,9
"750",81,1,1,16
"751",81,2,1,9
"752",82,1,1,8
"753",82,2,1,16
"754",82,3,1,11
"755",83,1,1,16
"756",83,2,1,11
"757",83,3,1,11
"758",83,4,1,13
"759",84,1,1,9
"760",85,1,1,10
"761",85,2,1,8
"762",85,3,1,17
"763",85,4,1,2
"764",86,1,1,9
"765",86,2,1,9
"766",86,3,1,12
"767",87,1,1,14
"768",87,2,1,4
"769",87,3,1,11
"770",87,4,1,10
"771",88,1,1,10
"772",88,2,1,8
"773",88,3,1,11
"774",89,1,1,8
"775",89,2,1,10
"776",89,3,1,8
"777",90,1,1,9
"778",90,2,1,6
"779",90,3,1,7
"780",91,1,1,12
"781",91,2,1,7
"782",92,1,1,12
"783",92,2,1,11
"784",92,3,1,8
"785",92,4,1,8
"786",93,1,1,4
"787",93,2,1,9
"788",93,3,1,4
"789",93,4,1,4
"790",94,1,1,11
"791",94,2,1,7
"792",94,3,1,9
"793",94,4,1,9
"794",95,1,1,5
"795",95,2,1,5
"796",95,3,1,17
"797",95,4,1,14
"798",95,5,1,7
"799",96,1,1,10
"800",96,2,1,6
"801",96,3,1,9
"802",96,4,1,8
"803",97,1,1,11
"804",97,2,1,14
"805",98,1,1,14
"806",98,2,1,10
"807",99,1,1,7
"808",99,2,1,7
"809",100,1,1,8
"810",100,2,1,6
"811",100,3,1,15
"812",101,1,1,6
"813",101,2,1,10
"814",102,1,1,11
"815",102,2,1,10
"816",102,3,1,9
"817",103,1,1,16
"818",103,2,1,10
"819",104,1,1,10
"820",104,2,1,13
"821",104,3,1,14
"822",105,1,1,11
"823",105,2,1,13
"824",106,1,1,9
"825",106,2,1,11
"826",106,3,1,13
"827",106,4,1,21
"828",106,5,1,9
"829",107,1,1,12
"830",107,2,1,8
"831",107,3,1,11
"832",107,4,1,7
"833",108,1,1,6
"834",108,2,1,10
"835",108,3,1,6
"836",108,4,1,7
"837",109,1,1,11
"838",109,2,1,8
"839",109,3,1,14
"840",110,1,1,10
"841",110,2,1,10
"842",110,3,1,9
"843",110,4,1,9
"844",110,5,1,9
"845",111,1,1,13
"846",111,2,1,5
"847",112,1,1,13
"848",112,2,1,7
"849",112,3,1,9
"850",113,1,1,7
"851",113,2,1,7
"852",113,3,1,7
"853",113,4,1,13
"854",114,1,1,12
"855",114,2,1,15
"856",115,1,1,13
"857",115,2,1,10
"858",115,3,1,9
"859",116,1,1,17
"860",116,2,1,13
"861",116,3,1,6
"862",117,1,1,13
"863",117,2,1,8
"864",117,3,1,13
"865",118,1,1,10
"866",118,2,1,13
"867",118,3,1,8
"868",119,1,1,7
"869",119,2,1,16
"870",119,3,1,7
"871",120,1,1,14
"872",120,2,1,10
"873",120,3,1,7
"874",121,1,1,9
"875",121,2,1,8
"876",122,1,1,10
"877",122,2,1,9
"878",122,3,1,12
"879",122,4,1,12
"880",123,1,1,10
"881",123,2,1,13
"882",123,3,1,9
"883",124,1,1,12
"884",124,2,1,9
"885",124,3,1,7
"886",125,1,1,9
"887",125,2,1,13
"888",125,3,1,12
"889",126,1,1,13
"890",126,2,1,7
"891",126,3,1,6
"892",126,4,1,6
"893",127,1,1,12
"894",127,2,1,12
"895",127,3,1,7
"896",128,1,1,10
"897",128,2,1,6
"898",128,3,1,10
"899",129,1,1,13
"900",129,2,1,9
"901",130,1,1,10
"902",130,2,1,6
"903",130,3,1,7
"904",131,1,1,11
"905",131,2,1,11
"906",131,3,1,6
"907",132,1,1,10
"908",132,2,1,8
"909",133,1,1,12
"910",133,2,1,8
"911",133,3,1,9
"912",133,4,1,10
"913",134,1,1,13
"914",135,1,1,14
"915",135,2,1,14
"916",135,3,1,13
"917",136,1,1,11
"918",137,1,1,15
"919",137,2,1,16
"920",137,3,1,14
"921",138,1,1,9
"922",138,2,1,6
"923",139,1,1,10
"924",139,2,1,8
"925",140,1,1,9
"926",140,2,1,9
"927",140,3,1,7
"928",141,1,1,13
"929",142,1,1,12
"930",142,2,1,10
"931",142,3,1,16
"932",142,4,1,9
"933",143,1,1,14
"934",144,1,1,14
"935",144,2,1,10
"936",144,3,1,16
"937",145,1,1,17
"938",145,2,1,9
"939",146,1,1,10
"940",146,2,1,14
"941",147,1,1,15
"942",147,2,1,10
"943",147,3,1,10
"944",147,4,1,10
"945",147,5,1,14
"946",148,1,1,12
"947",148,2,1,14
"948",148,3,1,9
"949",149,1,1,11
"950",149,2,1,11
"951",150,1,1,10
"952",151,1,1,12
"953",151,2,1,9
"954",151,3,1,4
"955",152,1,1,17
"956",152,2,1,11
"957",152,3,1,11
"958",153,1,1,11
"959",153,2,1,8
"960",153,3,1,4
"961",154,1,1,8
"962",154,2,1,10
"963",155,1,1,10
"964",155,2,1,12
"965",156,1,1,11
"966",156,2,1,12
"967",157,1,1,10
"968",157,2,1,7
"969",157,3,1,9
"970",157,4,1,5
"971",158,1,1,13
"972",158,2,1,14
"973",159,1,1,10
"974",159,2,1,8
"975",160,1,1,15
"976",160,2,1,10
"977",160,3,1,9
"978",160,4,1,9
"979",160,5,1,14
"980",161,1,1,8
"981",161,2,1,15
"982",161,3,1,6
"983",162,1,1,14
"984",162,2,1,9
"985",162,3,1,4
"986",163,1,1,6
"987",163,2,1,10
"988",163,3,1,9
"989",163,4,1,9
"990",164,1,1,9
"991",164,2,1,13
"992",164,3,1,9
"993",164,4,1,15
"994",165,1,1,8
"995",165,2,1,5
"996",166,1,1,7
"997",166,2,1,9
"998",166,3,1,8
"999",166,4,1,9
"1000",166,5,1,15
"1001",167,1,1,13
"1002",167,2,1,14
"1003",167,3,1,8
"1004",168,1,1,15
"1005",168,2,1,10
"1006",169,1,1,13
"1007",169,2,1,11
"1008",169,3,1,9
"1009",170,1,1,9
"1010",170,2,1,16
"1011",170,3,1,6
"1012",171,1,1,8
"1013",171,2,1,10
"1014",171,3,1,14
"1015",171,4,1,12
"1016",171,5,1,11
"1017",172,1,1,15
"1018",172,2,1,10
"1019",172,3,1,6
"1020",173,1,1,10
"1021",173,2,1,16
"1022",173,3,1,13
"1023",174,1,1,13
"1024",174,2,1,10
"1025",174,3,1,14
"1026",175,1,1,10
"1027",175,2,1,14
"1028",175,3,1,9
"1029",176,1,1,9
"1030",176,2,1,12
"1031",176,3,1,11
"1032",177,1,1,10
"1033",177,2,1,12
"1034",177,3,1,13
"1035",177,4,1,4
"1036",178,1,1,12
"1037",178,2,1,8
"1038",178,3,1,7
"1039",178,4,1,9
"1040",178,5,1,10
"1041",179,1,1,15
"1042",179,2,1,16
"1043",179,3,1,8
"1044",179,4,1,18
"1045",180,1,1,14
"1046",180,2,1,9
"1047",180,3,1,12
"1048",180,4,1,10
"1049",181,1,1,12
"1050",181,2,1,11
"1051",182,1,1,11
"1052",182,2,1,12
"1053",182,3,1,15
"1054",182,4,1,14
"1055",183,1,1,3
"1056",183,2,1,10
"1057",183,3,1,10
"1058",184,1,1,11
"1059",184,2,1,8
"1060",185,1,1,9
"1061",185,2,1,4
"1062",185,3,1,10
"1063",185,4,1,9
"1064",186,1,1,10
"1065",186,2,1,15
"1066",186,3,1,13
"1067",187,1,1,13
"1068",187,2,1,10
"1069",187,3,1,12
"1070",187,4,1,13
"1071",188,1,1,7
"1072",188,2,1,8
"1073",189,1,1,12
"1074",189,2,1,13
"1075",189,3,1,12
"1076",190,1,1,9
"1077",190,2,1,3
"1078",191,1,1,6
"1079",191,2,1,15
"1080",191,3,1,14
"1081",192,1,1,11
"1082",192,2,1,13
"1083",192,3,1,12
"1084",193,1,1,12
"1085",193,2,1,12
"1086",194,1,1,14
"1087",194,2,1,12
"1088",194,3,1,12
"1089",194,4,1,12
"1090",195,1,1,8
"1091",195,2,1,14
"1092",196,1,1,16
"1093",196,2,1,4
"1094",197,1,1,4
"1095",197,2,1,13
"1096",197,3,1,9
"1097",197,4,1,13
"1098",198,1,1,13
"1099",198,2,1,10
"1100",199,1,1,10
"1101",199,2,1,16
"1102",199,3,1,10
"1103",200,1,1,10
"1104",200,2,1,8
"1105",200,3,1,13
"1106",201,1,1,9
"1107",201,2,1,4
"1108",201,3,1,13
"1109",202,1,1,7
"1110",202,2,1,2
"1111",202,3,1,8
"1112",202,4,1,16
"1113",202,5,1,10
"1114",203,1,1,15
"1115",203,2,1,9
"1116",203,3,1,7
"1117",203,4,1,13
"1118",203,5,1,10
"1119",204,1,1,14
"1120",204,2,1,11
"1121",204,3,1,6
"1122",205,1,1,8
"1123",206,1,1,5
"1124",206,2,1,10
"1125",206,3,1,8
"1126",206,4,1,4
"1127",206,5,1,15
"1128",207,1,1,12
"1129",207,2,1,11
"1130",207,3,1,18
"1131",207,4,1,19
"1132",208,1,1,17
"1133",208,2,1,13
"1134",208,3,1,14
"1135",208,4,1,7
"1136",209,1,1,8
"1137",209,2,1,9
"1138",209,3,1,10
"1139",210,1,1,9
"1140",210,2,1,8
"1141",210,3,1,14
"1142",210,4,1,9
"1143",211,1,1,8
"1144",211,2,1,12
"1145",211,3,1,9
"1146",212,1,1,17
"1147",212,2,1,11
"1148",212,3,1,15
"1149",213,1,1,4
"1150",213,2,1,10
"1151",213,3,1,14
"1152",214,1,1,13
"1153",214,2,1,7
"1154",215,1,1,8
"1155",215,2,1,9
"1156",215,3,1,10
"1157",215,4,1,6
"1158",216,1,1,12
"1159",216,2,1,5
"1160",216,3,1,9
"1161",216,4,1,5
"1162",216,5,1,9
"1163",217,1,1,6
"1164",217,2,1,10
"1165",217,3,1,8
"1166",218,1,1,12
"1167",218,2,1,13
"1168",219,1,1,16
"1169",219,2,1,9
"1170",219,3,1,6
"1171",219,4,1,7
"1172",220,1,1,10
"1173",220,2,1,8
"1174",220,3,1,12
"1175",221,1,1,15
"1176",222,1,1,7
"1177",222,2,1,9
"1178",222,3,1,9
"1179",223,1,1,9
"1180",223,2,1,12
"1181",224,1,1,10
"1182",224,2,1,14
"1183",224,3,1,10
"1184",225,1,1,10
"1185",225,2,1,9
"1186",226,1,1,8
"1187",226,2,1,10
"1188",226,3,1,13
"1189",226,4,1,12
"1190",226,5,1,13
"1191",227,1,1,15
"1192",227,2,1,11
"1193",227,3,1,10
"1194",228,1,1,14
"1195",229,1,1,9
"1196",229,2,1,6
"1197",229,3,1,8
"1198",230,1,1,15
"1199",230,2,1,13
"1200",230,3,1,17
"1201",231,1,1,11
"1202",231,2,1,19
"1203",233,1,1,6
"1204",233,2,1,7
"1205",234,1,1,12
"1206",234,2,1,13
"1207",234,3,1,11
"1208",234,4,1,11
"1209",235,1,1,7
"1210",235,2,1,12
"1211",235,3,1,13
"1212",236,1,1,10
"1213",236,2,1,6
"1214",236,3,1,13
"1215",237,1,1,7
"1216",237,2,1,12
"1217",237,3,1,9
"1218",237,4,1,9
"1219",238,1,1,17
"1220",238,2,1,14
"1221",239,1,1,13
"1222",239,2,1,8
"1223",239,3,1,8
"1224",239,4,1,5
"1225",240,1,1,4
"1226",240,2,1,8
"1227",240,3,1,12
"1228",241,1,1,8
"1229",241,2,1,7
"1230",241,3,1,13
"1231",241,4,1,17
"1232",242,1,1,8
"1233",242,2,1,13
"1234",242,3,1,12
"1235",242,4,1,10
"1236",243,1,1,11
"1237",243,2,1,9
"1238",243,3,1,6
"1239",244,1,1,11
"1240",244,2,1,12
"1241",245,1,1,2
"1242",245,2,1,16
"1243",245,3,1,12
"1244",245,4,1,10
"1245",246,1,1,2
"1246",247,1,1,10
"1247",247,2,1,16
