"","ID","predictor","fate"
"203",203,13.3333333333333,0
"204",204,11.5,1
"205",205,14,1
"206",206,10.3333333333333,0
"207",207,8.66666666666667,0
"208",208,11.6666666666667,1
"209",209,6,0
"210",210,10,1
"211",211,10.5,0
"212",212,11.5,1
"213",213,5.5,0
"214",214,12,0
"215",215,8.66666666666667,0
"216",216,8.33333333333333,0
"217",217,9,0
"218",218,9.5,1
"219",219,9,1
"220",220,7,0
"221",221,7,0
"222",222,8,0
"223",223,10.5,1
"224",224,8.5,0
"225",225,10,0
"226",226,9.66666666666667,1
"227",227,12,1
"228",228,12,1
"229",229,5,0
"230",230,10,0
"231",231,5,1
"232",232,11,1
"233",233,3.5,0
"234",234,9,0
"235",235,11,1
"236",236,9.5,0
"237",237,5.66666666666667,1
"238",238,12.5,1
"239",239,9,0
"240",240,7.5,1
"241",241,7,0
"242",242,9.66666666666667,1
"243",243,14,1
"244",244,10.5,0
"245",245,8,0
"246",246,5,0
"247",247,7.5,1
"248",248,6.5,0
"249",249,6.5,1
"250",250,9.66666666666667,1
"251",251,10,0
"252",252,11,1
"253",253,8,0
"254",254,7,0
"255",255,11,1
"256",256,11.3333333333333,0
"257",257,8,0
"258",258,12.3333333333333,0
"259",259,9,0
"260",260,10,0
"261",261,10.3333333333333,0
"262",262,16,0
"263",263,6.5,0
"264",264,10,0
"265",265,8.33333333333333,1
"266",266,9.5,0
"267",267,10,0
"268",268,8.5,0
"269",269,10,1
"270",270,10.5,0
"271",271,8,0
"272",272,11,0
"273",273,9.5,0
"274",274,10.25,0
"275",275,7.5,0
"276",276,8,0
"277",277,9,0
"278",278,8.66666666666667,1
"279",279,8.5,1
"280",280,7.33333333333333,0
"281",281,6.5,0
"282",282,11.5,1
"283",283,10.6666666666667,0
"284",284,13,0
"285",285,10.5,0
"286",286,7.5,1
"287",287,14,0
"288",288,10.6666666666667,1
"289",289,10.5,0
"290",290,9.66666666666667,0
"291",291,12,1
"292",292,9.5,1
"293",293,9,0
"294",294,8,0
"295",295,10.6666666666667,0
"296",296,12.5,1
"297",297,7.66666666666667,0
"298",298,8,1
"299",299,8.5,1
"300",300,8.5,0
"301",301,11.3333333333333,1
"302",302,8,0
"303",303,9.33333333333333,0
"304",304,12,0
"305",305,7.66666666666667,0
"306",306,10.3333333333333,0
"307",307,13.5,0
"308",308,10.6666666666667,0
"309",309,6.5,1
"310",310,8.5,1
"311",311,11,0
"312",312,9.5,1
"313",313,7.5,0
"314",314,7.5,1
"315",315,11.5,0
"316",316,10,0
"317",317,8.5,0
"318",318,8,0
"319",319,8,1
"320",320,9,0
"321",321,9.66666666666667,1
"322",322,13.3333333333333,1
"323",323,8.66666666666667,0
"324",324,12,0
"325",325,6.5,0
"326",326,9,1
"327",327,13.5,1
"328",328,11.5,0
"329",329,11,0
"330",330,10.3333333333333,0
"331",331,15,1
"332",332,5,0
"333",333,15,1
"334",334,12.3333333333333,1
"335",335,7.5,1
"336",336,10,0
"337",337,10,1
"338",338,10,1
"339",339,11,1
"340",340,10.5,1
"341",341,13.3333333333333,1
"342",342,8,1
"343",343,10.5,1
"344",344,10.5,1
"345",345,6,1
"346",346,9,0
"347",347,13.3333333333333,1
"348",348,9,0
"349",349,12,1
"350",350,13.6666666666667,0
"351",351,9.33333333333333,1
"352",352,12.6666666666667,1
"353",353,12,0
"354",354,7.5,1
"355",355,9.33333333333333,0
"356",356,11.6666666666667,1
"357",357,9.5,0
"358",358,5,1
"359",359,8,0
"360",360,14,0
"361",361,8,0
"362",362,11.3333333333333,1
"363",363,6.5,0
"364",364,8.5,1
"365",365,8.5,1
"366",366,9.33333333333333,0
"367",367,9.66666666666667,0
"368",368,11.3333333333333,1
"369",369,12,1
"370",370,7,0
"371",371,11.5,0
"372",372,7.5,0
"373",373,9.5,0
"374",374,12.5,1
"375",375,9.5,0
"376",376,10.5,1
"377",377,12,1
"378",378,11.5,1
"379",379,9.5,1
"380",380,10.6666666666667,0
"381",381,10.6666666666667,1
"382",382,9.33333333333333,0
"383",383,8,0
"384",384,7.5,1
"385",385,7.33333333333333,0
"386",386,11,0
"387",387,10,1
"388",388,9.5,0
"389",389,15,0
"390",390,9,0
"391",391,10.6666666666667,0
"392",392,10.3333333333333,0
"393",393,7.33333333333333,0
"394",394,8,0
"395",395,9.5,1
"396",396,7.5,0
"397",397,12,0
"398",398,13.5,0
"399",399,9,0
"400",400,14,0
"401",401,12.6666666666667,0
"402",402,8,0
"403",403,10,0
"404",404,9.5,1
"405",405,8.5,1
"406",406,11,0
"407",407,8.5,0
"408",408,11,0
"409",409,11.6666666666667,1
"410",410,9.5,0
"411",411,7.5,1
"412",412,13,1
"413",413,11.6666666666667,0
"414",414,10,0
"415",415,15,1
"416",416,10,0
"417",417,8,0
"418",418,12.5,1
"419",419,12,1
"420",420,12.3333333333333,1
"421",421,8.33333333333333,1
"422",422,14,1
"423",423,7,0
"424",424,8,0
"425",425,7.33333333333333,1
"426",426,8.66666666666667,1
"427",427,15,0
"428",428,14,1
"429",429,10.5,0
"430",430,16,1
"431",431,9,1
"432",432,10,0
"433",433,6,1
"434",434,11,0
"435",435,10.3333333333333,0
"436",436,14,0
"437",437,10,0
"438",438,11,1
"439",439,11,1
"440",440,8.66666666666667,1
"441",441,7.5,0
"442",442,7.66666666666667,1
"443",443,10,1
"444",444,6.33333333333333,1
"445",445,10.5,1
"446",446,14,0
"447",447,9,0
"448",448,15.5,1
"449",449,11,0
"450",450,8,0
"451",451,10.3333333333333,0
"452",452,10.5,0
"453",453,10,0
"454",454,6,1
"455",455,10.5,1
"456",456,9,1
"457",457,12.3333333333333,1
"458",458,11,0
"459",459,10.5,1
"460",460,8,0
"461",461,6.5,0
"462",462,11.3333333333333,0
"463",463,11.3333333333333,0
"464",464,11,0
"465",465,12.5,1
"466",466,13.5,0
"467",467,10.5,0
"468",468,10.6666666666667,1
"469",469,10,0
"470",470,8.66666666666667,0
"471",471,6.5,1
"472",472,13,1
"473",473,11.5,0
"474",474,9,0
"475",475,11,0
"476",476,9.5,0
"477",477,11.5,0
"478",478,10,0
"479",479,9.66666666666667,0
"480",480,10.5,0
"481",481,8.5,1
"482",482,9.5,1
"483",483,11,1
"484",484,10,0
"485",485,5.33333333333333,0
"486",486,10,0
"487",487,7,1
"488",488,9.5,1
"489",489,13,1
"490",490,8.66666666666667,1
"491",491,10,0
"492",492,11.3333333333333,1
"493",493,9.5,0
"494",494,7,0
"495",495,8,0
"496",496,9.5,0
"497",497,7,0
"498",498,12,0
"499",499,11,1
"500",500,12.5,0
