"","ID","interval","fate","predictor"
"108",1,2,1,10
"109",2,2,1,9
"110",3,2,1,6
"111",5,2,1,10
"112",6,2,1,11
"113",7,2,1,10
"114",8,3,1,18
"115",9,3,1,8
"116",10,2,1,8
"117",11,3,1,12
"118",12,2,1,13
"119",14,1,1,12
"120",15,3,1,8
"121",16,2,1,11
"122",17,2,1,9
"123",18,3,1,15
"124",20,3,1,7
"125",21,3,1,13
"126",22,3,1,7
"127",23,2,1,10
"128",24,1,1,9
"129",25,3,1,8
"130",26,2,1,14
"131",27,2,1,10
"132",28,2,1,14
"133",29,2,1,6
"134",30,2,1,10
"135",31,3,1,6
"136",32,2,1,6
"137",33,2,1,8
"138",34,2,1,15
"139",35,2,1,7
"140",36,2,1,9
"141",37,2,1,10
"142",38,2,1,12
"143",39,3,1,11
"144",40,3,1,11
"145",41,2,1,10
"146",44,3,1,14
"147",45,2,1,9
"148",46,2,1,7
"149",48,3,1,12
"150",50,3,1,10
"151",51,2,1,14
"152",52,2,1,7
"153",53,2,1,6
"154",54,2,1,9
"155",55,3,1,9
"156",57,2,1,11
"157",58,2,1,11
"158",59,3,1,10
"159",60,2,1,12
"160",61,3,1,12
"161",62,2,1,12
"162",63,3,1,13
"163",64,2,1,14
"164",65,2,1,8
"165",66,2,1,9
"166",68,3,1,8
"167",70,3,1,12
"168",71,2,1,6
"169",72,2,1,6
"170",73,3,1,8
"171",74,2,1,12
"172",77,2,1,13
"173",78,2,1,11
"174",79,2,1,16
"175",80,2,1,18
"176",81,2,1,8
"177",84,1,1,9
"178",85,3,1,8
"179",86,2,1,6
"180",87,3,1,9
"181",89,2,1,11
"182",90,2,1,7
"183",91,2,1,8
"184",93,3,1,9
"185",94,3,1,7
"186",96,3,1,3
"187",98,2,1,11
"188",99,2,1,15
"189",100,2,1,12
"190",101,2,1,4
"191",102,2,1,14
"192",104,2,1,11
"193",106,3,1,11
"194",107,3,1,9
"195",108,3,1,13
"196",109,2,1,15
"197",110,3,1,16
"198",111,2,1,8
"199",112,2,1,5
"200",113,3,1,10
"201",114,2,1,8
"202",116,2,1,3
"203",117,2,1,9
"204",118,2,1,9
"205",119,2,1,9
"206",120,2,1,4
"207",121,2,1,14
"208",122,3,1,19
"209",123,2,1,14
"210",124,2,1,11
"211",125,2,1,9
"212",127,2,1,14
"213",128,2,1,8
"214",129,2,1,9
"215",130,2,1,13
"216",131,2,1,11
"217",132,2,1,12
"218",133,3,1,10
"219",134,1,1,12
"220",135,2,1,9
"221",136,1,1,4
"222",137,2,1,9
"223",138,2,1,10
"224",139,2,1,15
"225",141,1,1,10
"226",142,3,1,16
"227",143,1,1,12
"228",144,2,1,6
"229",145,2,1,11
"230",146,2,1,13
"231",147,3,1,7
"232",148,2,1,5
"233",149,2,1,5
"234",150,1,1,14
"235",151,2,1,8
"236",153,2,1,7
"237",154,2,1,8
"238",155,2,1,5
"239",156,2,1,11
"240",157,3,1,7
"241",158,2,1,7
"242",159,2,1,5
"243",161,2,1,13
"244",164,3,1,6
"245",165,2,1,8
"246",167,2,1,8
"247",168,2,1,10
"248",169,2,1,6
"249",170,2,1,13
"250",175,2,1,14
"251",177,3,1,6
"252",178,3,1,11
"253",180,3,1,7
"254",181,2,1,7
"255",182,3,1,10
"256",183,2,1,7
"257",184,2,1,11
"258",185,3,1,12
"259",186,2,1,9
"260",187,3,1,7
"261",188,2,1,12
"262",189,2,1,22
"263",190,2,1,8
"264",191,2,1,14
"265",192,2,1,15
"266",193,2,1,14
"267",194,3,1,14
"268",195,2,1,9
"269",202,3,1,6
"270",203,3,1,12
"271",205,1,1,13
"272",207,3,1,9
"273",208,3,1,9
"274",209,2,1,14
"275",210,3,1,7
"276",211,2,1,7
"277",212,2,1,7
"278",213,2,1,6
"279",214,2,1,7
"280",215,3,1,12
"281",216,3,1,11
"282",217,2,1,8
"283",219,3,1,8
"284",220,2,1,12
"285",222,2,1,6
"286",223,2,1,13
"287",224,2,1,12
"288",225,2,1,9
"289",226,3,1,13
"290",227,2,1,11
"291",228,1,1,14
"292",229,2,1,11
"293",230,2,1,13
"294",231,2,1,9
"295",232,1,1,13
"296",234,3,1,10
"297",235,2,1,9
"298",236,2,1,11
"299",238,2,1,10
"300",239,3,1,11
"301",240,2,1,13
"302",241,3,1,9
"303",244,2,1,9
"304",245,3,1,13
"305",246,1,1,16
"306",247,2,1,13
"307",249,2,1,13
"308",250,3,1,15
"309",251,2,1,16
"310",252,2,1,6
"311",253,2,1,1
"312",256,3,1,12
"313",257,1,1,14
"314",259,2,1,9
"315",260,2,1,6
"316",261,3,1,7
"317",262,2,1,8
"318",263,2,1,13
"319",264,3,1,7
"320",265,3,1,4
"321",266,2,1,11
"322",267,2,1,12
"323",268,2,1,5
"324",269,2,1,12
"325",270,2,1,16
"326",271,2,1,6
"327",272,2,1,9
"328",273,2,1,14
"329",274,4,1,10
"330",275,2,1,12
"331",276,3,1,9
"332",280,3,1,6
"333",281,2,1,13
"334",282,2,1,9
"335",283,3,1,9
"336",284,2,1,8
"337",285,2,1,13
"338",286,2,1,12
"339",287,2,1,4
"340",288,3,1,10
"341",289,2,1,5
"342",290,3,1,18
"343",292,2,1,5
"344",295,3,1,4
"345",300,2,1,4
"346",301,3,1,13
"347",303,3,1,10
"348",304,2,1,10
"349",305,3,1,10
"350",306,3,1,5
"351",307,2,1,11
"352",308,3,1,10
"353",309,2,1,8
"354",310,2,1,9
"355",311,3,1,9
"356",312,2,1,15
"357",316,3,1,10
"358",317,2,1,7
"359",318,2,1,17
"360",320,2,1,10
"361",321,3,1,6
"362",323,3,1,3
"363",324,1,1,13
"364",325,2,1,14
"365",326,2,1,16
"366",327,2,1,10
"367",328,2,1,7
"368",329,2,1,3
"369",330,3,1,12
"370",331,2,1,14
"371",332,1,1,8
"372",333,2,1,7
"373",334,3,1,6
"374",335,2,1,5
"375",336,3,1,12
"376",337,3,1,13
"377",338,2,1,7
"378",340,2,1,15
"379",343,2,1,12
"380",347,3,1,4
"381",348,2,1,10
"382",351,3,1,3
"383",352,3,1,11
"384",353,2,1,8
"385",354,2,1,8
"386",355,3,1,8
"387",357,2,1,10
"388",358,2,1,10
"389",359,1,1,12
"390",361,1,1,11
"391",362,3,1,8
"392",363,2,1,7
"393",365,2,1,10
"394",366,3,1,10
"395",367,3,1,11
"396",368,3,1,9
"397",370,2,1,9
"398",371,2,1,7
"399",372,2,1,7
"400",373,2,1,9
"401",374,2,1,14
"402",376,2,1,7
"403",377,2,1,14
"404",378,2,1,11
"405",380,3,1,10
"406",381,3,1,9
"407",383,2,1,7
"408",384,2,1,10
"409",385,3,1,9
"410",386,2,1,15
"411",387,1,1,8
"412",388,2,1,7
"413",390,2,1,10
"414",391,3,1,12
"415",392,3,1,7
"416",393,3,1,12
"417",395,2,1,10
"418",396,2,1,10
"419",397,3,1,9
"420",398,2,1,11
"421",399,2,1,14
"422",400,3,1,12
"423",403,2,1,9
"424",406,2,1,10
"425",408,2,1,5
"426",409,3,1,17
"427",410,2,1,11
"428",412,3,1,6
"429",415,2,1,7
"430",417,3,1,13
"431",418,2,1,16
"432",419,2,1,11
"433",420,3,1,4
"434",422,2,1,9
"435",423,2,1,10
"436",424,1,1,10
"437",425,3,1,12
"438",426,3,1,7
"439",427,1,1,7
"440",428,2,1,12
"441",429,2,1,8
"442",430,2,1,7
"443",431,1,1,7
"444",432,3,1,9
"445",433,1,1,6
"446",434,2,1,8
"447",435,3,1,11
"448",436,2,1,13
"449",439,2,1,9
"450",440,3,1,11
"451",441,2,1,10
"452",442,3,1,9
"453",444,3,1,10
"454",445,2,1,13
"455",446,1,1,11
"456",447,2,1,8
"457",448,2,1,14
"458",449,2,1,12
"459",450,1,1,9
"460",451,3,1,10
"461",452,2,1,15
"462",454,1,1,5
"463",457,3,1,11
"464",458,1,1,12
"465",459,2,1,6
"466",460,3,1,14
"467",461,2,1,7
"468",462,3,1,11
"469",463,3,1,11
"470",464,3,1,16
"471",466,2,1,10
"472",468,3,1,11
"473",469,3,1,10
"474",470,3,1,8
"475",471,2,1,12
"476",472,1,1,11
"477",473,2,1,10
"478",474,2,1,7
"479",476,2,1,9
"480",477,2,1,13
"481",478,2,1,11
"482",481,2,1,8
"483",482,2,1,9
"484",483,2,1,10
"485",484,2,1,13
"486",485,3,1,6
"487",487,2,1,8
"488",488,2,1,5
"489",489,1,1,9
"490",490,3,1,15
"491",491,2,1,9
"492",492,3,1,15
"493",493,2,1,4
"494",494,2,1,10
"495",495,4,1,9
"496",496,2,1,18
"497",497,2,1,22
"498",498,2,1,9
"499",499,2,1,10
"500",500,2,1,12
"501",1,1,1,5
"502",2,1,1,8
"503",3,1,1,10
"504",4,1,1,18
"505",4,2,1,10
"506",5,1,1,10
"507",6,1,1,9
"508",7,1,1,12
"509",8,1,1,15
"510",8,2,1,9
"511",9,1,1,11
"512",9,2,1,10
"513",10,1,1,6
"514",11,1,1,10
"515",11,2,1,10
"516",12,1,1,11
"517",13,1,1,16
"518",15,1,1,10
"519",15,2,1,10
"520",16,1,1,10
"521",17,1,1,6
"522",18,1,1,8
"523",18,2,1,11
"524",19,1,1,9
"525",19,2,1,12
"526",20,1,1,7
"527",20,2,1,8
"528",21,1,1,2
"529",21,2,1,4
"530",22,1,1,7
"531",22,2,1,12
"532",23,1,1,12
"533",25,1,1,12
"534",25,2,1,8
"535",26,1,1,15
"536",27,1,1,9
"537",28,1,1,9
"538",29,1,1,10
"539",30,1,1,15
"540",31,1,1,19
"541",31,2,1,9
"542",32,1,1,9
"543",33,1,1,15
"544",34,1,1,8
"545",35,1,1,12
"546",36,1,1,8
"547",37,1,1,6
"548",38,1,1,13
"549",39,1,1,8
"550",39,2,1,12
"551",40,1,1,10
"552",40,2,1,15
"553",41,1,1,12
"554",42,1,1,8
"555",43,1,1,9
"556",43,2,1,9
"557",44,1,1,3
"558",44,2,1,13
"559",45,1,1,6
"560",46,1,1,11
"561",47,1,1,10
"562",48,1,1,6
"563",48,2,1,9
"564",49,1,1,8
"565",50,1,1,6
"566",50,2,1,11
"567",51,1,1,7
"568",52,1,1,10
"569",53,1,1,12
"570",54,1,1,11
"571",55,1,1,11
"572",55,2,1,5
"573",56,1,1,6
"574",56,2,1,8
"575",57,1,1,9
"576",58,1,1,4
"577",59,1,1,7
"578",59,2,1,8
"579",60,1,1,12
"580",61,1,1,12
"581",61,2,1,7
"582",62,1,1,7
"583",63,1,1,14
"584",63,2,1,9
"585",64,1,1,7
"586",65,1,1,5
"587",66,1,1,15
"588",68,1,1,11
"589",68,2,1,6
"590",69,1,1,14
"591",70,1,1,7
"592",70,2,1,14
"593",71,1,1,3
"594",72,1,1,13
"595",73,1,1,12
"596",73,2,1,8
"597",74,1,1,7
"598",75,1,1,10
"599",76,1,1,9
"600",77,1,1,14
"601",78,1,1,13
"602",79,1,1,11
"603",80,1,1,8
"604",81,1,1,13
"605",82,1,1,12
"606",83,1,1,8
"607",83,2,1,8
"608",85,1,1,9
"609",85,2,1,9
"610",86,1,1,11
"611",87,1,1,10
"612",87,2,1,4
"613",88,1,1,19
"614",89,1,1,6
"615",90,1,1,11
"616",91,1,1,9
"617",92,1,1,15
"618",92,2,1,13
"619",93,1,1,12
"620",93,2,1,12
"621",94,1,1,13
"622",94,2,1,13
"623",95,1,1,9
"624",95,2,1,16
"625",96,1,1,9
"626",96,2,1,8
"627",97,1,1,12
"628",98,1,1,16
"629",99,1,1,9
"630",100,1,1,16
"631",101,1,1,7
"632",102,1,1,11
"633",103,1,1,11
"634",104,1,1,13
"635",105,1,1,6
"636",106,1,1,9
"637",106,2,1,10
"638",107,1,1,8
"639",107,2,1,17
"640",108,1,1,9
"641",108,2,1,9
"642",109,1,1,12
"643",110,1,1,14
"644",110,2,1,4
"645",111,1,1,11
"646",112,1,1,10
"647",113,1,1,10
"648",113,2,1,8
"649",114,1,1,14
"650",115,1,1,10
"651",116,1,1,14
"652",117,1,1,8
"653",118,1,1,9
"654",119,1,1,12
"655",120,1,1,13
"656",121,1,1,6
"657",122,1,1,7
"658",122,2,1,8
"659",123,1,1,12
"660",124,1,1,7
"661",125,1,1,12
"662",126,1,1,11
"663",126,2,1,6
"664",127,1,1,4
"665",128,1,1,9
"666",129,1,1,4
"667",130,1,1,8
"668",131,1,1,11
"669",132,1,1,7
"670",133,1,1,9
"671",133,2,1,9
"672",135,1,1,5
"673",137,1,1,5
"674",138,1,1,17
"675",139,1,1,14
"676",140,1,1,7
"677",142,1,1,10
"678",142,2,1,15
"679",144,1,1,6
"680",145,1,1,5
"681",146,1,1,9
"682",147,1,1,8
"683",147,2,1,11
"684",148,1,1,14
"685",149,1,1,14
"686",151,1,1,10
"687",152,1,1,7
"688",153,1,1,7
"689",154,1,1,8
"690",155,1,1,6
"691",156,1,1,15
"692",157,1,1,6
"693",157,2,1,6
"694",158,1,1,10
"695",159,1,1,11
"696",160,1,1,10
"697",160,2,1,9
"698",161,1,1,6
"699",162,1,1,16
"700",163,1,1,10
"701",163,2,1,9
"702",164,1,1,10
"703",164,2,1,13
"704",165,1,1,11
"705",166,1,1,13
"706",166,2,1,9
"707",167,1,1,11
"708",168,1,1,13
"709",169,1,1,21
"710",170,1,1,9
"711",171,1,1,7
"712",171,2,1,12
"713",172,1,1,8
"714",173,1,1,11
"715",174,1,1,7
"716",175,1,1,6
"717",176,1,1,10
"718",177,1,1,6
"719",177,2,1,7
"720",178,1,1,5
"721",178,2,1,11
"722",179,1,1,8
"723",179,2,1,14
"724",180,1,1,10
"725",180,2,1,10
"726",181,1,1,9
"727",182,1,1,9
"728",182,2,1,13
"729",183,1,1,5
"730",184,1,1,13
"731",185,1,1,7
"732",185,2,1,9
"733",186,1,1,5
"734",187,1,1,7
"735",187,2,1,13
"736",188,1,1,7
"737",189,1,1,13
"738",190,1,1,7
"739",191,1,1,13
"740",192,1,1,12
"741",193,1,1,15
"742",194,1,1,13
"743",194,2,1,10
"744",195,1,1,7
"745",196,1,1,9
"746",197,1,1,17
"747",197,2,1,7
"748",198,1,1,13
"749",199,1,1,6
"750",200,1,1,13
"751",201,1,1,8
"752",202,1,1,13
"753",202,2,1,10
"754",203,1,1,10
"755",203,2,1,9
"756",204,1,1,13
"757",206,1,1,8
"758",206,2,1,7
"759",207,1,1,7
"760",207,2,1,16
"761",208,1,1,7
"762",208,2,1,14
"763",209,1,1,10
"764",210,1,1,9
"765",210,2,1,8
"766",211,1,1,10
"767",212,1,1,12
"768",213,1,1,12
"769",214,1,1,13
"770",215,1,1,10
"771",215,2,1,13
"772",216,1,1,9
"773",216,2,1,12
"774",217,1,1,9
"775",218,1,1,7
"776",219,1,1,9
"777",219,2,1,13
"778",220,1,1,12
"779",222,1,1,13
"780",223,1,1,6
"781",224,1,1,6
"782",225,1,1,12
"783",226,1,1,12
"784",226,2,1,7
"785",227,1,1,10
"786",229,1,1,6
"787",230,1,1,10
"788",231,1,1,13
"789",233,1,1,9
"790",234,1,1,10
"791",234,2,1,6
"792",235,1,1,7
"793",236,1,1,6
"794",237,1,1,11
"795",237,2,1,11
"796",238,1,1,6
"797",239,1,1,10
"798",239,2,1,8
"799",240,1,1,12
"800",241,1,1,8
"801",241,2,1,9
"802",242,1,1,10
"803",242,2,1,13
"804",243,1,1,14
"805",244,1,1,14
"806",245,1,1,13
"807",245,2,1,11
"808",247,1,1,15
"809",248,1,1,16
"810",249,1,1,14
"811",250,1,1,9
"812",250,2,1,6
"813",251,1,1,10
"814",252,1,1,8
"815",253,1,1,9
"816",254,1,1,9
"817",255,1,1,7
"818",255,2,1,13
"819",256,1,1,12
"820",256,2,1,10
"821",258,1,1,16
"822",258,2,1,9
"823",259,1,1,14
"824",260,1,1,14
"825",261,1,1,10
"826",261,2,1,16
"827",262,1,1,17
"828",263,1,1,9
"829",264,1,1,10
"830",264,2,1,14
"831",265,1,1,15
"832",265,2,1,6
"833",266,1,1,10
"834",267,1,1,10
"835",268,1,1,10
"836",269,1,1,8
"837",270,1,1,10
"838",271,1,1,14
"839",272,1,1,12
"840",273,1,1,14
"841",274,1,1,9
"842",274,2,1,11
"843",274,3,1,11
"844",275,1,1,7
"845",276,1,1,10
"846",276,2,1,12
"847",278,1,1,9
"848",278,2,1,9
"849",279,1,1,4
"850",280,1,1,17
"851",280,2,1,11
"852",281,1,1,11
"853",282,1,1,10
"854",283,1,1,11
"855",283,2,1,8
"856",284,1,1,4
"857",285,1,1,8
"858",286,1,1,10
"859",287,1,1,10
"860",288,1,1,12
"861",288,2,1,11
"862",289,1,1,12
"863",290,1,1,10
"864",290,2,1,7
"865",291,1,1,9
"866",292,1,1,5
"867",293,1,1,8
"868",294,1,1,13
"869",295,1,1,14
"870",295,2,1,10
"871",296,1,1,8
"872",297,1,1,15
"873",297,2,1,10
"874",298,1,1,9
"875",298,2,1,9
"876",299,1,1,14
"877",300,1,1,8
"878",301,1,1,15
"879",301,2,1,6
"880",302,1,1,14
"881",303,1,1,9
"882",303,2,1,11
"883",304,1,1,4
"884",305,1,1,6
"885",305,2,1,10
"886",306,1,1,9
"887",306,2,1,9
"888",307,1,1,9
"889",308,1,1,13
"890",308,2,1,9
"891",309,1,1,15
"892",310,1,1,3
"893",311,1,1,8
"894",311,2,1,5
"895",312,1,1,7
"896",313,1,1,9
"897",314,1,1,8
"898",315,1,1,9
"899",316,1,1,15
"900",316,2,1,13
"901",317,1,1,14
"902",318,1,1,8
"903",319,1,1,9
"904",320,1,1,15
"905",321,1,1,10
"906",321,2,1,13
"907",322,1,1,11
"908",322,2,1,9
"909",323,1,1,9
"910",323,2,1,16
"911",325,1,1,6
"912",326,1,1,8
"913",327,1,1,10
"914",328,1,1,14
"915",329,1,1,10
"916",330,1,1,12
"917",330,2,1,15
"918",331,1,1,10
"919",333,1,1,6
"920",334,1,1,10
"921",334,2,1,16
"922",335,1,1,13
"923",336,1,1,13
"924",336,2,1,10
"925",337,1,1,14
"926",337,2,1,10
"927",338,1,1,14
"928",339,1,1,9
"929",340,1,1,9
"930",341,1,1,12
"931",341,2,1,11
"932",342,1,1,10
"933",343,1,1,12
"934",344,1,1,13
"935",346,1,1,4
"936",347,1,1,12
"937",347,2,1,6
"938",348,1,1,8
"939",349,1,1,7
"940",349,2,1,9
"941",350,1,1,10
"942",350,2,1,6
"943",351,1,1,15
"944",351,2,1,16
"945",352,1,1,8
"946",352,2,1,18
"947",353,1,1,9
"948",354,1,1,7
"949",355,1,1,12
"950",355,2,1,10
"951",356,1,1,12
"952",356,2,1,11
"953",357,1,1,11
"954",358,1,1,12
"955",360,1,1,15
"956",362,1,1,14
"957",362,2,1,7
"958",363,1,1,10
"959",364,1,1,10
"960",365,1,1,11
"961",366,1,1,5
"962",366,2,1,8
"963",367,1,1,9
"964",367,2,1,4
"965",368,1,1,10
"966",368,2,1,9
"967",369,1,1,10
"968",370,1,1,15
"969",371,1,1,13
"970",372,1,1,5
"971",373,1,1,13
"972",374,1,1,10
"973",375,1,1,10
"974",376,1,1,12
"975",377,1,1,13
"976",378,1,1,7
"977",379,1,1,8
"978",380,1,1,12
"979",380,2,1,13
"980",381,1,1,12
"981",381,2,1,9
"982",382,1,1,3
"983",382,2,1,6
"984",383,1,1,15
"985",384,1,1,14
"986",385,1,1,11
"987",385,2,1,13
"988",386,1,1,12
"989",388,1,1,12
"990",390,1,1,12
"991",391,1,1,14
"992",391,2,1,12
"993",392,1,1,12
"994",392,2,1,12
"995",393,1,1,8
"996",393,2,1,14
"997",394,1,1,6
"998",395,1,1,16
"999",396,1,1,4
"1000",397,1,1,13
"1001",397,2,1,9
"1002",398,1,1,13
"1003",399,1,1,11
"1004",400,1,1,13
"1005",400,2,1,10
"1006",401,1,1,10
"1007",401,2,1,16
"1008",402,1,1,10
"1009",402,2,1,10
"1010",403,1,1,13
"1011",404,1,1,9
"1012",405,1,1,12
"1013",406,1,1,13
"1014",407,1,1,7
"1015",408,1,1,5
"1016",409,1,1,2
"1017",409,2,1,8
"1018",410,1,1,16
"1019",411,1,1,10
"1020",412,1,1,15
"1021",412,2,1,9
"1022",413,1,1,11
"1023",413,2,1,7
"1024",414,1,1,7
"1025",415,1,1,13
"1026",416,1,1,11
"1027",416,2,1,10
"1028",417,1,1,14
"1029",417,2,1,11
"1030",418,1,1,6
"1031",419,1,1,8
"1032",420,1,1,5
"1033",420,2,1,4
"1034",421,1,1,10
"1035",421,2,1,8
"1036",422,1,1,4
"1037",423,1,1,15
"1038",425,1,1,12
"1039",425,2,1,11
"1040",426,1,1,18
"1041",426,2,1,19
"1042",428,1,1,17
"1043",429,1,1,13
"1044",430,1,1,14
"1045",432,1,1,10
"1046",432,2,1,7
"1047",434,1,1,13
"1048",435,1,1,8
"1049",435,2,1,9
"1050",436,1,1,10
"1051",437,1,1,10
"1052",437,2,1,8
"1053",438,1,1,14
"1054",439,1,1,9
"1055",440,1,1,8
"1056",440,2,1,12
"1057",441,1,1,17
"1058",442,1,1,11
"1059",442,2,1,15
"1060",443,1,1,11
"1061",444,1,1,4
"1062",444,2,1,10
"1063",445,1,1,14
"1064",447,1,1,13
"1065",448,1,1,7
"1066",449,1,1,8
"1067",451,1,1,9
"1068",451,2,1,10
"1069",452,1,1,6
"1070",453,1,1,12
"1071",455,1,1,10
"1072",456,1,1,5
"1073",457,1,1,9
"1074",457,2,1,5
"1075",459,1,1,9
"1076",460,1,1,6
"1077",460,2,1,10
"1078",461,1,1,8
"1079",462,1,1,12
"1080",462,2,1,13
"1081",463,1,1,16
"1082",463,2,1,9
"1083",464,1,1,6
"1084",464,2,1,7
"1085",465,1,1,10
"1086",466,1,1,8
"1087",467,1,1,12
"1088",468,1,1,15
"1089",468,2,1,7
"1090",469,1,1,9
"1091",469,2,1,9
"1092",470,1,1,9
"1093",470,2,1,12
"1094",471,1,1,10
"1095",473,1,1,14
"1096",474,1,1,10
"1097",475,1,1,10
"1098",475,2,1,9
"1099",476,1,1,8
"1100",477,1,1,10
"1101",478,1,1,13
"1102",479,1,1,12
"1103",479,2,1,13
"1104",480,1,1,15
"1105",481,1,1,11
"1106",482,1,1,14
"1107",483,1,1,9
"1108",484,1,1,6
"1109",485,1,1,8
"1110",485,2,1,15
"1111",486,1,1,13
"1112",486,2,1,17
"1113",487,1,1,8
"1114",488,1,1,11
"1115",490,1,1,8
"1116",490,2,1,19
"1117",491,1,1,6
"1118",492,1,1,7
"1119",492,2,1,12
"1120",493,1,1,13
"1121",494,1,1,11
"1122",495,1,1,11
"1123",495,2,1,7
"1124",495,3,1,12
"1125",496,1,1,9
"1126",497,1,1,13
"1127",498,1,1,10
"1128",499,1,1,6
"1129",500,1,1,13
