"","ID","predictor","fate"
"202",202,9,1
"203",203,11.1666666666667,0
"204",204,10.75,1
"205",205,11,1
"206",206,8.16666666666667,0
"207",207,13.4,0
"208",208,12.2,1
"209",209,9.25,0
"210",210,10.4,1
"211",211,9.5,0
"212",212,13,1
"213",213,8.75,0
"214",214,11,0
"215",215,7.8,0
"216",216,7.66666666666667,0
"217",217,8.5,0
"218",218,11.3333333333333,1
"219",219,9.6,1
"220",220,9.5,0
"221",221,11,0
"222",222,8.5,0
"223",223,10,1
"224",224,11,0
"225",225,9,0
"226",226,11,1
"227",227,13,1
"228",228,13,1
"229",229,7.25,0
"230",230,14,0
"231",231,12,1
"232",232,11,1
"233",233,5.33333333333333,0
"234",234,11.2,0
"235",235,11.25,1
"236",236,9.75,0
"237",237,8.8,1
"238",238,13,1
"239",239,8,0
"240",240,7.25,1
"241",241,10.2,0
"242",242,10.6,1
"243",243,10,1
"244",244,10,0
"245",245,9.4,0
"246",246,3.5,0
"247",247,11.3333333333333,1
"248",248,9.5,0
"249",249,10,1
"250",250,10.2,1
"251",251,8.5,0
"252",252,12.25,1
"253",253,7.25,0
"254",254,9.25,0
"255",255,7.4,1
"256",256,9.6,0
"257",257,9,0
"258",258,10.4,0
"259",259,6.5,0
"260",260,9,0
"261",261,8,0
"262",262,9.25,0
"263",263,8,0
"264",264,11.8,0
"265",265,11.3333333333333,1
"266",266,10.5,0
"267",267,8.75,0
"268",268,10,0
"269",269,9,1
"270",270,11.3333333333333,0
"271",271,12,0
"272",272,11.75,0
"273",273,13.6666666666667,0
"274",274,13,0
"275",275,8.25,0
"276",276,12.6,0
"277",277,12,0
"278",278,8.4,1
"279",279,6.66666666666667,1
"280",280,9.6,0
"281",281,8.25,0
"282",282,10.75,1
"283",283,9.4,0
"284",284,11.3333333333333,0
"285",285,10.6666666666667,0
"286",286,8,1
"287",287,11,0
"288",288,8.6,1
"289",289,11,0
"290",290,9.2,0
"291",291,13.25,1
"292",292,6.25,1
"293",293,11.5,0
"294",294,11,0
"295",295,8.66666666666667,0
"296",296,11.25,1
"297",297,8.2,0
"298",298,10,1
"299",299,8,1
"300",300,11,0
"301",301,10.8,1
"302",302,7.66666666666667,0
"303",303,9.33333333333333,0
"304",304,9.5,0
"305",305,11.3333333333333,0
"306",306,10.1666666666667,0
"307",307,10.25,0
"308",308,12.6,0
"309",309,8,1
"310",310,9.5,1
"311",311,11.2,0
"312",312,11.5,1
"313",313,9.75,0
"314",314,9.66666666666667,1
"315",315,11.5,0
"316",316,10.4,0
"317",317,8,0
"318",318,12,0
"319",319,6,1
"320",320,10.25,0
"321",321,13.4,1
"322",322,15.4,1
"323",323,10.2,0
"324",324,12.5,0
"325",325,9.25,0
"326",326,8.25,1
"327",327,11.75,1
"328",328,8.5,0
"329",329,8.66666666666667,0
"330",330,11.2,0
"331",331,12.75,1
"332",332,7,0
"333",333,11,1
"334",334,11.4,1
"335",335,8.5,1
"336",336,11.4,0
"337",337,10.8,1
"338",338,11.75,1
"339",339,9.5,1
"340",340,8.66666666666667,1
"341",341,12.2,1
"342",342,7.66666666666667,1
"343",343,11,1
"344",344,9,1
"345",345,7.5,1
"346",346,9.33333333333333,0
"347",347,10.6,1
"348",348,9.75,0
"349",349,11.4,1
"350",350,10,0
"351",351,9.8,1
"352",352,10.2,1
"353",353,11.5,0
"354",354,9.25,1
"355",355,9.83333333333333,0
"356",356,10.6,1
"357",357,10.3333333333333,0
"358",358,7.5,1
"359",359,7,0
"360",360,10.75,0
"361",361,8,0
"362",362,11.4,1
"363",363,7,0
"364",364,9.25,1
"365",365,12.75,1
"366",366,10.2,0
"367",367,8.6,0
"368",368,8.8,1
"369",369,9.66666666666667,1
"370",370,10.3333333333333,0
"371",371,10,0
"372",372,13.25,0
"373",373,10,0
"374",374,10,1
"375",375,8.66666666666667,0
"376",376,11.5,1
"377",377,9.5,1
"378",378,11.25,1
"379",379,9,1
"380",380,9.83333333333333,0
"381",381,7.6,1
"382",382,9.4,0
"383",383,10,0
"384",384,10.5,1
"385",385,8.6,0
"386",386,11.5,0
"387",387,8,1
"388",388,10,0
"389",389,12,0
"390",390,7.33333333333333,0
"391",391,9.8,0
"392",392,8.8,0
"393",393,8.4,0
"394",394,11,0
"395",395,9.75,1
"396",396,9.33333333333333,0
"397",397,8.16666666666667,0
"398",398,12.25,0
"399",399,12.6666666666667,0
"400",400,12.6,0
"401",401,12.4,0
"402",402,10,0
"403",403,9.66666666666667,0
"404",404,10.25,1
"405",405,10.5,1
"406",406,9.5,0
"407",407,8.25,0
"408",408,9,0
"409",409,10.2,1
"410",410,7.33333333333333,0
"411",411,10.75,1
"412",412,12.2,1
"413",413,11.2,0
"414",414,10.6666666666667,0
"415",415,10.6666666666667,1
"416",416,8,0
"417",417,8,0
"418",418,9.25,1
"419",419,12,1
"420",420,12.1666666666667,1
"421",421,10,1
"422",422,13.6666666666667,1
"423",423,10.25,0
"424",424,8.5,0
"425",425,10.6,1
"426",426,8.83333333333333,1
"427",427,13,0
"428",428,9.66666666666667,1
"429",429,9.33333333333333,0
"430",430,10,1
"431",431,10,1
"432",432,9.4,0
"433",433,9,1
"434",434,10.75,0
"435",435,11.4,0
"436",436,13.25,0
"437",437,10.2,0
"438",438,7,1
"439",439,9.33333333333333,1
"440",440,8.6,1
"441",441,11.75,0
"442",442,10.1666666666667,1
"443",443,11.5,1
"444",444,9.8,1
"445",445,11.75,1
"446",446,14,0
"447",447,10.6666666666667,0
"448",448,13,1
"449",449,11,0
"450",450,9,0
"451",451,11.4,0
"452",452,8.33333333333333,0
"453",453,8.66666666666667,0
"454",454,6.5,1
"455",455,13.6666666666667,1
"456",456,12.25,1
"457",457,10.8,1
"458",458,10,0
"459",459,10.3333333333333,1
"460",460,11.2,0
"461",461,8.5,0
"462",462,9.66666666666667,0
"463",463,10,0
"464",464,11.6,0
"465",465,11.5,1
"466",466,12.75,0
"467",467,11,0
"468",468,10,1
"469",469,8.2,0
"470",470,9.2,0
"471",471,9,1
"472",472,11.5,1
"473",473,10,0
"474",474,11.25,0
"475",475,10.2,0
"476",476,9.66666666666667,0
"477",477,7.75,0
"478",478,9.75,0
"479",479,12,0
"480",480,11.25,0
"481",481,8.75,1
"482",482,10.3333333333333,1
"483",483,13,1
"484",484,8.5,0
"485",485,11.6666666666667,0
"486",486,8.16666666666667,0
"487",487,9,1
"488",488,8.66666666666667,1
"489",489,12,1
"490",490,11,1
"491",491,8.66666666666667,0
"492",492,11.1666666666667,1
"493",493,11.3333333333333,0
"494",494,10.25,0
"495",495,10.375,0
"496",496,9.33333333333333,0
"497",497,9.5,0
"498",498,12.6666666666667,0
"499",499,8,1
"500",500,12.6666666666667,0
