"","ID","predictor","fate"
"302",302,9.5,0
"303",303,10,1
"304",304,7,1
"305",305,8.66666666666667,1
"306",306,7.66666666666667,1
"307",307,10,1
"308",308,10.6666666666667,1
"309",309,11.5,1
"310",310,6,1
"311",311,7.33333333333333,1
"312",312,11,1
"313",313,9.5,0
"314",314,9.5,0
"315",315,11,0
"316",316,12.6666666666667,1
"317",317,10.5,1
"318",318,12.5,1
"319",319,8,0
"320",320,12.5,1
"321",321,9.66666666666667,1
"322",322,8,0
"323",323,9.33333333333333,1
"324",324,13,1
"325",325,10,1
"326",326,12,1
"327",327,10,1
"328",328,10.5,1
"329",329,6.5,1
"330",330,13,1
"331",331,12,1
"332",332,8,1
"333",333,6.5,1
"334",334,10.6666666666667,1
"335",335,9,1
"336",336,11.6666666666667,1
"337",337,12.3333333333333,1
"338",338,10.5,1
"339",339,6.5,0
"340",340,12,1
"341",341,11,0
"342",342,9,0
"343",343,12,1
"344",344,9.5,0
"345",345,12,0
"346",346,10,0
"347",347,7.33333333333333,1
"348",348,9,1
"349",349,9,0
"350",350,7.66666666666667,0
"351",351,11.3333333333333,1
"352",352,12.3333333333333,1
"353",353,8.5,1
"354",354,7.5,1
"355",355,10,1
"356",356,10,0
"357",357,10.5,1
"358",358,11,1
"359",359,12,1
"360",360,13,0
"361",361,11,1
"362",362,9.66666666666667,1
"363",363,8.5,1
"364",364,9.5,0
"365",365,10.5,1
"366",366,7.66666666666667,1
"367",367,8,1
"368",368,9.33333333333333,1
"369",369,9.5,0
"370",370,12,1
"371",371,10,1
"372",372,6,1
"373",373,11,1
"374",374,12,1
"375",375,9,0
"376",376,9.5,1
"377",377,13.5,1
"378",378,9,1
"379",379,7,0
"380",380,11.6666666666667,1
"381",381,10,1
"382",382,6.66666666666667,0
"383",383,11,1
"384",384,12,1
"385",385,11,1
"386",386,13.5,1
"387",387,8,1
"388",388,9.5,1
"389",389,9,0
"390",390,11,1
"391",391,12.6666666666667,1
"392",392,10.3333333333333,1
"393",393,11.3333333333333,1
"394",394,7,0
"395",395,13,1
"396",396,7,1
"397",397,10.3333333333333,1
"398",398,12,1
"399",399,12.5,1
"400",400,11.6666666666667,1
"401",401,9.33333333333333,0
"402",402,10,0
"403",403,11,1
"404",404,10.5,0
"405",405,10.5,0
"406",406,11.5,1
"407",407,7.5,0
"408",408,5,1
"409",409,9,1
"410",410,13.5,1
"411",411,8.5,0
"412",412,10,1
"413",413,8,0
"414",414,7.5,0
"415",415,10,1
"416",416,10.6666666666667,0
"417",417,12.6666666666667,1
"418",418,11,1
"419",419,9.5,1
"420",420,4.33333333333333,1
"421",421,10,0
"422",422,6.5,1
"423",423,12.5,1
"424",424,10,1
"425",425,11.6666666666667,1
"426",426,14.6666666666667,1
"427",427,7,1
"428",428,14.5,1
"429",429,10.5,1
"430",430,10.5,1
"431",431,7,1
"432",432,8.66666666666667,1
"433",433,6,1
"434",434,10.5,1
"435",435,9.33333333333333,1
"436",436,11.5,1
"437",437,8.66666666666667,0
"438",438,11.5,0
"439",439,9,1
"440",440,10.3333333333333,1
"441",441,13.5,1
"442",442,11.6666666666667,1
"443",443,9.5,0
"444",444,8,1
"445",445,13.5,1
"446",446,11,1
"447",447,10.5,1
"448",448,10.5,1
"449",449,10,1
"450",450,9,1
"451",451,9.66666666666667,1
"452",452,10.5,1
"453",453,10.5,0
"454",454,5,1
"455",455,7.5,0
"456",456,6,0
"457",457,8.33333333333333,1
"458",458,12,1
"459",459,7.5,1
"460",460,10,1
"461",461,7.5,1
"462",462,12,1
"463",463,12,1
"464",464,9.66666666666667,1
"465",465,8.5,0
"466",466,9,1
"467",467,10,0
"468",468,11,1
"469",469,9.33333333333333,1
"470",470,9.66666666666667,1
"471",471,11,1
"472",472,11,1
"473",473,12,1
"474",474,8.5,1
"475",475,10.3333333333333,0
"476",476,8.5,1
"477",477,11.5,1
"478",478,12,1
"479",479,11.3333333333333,0
"480",480,12,0
"481",481,9.5,1
"482",482,11.5,1
"483",483,9.5,1
"484",484,9.5,1
"485",485,9.66666666666667,1
"486",486,11.3333333333333,0
"487",487,8,1
"488",488,8,1
"489",489,9,1
"490",490,14,1
"491",491,7.5,1
"492",492,11.3333333333333,1
"493",493,8.5,1
"494",494,10.5,1
"495",495,9.75,1
"496",496,13.5,1
"497",497,17.5,1
"498",498,9.5,1
"499",499,8,1
"500",500,12.5,1
