"X","Nest_ID","Date","Year_located","tmax","ppt","interval"
223,"EMFWOR_NCAMC2-10A_2019",2019-06-11,2019,24.2560005187988,0,1
224,"EMFWOR_NCAMC2-10A_2019",2019-06-12,2019,26.6989994049072,0,1
225,"EMFWOR_NCAMC2-10A_2019",2019-06-13,2019,27.0440006256104,0,1
226,"EMFWOR_NCAMC2-10A_2019",2019-06-14,2019,23.7049999237061,0,2
227,"EMFWOR_NCAMC2-10A_2019",2019-06-15,2019,23.3330001831055,0,2
228,"EMFWOR_NCAMC2-10A_2019",2019-06-16,2019,23.7700004577637,0,2
229,"EMFWOR_NCAMC2-10A_2019",2019-06-17,2019,24.261999130249,0,2
230,"EMFWOR_NCAMC2-10A_2019",2019-06-18,2019,23.6389999389648,0,3
231,"EMFWOR_NCAMC2-10A_2019",2019-06-19,2019,24.7350006103516,0,3
232,"EMFWOR_NCAMC2-10A_2019",2019-06-20,2019,21.5499992370605,0,3
233,"EMFWOR_NCAMC2-10A_2019",2019-06-21,2019,13.418999671936,0,4
234,"EMFWOR_NCAMC2-10A_2019",2019-06-22,2019,13.6149997711182,0,4
235,"EMFWOR_NCAMC2-10A_2019",2019-06-23,2019,19.6860008239746,0,4
236,"EMFWOR_NCAMC2-10A_2019",2019-06-24,2019,20.7530002593994,0,4
237,"EMFWOR_NCAMC2-10A_2019",2019-06-25,2019,19.7910003662109,0,5
238,"EMFWOR_NCAMC2-10A_2019",2019-06-26,2019,17.7189998626709,0,5
239,"EMFWOR_NCAMC2-10A_2019",2019-06-27,2019,16.9720001220703,0,5
240,"EMFWOR_NCAMC2-10A_2019",2019-06-28,2019,14.7279996871948,0,6
241,"EMFWOR_NCAMC2-10A_2019",2019-06-29,2019,17.9290008544922,0,6
242,"EMFWOR_NCAMC2-10A_2019",2019-06-30,2019,20.548999786377,0,6
243,"EMFWOR_NCAMC2-10A_2019",2019-07-01,2019,22.0849990844727,0,6
244,"EMFWOR_NCAMC2-10A_2019",2019-07-02,2019,21.3969993591309,0,7
245,"EMFWOR_NCAMC2-10A_2019",2019-07-03,2019,19.1450004577637,0,7
246,"EMFWOR_NCAMC2-10A_2019",2019-07-04,2019,17.7450008392334,0,7
247,"EMFWOR_NCAMC2-10A_2019",2019-07-05,2019,21.2609996795654,0,7
248,"EMFWOR_NCAMC3-08A_2018",2018-05-31,2018,19.2290000915527,0,1
249,"EMFWOR_NCAMC3-08A_2018",2018-06-01,2018,9.89200019836426,0.572000026702881,1
250,"EMFWOR_NCAMC3-08A_2018",2018-06-02,2018,17.4680004119873,0,1
251,"EMFWOR_NCAMC3-08A_2018",2018-06-03,2018,23.6180000305176,0,1
252,"EMFWOR_NCAMC3-08A_2018",2018-06-04,2018,25.1849994659424,0,1
253,"EMFWOR_NCAMC3-08A_2018",2018-06-05,2018,21.076000213623,0,2
254,"EMFWOR_NCAMC3-08A_2018",2018-06-06,2018,19.8360004425049,0,2
255,"EMFWOR_NCAMC3-08A_2018",2018-06-07,2018,22.7399997711182,0,2
256,"EMFWOR_NCAMC3-08A_2018",2018-06-08,2018,21.1529998779297,0,3
257,"EMFWOR_NCAMC3-08A_2018",2018-06-09,2018,21.2970008850098,0.939999997615814,3
258,"EMFWOR_NCAMC3-08A_2018",2018-06-10,2018,9.6560001373291,5.64099979400635,3
259,"EMFWOR_NCAMC3-08A_2018",2018-06-11,2018,12.6850004196167,0,3
260,"EMFWOR_NCAMC3-08A_2018",2018-06-12,2018,17.5919990539551,0,4
261,"EMFWOR_NCAMC3-08A_2018",2018-06-13,2018,24.6270008087158,0,4
262,"EMFWOR_NCAMC3-08A_2018",2018-06-14,2018,24.113000869751,0,4
263,"EMFWOR_NCAMC3-08A_2018",2018-06-15,2018,21.0699996948242,0,4
264,"EMFWOR_NCAMC3-08A_2018",2018-06-16,2018,19.8649997711182,0,4
265,"EMFWOR_NCAMC3-08A_2018",2018-06-17,2018,16.3880004882812,0.50900000333786,4
266,"EMFWOR_NCAMC3-08A_2018",2018-06-18,2018,10.3730001449585,5.71099996566772,4
267,"EMFWOR_NCAMC3-08A_2018",2018-06-19,2018,13.3760004043579,2.33599996566772,5
268,"EMFWOR_NCAMC3-08A_2018",2018-06-20,2018,20.7779998779297,0,5
269,"EMFWOR_NCAMC3-08A_2018",2018-06-21,2018,25.42799949646,0,5
270,"EMFWOR_NCAMC3-08A_2018",2018-06-22,2018,23.6590003967285,0,5
271,"EMFWOR_NCAMC3-08A_2018",2018-06-23,2018,24.4820003509521,0,5
272,"EMFWOR_NCAMC3-08A_2018",2018-06-24,2018,22.0289993286133,0,5
273,"EMFWOR_NCAMC3-08A_2018",2018-06-25,2018,27.4120006561279,0,5
274,"EMFWOR_NCAMC3-08A_2018",2018-06-26,2018,25.6580009460449,0,6
275,"EMFWOR_NCAMC3-08A_2018",2018-06-27,2018,25.5139999389648,0,6
276,"EMFWOR_NCAMC3-08A_2018",2018-06-28,2018,26.1879997253418,0,6
277,"EMFWOR_NCAMC3-08A_2018",2018-06-29,2018,19.8799991607666,0,6
278,"EMFWOR_NCAMC3-08A_2018",2018-06-30,2018,20.4200000762939,0,6
279,"EMFWOR_NCAMC3-08A_2018",2018-07-01,2018,24.363000869751,0,6
280,"EMFWOR_NCAMC3-08A_2018",2018-07-02,2018,25.923999786377,0,6
281,"EMFWOR_NCAMC3-08A_2018",2018-07-03,2018,23.2099990844727,0,7
282,"EMFWOR_NCAMC3-08A_2018",2018-07-04,2018,20.2089996337891,0,7
283,"EMFWOR_NCAMC3-08A_2018",2018-07-05,2018,25.4829998016357,0,7
284,"EMFWOR_NCAMC3-08A_2020",2020-06-01,2020,17.068000793457,0.757000029087067,1
285,"EMFWOR_NCAMC3-08A_2020",2020-06-02,2020,16.6520004272461,0,1
286,"EMFWOR_NCAMC3-08A_2020",2020-06-03,2020,23.8579998016357,0,1
287,"EMFWOR_NCAMC3-08A_2020",2020-06-04,2020,24.5830001831055,0,1
288,"EMFWOR_NCAMC3-08A_2020",2020-06-05,2020,24.0550003051758,0,1
289,"EMFWOR_NCAMC3-08A_2020",2020-06-06,2020,24.4109992980957,0,2
290,"EMFWOR_NCAMC3-08A_2020",2020-06-07,2020,11.9809999465942,2.66899991035461,2
291,"EMFWOR_NCAMC3-08A_2020",2020-06-08,2020,4.95800018310547,2.45600008964539,2
292,"EMFWOR_NCAMC3-08A_2020",2020-06-09,2020,12.8819999694824,0.797999978065491,2
293,"EMFWOR_NCAMC3-08A_2020",2020-06-10,2020,19.7660007476807,0,2
294,"EMFWOR_NCAMC3-08A_2020",2020-06-11,2020,23.1030006408691,0,3
295,"EMFWOR_NCAMC3-08A_2020",2020-06-12,2020,23.7819995880127,0,3
296,"EMFWOR_NCAMC3-08A_2020",2020-06-13,2020,20.4629993438721,4.37200021743774,3
297,"EMFWOR_NCAMC3-08A_2020",2020-06-14,2020,8.59799957275391,4.96500015258789,3
298,"EMFWOR_NCAMC3-08A_2020",2020-06-15,2020,15.6029996871948,0,3
299,"EMFWOR_NCAMC3-08A_2020",2020-06-16,2020,11.7629995346069,3.30599999427795,3
300,"EMFWOR_NCAMC3-08A_2020",2020-06-17,2020,10.1520004272461,1.79499995708466,3
301,"EMFWOR_NCAMC3-08A_2020",2020-06-18,2020,15.9540004730225,0,3
302,"EMFWOR_NCAMC3-08A_2020",2020-06-19,2020,19.9780006408691,0,4
303,"EMFWOR_NCAMC3-08A_2020",2020-06-20,2020,24.2110004425049,0,4
304,"EMFWOR_NCAMC3-08A_2020",2020-06-21,2020,25.2360000610352,0,4
