"Nest_ID","Fate_cat","Initiation_date","Year_located","Project_ID","Nest_Ht","Orientation","Trees_2550","Trees_50","tmax","ppt","t"
"EMFWOR_NCAMC4-07A_2018","success","2018-05-23",2018,"EM_FWOR",1.7,156,83.3333333333333,2.5,22.3388749361038,0,15
"EMFWOR_NCAMC4-07A_2019","success","2019-05-26",2019,"EM_FWOR",3.9,194,66.6666666666667,20,19.792861143748,0.021499999695354,35
"EMFWOR_NCAMC4-09A_2020","failure","2020-05-31",2020,"EM_FWOR",2.1,220,116.666666666667,7.5,15.2253333330154,3.07733330130577,11
"EMFWOR_NCAMC4-10A_2016","success","2016-06-01",2016,"EM_FWOR",4.6,359,8.33333333333333,15,19.3872218661838,0.801777760187785,8
"EMFWOR_NCAMC4-10A_2018","success","2018-05-22",2018,"EM_FWOR",1.7,32,91.6666666666667,2.5,21.8568334579468,0,5
"EMFWOR_NCAMC4-10B_2018","success","2018-05-22",2018,"EM_FWOR",2.5,80,8.33333333333333,0,19.570790734402,1.11981395787971,42
"EMFWOR_NCAMC5-01A_2015","success","2015-05-30",2015,"EM_FWOR",2.4,136,16.6666666666667,2.5,25.086777722394,1.46051852791397,26
"EMFWOR_NCAMC5-01A_2017","failure","2017-05-12",2017,"EM_FWOR",2.4,198,33.3333333333333,12.5,18.8129599380493,1.32924001216888,24
"EMFWOR_NCAMC5-01A_2018","success","2018-05-20",2018,"EM_FWOR",7.3,243,25,2.5,19.488342059286,0.53802631687569,37
"EMFWOR_NCAMC5-01A_2020","failure","2020-06-09",2020,"EM_FWOR",1.5,175,66.6666666666667,22.5,19.1254167755445,1.40158332387606,23
"EMFWOR_NCAMC7-06A_2015","success","2015-06-01",2015,"EM_FWOR",1.7,191,91.6666666666667,5,26.3512701086096,1.17989188593787,36
"EMFWOR_NCAMC7-06A_2018","success","2018-05-28",2018,"EM_FWOR",7.5,272,100,7.5,23.2709129582281,0.44104348058286,22
"EMFWOR_NCAMC7-06A_2020","success","2020-05-24",2020,"EM_FWOR",4,330,16.6666666666667,5,23.125749985377,0.0260000005364418,11
"EMFWOR_NCAMC8-06A_2016","success","2016-06-05",2016,"EM_FWOR",3.8,255,66.6666666666667,2.5,22.2958885828654,0.400888880093892,17
"EMFWOR_NCAMC8-07A_2017","success","2017-05-22",2017,"EM_FWOR",1.8,322,25,2.5,21.307052587208,0.874500008005845,37
"EMFWOR_NCAMC8-07A_2018","success","2018-05-23",2018,"EM_FWOR",1.8,322,25,2.5,19.6008460949629,0.524230770289134,38
"EMFWOR_NCAMC8-07A_2019","failure","2019-99-99",2019,"EM_FWOR",1.8,322,25,2.5,15.0152000427246,0.154799997806549,4
"EMFWOR_NCAMC8-09A_2019","success","2019-06-23",2019,"EM_FWOR",4,322,25,0,27.2816817543723,0,21
"EMFWOR_NCAMC8-09A_2020","success","2020-06-01",2020,"EM_FWOR",2.4,333,66.6666666666667,7.5,21.8310788179699,0.720631592367825,37
"EMFWOR_NLFTT2-01A_2017","success","2017-06-05",2017,"EM_FWOR",5.6,310,58.3333333333333,0,25.5398183302446,0,21
"EMFWOR_NLFTT2-01A_2018","success","2018-05-30",2018,"EM_FWOR",4.2,330,16.6666666666667,17.5,21.6912249088287,0.58359999358654,39
"EMFWOR_NLFTT2-01B_2018","success","2018-06-06",2018,"EM_FWOR",7.4,312,41.6666666666667,5,22.9160769535945,0.441025632314193,38
"EMFWOR_NLILT1-07A_2019","success","2019-06-16",2019,"EM_FWOR",4.2,197,8.33333333333333,7.5,23.9006799316406,0,24
"EMFWOR_NLILT1-07A_2020","success","2020-06-14",2020,"EM_FWOR",2.6,204,0,5,24.2122857911246,0.00192857147859676,27
"EMFWOR_NLILT1-08A_2021","success","2021-06-12",2021,"EM_FWOR",2.5,109,33.3333333333333,2.5,28.9419841766357,0,19
"EMFWOR_NLILT1-10A_2016","success","2016-06-11",2016,"EM_FWOR",3.9,65,25,45,22.7339643410274,0.174249996493537,27
"EMFWOR_NLILT3-04A_2020","failure","2020-06-07",2020,"EM_FWOR",2,133,25,20,20.3167000770569,0,9
"EMFWOR_NLILT3-10A_2017","success","2017-06-02",2017,"EM_FWOR",2.6,252,33.3333333333333,15,25.8746316809403,0,18
"EMFWOR_NLILT3-10A_2018","success","2018-05-30",2018,"EM_FWOR",1.5,113,41.6666666666667,20,20.1537044915286,1.16284090272066,43
"EMFWOR_NMUDT1-05A_2015","success","2015-05-29",2015,"EM_FWOR",7.5,188,8.33333333333333,0,24.8755937814713,1.1732812449336,31
"EMFWOR_NMUDT1-05A_2016","success","2016-06-05",2016,"EM_FWOR",7.5,188,8.33333333333333,0,22.4862592132003,0.230555552023428,26
"EMFWOR_NMUDT1-05A_2018","failure","2018-99-99",2018,"EM_FWOR",2.5,232,33.3333333333333,0,21.9077775743273,0.398444440629747,8
"EMFWOR_NMUDT1-05A_2020","success","2020-06-13",2020,"EM_FWOR",3.2,324,0,0,24.2727499485016,0.00862499997019768,39
"EMFWOR_NMUDT1-05A_2021","failure","2021-07-03",2021,"EM_FWOR",3.2,324,0,0,29.0407547420926,0,17
"EMFWOR_NPINT1-03A_2018","failure","2018-99-99",2018,"EM_FWOR",6.1,180,8.33333333333333,25,21.5105553732978,0.530333307054308,8
"EMFWOR_NRIMT1-01A_2015","failure","2015-06-05",2015,"EM_FWOR",1.9,185,16.6666666666667,10,25.9649998895053,1.22182759745368,28
"EMFWOR_NRIMT1-01A_2016","failure","2016-99-99",2016,"EM_FWOR",1,153,50,37.5,25.9256665971544,0,8
"EMFWOR_NSWRC2-09A_2016","success","2016-06-01",2016,"EM_FWOR",3.6,258,16.6666666666667,5,19.5013336605496,0.693444437450832,8
"EMFWOR_NSWRC2-09A_2017","success","2017-05-27",2017,"EM_FWOR",3.6,258,16.6666666666667,5,25.6483333375719,0,17
"EMFWOR_NSWRC2-09A_2018","success","2018-05-19",2018,"EM_FWOR",3.6,258,16.6666666666667,5,20.1836002349853,0.581199984252453,19
"EMFWOR_NSWRC2-10A_2015","failure","2015-06-05",2015,"EM_FWOR",2.3,158,58.3333333333333,22.5,27.8923635482788,0.515318170189857,21
"EMFWOR_NSWRC3-03A_2019","success","2019-06-05",2019,"EM_FWOR",3.2,342,8.33333333333333,17.5,20.0916665684093,0.0413636366526285,32
"EMFWOR_NSWRC3-03A_2020","success","2020-05-29",2020,"EM_FWOR",8.7,90,66.6666666666667,20,19.5663430213928,1.10051429697445,34
"EMFWOR_NSWRC3-03B_2018","success","2018-06-14",2018,"EM_FWOR",6.7,214,25,12.5,25.4178789312189,0.330727279186249,32
"EMFWOR_NSWRC3-04A_2016","success","2016-06-01",2016,"EM_FWOR",1.35,105,116.666666666667,15,23.5093683443571,0.214473686720195,18
"EMFWOR_NSWRC3-04A_2018","success","2018-05-22",2018,"EM_FWOR",2.3,188,150,25,20.4184374809265,0.535593755543232,31
"EMFWOR_NSWRC3-04A_2020","success","2020-06-05",2020,"EM_FWOR",2.2,48,175,12.5,24.4530000346048,0.0204285713178771,27
"EMFWOR_NSWRC3-09A_2016","success","2016-05-26",2016,"EM_FWOR",10.9,198,16.6666666666667,27.5,26.5962668100993,0,14
"EMFWOR_NSWRC3-09A_2018","success","2018-05-25",2018,"EM_FWOR",16.3,215,58.3333333333333,22.5,24.1350453550165,0.378818176009438,21
"EMFWOR_NSWRC3-09A_2019","failure","2019-05-24",2019,"EM_FWOR",2.9,24,33.3333333333333,35,21.2804000218709,0,14
"EMMAOR_NCLIFFC1-07A_2015","success","2015-05-27",2015,"EM_MAOR",2.4,12,116.666666666667,7.5,30.6867502530416,0.257083326578141,11
"EMMAOR_NCLIFFC1-07A_2019","success","2019-05-25",2019,"EM_MAOR",3,273,66.6666666666667,5,21.4430000965412,0.115423074565255,25
"EMMAOR_NCLIFFC1-08A_2016","success","2016-06-02",2016,"EM_MAOR",1.25,26,41.6666666666667,15,21.1474998474121,1.03899998841807,9
"EMMAOR_NCLIFFC1-08A_2017","success","2017-05-29",2017,"EM_MAOR",3.6,160,0,7.5,27.7819142750331,0.178771431105478,34
"EMMAOR_NCLIFFC1-08A_2019","success","2019-06-02",2019,"EM_MAOR",3.6,160,0,7.5,22.7490000989702,0.212694443244901,35
"EMMAOR_NCLIFFC1-08B_2017","success","2017-05-25",2017,"EM_MAOR",1.25,26,41.6666666666667,15,27.2058928694044,0.223464288881847,27
"EMMAOR_NCLIFFC2-04A_2017","success","2017-05-26",2017,"EM_MAOR",1.5,128,66.6666666666667,5,28.365187048912,0.0869375020265581,15
"EMMAOR_NCLIFFC2-06A_2019","success","2019-05-24",2019,"EM_MAOR",1.8,35,50,10,21.1767691098727,0.219076917721675,12
"EMMAOR_NCLIFFC2-07A_2015","success","2015-05-25",2015,"EM_MAOR",1.9,286,41.6666666666667,7.5,28.7736539840698,0.134384614916948,25
"EMMAOR_NCLIFFC2-08A_2019","success","2019-05-19",2019,"EM_MAOR",1.1,251,108.333333333333,10,21.4895717075893,0.38328571348185,6
"EMMAOR_NCLIFFC2-10A_2017","success","2017-05-21",2017,"EM_MAOR",2.9,24,25,2.5,27.9057143075126,0,6
"EMMAOR_NCUBT1-10A_2016","failure","2016-05-29",2016,"EM_MAOR",1.5,196,91.6666666666667,2.5,22.527708252271,0.568291659156481,23
"EMMAOR_NCUBT2-02A_2016","failure","2016-06-06",2016,"EM_MAOR",2.5,122,100,10,25.4043999989827,0,14
"EMMAOR_NCUBT2-02A_2021","success","2021-05-19",2021,"EM_MAOR",0.95,14,58.3333333333333,27.5,26.2613637787955,0.241064278541931,27
"EMMAOR_NCUBT2-03A_2015","failure","2015-99-99",2015,"EM_MAOR",1.7,210,66.6666666666667,0,26.0721875429153,0.114406253502239,31
"EMMAOR_NCUBT2-08A_2019","success","2019-05-24",2019,"EM_MAOR",2.2,148,16.6666666666667,7.5,20.2876000881195,0.428399989008903,19
"EMMAOR_NCUBT2-10A_2015","failure","2015-99-99",2015,"EM_MAOR",3.5,90,75,0,30.7778890397814,0,8
"EMMAOR_NCUBT2-10A_2016","failure","2016-06-07",2016,"EM_MAOR",1.5,70,8.33333333333333,5,23.8211578569914,0.519105261877964,18
"EMMAOR_NCUBT2-10A_2017","success","2017-05-27",2017,"EM_MAOR",1.7,145,91.6666666666667,7.5,25.7397096080165,0.215129030327643,30
"EMMAOR_NCUBT2-10A_2021","success","2021-05-24",2021,"EM_MAOR",2.55,160,16.6666666666667,7.5,24.4229148962559,0.463764088108944,38
"EMMAOR_NDUGC1-01A_2015","success","2015-05-26",2015,"EM_MAOR",1.5,55,58.3333333333333,5,27.5646216933792,0.66802703448244,36
"EMMAOR_NDUGC1-01A_2016","success","2016-05-22",2016,"EM_MAOR",2.7,258,41.6666666666667,10,23.1804500818253,0.681674993038177,39
"EMMAOR_NDUGC1-01A_2017","success","2017-05-18",2017,"EM_MAOR",1.8,33,41.6666666666667,15,27.3942857469831,0.294000008276531,13
"EMMAOR_NDUGC1-05A_2017","success","2017-05-27",2017,"EM_MAOR",2.4,238,50,5,28.8680415153503,0.171500004827976,23
"EMMAOR_NDUGC1-06A_2017","failure","2017-05-19",2017,"EM_MAOR",2.75,72,83.3333333333333,30,19.9449285439083,0.954392865300179,27
"EMMAOR_NDUGC1-06B_2017","success","2017-05-19",2017,"EM_MAOR",2.5,302,0,7.5,25.7443332672119,0.323944452736113,17
"EMMAOR_NDUGC1-10A_2016","success","2016-06-11",2016,"EM_MAOR",1.3,58,8.33333333333333,7.5,24.4173572744642,0.359785720972078,27
"EMMAOR_NELKT1-05A_2015","success","2015-05-28",2015,"EM_MAOR",1.4,152,100,12.5,27.3791113252993,0.874481482638253,26
"EMMAOR_NELKT2-01A_2021","failure","2021-99-99",2021,"EM_MAOR",3,76,33.3333333333333,0,30.5652642250061,0.034129998087883,19
"EMMAOR_NELKT2-02A_2015","success","2015-05-31",2015,"EM_MAOR",5.6,100,50,2.5,27.3776429040091,1.56942858440535,13
"EMMAOR_NELKT2-02A_2021","success","2021-05-28",2021,"EM_MAOR",1.6,224,33.3333333333333,2.5,30.4473259265606,0.0977461521442121,25
"EMMAOR_NELKT2-04A_2016","success","2016-05-27",2016,"EM_MAOR",0.7,207,25,27.5,23.4228420759502,0.515631575823614,18
"EMMAOR_NELKT2-04A_2017","success","2017-05-21",2017,"EM_MAOR",0.7,207,25,27.5,23.6914442910088,0.624277782467996,35
"EMMAOR_NELKT2-05A_2019","success","2019-05-25",2019,"EM_MAOR",1.1,49,25,10,20.2017368517424,0.165947370623287,18
"EMMAOR_NELKT2-06A_2015","success","2015-05-23",2015,"EM_MAOR",2.2,30,83.3333333333333,5,29.0414001464844,0.0998999983072283,19
"EMMAOR_NELKT2-06A_2017","success","2017-05-17",2017,"EM_MAOR",2,148,83.3333333333333,0,22.4121785845075,0.793178583894457,27
"EMMAOR_NELKT2-07A_2021","success","2021-05-28",2021,"EM_MAOR",1.3,110,8.33333333333333,2.5,31.9856878916422,0.0698444445927938,8
"EMMAOR_NELKT2-10A_2019","success","2019-05-29",2019,"EM_MAOR",3,277,25,0,22.4691363681446,0.13718181848526,21
"EMMAOR_NELKT3-01A_2017","success","2017-05-26",2017,"EM_MAOR",7.7,230,58.3333333333333,35,25.8475518062197,0.270724146402088,28
"EMMAOR_NELKT3-03A_2014","failure","2014-99-99",2014,"EM_MAOR",6.9,175,125,10,18.769961467156,0.442576925552343,25
"EMMAOR_NELKT3-03A_2019","failure","2019-06-08",2019,"EM_MAOR",2.3,281,116.666666666667,25,19.4098335901896,0.273500002590784,5
"EMMAOR_NELKT3-08A_2021","failure","2021-06-08",2021,"EM_MAOR",2.8,75,0,47.5,30.456510119968,0.0288277765115102,17
"EMMAOR_NFLAGC1-02A_2015","success","2015-05-30",2015,"EM_MAOR",1.8,200,66.6666666666667,20,27.202857698713,1.61078569505896,13
"EMMAOR_NFLAGC1-05A_2015","failure","2015-06-07",2015,"EM_MAOR",4,145,41.6666666666667,7.5,27.1967056498808,0.190764704171349,16
"EMMAOR_NFLAGC1-05A_2019","success","2019-05-30",2019,"EM_MAOR",3.4,9,16.6666666666667,10,21.5439333385891,0.555000004327545,44
"EMMAOR_NFLAGC1-06A_2016","success","2016-06-04",2016,"EM_MAOR",1.7,104,25,17.5,22.3803750276566,0.659437499940396,15
"EMMAOR_NFLAGC1-06A_2017","success","2017-05-25",2017,"EM_MAOR",4.2,340,58.3333333333333,20,24.2925526468377,0.649026296640698,37
"EMMAOR_NFLAGC1-07A_2014","failure","2014-99-99",2014,"EM_MAOR",2.1,197,25,5,21.806586068252,0.673482761300843,28
"EMMAOR_NFLAGC1-08A_2015","success","2015-05-24",2015,"EM_MAOR",9,224,33.3333333333333,22.5,27.5282414534996,0.125310343915018,28
"EMMAOR_NFLAGC2-03A_2019","success","2019-06-05",2019,"EM_MAOR",6,262,75,10,24.8005787698846,0.342368418840986,18
"EMMAOR_NFLAGC2-06A_2019","success","2019-06-12",2019,"EM_MAOR",12.3,19,50,12.5,27.2656086631443,0.226652169681114,22
"EMMAOR_NFLAGC2-10A_2015","success","2015-05-26",2015,"EM_MAOR",1.95,182,133.333333333333,20,27.6508920514906,0.678891897604272,36
"EMMAOR_NFLAGC2-10A_2019","success","2019-05-27",2019,"EM_MAOR",7.5,283,50,20,20.8958498954773,0.162600001692772,19
"EMMAOR_NMDC1-07A_2017","success","2017-05-21",2017,"EM_MAOR",2.8,230,83.3333333333333,7.5,29.4275333404541,0.07946666876475,14
"EMMAOR_NMDC2-04A_2019","success","2019-06-01",2019,"EM_MAOR",2.2,182,16.6666666666667,22.5,20.461620791205,0.344448278417233,28
"EMMAOR_NPAWT1-01A_2019","failure","2019-05-30",2019,"EM_MAOR",2,291,58.3333333333333,30,20.1216471054975,0.407705883769428,16
"EMMAOR_NPAWT1-02A_2014","failure","2014-99-99",2014,"EM_MAOR",3.4,91,175,27.5,19.0416997909546,0.142000004649162,9
"EMMAOR_NPAWT1-03A_2016","success","2016-06-03",2016,"EM_MAOR",1.2,58,33.3333333333333,10,22.1848095712208,0.701690470888501,41
"EMMAOR_NPAWT1-03A_2017","success","2017-05-28",2017,"EM_MAOR",4.9,155,8.33333333333333,10,28.7259376049042,0.143812507390976,15
"EMMAOR_NPAWT1-03A_2019","success","2019-05-17",2019,"EM_MAOR",1,53,0,5,19.7607428686959,0.660142866202763,34
"EMMAOR_NPAWT1-03A_2021","success","2021-05-28",2021,"EM_MAOR",1.15,50,108.333333333333,2.5,26.6342608133952,0.222417942988567,38
"EMMAOR_NPAWT1-04A_2015","failure","2015-06-10",2015,"EM_MAOR",3.2,259,25,37.5,28.3974348151166,0.0661304333935613,22
"EMMAOR_NPAWT1-05A_2015","success","2015-06-01",2015,"EM_MAOR",0.7,65,83.3333333333333,0,27.6652499437332,2.11431254073978,15
"EMMAOR_NPAWT1-05A_2019","success","2019-05-25",2019,"EM_MAOR",1.8,188,66.6666666666667,10,21.8584289550781,0.604428580829075,6
"EMMAOR_NPAWT1-05A_2021","success","2021-05-25",2021,"EM_MAOR",2.9,235,41.6666666666667,10,30.3825241088867,0.172444996237755,19
"EMMAOR_NPAWT1-07A_2015","failure","2015-99-99",2015,"EM_MAOR",2,12,50,7.5,30.1917138780866,0,6
"EMMAOR_NPAWT1-08A_2015","success","2015-06-01",2015,"EM_MAOR",1.5,178,16.6666666666667,65,27.1798276572392,1.19527588425012,28
"EMMAOR_NPAWT1-08A_2021","success","2021-06-04",2021,"EM_MAOR",5,51,158.333333333333,12.5,30.8050356778232,0,10
"EMMAOR_NPAWT1-09A_2014","failure","2014-99-99",2014,"EM_MAOR",1,232,166.666666666667,0,19.0416997909546,0.142000004649162,9
"EMMAOR_NPAWT1-09A_2019","success","2019-05-17",2019,"EM_MAOR",5.4,48,58.3333333333333,7.5,19.5284119774314,0.40899999702678,16
"EMMAOR_NPRONGC1-01A_2019","success","2019-05-20",2019,"EM_MAOR",1.7,283,16.6666666666667,12.5,20.8200293989742,0.633647050051128,33
"EMMAOR_NPRONGC2-01A_2015","success","2015-05-27",2015,"EM_MAOR",1.65,244,91.6666666666667,2.5,26.5521112018161,0.139444447225994,35
"EMMAOR_NPRONGC2-01A_2019","failure","2019-99-99",2019,"EM_MAOR",1.7,215,41.6666666666667,0,20.9330501079559,0.332450003921986,19
"EMMAOR_NPRONGC2-08A_2019","failure","2019-06-01",2019,"EM_MAOR",2.4,232,75,10,20.9330501079559,0.332450003921986,19
"EMMAOR_NRATT1-03A_2017","success","2017-05-30",2017,"EM_MAOR",1.9,274,75,37.5,29.0158948396382,0,18
"EMMAOR_NRATT1-07A_2016","success","2016-05-27",2016,"EM_MAOR",1.8,356,108.333333333333,2.5,20.9692998886108,0.670899999141694,9
"EMMAOR_NRATT1-10A_2015","failure","2015-99-99",2015,"EM_MAOR",2,232,75,25,30.9705383594219,0,12
"EMMAOR_NRATT1-10A_2016","success","2016-05-27",2016,"EM_MAOR",1.5,109,108.333333333333,27.5,24.0604000091553,0.268359999656678,24
"EMMAOR_NRATT1-10A_2017","success","2017-05-26",2017,"EM_MAOR",2,232,75,25,24.636030254942,0.257424242568739,32
"EMMAOR_NRATT2-10A_2017","success","2017-05-27",2017,"EM_MAOR",3.7,350,41.6666666666667,27.5,28.905095236642,0.101095236483074,20
"EMMAOR_NRATT2-10A_2019","failure","2019-05-30",2019,"EM_MAOR",1.9,135,75,5,19.9666666101526,0.531370369372545,26
"EMMAOR_NSAGEC1-08A_2019","success","2019-06-06",2019,"EM_MAOR",1.5,92,41.6666666666667,12.5,24.2061665852865,0.400374989253275,23
"EMMAOR_NSAGEC1-09A_2015","failure","2015-05-29",2015,"EM_MAOR",1.1,18,50,17.5,28.8032961244936,0.0350370362952903,26
"EMMAOR_NSAGEC1-09A_2019","success","2019-05-18",2019,"EM_MAOR",1.3,9,16.6666666666667,7.5,21.7831111484104,0.442111101415423,8
"EMMAOR_NSAGEC1-10A_2015","failure","2015-05-28",2015,"EM_MAOR",0.8,101,0,35,28.9482412009404,0.0326206889645807,28
"EMMAOR_NSAGEC1-10A_2019","success","2019-05-20",2019,"EM_MAOR",0.9,75,91.6666666666667,10,21.7831111484104,0.442111101415423,8
"EMMAOR_NSAGEC1-10B_2015","success","2015-05-25",2015,"EM_MAOR",3.35,0,75,15,31.4327330271403,0.034333332379659,14
"EMMAOR_NUPCA1-04A_2016","success","2016-05-27",2016,"EM_MAOR",12.5,127,58.3333333333333,12.5,25.0841429574149,0.704785704612732,13
"EMMAOR_NUPCA1-04A_2017","success","2017-05-23",2017,"EM_MAOR",1.7,222,33.3333333333333,22.5,29.5787857600621,0.0812142831938607,13
"EMMAOR_NUPCA1-05A_2017","success","2017-05-22",2017,"EM_MAOR",8.6,324,0,10,24.8947352802052,0.270617648082621,33
"EMMAOR_NUPCA1-08A_2017","success","2017-05-22",2017,"EM_MAOR",2.1,144,41.6666666666667,20,26.0677057154038,0.219941175159286,33
"EMMAOR_NUPCB1-04A_2017","success","2017-05-24",2017,"EM_MAOR",2.2,352,25,25,24.5439394170588,0.332272728058425,32
"EMMAOR_NUPCB1-07A_2017","success","2017-06-01",2017,"EM_MAOR",2.9,226,58.3333333333333,12.5,25.7348780748321,0.224414634995344,40
"EMMAOR_NUPCB1-07A_2019","success","2019-05-30",2019,"EM_MAOR",2.9,226,58.3333333333333,12.5,22.4063332239787,0.161133333047231,14
"EMMAOR_NWOLFC1-01A_2017","success","2017-05-25",2017,"EM_MAOR",1.75,160,91.6666666666667,5,29.4093331654867,0.0995999972025553,14
"EMMAOR_NWOLFC1-01A_2019","success","2019-05-22",2019,"EM_MAOR",3.2,154,41.6666666666667,5,20.9468530767104,0.502911759650006,33
"EMMAOR_NWOLFC1-03A_2015","success","2015-05-28",2015,"EM_MAOR",5.1,266,33.3333333333333,17.5,28.1768570627485,0.870928569563796,27
"EMMAOR_NWOLFC1-03A_2016","success","2016-05-28",2016,"EM_MAOR",5.1,162,33.3333333333333,22.5,24.1745715141296,0.597571424075536,13
"EMMAOR_NWOLFC1-03A_2019","success","2019-05-28",2019,"EM_MAOR",2.4,111,50,0,21.2091667254766,0.154708335796992,23
"EMMAOR_NWOLFC1-07A_2015","success","2015-05-25",2015,"EM_MAOR",3.1,295,0,5,26.3171469183529,0.0534117642570945,33
"EMMAOR_NWOLFC1-07A_2017","success","2017-05-18",2017,"EM_MAOR",3.1,295,0,5,26.7532354242661,0.278999993029762,16
"EMMAOR_NWOLFC1-08A_2019","failure","2019-05-17",2019,"EM_MAOR",3.5,40,75,25,17.9258889092339,0.0476666655805376,8
"EMMAOR_NWOLFC2-01A_2017","success","2017-05-23",2017,"EM_MAOR",3,106,66.6666666666667,2.5,27.3156249523163,0,7
"EMMAOR_NWOLFC2-02A_2015","success","2015-05-28",2015,"EM_MAOR",9,173,8.33333333333333,27.5,27.4262140819005,1.6240714107241,13
"EMMAOR_NWOLFC2-03A_2016","success","2016-05-30",2016,"EM_MAOR",1.5,99,66.6666666666667,15,18.8133333524068,1.51983332633972,5
"EMMAOR_NWOLFC2-08A_2017","success","2017-05-21",2017,"EM_MAOR",4.1,330,25,12.5,27.3156249523163,0,7
"EMMAOR_NWOLFC2-09A_2015","success","2015-06-01",2015,"EM_MAOR",1.8,251,25,25,27.7772270549427,1.09204544262453,21
"EMMAOR_NWOLFC2-09A_2016","success","2016-05-27",2016,"EM_MAOR",2,216,75,22.5,26.3369090340354,0,10
"EMMAOR_NWOLFTA3-09A_2017","success","2017-06-02",2017,"EM_MAOR",0.75,100,108.333333333333,27.5,29.7928462395301,0,12
"EMMAOR_NWOLFTB1-06A_2015","failure","2015-06-01",2015,"EM_MAOR",1.75,159,16.6666666666667,12.5,25.5396896230763,0.0635862083270632,28
"EMMAOR_NWOLFTB1-06A_2016","failure","2016-05-26",2016,"EM_MAOR",1.3,20,25,5,21.2049614832951,0.662115372144259,25
"EMMAOR_NWOLFTB3-08A_2015","failure","2015-06-13",2015,"EM_MAOR",2.7,346,41.6666666666667,10,28.2229999966092,0.33166666328907,8
"EMMAOR_NWOLFTB4-10A_2015","failure","2015-05-28",2015,"EM_MAOR",1.2,108,25,0,28.4063042350437,0.059739130994548,22
"EMPAID_N1WS05A_2013","success","2013-06-27",2013,"EM_PAID",2.5,147,116.666666666667,15,31.7040526239496,0.0653421063172189,37
"EMPAID_N1WS06A_2019","success","2019-05-31",2019,"EM_PAID",1.75,212,8.33333333333333,40,23.0825000286102,0.0780499994754791,19
"EMPAID_N1WS07A_2013","failure","2013-05-26",2013,"EM_PAID",4.6,62,8.33333333333333,7.5,25.7503997802734,0.264399993419648,9
"EMPAID_N1WS07A_2014","success","2014-05-25",2014,"EM_PAID",3,268,0,10,24.4829191001686,0.603540530075898,36
"EMPAID_N1WS07A_2017","failure","2017-06-22",2017,"EM_PAID",3.7,182,16.6666666666667,27.5,30.9849232160128,0.0732692307971706,25
"EMPAID_N1WS07A_2018","success","2018-05-28",2018,"EM_PAID",3.4,272,0,5,27.6177499294281,0.00374999991618096,7
"EMPAID_N1WS07A_2019","success","2019-05-27",2019,"EM_PAID",2.2,190,33.3333333333333,30,23.0815789574071,0.0821578941847148,18
"EMPAID_N1WS09A_2017","success","2017-05-26",2017,"EM_PAID",2.6,248,25,2.5,29.922799873352,0.190100000053644,9
"EMPAID_N1WS09A_2018","success","2018-05-29",2018,"EM_PAID",2.5,68,16.6666666666667,15,23.9638864343817,1.06072728433223,43
