"Nest_ID","Fate_cat","Visit_date","Prev_date","interval","Initiation_date","Year_located","Project_ID","Nest_Ht","Orientation","Trees_2550","Trees_50","tmax","ppt"
"EMFWOR_NCAMC1-10A_2020","success","2020-07-24","2020-07-21",5,"2020-06-23",2020,"EM_FWOR",3.6,39,41.6666666666667,10,28.9999993642171,0
"EMFWOR_NCAMC1-10A_2020","success","2020-07-28","2020-07-24",6,"2020-06-23",2020,"EM_FWOR",3.6,39,41.6666666666667,10,29.6992497444153,0
"EMFWOR_NCAMC1-10A_2020","success","2020-07-30","2020-07-28",7,"2020-06-23",2020,"EM_FWOR",3.6,39,41.6666666666667,10,30.293999671936,0
"EMFWOR_NCAMC1-10A_2020","success","2020-08-03","2020-07-30",8,"2020-06-23",2020,"EM_FWOR",3.6,39,41.6666666666667,10,30.397500038147,0
"EMFWOR_NCAMC1-10A_2020","success","2020-08-06","2020-08-03",9,"2020-06-23",2020,"EM_FWOR",3.6,39,41.6666666666667,10,28.4406661987305,0.270333329836528
"EMFWOR_NCAMC2-10A_2018","success","2018-06-07","2018-06-05",1,"2018-05-23",2018,"EM_FWOR",3.9,82,91.6666666666667,7.5,20.3716672261556,0
"EMFWOR_NCAMC2-10A_2018","success","2018-06-11","2018-06-07",2,"2018-05-23",2018,"EM_FWOR",3.9,82,91.6666666666667,7.5,15.3942501544952,1.72674995660782
"EMFWOR_NCAMC2-10A_2018","success","2018-06-18","2018-06-11",3,"2018-05-23",2018,"EM_FWOR",3.9,82,91.6666666666667,7.5,18.3144286019461,0.95828572341374
"EMFWOR_NCAMC2-10A_2018","success","2018-06-25","2018-06-18",4,"2018-05-23",2018,"EM_FWOR",3.9,82,91.6666666666667,7.5,21.6475711550031,0.393857138497489
"EMFWOR_NCAMC2-10A_2018","success","2018-07-02","2018-06-25",5,"2018-05-23",2018,"EM_FWOR",3.9,82,91.6666666666667,7.5,23.2000002179827,0
"EMFWOR_NCAMC2-10A_2018","success","2018-07-05","2018-07-02",6,"2018-05-23",2018,"EM_FWOR",3.9,82,91.6666666666667,7.5,22.2993329366048,0
"EMFWOR_NCAMC2-10A_2019","failure","2019-06-13","2019-06-10",1,"2019-06-03",2019,"EM_FWOR",3.9,82,91.6666666666667,7.5,24.4349999427796,0
"EMFWOR_NCAMC2-10A_2019","failure","2019-06-17","2019-06-13",2,"2019-06-03",2019,"EM_FWOR",3.9,82,91.6666666666667,7.5,23.7674999237061,0
"EMFWOR_NCAMC2-10A_2019","failure","2019-06-20","2019-06-17",3,"2019-06-03",2019,"EM_FWOR",3.9,82,91.6666666666667,7.5,23.3079999287923,0
"EMFWOR_NCAMC2-10A_2019","failure","2019-06-24","2019-06-20",4,"2019-06-03",2019,"EM_FWOR",3.9,82,91.6666666666667,7.5,16.868250131607,0
"EMFWOR_NCAMC2-10A_2019","failure","2019-06-27","2019-06-24",5,"2019-06-03",2019,"EM_FWOR",3.9,82,91.6666666666667,7.5,18.1606667836507,0
"EMFWOR_NCAMC2-10A_2019","failure","2019-07-01","2019-06-27",6,"2019-06-03",2019,"EM_FWOR",3.9,82,91.6666666666667,7.5,18.8227498531342,0
"EMFWOR_NCAMC2-10A_2019","failure","2019-07-05","2019-07-01",7,"2019-06-03",2019,"EM_FWOR",3.9,82,91.6666666666667,7.5,19.8870000839234,0
"EMFWOR_NCAMC3-08A_2018","success","2018-06-04","2018-05-31",1,"2018-05-20",2018,"EM_FWOR",3.1,51,75,0,19.0784000396729,0.114400005340576
"EMFWOR_NCAMC3-08A_2018","success","2018-06-07","2018-06-04",2,"2018-05-20",2018,"EM_FWOR",3.1,51,75,0,21.2173334757487,0
"EMFWOR_NCAMC3-08A_2018","success","2018-06-11","2018-06-07",3,"2018-05-20",2018,"EM_FWOR",3.1,51,75,0,16.1977503299713,1.64524994790554
"EMFWOR_NCAMC3-08A_2018","success","2018-06-18","2018-06-11",4,"2018-05-20",2018,"EM_FWOR",3.1,51,75,0,19.1468572616577,0.888571424143654
"EMFWOR_NCAMC3-08A_2018","success","2018-06-25","2018-06-18",5,"2018-05-20",2018,"EM_FWOR",3.1,51,75,0,22.4520000730242,0.333714280809674
"EMFWOR_NCAMC3-08A_2018","success","2018-07-02","2018-06-25",6,"2018-05-20",2018,"EM_FWOR",3.1,51,75,0,23.9924286433629,0
"EMFWOR_NCAMC3-08A_2018","success","2018-07-05","2018-07-02",7,"2018-05-20",2018,"EM_FWOR",3.1,51,75,0,22.9673328399658,0
"EMFWOR_NCAMC3-08A_2020","success","2020-06-05","2020-06-01",1,"2020-05-25",2020,"EM_FWOR",4.8,102,33.3333333333333,5,21.243200302124,0.151400005817413
"EMFWOR_NCAMC3-08A_2020","success","2020-06-10","2020-06-05",2,"2020-05-25",2020,"EM_FWOR",4.8,102,33.3333333333333,5,14.7996000289917,1.1845999956131
"EMFWOR_NCAMC3-08A_2020","success","2020-06-18","2020-06-10",3,"2020-05-25",2020,"EM_FWOR",4.8,102,33.3333333333333,5,16.1772499084473,1.80475004017353
"EMFWOR_NCAMC3-08A_2020","success","2020-06-23","2020-06-18",4,"2020-05-25",2020,"EM_FWOR",4.8,102,33.3333333333333,5,24.3920001983643,0
"EMFWOR_NCAMC3-08A_2020","success","2020-06-29","2020-06-23",5,"2020-05-25",2020,"EM_FWOR",4.8,102,33.3333333333333,5,25.6846664746603,0.0701666673024495
"EMFWOR_NCAMC3-08A_2020","success","2020-07-01","2020-06-29",6,"2020-05-25",2020,"EM_FWOR",4.8,102,33.3333333333333,5,18.797999382019,0
"EMFWOR_NCAMC3-08A_2020","success","2020-07-07","2020-07-01",7,"2020-05-25",2020,"EM_FWOR",4.8,102,33.3333333333333,5,23.1666663487752,0
"EMFWOR_NCAMC3-08A_2020","success","2020-07-09","2020-07-07",8,"2020-05-25",2020,"EM_FWOR",4.8,102,33.3333333333333,5,22.7130002975464,0
"EMFWOR_NCAMC3-08A_2020","success","2020-07-13","2020-07-09",9,"2020-05-25",2020,"EM_FWOR",4.8,102,33.3333333333333,5,26.6777496337891,0
"EMFWOR_NCAMC4-01A_2018","success","2018-07-02","2018-06-28",1,"2018-06-03",2018,"EM_FWOR",3.1,2,75,20,21.8554000854492,0
"EMFWOR_NCAMC4-01A_2018","success","2018-07-05","2018-07-02",2,"2018-06-03",2018,"EM_FWOR",3.1,2,75,20,21.6416664123535,0
"EMFWOR_NCAMC4-01A_2018","success","2018-07-09","2018-07-05",3,"2018-06-03",2018,"EM_FWOR",3.1,2,75,20,23.8829998970032,0
"EMFWOR_NCAMC4-01A_2018","success","2018-07-12","2018-07-09",4,"2018-06-03",2018,"EM_FWOR",3.1,2,75,20,26.0080000559489,0
"EMFWOR_NCAMC4-01A_2018","success","2018-07-16","2018-07-12",5,"2018-06-03",2018,"EM_FWOR",3.1,2,75,20,28.1564993858338,1.5422500371933
"EMFWOR_NCAMC4-01A_2020","failure","2020-06-16","2020-06-10",1,"2020-99-99",2020,"EM_FWOR",1.7,90,50,15,15.9911428860256,4.13128566741944
"EMFWOR_NCAMC4-01A_2020","failure","2020-06-22","2020-06-16",2,"2020-99-99",2020,"EM_FWOR",1.7,90,50,15,18.5608336130778,0.447666684786478
"EMFWOR_NCAMC4-07A_2016","success","2016-07-07","2016-07-05",1,"2016-05-29",2016,"EM_FWOR",1.7,322,66.6666666666667,0,21.8659998575847,0
"EMFWOR_NCAMC4-07A_2016","success","2016-07-08","2016-07-07",2,"2016-05-29",2016,"EM_FWOR",1.7,322,66.6666666666667,0,23.4599990844727,0
"EMFWOR_NCAMC4-07A_2016","success","2016-07-11","2016-07-08",3,"2016-05-29",2016,"EM_FWOR",1.7,322,66.6666666666667,0,15.5186665852865,2.40533328056335
"EMFWOR_NCAMC4-07A_2018","success","2018-06-26","2018-06-20",1,"2018-05-23",2018,"EM_FWOR",1.7,156,83.3333333333333,2.5,22.7387142181396,0
"EMFWOR_NCAMC4-07A_2018","success","2018-07-02","2018-06-26",2,"2018-05-23",2018,"EM_FWOR",1.7,156,83.3333333333333,2.5,22.2210000356038,0
"EMFWOR_NCAMC4-07A_2018","success","2018-07-05","2018-07-02",3,"2018-05-23",2018,"EM_FWOR",1.7,156,83.3333333333333,2.5,21.6416664123535,0
"EMFWOR_NCAMC4-07A_2019","success","2019-06-10","2019-06-06",1,"2019-05-26",2019,"EM_FWOR",3.9,194,66.6666666666667,20,15.0152000427246,0.154799997806549
"EMFWOR_NCAMC4-07A_2019","success","2019-06-13","2019-06-10",2,"2019-05-26",2019,"EM_FWOR",3.9,194,66.6666666666667,20,25.3679993947347,0
"EMFWOR_NCAMC4-07A_2019","success","2019-06-17","2019-06-13",3,"2019-05-26",2019,"EM_FWOR",3.9,194,66.6666666666667,20,23.0300002098083,0
"EMFWOR_NCAMC4-07A_2019","success","2019-06-20","2019-06-17",4,"2019-05-26",2019,"EM_FWOR",3.9,194,66.6666666666667,20,22.5006663004557,0
"EMFWOR_NCAMC4-07A_2019","success","2019-06-24","2019-06-20",5,"2019-05-26",2019,"EM_FWOR",3.9,194,66.6666666666667,20,16.178750038147,0
"EMFWOR_NCAMC4-07A_2019","success","2019-06-27","2019-06-24",6,"2019-05-26",2019,"EM_FWOR",3.9,194,66.6666666666667,20,17.4163335164388,0
"EMFWOR_NCAMC4-07A_2019","success","2019-07-01","2019-06-27",7,"2019-05-26",2019,"EM_FWOR",3.9,194,66.6666666666667,20,18.1625003814697,0
"EMFWOR_NCAMC4-07A_2019","success","2019-07-05","2019-07-01",8,"2019-05-26",2019,"EM_FWOR",3.9,194,66.6666666666667,20,19.268500328064,0
"EMFWOR_NCAMC4-07A_2019","success","2019-07-08","2019-07-05",9,"2019-05-26",2019,"EM_FWOR",3.9,194,66.6666666666667,20,22.6236667633057,0
"EMFWOR_NCAMC4-07A_2019","success","2019-07-11","2019-07-08",10,"2019-05-26",2019,"EM_FWOR",3.9,194,66.6666666666667,20,22.3939997355143,0
"EMFWOR_NCAMC4-09A_2020","failure","2020-06-10","2020-06-05",1,"2020-05-31",2020,"EM_FWOR",2.1,220,116.666666666667,7.5,14.8190000851949,1.33483332395554
"EMFWOR_NCAMC4-09A_2020","failure","2020-06-16","2020-06-10",2,"2020-05-31",2020,"EM_FWOR",2.1,220,116.666666666667,7.5,15.631666580836,4.81983327865601
"EMFWOR_NCAMC4-10A_2016","success","2016-07-07","2016-07-05",1,"2016-06-01",2016,"EM_FWOR",4.6,359,8.33333333333333,15,21.8659998575847,0
"EMFWOR_NCAMC4-10A_2016","success","2016-07-08","2016-07-07",2,"2016-06-01",2016,"EM_FWOR",4.6,359,8.33333333333333,15,23.4599990844727,0
"EMFWOR_NCAMC4-10A_2016","success","2016-07-11","2016-07-08",3,"2016-06-01",2016,"EM_FWOR",4.6,359,8.33333333333333,15,15.5186665852865,2.40533328056335
"EMFWOR_NCAMC4-10A_2016","success","2016-07-13","2016-07-11",4,"2016-06-01",2016,"EM_FWOR",4.6,359,8.33333333333333,15,19.4354991912842,0
"EMFWOR_NCAMC4-10A_2018","success","2018-07-02","2018-06-28",1,"2018-05-22",2018,"EM_FWOR",1.7,32,91.6666666666667,2.5,21.8554000854492,0
"EMFWOR_NCAMC4-10A_2018","success","2018-07-03","2018-07-02",2,"2018-05-22",2018,"EM_FWOR",1.7,32,91.6666666666667,2.5,21.8640003204346,0
"EMFWOR_NCAMC4-10B_2018","success","2018-05-29","2018-05-24",1,"2018-05-22",2018,"EM_FWOR",2.5,80,8.33333333333333,0,16.0650002161662,5.1966667175293
"EMFWOR_NCAMC4-10B_2018","success","2018-06-01","2018-05-29",2,"2018-05-22",2018,"EM_FWOR",2.5,80,8.33333333333333,0,16.5113331476847,0.200000007947286
"EMFWOR_NCAMC4-10B_2018","success","2018-06-04","2018-06-01",3,"2018-05-22",2018,"EM_FWOR",2.5,80,8.33333333333333,0,21.2986666361491,0
"EMFWOR_NCAMC4-10B_2018","success","2018-06-07","2018-06-04",4,"2018-05-22",2018,"EM_FWOR",2.5,80,8.33333333333333,0,20.3716672261556,0
"EMFWOR_NCAMC4-10B_2018","success","2018-06-11","2018-06-07",5,"2018-05-22",2018,"EM_FWOR",2.5,80,8.33333333333333,0,15.3942501544952,1.72674995660782
"EMFWOR_NCAMC4-10B_2018","success","2018-06-20","2018-06-11",6,"2018-05-22",2018,"EM_FWOR",2.5,80,8.33333333333333,0,17.877222167121,1.0516666703754
"EMFWOR_NCAMC4-10B_2018","success","2018-06-25","2018-06-20",7,"2018-05-22",2018,"EM_FWOR",2.5,80,8.33333333333333,0,23.7677997589111,0
"EMFWOR_NCAMC4-10B_2018","success","2018-07-02","2018-06-25",8,"2018-05-22",2018,"EM_FWOR",2.5,80,8.33333333333333,0,23.2000002179827,0
"EMFWOR_NCAMC4-10B_2018","success","2018-07-05","2018-07-02",9,"2018-05-22",2018,"EM_FWOR",2.5,80,8.33333333333333,0,22.2993329366048,0
"EMFWOR_NCAMC5-01A_2015","success","2015-06-23","2015-06-18",1,"2015-05-30",2015,"EM_FWOR",2.4,136,16.6666666666667,2.5,23.1095002492269,0
"EMFWOR_NCAMC5-01A_2015","success","2015-07-01","2015-06-23",2,"2015-05-30",2015,"EM_FWOR",2.4,136,16.6666666666667,2.5,28.4093749523163,0
"EMFWOR_NCAMC5-01A_2015","success","2015-07-08","2015-07-01",3,"2015-05-30",2015,"EM_FWOR",2.4,136,16.6666666666667,2.5,27.9112851279122,2.76571433884756
"EMFWOR_NCAMC5-01A_2015","success","2015-07-09","2015-07-08",4,"2015-05-30",2015,"EM_FWOR",2.4,136,16.6666666666667,2.5,17.6110000610352,7.83500003814697
"EMFWOR_NCAMC5-01A_2015","success","2015-07-14","2015-07-09",5,"2015-05-30",2015,"EM_FWOR",2.4,136,16.6666666666667,2.5,19.6842002868653,2.44779996871948
"EMFWOR_NCAMC5-01A_2017","failure","2017-06-03","2017-05-31",1,"2017-05-12",2017,"EM_FWOR",2.4,198,33.3333333333333,12.5,18.739000082016,1.60325002670288
"EMFWOR_NCAMC5-01A_2017","failure","2017-06-08","2017-06-03",2,"2017-05-12",2017,"EM_FWOR",2.4,198,33.3333333333333,12.5,21.0363998413086,0
"EMFWOR_NCAMC5-01A_2017","failure","2017-06-13","2017-06-08",3,"2017-05-12",2017,"EM_FWOR",2.4,198,33.3333333333333,12.5,9.18239994049073,5.36360003948212
"EMFWOR_NCAMC5-01A_2017","failure","2017-06-21","2017-06-13",4,"2017-05-12",2017,"EM_FWOR",2.4,198,33.3333333333333,12.5,21.6937500238419,0
"EMFWOR_NCAMC5-01A_2017","failure","2017-06-24","2017-06-21",5,"2017-05-12",2017,"EM_FWOR",2.4,198,33.3333333333333,12.5,23.5746663411459,0
"EMFWOR_NCAMC5-01A_2018","success","2018-06-01","2018-05-29",1,"2018-05-20",2018,"EM_FWOR",7.3,243,25,2.5,16.6089997291565,0.15174999833107
"EMFWOR_NCAMC5-01A_2018","success","2018-06-04","2018-06-01",2,"2018-05-20",2018,"EM_FWOR",7.3,243,25,2.5,20.7193336486817,0
"EMFWOR_NCAMC5-01A_2018","success","2018-06-07","2018-06-04",3,"2018-05-20",2018,"EM_FWOR",7.3,243,25,2.5,19.7183335622152,0
"EMFWOR_NCAMC5-01A_2018","success","2018-06-11","2018-06-07",4,"2018-05-20",2018,"EM_FWOR",7.3,243,25,2.5,14.8564999103546,1.93274998664856
"EMFWOR_NCAMC5-01A_2018","success","2018-06-18","2018-06-11",5,"2018-05-20",2018,"EM_FWOR",7.3,243,25,2.5,17.6717141015189,1.19128574484161
"EMFWOR_NCAMC5-01A_2018","success","2018-06-25","2018-06-18",6,"2018-05-20",2018,"EM_FWOR",7.3,243,25,2.5,21.0518571308681,0.53828569820949
"EMFWOR_NCAMC5-01A_2018","success","2018-07-02","2018-06-25",7,"2018-05-20",2018,"EM_FWOR",7.3,243,25,2.5,22.4845714569092,0
"EMFWOR_NCAMC5-01A_2018","success","2018-07-05","2018-07-02",8,"2018-05-20",2018,"EM_FWOR",7.3,243,25,2.5,21.6416664123535,0
"EMFWOR_NCAMC5-01A_2020","failure","2020-06-10","2020-06-09",1,"2020-06-09",2020,"EM_FWOR",1.5,175,66.6666666666667,22.5,14.8870005607605,0.854499995708465
"EMFWOR_NCAMC5-01A_2020","failure","2020-06-19","2020-06-10",2,"2020-06-09",2020,"EM_FWOR",1.5,175,66.6666666666667,22.5,15.0234445465936,3.51166664229499
"EMFWOR_NCAMC5-01A_2020","failure","2020-06-23","2020-06-19",3,"2020-06-09",2020,"EM_FWOR",1.5,175,66.6666666666667,22.5,23.9547500610351,0
"EMFWOR_NCAMC5-01A_2020","failure","2020-06-29","2020-06-23",4,"2020-06-09",2020,"EM_FWOR",1.5,175,66.6666666666667,22.5,24.0070001284281,0.0540000001589457
"EMFWOR_NCAMC5-01A_2020","failure","2020-07-01","2020-06-29",5,"2020-06-09",2020,"EM_FWOR",1.5,175,66.6666666666667,22.5,17.5369997024536,0
"EMFWOR_NCAMC5-01A_2020","failure","2020-07-02","2020-07-01",6,"2020-06-09",2020,"EM_FWOR",1.5,175,66.6666666666667,22.5,19.0900001525879,0
"EMFWOR_NCAMC7-06A_2015","success","2015-06-19","2015-06-16",1,"2015-06-01",2015,"EM_FWOR",1.7,191,91.6666666666667,5,26.0332503318786,0
"EMFWOR_NCAMC7-06A_2015","success","2015-06-23","2015-06-19",2,"2015-06-01",2015,"EM_FWOR",1.7,191,91.6666666666667,5,23.7590003013611,0
"EMFWOR_NCAMC7-06A_2015","success","2015-07-01","2015-06-23",3,"2015-06-01",2015,"EM_FWOR",1.7,191,91.6666666666667,5,29.9594993591309,0
"EMFWOR_NCAMC7-06A_2015","success","2015-07-08","2015-07-01",4,"2015-06-01",2015,"EM_FWOR",1.7,191,91.6666666666667,5,29.6354282924107,2.62671426364354
"EMFWOR_NCAMC7-06A_2015","success","2015-07-09","2015-07-08",5,"2015-06-01",2015,"EM_FWOR",1.7,191,91.6666666666667,5,18.6669998168945,7.18400001525879
"EMFWOR_NCAMC7-06A_2015","success","2015-07-14","2015-07-09",6,"2015-06-01",2015,"EM_FWOR",1.7,191,91.6666666666667,5,21.139400100708,2.41319997310638
"EMFWOR_NCAMC7-06A_2015","success","2015-07-22","2015-07-14",7,"2015-06-01",2015,"EM_FWOR",1.7,191,91.6666666666667,5,25.5424997806549,0.75237500667572
"EMFWOR_NCAMC7-06A_2018","success","2018-06-26","2018-06-18",1,"2018-05-28",2018,"EM_FWOR",7.5,272,100,7.5,21.4237777921889,1.12711111704509
"EMFWOR_NCAMC7-06A_2018","success","2018-07-02","2018-06-26",2,"2018-05-28",2018,"EM_FWOR",7.5,272,100,7.5,23.8831666310628,0
"EMFWOR_NCAMC7-06A_2018","success","2018-07-09","2018-07-02",3,"2018-05-28",2018,"EM_FWOR",7.5,272,100,7.5,24.5167140960693,0
"EMFWOR_NCAMC7-06A_2018","success","2018-07-10","2018-07-09",4,"2018-05-28",2018,"EM_FWOR",7.5,272,100,7.5,27.5009994506836,0
"EMFWOR_NCAMC7-06A_2020","success","2020-06-30","2020-06-25",1,"2020-05-24",2020,"EM_FWOR",4,330,16.6666666666667,5,23.6853334108988,0.0520000010728837
"EMFWOR_NCAMC7-06A_2020","success","2020-07-02","2020-06-30",2,"2020-05-24",2020,"EM_FWOR",4,330,16.6666666666667,5,20.47350025177,0
"EMFWOR_NCAMC7-06A_2020","success","2020-07-06","2020-07-02",3,"2020-05-24",2020,"EM_FWOR",4,330,16.6666666666667,5,23.6124997138977,0
"EMFWOR_NCAMC8-06A_2016","success","2016-07-05","2016-07-01",1,"2016-06-05",2016,"EM_FWOR",3.8,255,66.6666666666667,2.5,25.609599685669,0
"EMFWOR_NCAMC8-06A_2016","success","2016-07-08","2016-07-05",2,"2016-06-05",2016,"EM_FWOR",3.8,255,66.6666666666667,2.5,21.9606660207113,0
"EMFWOR_NCAMC8-06A_2016","success","2016-07-11","2016-07-08",3,"2016-06-05",2016,"EM_FWOR",3.8,255,66.6666666666667,2.5,15.5186665852865,2.40533328056335
"EMFWOR_NCAMC8-06A_2016","success","2016-07-13","2016-07-11",4,"2016-06-05",2016,"EM_FWOR",3.8,255,66.6666666666667,2.5,19.4354991912842,0
"EMFWOR_NCAMC8-06A_2016","success","2016-07-15","2016-07-13",5,"2016-06-05",2016,"EM_FWOR",3.8,255,66.6666666666667,2.5,25.7379999160767,0
"EMFWOR_NCAMC8-06A_2016","success","2016-07-18","2016-07-15",6,"2016-06-05",2016,"EM_FWOR",3.8,255,66.6666666666667,2.5,23.4976666768392,0
"EMFWOR_NCAMC8-07A_2017","success","2017-06-03","2017-05-31",1,"2017-05-22",2017,"EM_FWOR",1.8,322,25,2.5,18.739000082016,1.60325002670288
"EMFWOR_NCAMC8-07A_2017","success","2017-06-06","2017-06-03",2,"2017-05-22",2017,"EM_FWOR",1.8,322,25,2.5,20.0699996948242,0
"EMFWOR_NCAMC8-07A_2017","success","2017-06-08","2017-06-06",3,"2017-05-22",2017,"EM_FWOR",1.8,322,25,2.5,22.4860000610351,0
"EMFWOR_NCAMC8-07A_2017","success","2017-06-13","2017-06-08",4,"2017-05-22",2017,"EM_FWOR",1.8,322,25,2.5,9.18239994049073,5.36360003948212
"EMFWOR_NCAMC8-07A_2017","success","2017-06-20","2017-06-13",5,"2017-05-22",2017,"EM_FWOR",1.8,322,25,2.5,20.8214287076678,0
"EMFWOR_NCAMC8-07A_2017","success","2017-06-27","2017-06-20",6,"2017-05-22",2017,"EM_FWOR",1.8,322,25,2.5,25.9074284689767,0
"EMFWOR_NCAMC8-07A_2017","success","2017-06-30","2017-06-27",7,"2017-05-22",2017,"EM_FWOR",1.8,322,25,2.5,22.5773328145345,0
