"","Dataset","ID","fate","t","x"
"86","1","82",0,2,-0.474094762945869
"87","1","83",0,1,1.46789947025997
"88","1","84",0,2,-1.52081757474248
"89","1","85",0,2,-0.251977778526857
"90","1","86",0,1,0.0542658346335447
"91","1","87",0,2,1.12777026125901
"92","1","88",0,2,-0.490944801326913
"93","1","89",0,4,0.867159568506992
"94","1","90",0,1,-2.03803050338782
"95","1","91",0,1,0.524862235814102
"96","1","92",0,8,0.832544447066316
"97","1","93",0,5,2.39942014693708
"98","1","94",0,4,-0.680835357038175
"99","1","95",0,4,1.50013717442183
"100","1","96",0,2,-0.320510208862135
"101","1","97",0,4,1.01184443643772
"102","1","98",0,2,1.71417453785498
"103","1","99",0,6,0.506184325119453
"104","1","100",0,1,1.13833359898629
"105","1","101",0,1,-0.0977184502266438
"106","1","102",0,2,-1.18971606942911
"107","1","103",0,4,-0.0311710953204223
"108","1","104",0,1,-1.49357348239065
"109","1","105",0,6,0.934770176656986
"110","1","106",0,2,-2.53716415063403
"111","1","107",0,3,-0.623130575385313
"112","1","108",0,1,1.6731495042649
"113","1","109",0,1,-0.0820395591620474
"114","1","110",0,3,-0.645215298804948
"115","1","111",0,2,0.339657358415826
"116","1","112",0,1,-0.0381111617182732
"117","1","113",0,4,1.16305112632468
"118","1","114",0,1,-0.169756534765391
"119","1","115",0,1,-2.28850223898228
"120","1","116",0,1,-1.84272927906599
"121","1","117",0,1,-2.85870021769362
"122","1","118",0,2,1.50457680051087
"123","1","119",0,3,-0.251756098364211
"124","1","120",0,1,-1.30374540016465
"125","1","121",0,8,-0.445839168101968
"126","1","122",0,2,-0.620346741412162
"127","1","123",0,6,0.0723696450305656
"128","1","124",0,2,0.0956865574124063
"129","1","125",0,1,-0.848799377721359
"130","1","126",0,1,-0.451901772978841
"131","1","127",0,1,-0.360578041688748
"132","1","128",0,2,0.520760367001986
"133","1","129",0,1,-2.12373295364619
"134","1","130",0,2,-2.09152336015574
"135","1","131",0,1,-1.02015280952088
"136","1","132",0,4,-0.245480072740275
"137","1","133",0,2,0.587613601632421
"138","1","134",0,4,1.2359787159935
"139","1","135",0,1,-2.04901123574984
"140","1","136",0,4,1.82938983867786
"141","1","137",0,6,-0.724701279883829
"142","1","138",0,1,0.674895578383098
"143","1","139",0,3,0.344112487730247
"144","1","140",0,6,1.68066587558121
"145","1","141",0,4,1.03801849334855
"146","1","142",0,2,0.0486611579996107
"147","1","143",0,7,2.12211241391453
"148","1","144",0,1,-0.693931809110397
"149","1","145",0,2,-2.09595444230488
"150","1","146",0,4,0.78737919026214
"151","1","147",0,1,-0.488498420541802
"152","1","149",0,6,-0.674180748265317
"153","1","150",0,2,0.618256321959441
"154","1","152",0,3,-0.414229279706185
"155","1","153",0,9,0.515584623767115
"156","1","154",0,3,0.0857056657275354
"157","1","155",0,3,-0.141784263213513
"158","1","156",0,3,-0.634463548347409
"159","1","157",0,5,1.32218651729858
"160","1","158",0,4,-0.94837892062475
"161","1","159",0,2,-2.26993842697673
"162","1","160",0,1,0.570807873521946
"163","1","161",0,1,-0.580538305681429
"164","1","162",0,4,0.578781607751889
"165","1","163",0,4,-0.121934339411247
"166","1","164",0,1,0.0404323696698736
"167","1","165",0,2,-0.55582327078475
"168","1","166",0,2,-0.0509087643754504
"169","1","167",0,4,-0.27495071260514
"170","1","168",0,7,1.00784202621933
"171","1","169",0,1,-0.0657269742191116
"172","1","170",0,5,0.976603340486186
"173","1","171",0,1,1.95827612818531
"174","1","172",0,1,-2.59493798035959
"175","1","173",0,5,0.733691013152064
"176","1","174",0,1,1.42932544393533
"177","1","175",0,6,-0.640910657028002
"178","1","176",0,1,-2.69967653602551
"179","1","177",0,1,0.590042480919216
"180","1","178",0,1,-2.11710576464174
"181","1","179",0,5,0.693643313478073
"182","1","180",0,3,0.334031414877848
"183","1","181",0,5,-1.05558904398583
"184","1","182",0,1,0.222630129743718
"185","1","183",0,3,0.210997546897042
"186","1","184",0,1,0.0652260689656624
"187","1","185",0,3,0.201457035611401
"188","1","186",0,2,1.1231032905748
"189","1","187",0,2,0.114116414166274
"190","1","188",0,1,-1.83016173827413
"191","1","189",0,4,1.4747906175076
"192","1","190",0,6,0.740939286191838
"193","1","191",0,7,1.34728274448635
"194","1","193",0,2,-1.3773759395899
"195","1","194",0,4,-0.336568345138469
"196","1","195",0,2,-0.74412918244096
"197","1","196",0,1,0.16528495266565
"198","1","197",0,2,0.716113469444988
"199","1","198",0,1,1.50927891824408
"200","1","199",0,3,-1.41635546703849
"201","1","200",0,2,0.589003934592832
"202","1","201",0,3,-0.0479409218298085
"203","1","202",0,5,1.7927026930943
"204","1","203",0,1,-1.94130300543437
"205","1","204",0,2,-0.990324827962682
"206","1","205",0,1,-1.6291016665868
"207","1","206",0,2,-0.210665268512787
"208","1","207",0,1,-0.506313768492687
"209","1","208",0,4,-0.528047421288865
"210","1","209",0,5,2.05745712905587
"211","1","210",0,1,-2.38647448181223
"212","1","211",0,2,0.433981211487818
"213","1","212",0,1,-2.95387119557668
"214","1","213",0,1,-0.40758249836534
"215","1","214",0,2,-0.586607124846674
"216","1","215",0,1,-2.16728797092286
"217","1","216",0,1,0.0841643488825614
"218","1","217",0,2,-0.404032527792298
"219","1","218",0,5,0.272363685635643
"220","1","219",0,2,0.959790710798536
"221","1","220",0,5,1.79542046344084
"222","1","221",0,6,-0.23142954377422
"223","1","222",0,2,-0.223132681331888
"224","1","223",0,1,-1.52549655820355
"225","1","224",0,2,-1.41732416544271
"226","1","225",0,1,0.316127754331705
"227","1","226",0,1,-0.866162091039009
"228","1","227",0,1,-1.78622961899588
"229","1","228",0,1,1.01896632896337
"230","1","229",0,2,-0.343535911485136
"231","1","230",0,2,0.399955761034634
"232","1","231",0,4,-0.121593423187875
"233","1","232",0,3,-1.14037823430989
"234","1","233",0,8,1.10083162300353
"235","1","234",0,4,-0.924379869116027
"236","1","235",0,1,-2.75118337080559
"237","1","236",0,3,1.85663057754141
"238","1","237",0,1,-0.00179039819520788
"239","1","238",0,1,0.583334092133634
"240","1","239",0,1,0.757309083946651
"241","1","240",0,2,-0.429425403729327
"242","1","241",0,1,-0.135139099526741
"243","1","242",0,3,-2.52404927662277
"244","1","243",0,5,1.34848787769427
"245","1","244",0,1,-0.8539740286394
"246","1","245",0,1,-2.27113054136458
"247","1","246",0,5,0.0731207581884393
"248","1","247",0,1,-1.13977564945857
"249","1","248",0,3,3.00783980653753
"250","1","249",0,3,1.97080124692008
"251","1","250",0,1,-3.9553934050799
"252","1","251",0,1,2.11424099194691
"253","1","252",0,2,-0.89903661805064
"254","1","253",0,1,-0.729492781077904
"255","1","254",0,3,-1.4141659747974
"256","1","255",0,1,-3.27401319883378
"257","1","256",0,3,1.07224254686447
"258","1","257",0,2,1.22416967835361
"259","1","258",0,6,0.0588371787762224
"260","1","259",0,1,-1.06038239272806
"261","1","260",0,4,1.58183561037482
"262","1","261",0,5,0.0725310924516198
"263","1","262",0,2,0.123301547878881
"264","1","263",0,2,-0.87531767500238
"265","1","264",0,1,-0.229084782954845
"266","1","265",0,1,-1.44404290274382
"267","1","266",0,3,0.0789548589155685
"268","1","267",0,5,-0.174625961903515
"269","1","268",0,2,-0.22885735984302
"270","1","269",0,1,-0.171075659203797
"271","1","270",0,1,-1.51081141340487
"272","1","271",0,2,0.00629779361129891
"273","1","272",0,3,-0.693657683705548
"274","1","273",0,3,-1.08552235704325
"275","1","274",0,8,-0.811798771747393
"276","1","275",0,1,-0.698122404877761
"277","1","276",0,7,1.50612158577719
"278","1","277",0,4,-0.477132142796232
"279","1","278",0,1,-0.247081975572286
"280","1","279",0,2,-0.232806852964137
"281","1","280",0,7,-1.1489450331521
"282","1","281",0,5,0.908471818947365
"283","1","282",0,1,-0.60444868808706
"284","1","283",0,1,-0.0773018380657714
"285","1","284",0,2,-0.0699964686423056
"286","1","285",0,4,0.993956696147571
"287","1","287",0,3,-0.675719051332029
"288","1","288",0,2,0.145481761811019
"289","1","289",0,1,-1.95322171969872
"290","1","290",0,4,0.182832577192447
"291","1","291",0,1,-2.46919132042028
"292","1","292",0,1,2.25055237256691
"293","1","293",0,3,0.777741188551093
"294","1","294",0,4,0.0951626752198184
"295","1","295",0,1,-0.823194260546212
"296","1","296",0,7,0.0501331274969419
"297","1","297",0,4,-1.37385183099228
"298","1","298",0,3,0.290570157612641
"299","1","299",0,3,0.255113920002686
"300","1","300",0,2,-0.222696519143018
"301","2","20",1,10,0.98379911608104
"302","2","29",1,10,1.59585274591907
"303","2","1",0,1,-2.53654661180997
"304","2","2",0,4,-0.955308497168486
"305","2","3",0,3,0.73583413913543
"306","2","4",0,2,-0.135721785023502
"307","2","5",0,5,1.58370665303825
"308","2","6",0,2,-1.67051176041458
"309","2","7",0,3,-0.294635318134854
"310","2","8",0,1,0.19983546588779
"311","2","9",0,1,0.230849130863419
"312","2","10",0,3,0.507798233956276
"313","2","11",0,1,-2.10066897408012
"314","2","12",0,1,0.141830675915058
"315","2","13",0,1,0.940418779288968
"316","2","14",0,5,0.284937599192136
"317","2","15",0,7,0.572776509399209
"318","2","16",0,1,0.835901697427799
"319","2","17",0,2,0.385261994873417
"320","2","18",0,2,1.79469394145824
"321","2","19",0,3,1.22893286225369
"322","2","21",0,2,-1.5755928265631
"323","2","22",0,7,-0.248375794352494
"324","2","23",0,6,2.98713305498546
"325","2","24",0,3,-1.70354301986538
"326","2","25",0,7,-0.779328593334755
"327","2","26",0,1,1.74387971707221
"328","2","27",0,1,-0.194335502233021
"329","2","28",0,2,-1.98288877842957
"330","2","30",0,1,0.0728474015978363
"331","2","31",0,9,0.471974822008506
"332","2","32",0,6,1.83565559299485
"333","2","33",0,1,-1.14996992661164
"334","2","34",0,1,-1.24657254576122
"335","2","35",0,1,-0.381736790942943
"336","2","36",0,3,2.10960581902899
"337","2","37",0,3,0.228002068533523
"338","2","38",0,1,-0.0104636212985858
"339","2","39",0,7,0.422312044931141
"340","2","40",0,1,-0.956993903535133
"341","2","41",0,1,0.135691970955662
"342","2","42",0,8,0.330891587527624
"343","2","43",0,3,0.303092697295615
"344","2","44",0,1,0.686825657279107
"345","2","45",0,3,0.472645196785925
"346","2","46",0,3,0.871218883108497
"347","2","47",0,2,0.122655072093732
"348","2","48",0,3,2.73697795291973
"349","2","49",0,2,0.756479451426943
"350","2","50",0,2,-0.12195332325833
"351","2","51",0,4,1.32349303315748
"352","2","52",0,2,-0.559553960159924
"353","2","53",0,1,0.115238441857426
"354","2","54",0,1,-2.32497152949757
"355","2","55",0,3,0.218179854538243
"356","2","56",0,1,0.131785129699124
"357","2","57",0,4,-0.111845372928835
"358","2","58",0,2,-0.79831144714893
"359","2","59",0,1,-1.52658052037803
"360","2","60",0,5,0.746057108162083
"361","2","61",0,1,-1.27600895208409
"362","2","62",0,2,-0.263206823296065
"363","2","63",0,2,-0.0556724825088785
"364","2","64",0,1,-2.4274782966074
"365","2","65",0,3,-1.4235526535378
"366","2","66",0,1,-0.322631597515244
"367","2","67",0,3,2.24560116099781
"368","2","68",0,4,1.34237637694671
"369","2","69",0,4,0.570453692220588
"370","2","70",0,2,-0.354259099703696
"371","2","71",0,2,0.161352559092881
"372","2","72",0,1,1.11496999011986
"373","2","73",0,1,-1.88533161028791
"374","2","74",0,1,1.21828000052242
"375","2","75",0,5,-1.42014929563202
"376","2","76",0,10,0.858208015762327
"377","2","77",0,7,1.81484654093104
"378","2","78",0,1,-1.13639152819299
"379","2","79",0,1,0.412424810478397
"380","2","80",0,10,1.07224181548512
"381","2","81",0,4,1.52146165324106
"382","2","82",0,2,-0.474094762945869
"383","2","83",0,5,1.62694404448189
"384","2","84",0,1,-1.88814017330636
"385","2","85",0,6,0.193949159165145
"386","2","86",0,1,0.0542658346335447
"387","2","87",0,2,1.12777026125901
"388","2","88",0,3,-0.332471313789019
"389","2","89",0,4,0.867159568506992
"390","2","90",0,1,-2.03803050338782
"391","2","91",0,4,-0.0957413739071438
"392","2","92",0,2,1.76165427910084
"393","2","93",0,6,2.22571290763862
"394","2","94",0,2,-0.347387078726271
"395","2","95",0,6,0.988336217048909
"396","2","96",0,1,0.989717962000213
"397","2","97",0,2,0.371611748983953
"398","2","98",0,3,1.28623546718441
"399","2","99",0,2,0.220842071000355
"400","2","100",0,1,1.13833359898629
"401","2","101",0,1,-0.0977184502266438
"402","2","102",0,3,-1.19407984648792
"403","2","103",0,3,0.118013326300631
"404","2","104",0,1,-1.49357348239065
"405","2","105",0,1,0.852874383781686
"406","2","106",0,1,-2.30905013640119
"407","2","107",0,1,-0.309601990487985
"408","2","108",0,3,0.356465468925931
"409","2","109",0,4,-0.0504264777171407
"410","2","110",0,4,-0.678758633343784
"411","2","111",0,1,1.5446991089639
"412","2","112",0,3,0.377191600091436
"413","2","113",0,4,1.16305112632468
"414","2","114",0,1,-0.169756534765391
"415","2","115",0,1,-2.28850223898228
"416","2","116",0,1,-1.84272927906599
"417","2","117",0,1,-2.85870021769362
"418","2","118",0,2,1.50457680051087
"419","2","119",0,2,-0.0923838308162881
"420","2","120",0,5,-0.505323021437976
"421","2","121",0,8,-0.445839168101968
"422","2","122",0,1,0.602658473406838
"423","2","123",0,2,0.267091794537289
"424","2","124",0,1,-0.896010016439849
"425","2","125",0,5,-0.616131647621716
"426","2","126",0,1,-0.451901772978841
"427","2","127",0,1,-0.360578041688748
"428","2","128",0,2,0.520760367001986
"429","2","129",0,1,-2.12373295364619
"430","2","130",0,2,-2.09152336015574
"431","2","131",0,1,-1.02015280952088
"432","2","132",0,2,-0.341627123079976
"433","2","133",0,5,1.23472059553677
"434","2","134",0,1,1.11726526873791
"435","2","135",0,1,-2.04901123574984
"436","2","136",0,7,1.39831583544458
"437","2","137",0,3,0.12143349495334
"438","2","138",0,5,0.648350718258355
"439","2","139",0,1,1.10890256060948
"440","2","140",0,2,2.27002143792814
"441","2","141",0,3,1.43033300937382
"442","2","142",0,2,0.0486611579996107
"443","2","143",0,6,2.23225223508293
"444","2","144",0,1,-0.693931809110397
"445","2","145",0,1,-1.18907791510666
"446","2","146",0,2,1.02661768979785
"447","2","147",0,1,-0.488498420541802
"448","2","148",0,1,1.80251481189273
"449","2","149",0,6,-0.674180748265317
"450","2","150",0,1,1.76437884655253
"451","2","151",0,1,2.12852438930975
"452","2","152",0,2,-0.00162732868390081
"453","2","153",0,1,-1.69881582398305
"454","2","154",0,1,-1.23279965777597
"455","2","155",0,1,-0.519784101484837
"456","2","156",0,7,-0.216639191911635
"457","2","157",0,2,1.99112359541405
"458","2","158",0,2,-1.62280812880119
"459","2","159",0,2,-2.26993842697673
"460","2","160",0,3,1.17533401241153
"461","2","161",0,3,-0.633156311373992
"462","2","162",0,1,1.50381018610285
"463","2","163",0,5,-0.405244545189818
"464","2","164",0,2,-0.7430323264261
"465","2","165",0,2,-0.55582327078475
"466","2","166",0,1,0.772755355737964
"467","2","167",0,1,0.106156320203122
"468","2","168",0,1,0.40510821952513
"469","2","169",0,3,-0.51448395046683
"470","2","170",0,1,0.617438463935448
"471","2","171",0,5,1.78407951971107
"472","2","172",0,1,-2.59493798035959
"473","2","173",0,1,1.18418259740557
"474","2","174",0,2,0.85983805855401
"475","2","175",0,3,-0.851615207125186
"476","2","176",0,1,-2.69967653602551
"477","2","177",0,1,0.590042480919216
"478","2","178",0,7,-1.12360860088686
"479","2","179",0,5,0.693643313478073
"480","2","180",0,1,-0.0920107582516522
"481","2","181",0,1,-0.748918411841857
"482","2","182",0,3,0.824432192418697
"483","2","183",0,5,0.425307252373548
"484","2","184",0,6,-0.355318936396862
"485","2","185",0,5,0.00184995052336683
"486","2","186",0,4,0.402616159276322
"487","2","187",0,2,0.114116414166274
"488","2","188",0,4,-0.895908968708489
"489","2","189",0,1,0.329710697338684
"490","2","190",0,4,0.858507830242916
"491","2","191",0,7,1.34728274448635
"492","2","192",0,1,0.46804379897365
"493","2","193",0,1,-0.115358252079679
"494","2","194",0,1,0.324236606836
"495","2","195",0,1,-0.395466818254316
"496","2","196",0,1,0.16528495266565
"497","2","197",0,2,0.716113469444988
"498","2","198",0,2,0.2106565293532
"499","2","199",0,3,-1.41635546703849
"500","2","200",0,2,0.589003934592832
"501","2","201",0,1,0.513506311866686
"502","2","202",0,8,1.41796534830337
"503","2","203",0,2,-1.46702554907719
"504","2","204",0,1,-0.446299677907938
"505","2","205",0,1,-1.6291016665868
"506","2","206",0,5,-0.245964637689419
"507","2","207",0,1,-0.506313768492687
"508","2","208",0,2,-0.449229488116685
"509","2","209",0,6,2.08525029560463
"510","2","210",0,2,-1.80396667554936
"511","2","211",0,4,1.08803274274331
"512","2","212",0,3,-1.5284555204127
"513","2","213",0,1,-0.40758249836534
"514","2","214",0,2,-0.586607124846674
"515","2","215",0,1,-2.16728797092286
"516","2","216",0,2,0.383898415899567
"517","2","217",0,1,-0.509224392002243
"518","2","218",0,1,0.65879124163718
"519","2","219",0,1,-0.20142177957477
"520","2","220",0,5,1.79542046344084
"521","2","221",0,3,-0.624999336969784
"522","2","222",0,1,-0.817253170031253
"523","2","223",0,6,-1.02934495044769
"524","2","224",0,1,-0.900908645783128
"525","2","225",0,1,0.316127754331705
"526","2","226",0,4,-0.521459135652353
"527","2","227",0,1,-1.78622961899588
"528","2","228",0,3,0.409587088672906
"529","2","229",0,4,-0.0603179031628891
"530","2","230",0,1,0.540188771198578
"531","2","231",0,2,-1.05956669023263
"532","2","232",0,1,-1.31747711056655
"533","2","233",0,3,1.38782217951522
"534","2","234",0,2,-1.0876658028927
"535","2","235",0,2,-2.5094770460159
"536","2","236",0,4,1.66495732191848
"537","2","237",0,2,0.327972364357709
"538","2","238",0,3,1.0354268427046
"539","2","239",0,3,1.21001303097275
"540","2","240",0,5,-0.194049465937984
"541","2","241",0,1,-0.135139099526741
"542","2","242",0,1,-3.39268407860011
"543","2","243",0,10,1.21996179857305
"544","2","244",0,1,-0.8539740286394
"545","2","245",0,1,-2.27113054136458
"546","2","246",0,1,-0.748029413203528
"547","2","247",0,2,-0.706489800214062
"548","2","248",0,2,3.18812021110487
"549","2","249",0,5,1.66820465917587
"550","2","250",0,1,-3.9553934050799
"551","2","251",0,1,2.11424099194691
"552","2","252",0,1,-0.668620520668414
"553","2","253",0,3,-1.01926640821559
"554","2","254",0,2,-1.40607917620101
"555","2","255",0,6,-1.48878992867504
"556","2","256",0,7,1.16685788444218
"557","2","257",0,2,1.22416967835361
"558","2","258",0,3,0.228558479401281
"559","2","259",0,4,-0.0474866217007589
"560","2","260",0,1,1.15238073421598
"561","2","261",0,2,-0.35248362083135
"562","2","262",0,3,1.22619439761955
"563","2","263",0,1,-1.05036410757096
"564","2","264",0,3,-0.443357413783077
"565","2","265",0,1,-1.44404290274382
"566","2","266",0,4,0.100692689846732
"567","2","267",0,2,-0.128425598373425
"568","2","268",0,1,-0.445674963839635
"569","2","269",0,1,-0.171075659203797
"570","2","270",0,1,-1.51081141340487
"571","2","271",0,3,-0.287223465064333
"572","2","272",0,1,-1.73031938307872
"573","2","273",0,1,-0.220808223710148
"574","2","274",0,2,-0.705794029298356
"575","2","275",0,1,-0.698122404877761
"576","2","276",0,1,2.59295233139215
"577","2","277",0,2,-0.617478585215842
"578","2","278",0,1,-0.247081975572286
"579","2","279",0,1,-2.30514533765274
"580","2","280",0,1,-1.56247768435075
"581","2","281",0,3,0.725901035206298
"582","2","282",0,1,-0.60444868808706
"583","2","283",0,3,-0.847502467412653
"584","2","284",0,4,-0.411942318690355
"585","2","285",0,1,1.20655348898464
"586","2","286",0,1,-0.403746976139943
"587","2","287",0,3,-0.675719051332029
"588","2","288",0,3,-0.235381439790655
"589","2","289",0,3,-1.36876896922555
"590","2","290",0,3,0.501396944531083
"591","2","291",0,1,-2.46919132042028
"592","2","292",0,1,2.25055237256691
"593","2","293",0,7,0.327612641598124
"594","2","294",0,4,0.0951626752198184
"595","2","295",0,2,-1.04580929169115
"596","2","296",0,1,0.264945161744468
"597","2","297",0,1,-1.42261057285963
"598","2","298",0,6,-0.0610955535220961
"599","2","299",0,3,0.255113920002686
"600","2","300",0,2,-0.222696519143018
"601","3","97",1,10,0.913576482876156
"602","3","111",1,10,0.110317236536857
"603","3","143",1,10,2.28864020132517
"604","3","160",1,10,1.05222131680532
"605","3","188",1,10,-0.595958794125991
"606","3","276",1,10,1.69150052755734
"607","3","1",0,2,-0.558367961917555
"608","3","2",0,5,-1.22082651119441
"609","3","3",0,8,0.692066253620873
"610","3","4",0,2,-0.135721785023502
"611","3","5",0,5,1.58370665303825
"612","3","6",0,3,-1.33883751245192
"613","3","7",0,1,-0.975728374003549
"614","3","8",0,1,0.19983546588779
"615","3","9",0,1,0.230849130863419
"616","3","10",0,2,0.426798953150834
"617","3","11",0,2,-1.0904911234284
"618","3","12",0,3,0.0637452126798813
"619","3","13",0,1,0.940418779288968
"620","3","14",0,3,-0.171413776080346
"621","3","15",0,2,0.18060269150771
"622","3","16",0,1,0.835901697427799
"623","3","17",0,1,0.454944632749557
"624","3","18",0,3,0.885479379237327
"625","3","19",0,3,1.22893286225369
"626","3","20",0,1,2.31717955058601
"627","3","21",0,1,-2.35324909642384
"628","3","22",0,1,0.854317852082026
"629","3","23",0,8,2.91038087057588
"630","3","24",0,1,-0.806854912272721
"631","3","25",0,3,-0.841354526594097
"632","3","26",0,2,1.05811957426153
"633","3","27",0,5,0.704090192747845
"634","3","28",0,2,-1.98288877842957
"635","3","29",0,1,-0.0424928309689339
"636","3","30",0,2,-0.30085784473335
"637","3","31",0,1,0.0679011088517364
"638","3","32",0,8,1.76830952281337
"639","3","33",0,5,-0.367921949897982
"640","3","34",0,2,-1.15225222983165
"641","3","35",0,1,-0.381736790942943
"642","3","36",0,1,1.52635639478953
"643","3","37",0,6,0.104623627979195
"644","3","38",0,3,-0.691103028167791
"645","3","39",0,1,0.296840940439222
"646","3","40",0,5,-1.57848867998919
"647","3","41",0,3,0.739296817276225
"648","3","42",0,5,0.476193261798852
"649","3","43",0,3,0.303092697295615
"650","3","44",0,2,0.104033848447554
"651","3","45",0,1,0.272379268845158
"652","3","46",0,4,0.777118910965124
"653","3","47",0,2,0.122655072093732
"654","3","48",0,1,2.40442029493081
"655","3","49",0,1,0.943382976467093
"656","3","50",0,2,-0.12195332325833
"657","3","51",0,7,0.724911398017794
"658","3","52",0,1,-0.346712515678086
"659","3","53",0,2,-0.486252884854113
"660","3","54",0,1,-2.32497152949757
"661","3","55",0,1,0.0504091266667299
"662","3","56",0,2,-1.02925590887475
"663","3","57",0,4,-0.111845372928835
"664","3","58",0,1,-1.62385603559515
"665","3","59",0,1,-1.52658052037803
"666","3","60",0,1,1.50287021042563
"667","3","61",0,1,-1.27600895208409
"668","3","62",0,1,-0.781305760535151
"669","3","63",0,2,-0.0556724825088785
"670","3","64",0,1,-2.4274782966074
"671","3","65",0,1,-1.97351305295185
"672","3","66",0,1,-0.322631597515244
"673","3","67",0,2,2.59263152076855
"674","3","68",0,1,1.22683603389252
"675","3","69",0,5,0.755244986330638
"676","3","70",0,1,0.240276939111633
"677","3","71",0,6,0.106715758901347
"678","3","72",0,1,1.11496999011986
"679","3","73",0,1,-1.88533161028791
"680","3","74",0,1,1.21828000052242
"681","3","75",0,1,-1.34392239198089
"682","3","76",0,3,1.25385525842949
"683","3","77",0,8,1.9243265698317
"684","3","78",0,2,-1.04263569573999
"685","3","79",0,3,1.42915997380862
"686","3","80",0,8,1.1719534642141
"687","3","81",0,4,1.52146165324106
"688","3","82",0,4,-0.659984730727355
"689","3","83",0,5,1.62694404448189
"690","3","84",0,2,-1.52081757474248
"691","3","85",0,1,-0.287027062990191
"692","3","86",0,1,0.0542658346335447
"693","3","87",0,8,1.2927439647603
"694","3","88",0,1,-0.149631987686759
"695","3","89",0,2,1.08765872944868
"696","3","90",0,2,-1.01663789964204
"697","3","91",0,3,0.0486623138339897
"698","3","92",0,2,1.76165427910084
"699","3","93",0,8,2.12052672894898
"700","3","94",0,4,-0.680835357038175
"701","3","95",0,6,0.988336217048909
"702","3","96",0,2,-0.320510208862135
"703","3","98",0,5,1.22699939219557
"704","3","99",0,5,0.59740495291598
"705","3","100",0,5,0.893862092895915
"706","3","101",0,5,0.0203137119874862
"707","3","102",0,2,-1.18971606942911
"708","3","103",0,1,-0.122296934565759
"709","3","104",0,1,-1.49357348239065
"710","3","105",0,7,0.791065062701538
"711","3","106",0,1,-2.30905013640119
"712","3","107",0,3,-0.623130575385313
"713","3","108",0,2,0.771107306320903
