"","ID","n.t","x1_sc","y_end","int","y","t"
"66",35,3,-0.339662645498429,1,1,1,5
"67",35,3,0.489676309838938,1,2,1,7
"68",35,3,0.489772798017718,1,3,1,3
"69",36,1,-0.174315219662152,0,1,0,2
"70",37,4,0.541799917378704,0,1,1,9
"71",37,4,0.548646253859695,0,2,1,7
"72",37,4,0.723121394433851,0,3,1,4
"73",37,4,1.41155980198816,0,4,0,8
"74",38,3,0.114825858357102,1,1,1,4
"75",38,3,-0.188619378404271,1,2,1,4
"76",38,3,-0.767625437071067,1,3,1,7
"77",39,2,0.0481981064484782,0,1,1,9
"78",39,2,-0.439507110513741,0,2,0,7
"79",40,2,0.241300234828258,1,1,1,10
"80",40,2,-0.92395948406787,1,2,1,9
"81",41,2,0.478160838705176,1,1,1,3
"82",41,2,-0.19224107138034,1,2,1,3
"83",42,2,0.884532841563185,0,1,1,10
"84",42,2,0.373508619879469,0,2,0,9
"85",43,3,0.250623300378115,1,1,1,10
"86",43,3,0.0536978014769917,1,2,1,9
"87",43,3,-0.734084038761404,1,3,1,6
"88",44,4,0.456043632929027,1,1,1,3
"89",44,4,-0.152036738842197,1,2,1,5
"90",44,4,0.22232441239463,1,3,1,2
"91",44,4,0.791983384358602,1,4,1,4
"92",45,4,-0.0282202113619229,0,1,1,3
"93",45,4,0.504909888964188,0,2,1,10
"94",45,4,0.160959060705351,0,3,1,6
"95",45,4,-1.19942480106954,0,4,0,6
"96",46,4,0.348769813708351,0,1,1,9
"97",46,4,-0.105468012470977,0,2,1,2
"98",46,4,0.503389332282095,0,3,1,8
"99",46,4,-1.04302151416764,0,4,0,4
"100",47,2,0.656849127514628,1,1,1,1
"101",47,2,1.38867095451015,1,2,1,1
"102",48,4,0.582826379468427,1,1,1,6
"103",48,4,-0.0456973189076088,1,2,1,5
"104",48,4,0.369030287811665,1,3,1,4
"105",48,4,-1.01162629065164,1,4,1,1
"106",49,1,0.38324160721685,0,1,0,8
"107",50,3,0.238286796883962,0,1,1,6
"108",50,3,-0.0318162918982714,0,2,1,10
"109",50,3,-0.391505464667027,0,3,0,7
"110",51,2,0.4251379420009,1,1,1,2
"111",51,2,0.380728116710705,1,2,1,1
"112",52,1,1.63066923333382,1,1,1,1
"113",53,4,0.691548761079491,1,1,1,1
"114",53,4,0.211961722026672,1,2,1,9
"115",53,4,-0.0183079985844963,1,3,1,3
"116",53,4,1.53074512528164,1,4,1,3
"117",54,4,0.274304310302594,0,1,1,5
"118",54,4,-0.028325159572661,0,2,1,10
"119",54,4,0.229569751021154,0,3,1,8
"120",54,4,-0.342495102516603,0,4,0,8
"121",55,1,-2.25171675605678,0,1,0,2
"122",56,3,0.0386589996522463,1,1,1,8
"123",56,3,0.217429938378845,1,2,1,7
"124",56,3,2.42079062140747,1,3,1,1
"125",57,4,0.399657581829622,0,1,1,6
"126",57,4,0.408552922200701,0,2,1,9
"127",57,4,-0.0574916972931369,0,3,1,2
"128",57,4,0.632445525188368,0,4,0,10
"129",58,2,0.161411074503158,1,1,1,4
"130",58,2,0.509608759273285,1,2,1,2
"131",59,2,0.200222354778938,1,1,1,3
"132",59,2,-0.0323149480233876,1,2,1,2
"133",60,3,-0.0935010030321372,1,1,1,2
"134",60,3,0.412449836085554,1,2,1,6
"135",60,3,0.479110381921003,1,3,1,4
"136",61,3,-0.273176846689723,1,1,1,5
"137",61,3,-0.126208829250979,1,2,1,9
"138",61,3,-0.179806708228904,1,3,1,2
"139",62,2,0.038629811141471,1,1,1,8
"140",62,2,0.391760281269039,1,2,1,9
"141",63,2,0.629612101110926,1,1,1,7
"142",63,2,-0.410233696012342,1,2,1,10
"143",64,4,0.291854936615708,1,1,1,7
"144",64,4,0.17536958800484,1,2,1,10
"145",64,4,0.490422228261195,1,3,1,7
"146",64,4,-1.35780802886788,1,4,1,3
"147",65,4,0.252924765709093,1,1,1,8
"148",65,4,0.433730400256442,1,2,1,9
"149",65,4,0.44131861860174,1,3,1,10
"150",65,4,0.945814173466827,1,4,1,4
"151",66,2,0.498490608541288,1,1,1,10
"152",66,2,1.46544446993092,1,2,1,9
"153",67,2,0.350260654250188,1,1,1,9
"154",67,2,-0.320839492995468,1,2,1,7
"155",68,1,-1.24358838896535,1,1,1,7
"156",69,2,0.123415422163056,0,1,1,4
"157",69,2,0.608193624396421,0,2,0,9
"158",70,2,0.237458359332943,0,1,1,8
"159",70,2,-0.0629019327308087,0,2,0,2
"160",71,2,0.00224031984863096,1,1,1,8
"161",71,2,-1.71244023854579,1,2,1,6
"162",72,2,0.0873216904510103,1,1,1,3
"163",72,2,-0.017142031078071,1,2,1,5
"164",73,1,-0.634977625922271,1,1,1,2
"165",74,3,-0.132610675208226,0,1,1,3
"166",74,3,-0.119154629943414,0,2,1,7
"167",74,3,-0.352323677896909,0,3,0,4
"168",75,3,0.231504715016627,0,1,1,9
"169",75,3,0.250990930453894,0,2,1,3
"170",75,3,-1.14910324317036,0,3,0,1
"171",76,4,0.125615298103014,1,1,1,3
"172",76,4,0.812155851934646,1,2,1,3
"173",76,4,-0.01830421039868,1,3,1,4
"174",76,4,1.74230052374225,1,4,1,5
"175",77,2,0.20306442679946,1,1,1,6
"176",77,2,-0.342714162842308,1,2,1,2
"177",78,3,-0.124723684791928,0,1,1,1
"178",78,3,0.187351519410288,0,2,1,4
"179",78,3,-1.58768268811869,0,3,0,4
"180",79,3,-0.125529738082376,1,1,1,3
"181",79,3,0.00380912248027274,1,2,1,3
"182",79,3,0.173417507078389,1,3,1,7
"183",80,4,0.457359032135283,0,1,1,6
"184",80,4,0.0559182693725035,0,2,1,1
"185",80,4,0.193646222447712,0,3,1,8
"186",80,4,0.237876838741845,0,4,0,5
"187",81,2,0.173239682521724,1,1,1,4
"188",81,2,-0.982298408035523,1,2,1,8
"189",82,4,0.615670115373329,0,1,1,1
"190",82,4,0.280547064253496,0,2,1,10
"191",82,4,0.327538685356177,0,3,1,1
"192",82,4,-2.8414687786574,0,4,0,2
"193",83,3,0.447321024732959,0,1,1,3
"194",83,3,0.36563215736108,0,2,1,3
"195",83,3,-0.644924007545032,0,3,0,9
"196",84,3,0.588034038618465,1,1,1,3
"197",84,3,0.319300727351374,1,2,1,4
"198",84,3,0.538115574966312,1,3,1,8
"199",85,1,-0.0775695440347825,1,1,1,2
"200",86,4,0.185251495205997,1,1,1,10
"201",86,4,0.178747393845859,1,2,1,5
"202",86,4,0.271340674446984,1,3,1,1
"203",86,4,-0.115137455921335,1,4,1,6
"204",87,1,0.52865224246267,1,1,1,5
"205",88,4,0.410646235184979,0,1,1,3
"206",88,4,0.158217444655471,0,2,1,1
"207",88,4,0.210602231729967,0,3,1,9
"208",88,4,-1.1782997408533,0,4,0,6
"209",89,1,1.05223863233849,0,1,0,1
"210",90,4,0.49042551077473,1,1,1,5
"211",90,4,0.819586005956296,1,2,1,10
"212",90,4,0.125938143901013,1,3,1,3
"213",90,4,-0.0244453747890153,1,4,1,2
"214",91,1,0.671761178690563,1,1,1,9
"215",92,3,0.250923233648306,1,1,1,3
"216",92,3,0.0627744562266393,1,2,1,2
"217",92,3,0.991015736781549,1,3,1,7
"218",93,2,0.339255062927725,1,1,1,2
"219",93,2,0.199097777194905,1,2,1,7
"220",94,4,-0.0298741807933202,1,1,1,5
"221",94,4,-0.177979992746654,1,2,1,1
"222",94,4,0.0106407198552844,1,3,1,5
"223",94,4,-0.877651639828078,1,4,1,8
"224",95,3,-0.0262893044584891,1,1,1,8
"225",95,3,0.192062980852228,1,2,1,6
"226",95,3,1.1168985295914,1,3,1,7
"227",96,1,-1.97322562350775,1,1,1,6
"228",97,1,-0.551441602041222,0,1,0,9
"229",98,4,0.236329158315793,1,1,1,10
"230",98,4,-0.236655802665533,1,2,1,2
"231",98,4,0.0273807062948389,1,3,1,2
"232",98,4,-0.268994490645542,1,4,1,5
"233",99,2,0.0545297821590011,1,1,1,4
"234",99,2,-0.181511633717071,1,2,1,3
"235",100,1,0.977686811706206,1,1,1,5
"236",101,4,0.43221962403887,1,1,1,4
"237",101,4,0.194009383725389,1,2,1,6
"238",101,4,0.0789323740818816,1,3,1,6
"239",101,4,0.113853190859618,1,4,1,8
"240",102,4,0.477287080779236,1,1,1,10
"241",102,4,0.190449044254256,1,2,1,5
"242",102,4,0.44207148111924,1,3,1,7
"243",102,4,0.378545446880893,1,4,1,7
"244",103,4,0.15981728085838,1,1,1,7
"245",103,4,-0.00232825751073898,1,2,1,6
"246",103,4,-0.0576575454606997,1,3,1,3
"247",103,4,-0.0872718601309152,1,4,1,3
"248",104,1,-0.261172910877525,0,1,0,9
"249",105,1,0.660272736684035,1,1,1,3
"250",106,1,1.10054860399371,1,1,1,10
"251",107,3,0.373619663415672,0,1,1,2
"252",107,3,-0.127267490897232,0,2,1,9
"253",107,3,-2.36685719929318,0,3,0,6
"254",108,2,0.686110636722743,1,1,1,8
"255",108,2,0.540295981368709,1,2,1,10
"256",109,1,0.346851042483867,0,1,0,4
"257",110,1,-0.434677186906681,0,1,0,10
"258",111,3,0.221105080185576,0,1,1,2
"259",111,3,0.266646413690636,0,2,1,9
"260",111,3,0.909838648913975,0,3,0,5
"261",112,3,0.204800340512549,1,1,1,6
"262",112,3,0.0827595357041194,1,2,1,2
"263",112,3,-0.399478235559551,1,3,1,9
"264",113,3,0.0818245662922699,1,1,1,7
"265",113,3,0.301464085771884,1,2,1,3
"266",113,3,-0.296992968692821,1,3,1,7
"267",114,2,0.0245134328019945,0,1,1,4
"268",114,2,0.81839598677095,0,2,0,8
"269",115,2,-0.230550674339011,1,1,1,10
"270",115,2,1.66071344053291,1,2,1,8
"271",116,2,0.258350866448035,0,1,1,3
"272",116,2,0.244597319385725,0,2,0,9
"273",117,4,0.553878139365051,0,1,1,5
"274",117,4,-0.187927062751167,0,2,1,10
"275",117,4,0.0871202774234782,0,3,1,10
"276",117,4,-0.431664647516633,0,4,0,6
"277",118,3,0.298232651605561,0,1,1,6
"278",118,3,0.798938633130685,0,2,1,10
"279",118,3,-1.18089312739893,0,3,0,6
"280",119,4,0.133471339405741,1,1,1,4
"281",119,4,0.550632319565459,1,2,1,1
"282",119,4,0.187201566093483,1,3,1,1
"283",119,4,-0.342617391587462,1,4,1,9
"284",120,2,0.208257942620063,1,1,1,6
"285",120,2,-0.937362658161407,1,2,1,6
"286",121,2,0.420772322454344,1,1,1,5
"287",121,2,-0.272181080227572,1,2,1,10
"288",122,4,0.724321611959678,0,1,1,5
"289",122,4,0.138305840520119,0,2,1,3
"290",122,4,0.326259626336311,0,3,1,2
"291",122,4,0.3660521700519,0,4,0,7
"292",123,3,0.207933482432018,1,1,1,1
"293",123,3,0.0754055761824056,1,2,1,8
"294",123,3,-0.851420831712922,1,3,1,7
"295",124,3,-0.0219512681168978,1,1,1,7
"296",124,3,0.259828154119445,1,2,1,8
"297",124,3,2.56879915527737,1,3,1,2
"298",125,4,0.213894708250284,1,1,1,10
"299",125,4,0.177926510024495,1,2,1,5
"300",125,4,-0.0292133916335065,1,3,1,2
"301",125,4,0.133186223245991,1,4,1,7
"302",126,3,0.416417177371915,1,1,1,3
"303",126,3,0.400370663919695,1,2,1,3
"304",126,3,1.08489728259912,1,3,1,6
"305",127,1,-2.25551545491239,0,1,0,6
"306",128,2,0.219255842496034,1,1,1,10
"307",128,2,0.704674088588113,1,2,1,8
"308",129,2,0.0687526161987669,0,1,1,9
"309",129,2,-1.30509077672085,0,2,0,6
"310",130,1,0.879349828811171,1,1,1,7
"311",131,3,0.42326552805192,1,1,1,4
"312",131,3,0.526129046755044,1,2,1,10
"313",131,3,0.369716584118986,1,3,1,5
"314",132,3,0.0524930449516821,1,1,1,2
"315",132,3,0.0919628413880284,1,2,1,7
"316",132,3,-0.417347465812074,1,3,1,9
"317",133,2,0.483373379479699,1,1,1,2
"318",133,2,1.27446992031356,1,2,1,9
"319",134,3,0.096375184213858,0,1,1,6
"320",134,3,0.387204419120731,0,2,1,1
"321",134,3,-0.704271858873515,0,3,0,1
"322",135,2,0.356841925383151,0,1,1,9
"323",135,2,-0.586438354807147,0,2,0,2
"324",136,1,-0.99719202142261,1,1,1,9
"325",137,4,0.269882450120083,1,1,1,3
"326",137,4,-0.0117971084911315,1,2,1,2
"327",137,4,0.342028305816834,1,3,1,1
"328",137,4,-0.671981664393386,1,4,1,6
"329",138,2,0.0244506538198533,1,1,1,4
"330",138,2,0.904145302172587,1,2,1,4
"331",139,4,-0.0540881926037482,0,1,1,4
"332",139,4,0.308696944808023,0,2,1,8
"333",139,4,0.206550723357081,0,3,1,4
"334",139,4,0.40446757300362,0,4,0,8
"335",140,1,0.96273535441228,1,1,1,1
"336",141,4,0.439538790694383,1,1,1,4
"337",141,4,0.123032051073766,1,2,1,6
"338",141,4,0.218289639524455,1,3,1,2
"339",141,4,-0.400339373193718,1,4,1,4
"340",142,3,0.559203692139705,1,1,1,9
"341",142,3,0.126674803656563,1,2,1,1
"342",142,3,0.348458940288283,1,3,1,9
"343",143,3,-0.150225138828064,1,1,1,5
"344",143,3,-0.0207409555708979,1,2,1,6
"345",143,3,0.219304886200633,1,3,1,2
"346",144,4,0.328078229643397,0,1,1,1
"347",144,4,0.332514628074006,0,2,1,6
"348",144,4,-0.0492914575733099,0,3,1,2
"349",144,4,-1.41256386640597,0,4,0,9
"350",145,1,1.71815827307054,1,1,1,3
"351",146,4,-0.0667883512279071,1,1,1,1
"352",146,4,0.373842384526131,1,2,1,3
"353",146,4,0.262819005641994,1,3,1,8
"354",146,4,0.112119908147784,1,4,1,6
"355",147,2,0.347453393880776,1,1,1,8
"356",147,2,0.728704209879106,1,2,1,3
"357",148,4,0.382743325476115,1,1,1,3
"358",148,4,0.345834604936612,1,2,1,6
"359",148,4,0.589811095525283,1,3,1,9
"360",148,4,0.913867338926355,1,4,1,8
"361",149,1,-0.0686233271791078,1,1,1,2
"362",150,3,-0.363738395753635,0,1,1,3
"363",150,3,-0.0919905337913432,0,2,1,7
"364",150,3,-0.317981856281124,0,3,0,9
"365",151,2,0.116402964127368,1,1,1,4
"366",151,2,0.853822936088128,1,2,1,1
"367",152,3,-0.05665291749433,1,1,1,4
"368",152,3,-0.104415931393227,1,2,1,2
"369",152,3,-1.04235108945762,1,3,1,10
"370",153,3,-0.174990483485788,1,1,1,10
"371",153,3,0.334564366405814,1,2,1,5
"372",153,3,1.90661403345908,1,3,1,9
"373",154,1,-0.394002525835332,0,1,0,5
"374",155,1,1.59674277477369,1,1,1,1
"375",156,2,-0.211717344061831,1,1,1,2
"376",156,2,1.45808598535325,1,2,1,5
"377",157,2,0.356350949879485,0,1,1,6
"378",157,2,0.0618261888714932,0,2,0,10
"379",158,2,0.478032362489182,1,1,1,9
"380",158,2,0.534904711750831,1,2,1,7
"381",159,4,-0.0110762800787029,1,1,1,6
"382",159,4,0.10973346368615,1,2,1,4
"383",159,4,0.53971424804947,1,3,1,2
"384",159,4,-1.02012648459615,1,4,1,7
"385",160,4,0.276671964658053,1,1,1,4
"386",160,4,0.581060095387715,1,2,1,4
"387",160,4,0.348386004011156,1,3,1,1
"388",160,4,0.296326793158408,1,4,1,1
"389",161,1,1.00030109042128,1,1,1,5
"390",162,1,0.0775670582125292,0,1,0,8
"391",163,1,-0.462880070745796,0,1,0,5
"392",164,2,0.513622815270427,1,1,1,7
"393",164,2,-0.659871028429074,1,2,1,4
"394",165,1,-0.0543180167102403,1,1,1,10
"395",166,3,0.175775239699343,0,1,1,6
"396",166,3,-0.149179707155609,0,2,1,8
"397",166,3,1.02526041919353,0,3,0,10
"398",167,2,0.374206953557898,1,1,1,5
"399",167,2,-0.492029427357603,1,2,1,9
"400",168,3,0.74302153256332,1,1,1,5
"401",168,3,0.123124552190697,1,2,1,3
"402",168,3,-0.137441872984831,1,3,1,3
"403",169,3,0.188700768788689,1,1,1,2
"404",169,3,0.23427876001672,1,2,1,3
"405",169,3,-1.2834958093329,1,3,1,4
"406",170,2,-0.0486676751669581,1,1,1,3
"407",170,2,0.463679358721323,1,2,1,9
"408",171,3,-0.0922582061078241,1,1,1,4
"409",171,3,0.100528746112008,1,2,1,5
"410",171,3,1.25849033399914,1,3,1,3
"411",172,3,-0.188213446250035,1,1,1,8
"412",172,3,0.223964039420901,1,2,1,5
"413",172,3,1.44326446481375,1,3,1,10
"414",173,4,0.321806585682855,1,1,1,2
"415",173,4,0.0433528410446541,1,2,1,5
"416",173,4,0.401832825558308,1,3,1,3
"417",173,4,0.776674622541437,1,4,1,1
"418",174,1,-1.84585856371181,0,1,0,7
"419",175,1,0.451679527368172,0,1,0,8
"420",176,4,0.188043645879777,1,1,1,2
"421",176,4,0.479855150215366,1,2,1,10
"422",176,4,0.308009932957031,1,3,1,9
"423",176,4,0.426383260386154,1,4,1,10
"424",177,2,0.553327474700844,0,1,1,9
"425",177,2,-0.364468458839787,0,2,0,2
"426",178,4,0.00583402152133383,1,1,1,7
"427",178,4,0.104604246340684,1,2,1,5
"428",178,4,0.282858201371285,1,3,1,9
"429",178,4,0.147329869554711,1,4,1,9
"430",179,2,0.313903397743555,1,1,1,4
"431",179,2,-0.863318604451254,1,2,1,4
"432",180,1,0.644329372077263,1,1,1,4
"433",181,2,0.748234738842664,1,1,1,6
"434",181,2,-0.338776177492149,1,2,1,2
"435",182,3,-0.0841736950920467,0,1,1,9
"436",182,3,0.416902679330964,0,2,1,10
"437",182,3,-1.55209229740274,0,3,0,5
"438",183,3,0.286566951046851,1,1,1,6
"439",183,3,0.344144893095187,1,2,1,7
"440",183,3,-0.378194642908908,1,3,1,5
"441",184,3,0.0719965787208046,1,1,1,7
"442",184,3,0.231182012056914,1,2,1,4
"443",184,3,1.31371894617878,1,3,1,1
"444",185,3,0.329032122825342,0,1,1,3
"445",185,3,-0.108565202491166,0,2,1,8
"446",185,3,-0.34579080436678,0,3,0,2
"447",186,3,0.483086643090358,1,1,1,1
"448",186,3,-0.329262771197565,1,2,1,4
"449",186,3,0.696613410167199,1,3,1,5
"450",187,4,0.315309857920881,1,1,1,2
"451",187,4,0.232570929701618,1,2,1,7
"452",187,4,0.18907831906525,1,3,1,2
"453",187,4,0.905513661004217,1,4,1,2
"454",188,1,-0.0149275054348488,1,1,1,3
"455",189,4,0.371602391940083,0,1,1,4
"456",189,4,-0.0170125676114236,0,2,1,2
"457",189,4,0.685240838601472,0,3,1,4
"458",189,4,-0.363415358453226,0,4,0,1
"459",190,3,0.493045202942422,1,1,1,9
"460",190,3,0.384765052893163,1,2,1,2
"461",190,3,-0.536694770622718,1,3,1,7
"462",191,1,0.703294744491569,1,1,1,7
"463",192,4,0.392293839834912,1,1,1,9
"464",192,4,-0.429777427015237,1,2,1,9
"465",192,4,0.0757262453332763,1,3,1,2
"466",192,4,-1.05813739838162,1,4,1,9
"467",193,3,0.19129003864408,1,1,1,9
"468",193,3,0.234452818991071,1,2,1,3
"469",193,3,0.221303585232682,1,3,1,1
"470",194,4,0.20722934041412,1,1,1,6
"471",194,4,0.0506366161787561,1,2,1,9
"472",194,4,-0.0491437072626103,1,3,1,9
"473",194,4,-0.302042379230693,1,4,1,3
"474",195,2,0.179837492000901,0,1,1,1
"475",195,2,-2.23184016910953,0,2,0,1
"476",196,4,0.0792012532009407,1,1,1,1
"477",196,4,0.365036226473369,1,2,1,6
"478",196,4,0.421935950244615,1,3,1,3
"479",196,4,-1.39555873278689,1,4,1,1
"480",197,1,0.875652823146672,1,1,1,1
"481",198,4,0.174201748073627,1,1,1,3
"482",198,4,0.291886219318158,1,2,1,7
"483",198,4,0.253478261506869,1,3,1,6
"484",198,4,-0.206088900302065,1,4,1,7
"485",199,3,0.179885326338534,1,1,1,2
"486",199,3,0.377748973947992,1,2,1,9
"487",199,3,0.76551867132932,1,3,1,7
"488",200,1,1.82468667525603,1,1,1,2
"489",201,4,0.218861661136444,1,1,1,8
"490",201,4,0.172793412814524,1,2,1,7
"491",201,4,0.867272721470122,1,3,1,5
"492",201,4,1.42063916769114,1,4,1,5
"493",202,2,0.796457108308312,1,1,1,4
"494",202,2,0.642412380034059,1,2,1,9
"495",203,1,0.35196842224654,1,1,1,7
"496",204,2,0.351917516475457,1,1,1,9
"497",204,2,-0.207573306566786,1,2,1,7
"498",205,2,0.690016027082808,1,1,1,5
"499",205,2,1.52224920603795,1,2,1,5
"500",206,2,0.195267197630791,1,1,1,9
"501",206,2,0.563248278765574,1,2,1,4
"502",207,3,-0.0575447697443941,0,1,1,5
"503",207,3,0.0582950249403668,0,2,1,10
"504",207,3,-1.16571535402649,0,3,0,8
"505",208,1,-0.171274976721662,1,1,1,2
"506",209,2,0.121439206147961,1,1,1,3
"507",209,2,-1.89384587545473,1,2,1,9
"508",210,3,-0.0314322165436938,1,1,1,3
"509",210,3,0.120062482901227,1,2,1,8
"510",210,3,-0.209976939486532,1,3,1,10
"511",211,3,0.0537208409887468,0,1,1,9
"512",211,3,-0.0548847967896864,0,2,1,3
"513",211,3,-2.55172117329413,0,3,0,7
"514",212,3,0.467540091839671,1,1,1,5
"515",212,3,-0.128887056510577,1,2,1,10
"516",212,3,1.26445017753354,1,3,1,9
"517",213,3,-0.266225580715322,1,1,1,10
"518",213,3,0.442312927490338,1,2,1,4
"519",213,3,-0.64009929174115,1,3,1,9
"520",214,2,0.0295733053332264,0,1,1,8
"521",214,2,-0.439279570986465,0,2,0,1
"522",215,3,-0.0543610881612997,0,1,1,3
"523",215,3,0.336707285220158,0,2,1,9
"524",215,3,-0.184635135350816,0,3,0,2
"525",216,1,0.578863429612795,1,1,1,10
"526",217,3,0.299508204886869,1,1,1,2
"527",217,3,0.389410190798955,1,2,1,10
"528",217,3,0.643459330348042,1,3,1,5
"529",218,4,0.28098704766992,1,1,1,3
"530",218,4,-0.0656717079237172,1,2,1,5
"531",218,4,0.305700090683066,1,3,1,1
"532",218,4,0.535618896487454,1,4,1,9
"533",219,4,0.250699782718749,1,1,1,9
"534",219,4,0.135747877588672,1,2,1,10
"535",219,4,0.00405257745572979,1,3,1,9
"536",219,4,-0.578552950149449,1,4,1,7
"537",220,1,-1.3510510439147,1,1,1,5
"538",221,2,0.603597764234278,1,1,1,7
"539",221,2,-0.398975182985709,1,2,1,4
"540",222,4,0.0121357141471255,0,1,1,4
"541",222,4,0.112903205766251,0,2,1,7
"542",222,4,0.245103029847517,0,3,1,2
"543",222,4,0.252275159043668,0,4,0,6
"544",223,2,0.154841700309611,1,1,1,10
"545",223,2,-0.823309013559119,1,2,1,9
"546",224,4,0.124063085958438,0,1,1,1
"547",224,4,0.475391655331733,0,2,1,9
"548",224,4,-0.0163169348429501,0,3,1,1
"549",224,4,-0.0864767659950716,0,4,0,9
"550",225,2,0.246687680060318,1,1,1,8
"551",225,2,-1.15993724918923,1,2,1,5
"552",226,3,0.477629273012185,0,1,1,8
"553",226,3,0.171649244512188,0,2,1,10
"554",226,3,-0.0273419285522127,0,3,0,4
"555",227,4,-0.141785611890628,1,1,1,2
"556",227,4,0.764057555880658,1,2,1,10
"557",227,4,0.624086837540754,1,3,1,1
"558",227,4,0.106656718720575,1,4,1,5
"559",228,1,-0.161733491477031,1,1,1,3
"560",229,1,-0.17935256255793,1,1,1,6
"561",230,4,-0.0341198677011965,1,1,1,9
"562",230,4,0.346892270821204,1,2,1,4
"563",230,4,0.142904152068731,1,3,1,6
"564",230,4,1.70362435760998,1,4,1,1
"565",231,1,0.725761251637104,0,1,0,7
"566",232,3,0.520761698090095,1,1,1,10
"567",232,3,0.450982245568243,1,2,1,7
"568",232,3,1.06655445215665,1,3,1,5
"569",233,3,0.390925215867968,1,1,1,1
"570",233,3,-0.236077637360712,1,2,1,6
"571",233,3,-0.921123930540937,1,3,1,9
"572",234,1,0.141324125012798,1,1,1,2
"573",235,1,1.10894701817514,1,1,1,1
"574",236,4,-0.377204927927625,1,1,1,5
"575",236,4,0.146571618121332,1,2,1,5
"576",236,4,0.153597026687673,1,3,1,2
"577",236,4,-0.0744415915743332,1,4,1,8
"578",237,2,-0.199315060510519,0,1,1,6
"579",237,2,-2.09943947710114,0,2,0,3
"580",238,2,0.494405633724511,1,1,1,3
"581",238,2,0.317661999934997,1,2,1,4
"582",239,4,0.386160980218431,1,1,1,9
"583",239,4,0.522058401967637,1,2,1,7
"584",239,4,0.274282869814064,1,3,1,6
"585",239,4,-1.88021356914444,1,4,1,10
"586",240,2,0.219486852203024,1,1,1,2
"587",240,2,-0.81167295147909,1,2,1,2
"588",241,4,0.187931761421084,1,1,1,3
"589",241,4,0.192143006566634,1,2,1,4
"590",241,4,0.778976879169135,1,3,1,3
"591",241,4,1.27422148091041,1,4,1,10
"592",242,4,0.383339045949493,1,1,1,7
"593",242,4,0.1579374255335,1,2,1,6
"594",242,4,0.046697940961522,1,3,1,1
