"","Dataset","ID","fate","t","x"
"58","2",28,0,6,0.143989281033556
"59","2",29,0,3,0.0107159592722964
"60","2",30,0,3,0.0107159592722964
"61","3",1,0,3,0.689871561530677
"62","3",2,0,9,0.15991994511824
"63","3",3,0,9,0.15991994511824
"64","3",4,0,3,0.689871561530677
"65","3",5,0,3,0.689871561530677
"66","3",6,0,3,0.689871561530677
"67","3",7,0,9,0.15991994511824
"68","3",8,0,9,0.15991994511824
"69","3",9,0,3,0.689871561530677
"70","3",10,0,3,0.689871561530677
"71","3",11,0,3,0.689871561530677
"72","3",12,0,3,0.689871561530677
"73","3",13,0,3,0.689871561530677
"74","3",14,0,3,0.689871561530677
"75","3",15,0,3,0.689871561530677
"76","3",16,0,3,0.689871561530677
"77","3",17,0,3,0.689871561530677
"78","3",18,0,9,0.15991994511824
"79","3",19,0,3,0.689871561530677
"80","3",20,0,3,0.689871561530677
"81","3",21,0,3,0.689871561530677
"82","3",22,0,9,0.15991994511824
"83","3",23,0,3,0.689871561530677
"84","3",24,0,3,0.689871561530677
"85","3",25,0,3,0.689871561530677
"86","3",26,0,9,0.15991994511824
"87","3",27,0,3,0.689871561530677
"88","3",28,0,9,0.15991994511824
"89","3",29,0,9,0.15991994511824
"90","3",30,0,9,0.15991994511824
"91","4",1,0,3,-0.671163239943835
"92","4",2,0,3,-0.671163239943835
"93","4",3,0,3,-0.671163239943835
"94","4",4,0,3,-0.671163239943835
"95","4",5,0,3,-0.671163239943835
"96","4",6,0,3,-0.671163239943835
"97","4",7,0,3,-0.671163239943835
"98","4",8,0,3,-0.671163239943835
"99","4",9,0,3,-0.671163239943835
"100","4",10,0,3,-0.671163239943835
"101","4",11,0,3,-0.671163239943835
"102","4",12,0,3,-0.671163239943835
"103","4",13,0,3,-0.671163239943835
"104","4",14,0,3,-0.671163239943835
"105","4",15,0,3,-0.671163239943835
"106","4",16,0,3,-0.671163239943835
"107","4",17,0,3,-0.671163239943835
"108","4",18,0,3,-0.671163239943835
"109","4",19,0,6,-0.709346396358828
"110","4",20,0,3,-0.671163239943835
"111","4",21,0,3,-0.671163239943835
"112","4",22,0,3,-0.671163239943835
"113","4",23,0,6,-0.709346396358828
"114","4",24,0,3,-0.671163239943835
"115","4",25,0,3,-0.671163239943835
"116","4",26,0,3,-0.671163239943835
"117","4",27,0,3,-0.671163239943835
"118","4",28,0,3,-0.671163239943835
"119","4",29,0,3,-0.671163239943835
"120","4",30,0,3,-0.671163239943835
"121","5",1,0,3,0.0304856738578766
"122","5",2,0,3,0.0304856738578766
"123","5",3,0,6,-0.143917474767665
"124","5",4,0,3,0.0304856738578766
"125","5",5,0,3,0.0304856738578766
"126","5",6,0,3,0.0304856738578766
"127","5",7,0,3,0.0304856738578766
"128","5",8,0,3,0.0304856738578766
"129","5",9,0,3,0.0304856738578766
"130","5",10,0,6,-0.143917474767665
"131","5",11,0,3,0.0304856738578766
"132","5",12,0,3,0.0304856738578766
"133","5",13,0,3,0.0304856738578766
"134","5",14,0,3,0.0304856738578766
"135","5",15,0,3,0.0304856738578766
"136","5",16,0,3,0.0304856738578766
"137","5",17,0,3,0.0304856738578766
"138","5",18,0,3,0.0304856738578766
"139","5",19,0,3,0.0304856738578766
"140","5",20,0,3,0.0304856738578766
"141","5",21,0,3,0.0304856738578766
"142","5",22,0,3,0.0304856738578766
"143","5",23,0,3,0.0304856738578766
"144","5",24,0,3,0.0304856738578766
"145","5",25,0,6,-0.143917474767665
"146","5",26,0,3,0.0304856738578766
"147","5",27,0,6,-0.143917474767665
"148","5",28,0,6,-0.143917474767665
"149","5",29,0,3,0.0304856738578766
"150","5",30,0,3,0.0304856738578766
"151","6",1,0,3,0.0127786408584432
"152","6",2,0,3,0.0127786408584432
"153","6",3,0,3,0.0127786408584432
"154","6",4,0,3,0.0127786408584432
"155","6",5,0,3,0.0127786408584432
"156","6",6,0,3,0.0127786408584432
"157","6",7,0,3,0.0127786408584432
"158","6",8,0,3,0.0127786408584432
"159","6",9,0,3,0.0127786408584432
"160","6",10,0,3,0.0127786408584432
"161","6",11,0,3,0.0127786408584432
"162","6",12,0,3,0.0127786408584432
"163","6",13,0,3,0.0127786408584432
"164","6",14,0,3,0.0127786408584432
"165","6",15,0,3,0.0127786408584432
"166","6",16,0,3,0.0127786408584432
"167","6",17,0,3,0.0127786408584432
"168","6",18,0,3,0.0127786408584432
"169","6",19,0,3,0.0127786408584432
"170","6",20,0,3,0.0127786408584432
"171","6",21,0,9,-0.344597423277006
"172","6",22,0,3,0.0127786408584432
"173","6",23,0,3,0.0127786408584432
"174","6",24,0,3,0.0127786408584432
"175","6",25,0,3,0.0127786408584432
"176","6",26,0,3,0.0127786408584432
"177","6",27,0,3,0.0127786408584432
"178","6",28,0,3,0.0127786408584432
"179","6",29,0,3,0.0127786408584432
"180","6",30,0,3,0.0127786408584432
"181","7",1,0,3,-0.432221744471367
"182","7",2,0,9,-0.153238911611367
"183","7",3,0,3,-0.432221744471367
"184","7",4,0,3,-0.432221744471367
"185","7",5,0,3,-0.432221744471367
"186","7",6,0,6,0.345247210315886
"187","7",7,0,3,-0.432221744471367
"188","7",8,0,3,-0.432221744471367
"189","7",9,0,3,-0.432221744471367
"190","7",10,0,3,-0.432221744471367
"191","7",11,0,3,-0.432221744471367
"192","7",12,0,3,-0.432221744471367
"193","7",13,0,3,-0.432221744471367
"194","7",14,0,9,-0.153238911611367
"195","7",15,0,3,-0.432221744471367
"196","7",16,0,3,-0.432221744471367
"197","7",17,0,3,-0.432221744471367
"198","7",18,0,3,-0.432221744471367
"199","7",19,0,3,-0.432221744471367
"200","7",20,0,3,-0.432221744471367
"201","7",21,0,3,-0.432221744471367
"202","7",22,0,9,-0.153238911611367
"203","7",23,0,3,-0.432221744471367
"204","7",24,0,3,-0.432221744471367
"205","7",25,0,3,-0.432221744471367
"206","7",26,0,9,-0.153238911611367
"207","7",27,0,3,-0.432221744471367
"208","7",28,0,3,-0.432221744471367
"209","7",29,0,9,-0.153238911611367
"210","7",30,0,3,-0.432221744471367
"211","8",1,0,3,0.109795750990961
"212","8",2,0,3,0.109795750990961
"213","8",3,0,3,0.109795750990961
"214","8",4,0,3,0.109795750990961
"215","8",5,0,3,0.109795750990961
"216","8",6,0,6,0.117074809858852
"217","8",7,0,3,0.109795750990961
"218","8",8,0,6,0.117074809858852
"219","8",9,0,3,0.109795750990961
"220","8",10,0,6,0.117074809858852
"221","8",11,0,3,0.109795750990961
"222","8",12,0,6,0.117074809858852
"223","8",13,0,3,0.109795750990961
"224","8",14,0,6,0.117074809858852
"225","8",15,0,3,0.109795750990961
"226","8",16,0,3,0.109795750990961
"227","8",17,0,6,0.117074809858852
"228","8",18,0,3,0.109795750990961
"229","8",19,0,6,0.117074809858852
"230","8",20,0,3,0.109795750990961
"231","8",21,0,3,0.109795750990961
"232","8",22,0,3,0.109795750990961
"233","8",23,0,6,0.117074809858852
"234","8",24,0,6,0.117074809858852
"235","8",25,0,6,0.117074809858852
"236","8",26,0,6,0.117074809858852
"237","8",27,0,3,0.109795750990961
"238","8",28,0,3,0.109795750990961
"239","8",29,0,6,0.117074809858852
"240","8",30,0,6,0.117074809858852
"241","9",1,0,3,-0.639364341847276
"242","9",2,0,3,-0.639364341847276
"243","9",3,0,3,-0.639364341847276
"244","9",4,0,3,-0.639364341847276
"245","9",5,0,3,-0.639364341847276
"246","9",6,0,3,-0.639364341847276
"247","9",7,0,3,-0.639364341847276
"248","9",8,0,3,-0.639364341847276
"249","9",9,0,3,-0.639364341847276
"250","9",10,0,3,-0.639364341847276
"251","9",11,0,3,-0.639364341847276
"252","9",12,0,3,-0.639364341847276
"253","9",13,0,3,-0.639364341847276
"254","9",14,0,3,-0.639364341847276
"255","9",15,0,3,-0.639364341847276
"256","9",16,0,3,-0.639364341847276
"257","9",17,0,3,-0.639364341847276
"258","9",18,0,3,-0.639364341847276
"259","9",19,0,3,-0.639364341847276
"260","9",20,0,3,-0.639364341847276
"261","9",21,0,3,-0.639364341847276
"262","9",22,0,3,-0.639364341847276
"263","9",23,0,3,-0.639364341847276
"264","9",24,0,3,-0.639364341847276
"265","9",25,0,3,-0.639364341847276
"266","9",26,0,3,-0.639364341847276
"267","9",27,0,3,-0.639364341847276
"268","9",28,0,3,-0.639364341847276
"269","9",29,0,3,-0.639364341847276
"270","9",30,0,3,-0.639364341847276
"271","10",1,0,6,0.0509313336959377
"272","10",2,0,3,-0.160934692003943
"273","10",3,0,3,-0.160934692003943
"274","10",4,0,3,-0.160934692003943
"275","10",5,0,3,-0.160934692003943
"276","10",6,0,6,0.0509313336959377
"277","10",7,0,3,-0.160934692003943
"278","10",8,0,15,0.238725990775269
"279","10",9,0,3,-0.160934692003943
"280","10",10,0,15,0.238725990775269
"281","10",11,0,15,0.238725990775269
"282","10",12,0,3,-0.160934692003943
"283","10",13,0,6,0.0509313336959377
"284","10",14,0,3,-0.160934692003943
"285","10",15,0,3,-0.160934692003943
"286","10",16,0,12,0.257643646235246
"287","10",17,0,9,0.18731651950087
"288","10",18,0,3,-0.160934692003943
"289","10",19,0,3,-0.160934692003943
"290","10",20,0,6,0.0509313336959377
"291","10",21,0,3,-0.160934692003943
"292","10",22,0,3,-0.160934692003943
"293","10",23,0,3,-0.160934692003943
"294","10",24,0,9,0.18731651950087
"295","10",25,0,6,0.0509313336959377
"296","10",26,0,3,-0.160934692003943
"297","10",27,0,6,0.0509313336959377
"298","10",28,0,12,0.257643646235246
"299","10",29,0,3,-0.160934692003943
"300","10",30,0,6,0.0509313336959377
"301","11",1,0,6,-0.515881633642859
"302","11",2,0,3,-0.182739874535951
"303","11",3,0,3,-0.182739874535951
"304","11",4,0,3,-0.182739874535951
"305","11",5,0,3,-0.182739874535951
"306","11",6,0,6,-0.515881633642859
"307","11",7,0,3,-0.182739874535951
"308","11",8,0,3,-0.182739874535951
"309","11",9,0,3,-0.182739874535951
"310","11",10,0,6,-0.515881633642859
"311","11",11,0,3,-0.182739874535951
"312","11",12,0,3,-0.182739874535951
"313","11",13,0,3,-0.182739874535951
"314","11",14,0,3,-0.182739874535951
"315","11",15,0,3,-0.182739874535951
"316","11",16,0,3,-0.182739874535951
"317","11",17,0,3,-0.182739874535951
"318","11",18,0,3,-0.182739874535951
"319","11",19,0,3,-0.182739874535951
"320","11",20,0,3,-0.182739874535951
"321","11",21,0,3,-0.182739874535951
"322","11",22,0,3,-0.182739874535951
"323","11",23,0,3,-0.182739874535951
"324","11",24,0,3,-0.182739874535951
"325","11",25,0,6,-0.515881633642859
"326","11",26,0,3,-0.182739874535951
"327","11",27,0,3,-0.182739874535951
"328","11",28,0,3,-0.182739874535951
"329","11",29,0,6,-0.515881633642859
"330","11",30,0,6,-0.515881633642859
"331","12",1,0,3,-0.564191305118118
"332","12",2,0,3,-0.564191305118118
"333","12",3,0,9,-0.335100718551304
"334","12",4,0,3,-0.564191305118118
"335","12",5,0,3,-0.564191305118118
"336","12",6,0,3,-0.564191305118118
"337","12",7,0,3,-0.564191305118118
"338","12",8,0,3,-0.564191305118118
"339","12",9,0,3,-0.564191305118118
"340","12",10,0,3,-0.564191305118118
"341","12",11,0,3,-0.564191305118118
"342","12",12,0,6,-0.300056507088457
"343","12",13,0,3,-0.564191305118118
"344","12",14,0,3,-0.564191305118118
"345","12",15,0,3,-0.564191305118118
"346","12",16,0,3,-0.564191305118118
"347","12",17,0,3,-0.564191305118118
"348","12",18,0,3,-0.564191305118118
"349","12",19,0,6,-0.300056507088457
"350","12",20,0,3,-0.564191305118118
"351","12",21,0,3,-0.564191305118118
"352","12",22,0,3,-0.564191305118118
"353","12",23,0,3,-0.564191305118118
"354","12",24,0,3,-0.564191305118118
"355","12",25,0,3,-0.564191305118118
"356","12",26,0,3,-0.564191305118118
"357","12",27,0,3,-0.564191305118118
"358","12",28,0,3,-0.564191305118118
"359","12",29,0,3,-0.564191305118118
"360","12",30,0,3,-0.564191305118118
"361","13",1,0,9,-0.0712657262739518
"362","13",2,0,9,-0.0712657262739518
"363","13",3,0,9,-0.0712657262739518
"364","13",4,0,3,0.145586169675698
"365","13",5,0,3,0.145586169675698
"366","13",6,0,3,0.145586169675698
"367","13",7,0,3,0.145586169675698
"368","13",8,0,9,-0.0712657262739518
"369","13",9,0,9,-0.0712657262739518
"370","13",10,0,3,0.145586169675698
"371","13",11,0,9,-0.0712657262739518
"372","13",12,0,9,-0.0712657262739518
"373","13",13,0,9,-0.0712657262739518
"374","13",14,0,9,-0.0712657262739518
"375","13",15,0,3,0.145586169675698
"376","13",16,0,9,-0.0712657262739518
"377","13",17,0,9,-0.0712657262739518
"378","13",18,0,3,0.145586169675698
"379","13",19,0,6,0.27952376267314
"380","13",20,0,3,0.145586169675698
"381","13",21,0,6,0.27952376267314
"382","13",22,0,9,-0.0712657262739518
"383","13",23,0,3,0.145586169675698
"384","13",24,0,9,-0.0712657262739518
"385","13",25,0,3,0.145586169675698
"386","13",26,0,3,0.145586169675698
"387","13",27,0,9,-0.0712657262739518
"388","13",28,0,9,-0.0712657262739518
"389","13",29,0,6,0.27952376267314
"390","13",30,0,9,-0.0712657262739518
"391","14",1,0,9,0.0627684363918623
"392","14",2,0,3,0.362414238322956
"393","14",3,0,6,0.0669903475094387
"394","14",4,0,6,0.0669903475094387
"395","14",5,0,9,0.0627684363918623
"396","14",6,0,6,0.0669903475094387
"397","14",7,0,6,0.0669903475094387
"398","14",8,0,3,0.362414238322956
"399","14",9,0,6,0.0669903475094387
"400","14",10,0,6,0.0669903475094387
"401","14",11,0,6,0.0669903475094387
"402","14",12,0,3,0.362414238322956
"403","14",13,0,6,0.0669903475094387
"404","14",14,0,9,0.0627684363918623
"405","14",15,0,6,0.0669903475094387
"406","14",16,0,3,0.362414238322956
"407","14",17,0,6,0.0669903475094387
"408","14",18,0,9,0.0627684363918623
"409","14",19,0,6,0.0669903475094387
"410","14",20,0,9,0.0627684363918623
"411","14",21,0,3,0.362414238322956
"412","14",22,0,6,0.0669903475094387
"413","14",23,0,6,0.0669903475094387
"414","14",24,0,9,0.0627684363918623
"415","14",25,0,3,0.362414238322956
"416","14",26,0,9,0.0627684363918623
"417","14",27,0,6,0.0669903475094387
"418","14",28,0,3,0.362414238322956
"419","14",29,0,6,0.0669903475094387
"420","14",30,0,6,0.0669903475094387
"421","15",1,0,3,-0.450665495547525
"422","15",2,0,6,-0.417615473162435
"423","15",3,0,3,-0.450665495547525
"424","15",4,0,3,-0.450665495547525
"425","15",5,0,3,-0.450665495547525
"426","15",6,0,6,-0.417615473162435
"427","15",7,0,3,-0.450665495547525
"428","15",8,0,6,-0.417615473162435
"429","15",9,0,3,-0.450665495547525
"430","15",10,0,3,-0.450665495547525
"431","15",11,0,3,-0.450665495547525
"432","15",12,0,3,-0.450665495547525
"433","15",13,0,3,-0.450665495547525
"434","15",14,0,3,-0.450665495547525
"435","15",15,0,3,-0.450665495547525
"436","15",16,0,3,-0.450665495547525
"437","15",17,0,3,-0.450665495547525
"438","15",18,0,3,-0.450665495547525
"439","15",19,0,3,-0.450665495547525
"440","15",20,0,3,-0.450665495547525
"441","15",21,0,3,-0.450665495547525
"442","15",22,0,3,-0.450665495547525
"443","15",23,0,3,-0.450665495547525
"444","15",24,0,3,-0.450665495547525
"445","15",25,0,3,-0.450665495547525
"446","15",26,0,3,-0.450665495547525
"447","15",27,0,3,-0.450665495547525
"448","15",28,0,6,-0.417615473162435
"449","15",29,0,3,-0.450665495547525
"450","15",30,0,3,-0.450665495547525
"451","16",1,0,3,-0.833447654580691
"452","16",2,0,3,-0.833447654580691
"453","16",3,0,3,-0.833447654580691
"454","16",4,0,3,-0.833447654580691
"455","16",5,0,3,-0.833447654580691
"456","16",6,0,3,-0.833447654580691
"457","16",7,0,3,-0.833447654580691
"458","16",8,0,3,-0.833447654580691
"459","16",9,0,3,-0.833447654580691
"460","16",10,0,3,-0.833447654580691
"461","16",11,0,3,-0.833447654580691
"462","16",12,0,3,-0.833447654580691
"463","16",13,0,3,-0.833447654580691
"464","16",14,0,3,-0.833447654580691
"465","16",15,0,3,-0.833447654580691
"466","16",16,0,3,-0.833447654580691
"467","16",17,0,3,-0.833447654580691
"468","16",18,0,3,-0.833447654580691
"469","16",19,0,3,-0.833447654580691
"470","16",20,0,3,-0.833447654580691
"471","16",21,0,3,-0.833447654580691
"472","16",22,0,3,-0.833447654580691
"473","16",23,0,3,-0.833447654580691
"474","16",24,0,3,-0.833447654580691
"475","16",25,0,3,-0.833447654580691
"476","16",26,0,3,-0.833447654580691
"477","16",27,0,3,-0.833447654580691
"478","16",28,0,3,-0.833447654580691
"479","16",29,0,3,-0.833447654580691
"480","16",30,0,3,-0.833447654580691
"481","17",1,0,6,0.132680812678416
"482","17",2,0,6,0.132680812678416
"483","17",3,0,3,0.502901196694505
"484","17",4,0,3,0.502901196694505
"485","17",5,0,3,0.502901196694505
"486","17",6,0,6,0.132680812678416
"487","17",7,0,3,0.502901196694505
"488","17",8,0,3,0.502901196694505
"489","17",9,0,9,0.0933280478700583
"490","17",10,0,3,0.502901196694505
"491","17",11,0,3,0.502901196694505
"492","17",12,0,6,0.132680812678416
"493","17",13,0,6,0.132680812678416
"494","17",14,0,6,0.132680812678416
"495","17",15,0,6,0.132680812678416
"496","17",16,0,6,0.132680812678416
"497","17",17,0,3,0.502901196694505
"498","17",18,0,3,0.502901196694505
"499","17",19,0,3,0.502901196694505
"500","17",20,0,6,0.132680812678416
"501","17",21,0,6,0.132680812678416
"502","17",22,0,3,0.502901196694505
"503","17",23,0,3,0.502901196694505
"504","17",24,0,6,0.132680812678416
"505","17",25,0,3,0.502901196694505
"506","17",26,0,6,0.132680812678416
"507","17",27,0,6,0.132680812678416
"508","17",28,0,3,0.502901196694505
"509","17",29,0,6,0.132680812678416
"510","17",30,0,6,0.132680812678416
"511","18",1,0,6,0.401629457613952
"512","18",2,0,6,0.401629457613952
"513","18",3,0,6,0.401629457613952
"514","18",4,0,6,0.401629457613952
"515","18",5,0,6,0.401629457613952
"516","18",6,0,9,0.350352439395194
"517","18",7,0,6,0.401629457613952
"518","18",8,0,6,0.401629457613952
"519","18",9,0,6,0.401629457613952
"520","18",10,0,6,0.401629457613952
"521","18",11,0,6,0.401629457613952
"522","18",12,0,6,0.401629457613952
"523","18",13,0,6,0.401629457613952
"524","18",14,0,6,0.401629457613952
"525","18",15,0,6,0.401629457613952
"526","18",16,0,6,0.401629457613952
"527","18",17,0,6,0.401629457613952
"528","18",18,0,6,0.401629457613952
"529","18",19,0,6,0.401629457613952
"530","18",20,0,6,0.401629457613952
"531","18",21,0,6,0.401629457613952
"532","18",22,0,6,0.401629457613952
"533","18",23,0,9,0.350352439395194
"534","18",24,0,6,0.401629457613952
"535","18",25,0,6,0.401629457613952
"536","18",26,0,6,0.401629457613952
"537","18",27,0,6,0.401629457613952
"538","18",28,0,6,0.401629457613952
"539","18",29,0,6,0.401629457613952
"540","18",30,0,6,0.401629457613952
"541","19",1,0,6,0.0843645742674899
"542","19",2,0,3,0.402453530396355
"543","19",3,0,6,0.0843645742674899
"544","19",4,0,6,0.0843645742674899
"545","19",5,0,6,0.0843645742674899
"546","19",6,0,6,0.0843645742674899
"547","19",7,0,6,0.0843645742674899
"548","19",8,0,6,0.0843645742674899
"549","19",9,0,6,0.0843645742674899
"550","19",10,0,6,0.0843645742674899
"551","19",11,0,6,0.0843645742674899
"552","19",12,0,6,0.0843645742674899
"553","19",13,0,6,0.0843645742674899
"554","19",14,0,6,0.0843645742674899
"555","19",15,0,6,0.0843645742674899
"556","19",16,0,6,0.0843645742674899
"557","19",17,0,6,0.0843645742674899
"558","19",18,0,6,0.0843645742674899
"559","19",19,0,6,0.0843645742674899
"560","19",20,0,6,0.0843645742674899
"561","19",21,0,6,0.0843645742674899
"562","19",22,0,6,0.0843645742674899
"563","19",23,0,6,0.0843645742674899
"564","19",24,0,6,0.0843645742674899
"565","19",25,0,6,0.0843645742674899
"566","19",26,0,6,0.0843645742674899
"567","19",27,0,6,0.0843645742674899
"568","19",28,0,6,0.0843645742674899
"569","19",29,0,6,0.0843645742674899
"570","19",30,0,6,0.0843645742674899
"571","20",1,0,3,-1.0165560123604
"572","20",2,0,3,-1.0165560123604
"573","20",3,0,3,-1.0165560123604
"574","20",4,0,3,-1.0165560123604
"575","20",5,0,3,-1.0165560123604
"576","20",6,0,3,-1.0165560123604
"577","20",7,0,3,-1.0165560123604
"578","20",8,0,3,-1.0165560123604
"579","20",9,0,3,-1.0165560123604
"580","20",10,0,3,-1.0165560123604
"581","20",11,0,3,-1.0165560123604
"582","20",12,0,3,-1.0165560123604
"583","20",13,0,3,-1.0165560123604
"584","20",14,0,3,-1.0165560123604
"585","20",15,0,3,-1.0165560123604
"586","20",16,0,3,-1.0165560123604
"587","20",17,0,3,-1.0165560123604
"588","20",18,0,3,-1.0165560123604
"589","20",19,0,3,-1.0165560123604
"590","20",20,0,3,-1.0165560123604
"591","20",21,0,3,-1.0165560123604
"592","20",22,0,3,-1.0165560123604
"593","20",23,0,3,-1.0165560123604
"594","20",24,0,3,-1.0165560123604
"595","20",25,0,3,-1.0165560123604
"596","20",26,0,3,-1.0165560123604
"597","20",27,0,3,-1.0165560123604
"598","20",28,0,3,-1.0165560123604
"599","20",29,0,3,-1.0165560123604
"600","20",30,0,3,-1.0165560123604
"601","21",1,0,3,-0.403329702325657
"602","21",2,0,3,-0.403329702325657
"603","21",3,0,3,-0.403329702325657
"604","21",4,0,3,-0.403329702325657
"605","21",5,0,3,-0.403329702325657
"606","21",6,0,3,-0.403329702325657
"607","21",7,0,3,-0.403329702325657
"608","21",8,0,3,-0.403329702325657
"609","21",9,0,3,-0.403329702325657
"610","21",10,0,3,-0.403329702325657
"611","21",11,0,3,-0.403329702325657
"612","21",12,0,3,-0.403329702325657
"613","21",13,0,3,-0.403329702325657
"614","21",14,0,3,-0.403329702325657
"615","21",15,0,3,-0.403329702325657
"616","21",16,0,3,-0.403329702325657
"617","21",17,0,3,-0.403329702325657
"618","21",18,0,3,-0.403329702325657
"619","21",19,0,3,-0.403329702325657
"620","21",20,0,3,-0.403329702325657
"621","21",21,0,3,-0.403329702325657
"622","21",22,0,3,-0.403329702325657
"623","21",23,0,3,-0.403329702325657
"624","21",24,0,6,-0.471989881659664
"625","21",25,0,3,-0.403329702325657
"626","21",26,0,3,-0.403329702325657
"627","21",27,0,3,-0.403329702325657
"628","21",28,0,3,-0.403329702325657
"629","21",29,0,3,-0.403329702325657
"630","21",30,0,3,-0.403329702325657
"631","22",1,0,6,0.776253102753243
"632","22",2,0,15,0.254371498845847
"633","22",3,0,9,0.567769965057597
"634","22",4,0,12,0.490603620592858
"635","22",5,0,15,0.254371498845847
"636","22",6,0,12,0.490603620592858
"637","22",7,0,15,0.254371498845847
"638","22",8,0,6,0.776253102753243
"639","22",9,0,9,0.567769965057597
"640","22",10,0,15,0.254371498845847
"641","22",11,0,15,0.254371498845847
"642","22",12,0,15,0.254371498845847
"643","22",13,0,6,0.776253102753243
"644","22",14,0,6,0.776253102753243
"645","22",15,0,15,0.254371498845847
"646","22",16,0,6,0.776253102753243
"647","22",17,0,6,0.776253102753243
"648","22",18,0,9,0.567769965057597
"649","22",19,0,6,0.776253102753243
"650","22",20,0,6,0.776253102753243
"651","22",21,0,6,0.776253102753243
"652","22",22,0,9,0.567769965057597
"653","22",23,0,6,0.776253102753243
"654","22",24,0,15,0.254371498845847
"655","22",25,0,12,0.490603620592858
"656","22",26,0,9,0.567769965057597
"657","22",27,0,6,0.776253102753243
"658","22",28,0,15,0.254371498845847
"659","22",29,0,6,0.776253102753243
"660","22",30,0,15,0.254371498845847
"661","23",1,0,9,-0.0594681186606207
"662","23",2,0,3,0.0179063907631382
"663","23",3,0,9,-0.0594681186606207
"664","23",4,0,3,0.0179063907631382
"665","23",5,0,3,0.0179063907631382
"666","23",6,0,3,0.0179063907631382
"667","23",7,0,3,0.0179063907631382
"668","23",8,0,9,-0.0594681186606207
"669","23",9,0,3,0.0179063907631382
"670","23",10,0,9,-0.0594681186606207
"671","23",11,0,9,-0.0594681186606207
"672","23",12,0,3,0.0179063907631382
"673","23",13,0,9,-0.0594681186606207
"674","23",14,0,3,0.0179063907631382
"675","23",15,0,3,0.0179063907631382
"676","23",16,0,3,0.0179063907631382
"677","23",17,0,3,0.0179063907631382
"678","23",18,0,9,-0.0594681186606207
"679","23",19,0,3,0.0179063907631382
"680","23",20,0,3,0.0179063907631382
"681","23",21,0,3,0.0179063907631382
"682","23",22,0,9,-0.0594681186606207
"683","23",23,0,3,0.0179063907631382
"684","23",24,0,6,0.285743654636736
"685","23",25,0,3,0.0179063907631382
"686","23",26,0,3,0.0179063907631382
"687","23",27,0,3,0.0179063907631382
"688","23",28,0,9,-0.0594681186606207
"689","23",29,0,9,-0.0594681186606207
"690","23",30,0,9,-0.0594681186606207
"691","24",1,0,9,0.131103876704578
"692","24",2,0,9,0.131103876704578
"693","24",3,0,3,0.300665594628707
"694","24",4,0,3,0.300665594628707
"695","24",5,0,6,0.455625632274526
"696","24",6,0,9,0.131103876704578
"697","24",7,0,9,0.131103876704578
"698","24",8,0,9,0.131103876704578
"699","24",9,0,3,0.300665594628707
"700","24",10,0,3,0.300665594628707
"701","24",11,0,3,0.300665594628707
"702","24",12,0,3,0.300665594628707
"703","24",13,0,3,0.300665594628707
"704","24",14,0,9,0.131103876704578
"705","24",15,0,9,0.131103876704578
"706","24",16,0,9,0.131103876704578
