"Dataset","ID","fate","t","x"
"6",29,1,6,-0.00243419957549326
"6",30,0,24,-0.00211941085321397
"7",1,1,3,-0.00633069640871147
"7",3,1,3,-0.00633069640871147
"7",4,1,3,-0.00633069640871147
"7",5,1,6,0.001474332733837
"7",6,1,6,0.001474332733837
"7",7,1,6,0.001474332733837
"7",8,1,6,0.001474332733837
"7",9,1,6,0.001474332733837
"7",10,1,9,-0.00328685794359321
"7",11,1,9,-0.00328685794359321
"7",12,1,9,-0.00328685794359321
"7",13,1,9,-0.00328685794359321
"7",14,1,9,-0.00328685794359321
"7",15,1,12,-0.00248673171217475
"7",16,1,12,-0.00248673171217475
"7",17,1,12,-0.00248673171217475
"7",18,1,12,-0.00248673171217475
"7",19,1,15,-0.0025188884244049
"7",20,1,15,-0.0025188884244049
"7",21,1,15,-0.0025188884244049
"7",22,1,18,-0.00291148897121909
"7",23,1,18,-0.00291148897121909
"7",24,1,21,-0.00231586205497866
"7",25,1,21,-0.00231586205497866
"7",26,1,24,-0.00259522215741247
"7",27,1,3,-0.00633069640871147
"7",28,1,3,-0.00633069640871147
"7",29,1,3,-0.00633069640871147
"7",30,1,6,0.001474332733837
"7",2,0,15,-0.0025188884244049
"8",1,1,3,-0.000987912174673544
"8",2,1,3,-0.000987912174673544
"8",3,1,3,-0.000987912174673544
"8",4,1,6,-0.000766654800424344
"8",5,1,6,-0.000766654800424344
"8",6,1,6,-0.000766654800424344
"8",7,1,6,-0.000766654800424344
"8",8,1,6,-0.000766654800424344
"8",9,1,6,-0.000766654800424344
"8",10,1,9,-0.000666594949171322
"8",11,1,9,-0.000666594949171322
"8",12,1,9,-0.000666594949171322
"8",13,1,9,-0.000666594949171322
"8",14,1,9,-0.000666594949171322
"8",15,1,9,-0.000666594949171322
"8",16,1,12,-0.000424213657049928
"8",17,1,12,-0.000424213657049928
"8",18,1,12,-0.000424213657049928
"8",19,1,12,-0.000424213657049928
"8",20,1,12,-0.000424213657049928
"8",21,1,15,-0.000615273485520318
"8",22,1,15,-0.000615273485520318
"8",23,1,15,-0.000615273485520318
"8",24,1,18,-0.00193202300485089
"8",25,1,18,-0.00193202300485089
"8",26,1,18,-0.00193202300485089
"8",27,1,21,-0.000929043277815295
"8",28,1,21,-0.000929043277815295
"8",29,1,21,-0.000929043277815295
"8",30,1,24,-0.000620586558054093
"9",1,1,3,-0.00821650569566569
"9",2,1,3,-0.00821650569566569
"9",3,1,3,-0.00821650569566569
"9",4,1,6,-0.00497456478213734
"9",5,1,6,-0.00497456478213734
"9",6,1,6,-0.00497456478213734
"9",7,1,6,-0.00497456478213734
"9",10,1,6,-0.00497456478213734
"9",11,1,9,-0.00308929185679219
"9",13,1,9,-0.00308929185679219
"9",14,1,9,-0.00308929185679219
"9",15,1,9,-0.00308929185679219
"9",16,1,9,-0.00308929185679219
"9",17,1,12,-0.00380062685855294
"9",18,1,12,-0.00380062685855294
"9",19,1,12,-0.00380062685855294
"9",20,1,12,-0.00380062685855294
"9",21,1,15,-0.00454601998507999
"9",23,1,15,-0.00454601998507999
"9",24,1,15,-0.00454601998507999
"9",25,1,18,-0.00390471895231201
"9",27,1,18,-0.00390471895231201
"9",28,1,21,-0.00230875726594586
"9",29,1,21,-0.00230875726594586
"9",30,1,24,-0.00188323852940761
"9",8,0,18,-0.00390471895231201
"9",9,0,12,-0.00380062685855294
"9",12,0,12,-0.00380062685855294
"9",22,0,15,-0.00454601998507999
"9",26,0,18,-0.00390471895231201
"10",2,1,3,-0.00357725846317433
"10",4,1,3,-0.00357725846317433
"10",8,1,3,-0.00357725846317433
"10",9,1,6,-0.00128788818173201
"10",10,1,6,-0.00128788818173201
"10",11,1,6,-0.00128788818173201
"10",12,1,6,-0.00128788818173201
"10",13,1,6,-0.00128788818173201
"10",14,1,9,0.00023531793092476
"10",15,1,9,0.00023531793092476
"10",16,1,9,0.00023531793092476
"10",17,1,9,0.00023531793092476
"10",18,1,9,0.00023531793092476
"10",19,1,12,0.00108800530015183
"10",20,1,12,0.00108800530015183
"10",21,1,12,0.00108800530015183
"10",22,1,12,0.00108800530015183
"10",23,1,15,0.00103481835129304
"10",24,1,15,0.00103481835129304
"10",25,1,15,0.00103481835129304
"10",26,1,18,0.00137044650390691
"10",27,1,18,0.00137044650390691
"10",28,1,21,0.00154537776945468
"10",29,1,21,0.00154537776945468
"10",30,1,24,0.000368964985383241
"10",1,0,21,0.00154537776945468
"10",3,0,12,0.00108800530015183
"10",5,0,3,-0.00357725846317433
"10",6,0,6,-0.00128788818173201
"10",7,0,15,0.00103481835129304
"11",1,1,3,-0.00338304031030271
"11",2,1,3,-0.00338304031030271
"11",3,1,3,-0.00338304031030271
"11",5,1,6,-0.00651790557821854
"11",6,1,6,-0.00651790557821854
"11",7,1,6,-0.00651790557821854
"11",8,1,6,-0.00651790557821854
"11",9,1,6,-0.00651790557821854
"11",10,1,9,-0.00718148004024172
"11",11,1,9,-0.00718148004024172
"11",12,1,9,-0.00718148004024172
"11",13,1,9,-0.00718148004024172
"11",14,1,9,-0.00718148004024172
"11",15,1,12,-0.00438104167061576
"11",16,1,12,-0.00438104167061576
"11",17,1,12,-0.00438104167061576
"11",18,1,12,-0.00438104167061576
"11",19,1,15,-0.00285931478724027
"11",21,1,15,-0.00285931478724027
"11",22,1,15,-0.00285931478724027
"11",23,1,18,-0.00250319004467527
"11",24,1,18,-0.00250319004467527
"11",25,1,21,-0.00165391835704647
"11",26,1,21,-0.00165391835704647
"11",27,1,24,-0.00195328329365023
"11",28,1,3,-0.00338304031030271
"11",29,1,3,-0.00338304031030271
"11",30,1,3,-0.00338304031030271
"11",4,0,6,-0.00651790557821854
"11",20,0,15,-0.00285931478724027
"12",1,1,3,-0.00758149216923855
"12",2,1,3,-0.00758149216923855
"12",3,1,3,-0.00758149216923855
"12",4,1,6,-0.00489768908312311
"12",5,1,6,-0.00489768908312311
"12",6,1,6,-0.00489768908312311
"12",7,1,6,-0.00489768908312311
"12",8,1,6,-0.00489768908312311
"12",9,1,9,-0.005077246944587
"12",11,1,9,-0.005077246944587
"12",12,1,9,-0.005077246944587
"12",14,1,9,-0.005077246944587
"12",15,1,9,-0.005077246944587
"12",17,1,12,-0.00276735923458703
"12",18,1,12,-0.00276735923458703
"12",19,1,12,-0.00276735923458703
"12",20,1,12,-0.00276735923458703
"12",21,1,15,-0.00230072498350449
"12",22,1,15,-0.00230072498350449
"12",23,1,15,-0.00230072498350449
"12",24,1,18,-0.00437759723099335
"12",25,1,18,-0.00437759723099335
"12",26,1,21,-0.0036857924368713
"12",27,1,21,-0.0036857924368713
"12",28,1,24,-0.00325330393415842
"12",29,1,3,-0.00758149216923855
"12",30,1,3,-0.00758149216923855
"12",10,0,12,-0.00276735923458703
"12",13,0,18,-0.00437759723099335
"12",16,0,15,-0.00230072498350449
"13",1,1,3,-0.000583772295704236
"13",2,1,3,-0.000583772295704236
"13",3,1,3,-0.000583772295704236
"13",5,1,6,0.000863115383447658
"13",6,1,6,0.000863115383447658
"13",8,1,6,0.000863115383447658
"13",9,1,6,0.000863115383447658
"13",10,1,9,-0.0024090595893371
"13",11,1,9,-0.0024090595893371
"13",13,1,9,-0.0024090595893371
"13",15,1,9,-0.0024090595893371
"13",16,1,12,-0.00156850433856379
"13",17,1,12,-0.00156850433856379
"13",18,1,12,-0.00156850433856379
"13",19,1,12,-0.00156850433856379
"13",20,1,15,-0.00140491383935056
"13",21,1,15,-0.00140491383935056
"13",22,1,15,-0.00140491383935056
"13",23,1,18,-0.00246618131002907
"13",26,1,18,-0.00246618131002907
"13",27,1,21,-0.00316731767975275
"13",28,1,21,-0.00316731767975275
"13",29,1,24,-0.00273677417868915
"13",30,1,3,-0.000583772295704236
"13",4,0,18,-0.00246618131002907
"13",7,0,9,-0.0024090595893371
"13",12,0,15,-0.00140491383935056
"13",14,0,24,-0.00273677417868915
"13",24,0,21,-0.00316731767975275
"13",25,0,9,-0.0024090595893371
"14",2,1,3,0.00162062610796635
"14",3,1,3,0.00162062610796635
"14",4,1,3,0.00162062610796635
"14",5,1,6,-0.00115042288180455
"14",6,1,6,-0.00115042288180455
"14",7,1,6,-0.00115042288180455
"14",8,1,6,-0.00115042288180455
"14",9,1,6,-0.00115042288180455
"14",10,1,9,-0.00105275536189952
"14",11,1,9,-0.00105275536189952
"14",13,1,9,-0.00105275536189952
"14",14,1,9,-0.00105275536189952
"14",15,1,9,-0.00105275536189952
"14",16,1,12,-0.00277887835614237
"14",17,1,12,-0.00277887835614237
"14",18,1,12,-0.00277887835614237
"14",19,1,12,-0.00277887835614237
"14",20,1,15,-0.00260285852401876
"14",21,1,15,-0.00260285852401876
"14",22,1,15,-0.00260285852401876
"14",23,1,18,-0.00141571886450441
"14",24,1,18,-0.00141571886450441
"14",26,1,21,-0.00159822460606215
"14",27,1,21,-0.00159822460606215
"14",28,1,24,-0.00130846045352538
"14",29,1,3,0.00162062610796635
"14",30,1,3,0.00162062610796635
"14",1,0,12,-0.00277887835614237
"14",12,0,21,-0.00159822460606215
"14",25,0,15,-0.00260285852401876
"15",1,1,3,-0.00629667697808669
"15",3,1,3,-0.00629667697808669
"15",4,1,3,-0.00629667697808669
"15",5,1,6,-0.00583852750521633
"15",6,1,6,-0.00583852750521633
"15",7,1,6,-0.00583852750521633
"15",8,1,6,-0.00583852750521633
"15",9,1,6,-0.00583852750521633
"15",10,1,9,-0.00311883095709817
"15",11,1,9,-0.00311883095709817
"15",12,1,9,-0.00311883095709817
"15",13,1,9,-0.00311883095709817
"15",14,1,9,-0.00311883095709817
"15",15,1,12,-0.00351644543062326
"15",16,1,12,-0.00351644543062326
"15",17,1,12,-0.00351644543062326
"15",18,1,12,-0.00351644543062326
"15",19,1,15,-0.00235486495619154
"15",20,1,15,-0.00235486495619154
"15",21,1,15,-0.00235486495619154
"15",22,1,18,-0.00284878221554521
"15",24,1,18,-0.00284878221554521
"15",25,1,21,-0.00226764285128014
"15",26,1,21,-0.00226764285128014
"15",27,1,24,-0.00176231608613919
"15",28,1,3,-0.00629667697808669
"15",29,1,3,-0.00629667697808669
"15",30,1,3,-0.00629667697808669
"15",2,0,18,-0.00284878221554521
"15",23,0,12,-0.00351644543062326
"16",1,1,3,-0.00992042452179471
"16",2,1,3,-0.00992042452179471
"16",3,1,3,-0.00992042452179471
"16",4,1,6,-0.00473265352730771
"16",5,1,6,-0.00473265352730771
"16",6,1,6,-0.00473265352730771
"16",7,1,6,-0.00473265352730771
"16",8,1,6,-0.00473265352730771
"16",9,1,9,-0.00400122690874343
"16",10,1,9,-0.00400122690874343
"16",12,1,9,-0.00400122690874343
"16",13,1,9,-0.00400122690874343
"16",14,1,9,-0.00400122690874343
"16",15,1,12,-0.00451512186792909
"16",16,1,12,-0.00451512186792909
"16",17,1,12,-0.00451512186792909
"16",18,1,12,-0.00451512186792909
"16",19,1,15,-0.00268284369288809
"16",20,1,15,-0.00268284369288809
"16",21,1,15,-0.00268284369288809
"16",22,1,18,-0.00266011867787487
"16",23,1,18,-0.00266011867787487
"16",24,1,21,-0.00221075732261741
"16",25,1,21,-0.00221075732261741
"16",26,1,24,-0.00222206877109749
"16",27,1,3,-0.00992042452179471
"16",28,1,3,-0.00992042452179471
"16",29,1,3,-0.00992042452179471
"16",30,1,6,-0.00473265352730771
"16",11,0,15,-0.00268284369288809
"17",1,1,3,0.00309799820541066
"17",2,1,3,0.00309799820541066
"17",3,1,3,0.00309799820541066
"17",4,1,6,-0.000447946915344741
"17",5,1,6,-0.000447946915344741
"17",6,1,6,-0.000447946915344741
"17",7,1,6,-0.000447946915344741
"17",8,1,6,-0.000447946915344741
"17",9,1,6,-0.000447946915344741
"17",10,1,9,-0.000703356878090909
"17",11,1,9,-0.000703356878090909
"17",12,1,9,-0.000703356878090909
"17",13,1,9,-0.000703356878090909
"17",14,1,9,-0.000703356878090909
"17",15,1,9,-0.000703356878090909
"17",16,1,12,-0.000577016140540009
"17",17,1,12,-0.000577016140540009
"17",18,1,12,-0.000577016140540009
"17",19,1,12,-0.000577016140540009
"17",20,1,12,-0.000577016140540009
"17",21,1,15,-0.00148318455841449
"17",22,1,15,-0.00148318455841449
"17",23,1,15,-0.00148318455841449
"17",24,1,18,-0.0010866653494062
"17",25,1,18,-0.0010866653494062
"17",26,1,18,-0.0010866653494062
"17",27,1,21,-0.00112279551169305
"17",28,1,21,-0.00112279551169305
"17",29,1,21,-0.00112279551169305
"17",30,1,24,-0.000665363099990032
"18",1,1,3,0.0102302796830398
"18",2,1,3,0.0102302796830398
"18",4,1,3,0.0102302796830398
"18",5,1,6,0.00215830351744196
"18",6,1,6,0.00215830351744196
"18",7,1,6,0.00215830351744196
"18",9,1,6,0.00215830351744196
"18",10,1,6,0.00215830351744196
"18",11,1,9,0.00178369606478944
"18",12,1,9,0.00178369606478944
"18",14,1,9,0.00178369606478944
"18",15,1,9,0.00178369606478944
"18",16,1,9,0.00178369606478944
"18",17,1,12,0.00113982059302419
"18",19,1,12,0.00113982059302419
"18",20,1,12,0.00113982059302419
"18",21,1,12,0.00113982059302419
"18",22,1,15,0.00136946543780663
"18",23,1,15,0.00136946543780663
"18",24,1,15,0.00136946543780663
"18",25,1,18,0.000833043012327458
"18",26,1,18,0.000833043012327458
"18",27,1,21,0.000683856723301692
"18",28,1,21,0.000683856723301692
"18",29,1,24,0.00103269882713042
"18",3,0,21,0.000683856723301692
"18",8,0,21,0.000683856723301692
"18",13,0,24,0.00103269882713042
"18",18,0,15,0.00136946543780663
"18",30,0,18,0.000833043012327458
"19",2,1,3,0.00237691044512528
"19",3,1,3,0.00237691044512528
"19",4,1,3,0.00237691044512528
"19",5,1,6,-0.000689623741070487
"19",6,1,6,-0.000689623741070487
"19",8,1,6,-0.000689623741070487
"19",9,1,6,-0.000689623741070487
"19",10,1,6,-0.000689623741070487
"19",11,1,9,-0.00329072286306868
"19",12,1,9,-0.00329072286306868
"19",13,1,9,-0.00329072286306868
"19",16,1,9,-0.00329072286306868
"19",17,1,9,-0.00329072286306868
"19",18,1,12,-0.00200503050553313
"19",19,1,12,-0.00200503050553313
"19",20,1,12,-0.00200503050553313
"19",21,1,12,-0.00200503050553313
"19",22,1,15,-0.00156399187558794
"19",23,1,15,-0.00156399187558794
"19",24,1,15,-0.00156399187558794
"19",25,1,18,-0.000930045874720444
"19",26,1,18,-0.000930045874720444
"19",28,1,21,-0.00164970799697411
"19",29,1,21,-0.00164970799697411
"19",30,1,24,-0.000776142490404849
"19",1,0,24,-0.000776142490404849
"19",7,0,21,-0.00164970799697411
"19",14,0,15,-0.00156399187558794
"19",15,0,15,-0.00156399187558794
"19",27,0,24,-0.000776142490404849
"20",1,1,3,-0.0122540947711052
"20",2,1,3,-0.0122540947711052
"20",3,1,3,-0.0122540947711052
"20",7,1,6,-0.00707068450971988
"20",8,1,6,-0.00707068450971988
"20",9,1,6,-0.00707068450971988
"20",11,1,6,-0.00707068450971988
"20",12,1,6,-0.00707068450971988
"20",13,1,9,-0.00548129867600256
"20",14,1,9,-0.00548129867600256
"20",15,1,9,-0.00548129867600256
"20",16,1,9,-0.00548129867600256
"20",17,1,9,-0.00548129867600256
"20",18,1,12,-0.00294311627063593
"20",19,1,12,-0.00294311627063593
"20",20,1,12,-0.00294311627063593
"20",21,1,12,-0.00294311627063593
"20",22,1,15,-0.00375590381443757
"20",23,1,15,-0.00375590381443757
"20",25,1,15,-0.00375590381443757
"20",26,1,18,-0.00237038486687261
"20",27,1,18,-0.00237038486687261
"20",28,1,21,-0.00250763034236308
"20",29,1,21,-0.00250763034236308
"20",30,1,24,-0.00157910291010386
"20",4,0,3,-0.0122540947711052
"20",5,0,6,-0.00707068450971988
"20",6,0,3,-0.0122540947711052
"20",10,0,12,-0.00294311627063593
"20",24,0,21,-0.00250763034236308
"21",1,1,3,-0.00601052193889894
"21",3,1,3,-0.00601052193889894
"21",4,1,3,-0.00601052193889894
"21",5,1,6,-0.00654114886844587
"21",6,1,6,-0.00654114886844587
"21",7,1,6,-0.00654114886844587
"21",8,1,6,-0.00654114886844587
"21",9,1,6,-0.00654114886844587
"21",10,1,9,-0.00326381598155255
"21",11,1,9,-0.00326381598155255
"21",12,1,9,-0.00326381598155255
"21",13,1,9,-0.00326381598155255
"21",15,1,9,-0.00326381598155255
"21",16,1,12,-0.00391271187298966
"21",17,1,12,-0.00391271187298966
"21",18,1,12,-0.00391271187298966
"21",19,1,12,-0.00391271187298966
"21",20,1,15,-0.00310271438428451
"21",21,1,15,-0.00310271438428451
"21",22,1,15,-0.00310271438428451
"21",23,1,18,-0.00284645798770226
"21",24,1,18,-0.00284645798770226
"21",25,1,21,-0.00129278812573225
"21",26,1,21,-0.00129278812573225
"21",27,1,24,-0.000568575197943562
"21",28,1,3,-0.00601052193889894
"21",29,1,3,-0.00601052193889894
"21",30,1,3,-0.00601052193889894
"21",2,0,21,-0.00129278812573225
"21",14,0,12,-0.00391271187298966
"22",1,1,3,0.010657516942547
"22",2,1,3,0.010657516942547
"22",4,1,3,0.010657516942547
"22",5,1,6,0.00610215183274225
"22",7,1,6,0.00610215183274225
"22",8,1,6,0.00610215183274225
"22",9,1,6,0.00610215183274225
"22",10,1,6,0.00610215183274225
"22",11,1,9,0.00413891324780054
"22",12,1,9,0.00413891324780054
"22",13,1,9,0.00413891324780054
"22",15,1,9,0.00413891324780054
"22",17,1,9,0.00413891324780054
"22",18,1,12,0.00349425223310644
"22",19,1,12,0.00349425223310644
"22",20,1,12,0.00349425223310644
"22",22,1,12,0.00349425223310644
"22",23,1,15,0.00125238067924239
"22",24,1,15,0.00125238067924239
"22",25,1,15,0.00125238067924239
"22",26,1,18,-0.000696389079768254
"22",27,1,18,-0.000696389079768254
"22",28,1,21,-0.000856446600812757
"22",29,1,21,-0.000856446600812757
"22",30,1,24,-0.000782849713981902
"22",3,0,24,-0.000782849713981902
"22",6,0,12,0.00349425223310644
"22",14,0,24,-0.000782849713981902
"22",16,0,6,0.00610215183274225
"22",21,0,6,0.00610215183274225
"23",1,1,3,-0.0020465712149319
"23",4,1,3,-0.0020465712149319
"23",5,1,3,-0.0020465712149319
"23",6,1,6,0.000750930340600766
"23",7,1,6,0.000750930340600766
"23",8,1,6,0.000750930340600766
"23",9,1,6,0.000750930340600766
"23",10,1,6,0.000750930340600766
"23",11,1,9,-0.002491291204262
"23",12,1,9,-0.002491291204262
"23",13,1,9,-0.002491291204262
"23",14,1,9,-0.002491291204262
"23",15,1,9,-0.002491291204262
"23",16,1,12,-0.00021134038558896
"23",17,1,12,-0.00021134038558896
"23",18,1,12,-0.00021134038558896
"23",20,1,12,-0.00021134038558896
"23",21,1,15,-0.00029023542146252
"23",23,1,15,-0.00029023542146252
"23",24,1,15,-0.00029023542146252
"23",25,1,18,-0.00156812218983578
"23",26,1,18,-0.00156812218983578
"23",27,1,21,-0.00144013723153639
"23",28,1,21,-0.00144013723153639
"23",29,1,24,-0.00240703710209711
"23",2,0,21,-0.00144013723153639
"23",3,0,24,-0.00240703710209711
"23",19,0,12,-0.00021134038558896
"23",22,0,9,-0.002491291204262
"23",30,0,12,-0.00021134038558896
"24",1,1,3,0.0011424487451874
"24",3,1,3,0.0011424487451874
"24",4,1,3,0.0011424487451874
"24",5,1,6,0.00287857129831491
"24",8,1,6,0.00287857129831491
"24",9,1,6,0.00287857129831491
"24",10,1,6,0.00287857129831491
"24",11,1,6,0.00287857129831491
"24",12,1,9,-0.000325147168413029
"24",13,1,9,-0.000325147168413029
"24",14,1,9,-0.000325147168413029
"24",15,1,9,-0.000325147168413029
"24",16,1,9,-0.000325147168413029
"24",17,1,12,0.00215350759266514
"24",18,1,12,0.00215350759266514
"24",19,1,12,0.00215350759266514
"24",20,1,12,0.00215350759266514
"24",21,1,15,0.00198452924062742
"24",22,1,15,0.00198452924062742
"24",23,1,15,0.00198452924062742
"24",24,1,18,0.00112713088182357
"24",25,1,18,0.00112713088182357
"24",26,1,21,0.00219365508231331
"24",29,1,21,0.00219365508231331
"24",30,1,24,0.002774297961013
"24",2,0,18,0.00112713088182357
"24",6,0,9,-0.000325147168413029
"24",7,0,12,0.00215350759266514
"24",27,0,18,0.00112713088182357
"24",28,0,18,0.00112713088182357
"25",1,1,3,0.00120703055817975
"25",2,1,3,0.00120703055817975
"25",6,1,3,0.00120703055817975
"25",7,1,6,-0.00141247418986779
"25",8,1,6,-0.00141247418986779
"25",9,1,6,-0.00141247418986779
"25",10,1,6,-0.00141247418986779
"25",11,1,6,-0.00141247418986779
"25",12,1,9,0.000365716462277435
"25",13,1,9,0.000365716462277435
"25",14,1,9,0.000365716462277435
"25",15,1,9,0.000365716462277435
"25",16,1,9,0.000365716462277435
"25",18,1,12,0.00247938608346713
"25",19,1,12,0.00247938608346713
"25",20,1,12,0.00247938608346713
"25",21,1,12,0.00247938608346713
"25",22,1,15,0.00131557744690935
"25",23,1,15,0.00131557744690935
"25",24,1,15,0.00131557744690935
"25",25,1,18,0.00136155528321234
"25",26,1,18,0.00136155528321234
"25",27,1,21,0.000981106437432713
"25",28,1,21,0.000981106437432713
