"","Site","Block","Trt","Plot","Tree_Number","CoreID","PlotID","response","start_year","end_year","BA","DBH","CanopyCover","meanVPD_Dry.Summer","meanVPD_Fall","meanVPD_Monsoon.Summer","meanVPD_Spring","meanVPD_Winter","SWA_Dry.Summer","SWA_Fall","SWA_Monsoon.Summer","SWA_Spring","SWA_Winter"
"13","FV",1,1,1,19,"FV_1_1_1_19","FV_1_1_1","Live",1998,2011,45.5844356417257,6.15,47.9297488207692,12.3218547621905,5.17194654037169,12.5093461417599,5.50869033587547,3.32907897008246,52.2317451441242,41.9308313559759,28.6423907549993,66.8769538525891,51.1643655787115
"14","FV",1,1,1,20,"FV_1_1_1_20","FV_1_1_1","Live",1998,2019,46.6600555079505,6.03333333333333,47.5335276957143,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,50.4384010572853,47.8624258335951,35.2988240188141,72.5330697355619,55.388058239539
"15","FV",1,1,1,22,"FV_1_1_1_22","FV_1_1_1","Live",1998,2019,46.6600555079505,6.26666666666667,47.5335276957143,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,50.4384010572853,47.8624258335951,35.2988240188141,72.5330697355619,55.388058239539
"16","FV",1,1,1,24,"FV_1_1_1_24","FV_1_1_1","Live",1998,2019,46.6600555079505,2.5,47.5335276957143,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,50.4384010572853,47.8624258335951,35.2988240188141,72.5330697355619,55.388058239539
"17","FV",1,1,1,25,"FV_1_1_1_25","FV_1_1_1","Live",1998,2019,46.6600555079505,6.36666666666667,47.5335276957143,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,50.4384010572853,47.8624258335951,35.2988240188141,72.5330697355619,55.388058239539
"18","FV",1,1,1,26,"FV_1_1_1_26","FV_1_1_1","Dead",1998,2019,46.6600555079505,6.03333333333333,47.5335276957143,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,50.4384010572853,47.8624258335951,35.2988240188141,72.5330697355619,55.388058239539
"19","FV",1,1,1,27,"FV_1_1_1_27","FV_1_1_1","Live",1998,2019,46.6600555079505,13.3333333333333,47.5335276957143,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,50.4384010572853,47.8624258335951,35.2988240188141,72.5330697355619,55.388058239539
"20","FV",1,1,1,31,"FV_1_1_1_31","FV_1_1_1","Live",1998,2019,46.6600555079505,10.0333333333333,47.5335276957143,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,50.4384010572853,47.8624258335951,35.2988240188141,72.5330697355619,55.388058239539
"21","FV",1,1,1,32,"FV_1_1_1_32","FV_1_1_1","Live",1998,2011,45.5844356417257,5.3,47.9297488207692,12.3218547621905,5.17194654037169,12.5093461417599,5.50869033587547,3.32907897008246,52.2317451441242,41.9308313559759,28.6423907549993,66.8769538525891,51.1643655787115
"22","FV",1,1,1,34,"FV_1_1_1_34","FV_1_1_1","Live",1998,2019,46.6600555079505,33.7,47.5335276957143,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,50.4384010572853,47.8624258335951,35.2988240188141,72.5330697355619,55.388058239539
"23","FV",1,1,1,35,"FV_1_1_1_35","FV_1_1_1","Live",1998,2019,46.6600555079505,25.3,47.5335276957143,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,50.4384010572853,47.8624258335951,35.2988240188141,72.5330697355619,55.388058239539
"24","FV",1,1,1,36,"FV_1_1_1_36","FV_1_1_1","Live",1998,2019,46.6600555079505,39.7,47.5335276957143,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,50.4384010572853,47.8624258335951,35.2988240188141,72.5330697355619,55.388058239539
"25","FV",1,1,1,38,"FV_1_1_1_38","FV_1_1_1","Live",1998,2019,46.6600555079505,6.06666666666667,47.5335276957143,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,50.4384010572853,47.8624258335951,35.2988240188141,72.5330697355619,55.388058239539
"26","FV",1,1,1,40,"FV_1_1_1_40","FV_1_1_1","Live",1998,2011,45.5844356417257,9.85,47.9297488207692,12.3218547621905,5.17194654037169,12.5093461417599,5.50869033587547,3.32907897008246,52.2317451441242,41.9308313559759,28.6423907549993,66.8769538525891,51.1643655787115
"27","FV",1,1,1,41,"FV_1_1_1_41","FV_1_1_1","Dead",1998,2006,45.026059155,7.8,48.18622448625,11.9764473720208,5.02570012089433,12.832928663684,5.43922236062916,3.39164926714091,50.8330437290939,40.0493754167057,25.7305959077016,68.9995839505947,54.9474511395094
"28","FV",1,1,1,42,"FV_1_1_1_42","FV_1_1_1","Dead",1998,2011,45.5844356417257,1.8,47.9297488207692,12.3218547621905,5.17194654037169,12.5093461417599,5.50869033587547,3.32907897008246,52.2317451441242,41.9308313559759,28.6423907549993,66.8769538525891,51.1643655787115
"29","FV",1,1,1,43,"FV_1_1_1_43","FV_1_1_1","Live",1998,2019,46.6600555079505,12.5,47.5335276957143,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,50.4384010572853,47.8624258335951,35.2988240188141,72.5330697355619,55.388058239539
"30","FV",1,1,1,44,"FV_1_1_1_44","FV_1_1_1","Live",1998,2019,46.6600555079505,12.1,47.5335276957143,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,50.4384010572853,47.8624258335951,35.2988240188141,72.5330697355619,55.388058239539
"31","FV",1,1,1,45,"FV_1_1_1_45","FV_1_1_1","Dead",1998,2011,45.5844356417257,6,47.9297488207692,12.3218547621905,5.17194654037169,12.5093461417599,5.50869033587547,3.32907897008246,52.2317451441242,41.9308313559759,28.6423907549993,66.8769538525891,51.1643655787115
"32","FV",1,1,1,46,"FV_1_1_1_46","FV_1_1_1","Dead",1998,2019,46.6600555079505,9.66666666666667,47.5335276957143,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,50.4384010572853,47.8624258335951,35.2988240188141,72.5330697355619,55.388058239539
"33","FV",1,1,1,47,"FV_1_1_1_47","FV_1_1_1","Live",1998,2019,46.6600555079505,38.9,47.5335276957143,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,50.4384010572853,47.8624258335951,35.2988240188141,72.5330697355619,55.388058239539
"34","FV",1,1,1,49,"FV_1_1_1_49","FV_1_1_1","Live",1998,2019,46.6600555079505,14.9333333333333,47.5335276957143,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,50.4384010572853,47.8624258335951,35.2988240188141,72.5330697355619,55.388058239539
"35","FV",1,1,1,51,"FV_1_1_1_51","FV_1_1_1","Live",1998,2011,45.5844356417257,8.6,47.9297488207692,12.3218547621905,5.17194654037169,12.5093461417599,5.50869033587547,3.32907897008246,52.2317451441242,41.9308313559759,28.6423907549993,66.8769538525891,51.1643655787115
"36","FV",1,1,1,52,"FV_1_1_1_52","FV_1_1_1","Live",1998,2019,46.6600555079505,39.6333333333333,47.5335276957143,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,50.4384010572853,47.8624258335951,35.2988240188141,72.5330697355619,55.388058239539
"37","FV",1,1,1,54,"FV_1_1_1_54","FV_1_1_1","Live",1998,2019,46.6600555079505,20.2,47.5335276957143,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,50.4384010572853,47.8624258335951,35.2988240188141,72.5330697355619,55.388058239539
"38","FV",1,1,1,57,"FV_1_1_1_57","FV_1_1_1","Live",1998,2019,46.6600555079505,31.8666666666667,47.5335276957143,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,50.4384010572853,47.8624258335951,35.2988240188141,72.5330697355619,55.388058239539
"39","FV",1,1,1,61,"FV_1_1_1_61","FV_1_1_1","Dead",1998,2011,45.5844356417257,4.45,47.9297488207692,12.3218547621905,5.17194654037169,12.5093461417599,5.50869033587547,3.32907897008246,52.2317451441242,41.9308313559759,28.6423907549993,66.8769538525891,51.1643655787115
"40","FV",1,1,1,63,"FV_1_1_1_63","FV_1_1_1","Dead",1998,2011,45.5844356417257,6.1,47.9297488207692,12.3218547621905,5.17194654037169,12.5093461417599,5.50869033587547,3.32907897008246,52.2317451441242,41.9308313559759,28.6423907549993,66.8769538525891,51.1643655787115
"41","FV",1,1,1,65,"FV_1_1_1_65","FV_1_1_1","Dead",1998,2006,45.026059155,4.3,48.18622448625,11.9764473720208,5.02570012089433,12.832928663684,5.43922236062916,3.39164926714091,50.8330437290939,40.0493754167057,25.7305959077016,68.9995839505947,54.9474511395094
"42","FV",1,1,1,68,"FV_1_1_1_68","FV_1_1_1","Live",1998,2019,46.6600555079505,5.8,47.5335276957143,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,50.4384010572853,47.8624258335951,35.2988240188141,72.5330697355619,55.388058239539
"43","FV",1,1,1,69,"FV_1_1_1_69","FV_1_1_1","Live",1998,2019,46.6600555079505,26,47.5335276957143,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,50.4384010572853,47.8624258335951,35.2988240188141,72.5330697355619,55.388058239539
"44","FV",1,1,1,70,"FV_1_1_1_70","FV_1_1_1","Live",1998,2011,45.5844356417257,5.25,47.9297488207692,12.3218547621905,5.17194654037169,12.5093461417599,5.50869033587547,3.32907897008246,52.2317451441242,41.9308313559759,28.6423907549993,66.8769538525891,51.1643655787115
"45","FV",1,1,1,71,"FV_1_1_1_71","FV_1_1_1","Live",1998,2019,46.6600555079505,27.3333333333333,47.5335276957143,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,50.4384010572853,47.8624258335951,35.2988240188141,72.5330697355619,55.388058239539
"46","FV",1,1,1,72,"FV_1_1_1_72","FV_1_1_1","Dead",1998,2011,45.5844356417257,5.3,47.9297488207692,12.3218547621905,5.17194654037169,12.5093461417599,5.50869033587547,3.32907897008246,52.2317451441242,41.9308313559759,28.6423907549993,66.8769538525891,51.1643655787115
"47","FV",1,1,1,73,"FV_1_1_1_73","FV_1_1_1","Live",1998,2019,46.6600555079505,35.9,47.5335276957143,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,50.4384010572853,47.8624258335951,35.2988240188141,72.5330697355619,55.388058239539
"48","FV",1,1,1,74,"FV_1_1_1_74","FV_1_1_1","Live",1998,2019,46.6600555079505,25.3333333333333,47.5335276957143,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,50.4384010572853,47.8624258335951,35.2988240188141,72.5330697355619,55.388058239539
"49","FV",1,1,1,79,"FV_1_1_1_79","FV_1_1_1","Dead",1998,2019,46.6600555079505,8.1,47.5335276957143,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,50.4384010572853,47.8624258335951,35.2988240188141,72.5330697355619,55.388058239539
"50","FV",1,1,1,80,"FV_1_1_1_80","FV_1_1_1","Live",1998,2006,45.026059155,1.4,48.18622448625,11.9764473720208,5.02570012089433,12.832928663684,5.43922236062916,3.39164926714091,50.8330437290939,40.0493754167057,25.7305959077016,68.9995839505947,54.9474511395094
"51","FV",1,1,1,81,"FV_1_1_1_81","FV_1_1_1","Live",1998,2019,46.6600555079505,10.6666666666667,47.5335276957143,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,50.4384010572853,47.8624258335951,35.2988240188141,72.5330697355619,55.388058239539
"52","FV",1,1,1,82,"FV_1_1_1_82","FV_1_1_1","Live",1998,2019,46.6600555079505,8.56666666666667,47.5335276957143,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,50.4384010572853,47.8624258335951,35.2988240188141,72.5330697355619,55.388058239539
"53","FV",1,1,1,85,"FV_1_1_1_85","FV_1_1_1","Live",1998,2019,46.6600555079505,8.3,47.5335276957143,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,50.4384010572853,47.8624258335951,35.2988240188141,72.5330697355619,55.388058239539
"54","FV",1,1,1,87,"FV_1_1_1_87","FV_1_1_1","Live",1998,2019,46.6600555079505,15.4,47.5335276957143,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,50.4384010572853,47.8624258335951,35.2988240188141,72.5330697355619,55.388058239539
"55","FV",1,1,1,90,"FV_1_1_1_90","FV_1_1_1","Live",1998,2019,46.6600555079505,7.73333333333333,47.5335276957143,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,50.4384010572853,47.8624258335951,35.2988240188141,72.5330697355619,55.388058239539
"56","FV",1,1,1,91,"FV_1_1_1_91","FV_1_1_1","Live",1998,2019,46.6600555079505,4.23333333333333,47.5335276957143,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,50.4384010572853,47.8624258335951,35.2988240188141,72.5330697355619,55.388058239539
"57","FV",1,1,1,92,"FV_1_1_1_92","FV_1_1_1","Live",1998,2019,46.6600555079505,12.2,47.5335276957143,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,50.4384010572853,47.8624258335951,35.2988240188141,72.5330697355619,55.388058239539
"58","FV",1,1,1,93,"FV_1_1_1_93","FV_1_1_1","Live",1998,2019,46.6600555079505,13.9333333333333,47.5335276957143,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,50.4384010572853,47.8624258335951,35.2988240188141,72.5330697355619,55.388058239539
"59","FV",1,1,1,95,"FV_1_1_1_95","FV_1_1_1","Live",1998,2019,46.6600555079505,10.2333333333333,47.5335276957143,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,50.4384010572853,47.8624258335951,35.2988240188141,72.5330697355619,55.388058239539
"60","FV",1,1,1,96,"FV_1_1_1_96","FV_1_1_1","Live",1998,2019,46.6600555079505,2.96666666666667,47.5335276957143,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,50.4384010572853,47.8624258335951,35.2988240188141,72.5330697355619,55.388058239539
"61","FV",1,1,1,97,"FV_1_1_1_97","FV_1_1_1","Live",1998,2019,46.6600555079505,21.4,47.5335276957143,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,50.4384010572853,47.8624258335951,35.2988240188141,72.5330697355619,55.388058239539
"62","FV",1,1,1,99,"FV_1_1_1_99","FV_1_1_1","Live",1998,2019,46.6600555079505,40.9,47.5335276957143,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,50.4384010572853,47.8624258335951,35.2988240188141,72.5330697355619,55.388058239539
"63","FV",1,1,2,2,"FV_1_1_2_2","FV_1_1_2","Live",1998,2019,48.093890135368,5.13333333333333,43.8415103404762,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,51.7727374096941,47.1930135420704,35.3963106966489,72.7200678804067,55.1986811377489
"64","FV",1,1,2,3,"FV_1_1_2_3","FV_1_1_2","Live",1998,2019,48.093890135368,9.16666666666667,43.8415103404762,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,51.7727374096941,47.1930135420704,35.3963106966489,72.7200678804067,55.1986811377489
"65","FV",1,1,2,4,"FV_1_1_2_4","FV_1_1_2","Live",1998,2019,48.093890135368,3.16666666666667,43.8415103404762,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,51.7727374096941,47.1930135420704,35.3963106966489,72.7200678804067,55.1986811377489
"66","FV",1,1,2,5,"FV_1_1_2_5","FV_1_1_2","Live",1998,2019,48.093890135368,8.63333333333333,43.8415103404762,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,51.7727374096941,47.1930135420704,35.3963106966489,72.7200678804067,55.1986811377489
"67","FV",1,1,2,6,"FV_1_1_2_6","FV_1_1_2","Live",1998,2019,48.093890135368,2.96666666666667,43.8415103404762,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,51.7727374096941,47.1930135420704,35.3963106966489,72.7200678804067,55.1986811377489
"68","FV",1,1,2,7,"FV_1_1_2_7","FV_1_1_2","Live",1998,2019,48.093890135368,4.4,43.8415103404762,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,51.7727374096941,47.1930135420704,35.3963106966489,72.7200678804067,55.1986811377489
"69","FV",1,1,2,8,"FV_1_1_2_8","FV_1_1_2","Dead",1998,2006,47.289600616104,4.9,44.25568181625,11.9764473720208,5.02570012089433,12.832928663684,5.43922236062916,3.39164926714091,52.2371479499562,38.615618781406,25.8148916264585,69.263408090723,54.9788842943099
"70","FV",1,1,2,9,"FV_1_1_2_9","FV_1_1_2","Live",1998,2019,48.093890135368,5.13333333333333,43.8415103404762,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,51.7727374096941,47.1930135420704,35.3963106966489,72.7200678804067,55.1986811377489
"71","FV",1,1,2,13,"FV_1_1_2_13","FV_1_1_2","Dead",1998,2006,47.289600616104,3.6,44.25568181625,11.9764473720208,5.02570012089433,12.832928663684,5.43922236062916,3.39164926714091,52.2371479499562,38.615618781406,25.8148916264585,69.263408090723,54.9788842943099
"72","FV",1,1,2,14,"FV_1_1_2_14","FV_1_1_2","Dead",1998,2011,47.617014728052,4.2,44.0015539992308,12.3218547621905,5.17194654037169,12.5093461417599,5.50869033587547,3.32907897008246,53.9212832637936,40.8871570503867,28.6777775458748,67.0040584680581,51.0831305245439
"73","FV",1,1,2,18,"FV_1_1_2_18","FV_1_1_2","Live",1998,2019,48.093890135368,6.56666666666667,43.8415103404762,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,51.7727374096941,47.1930135420704,35.3963106966489,72.7200678804067,55.1986811377489
"74","FV",1,1,2,19,"FV_1_1_2_19","FV_1_1_2","Live",1998,2019,48.093890135368,15.5,43.8415103404762,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,51.7727374096941,47.1930135420704,35.3963106966489,72.7200678804067,55.1986811377489
"75","FV",1,1,2,22,"FV_1_1_2_22","FV_1_1_2","Live",1998,2019,48.093890135368,16.9333333333333,43.8415103404762,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,51.7727374096941,47.1930135420704,35.3963106966489,72.7200678804067,55.1986811377489
"76","FV",1,1,2,23,"FV_1_1_2_23","FV_1_1_2","Dead",1998,2019,48.093890135368,14.6666666666667,43.8415103404762,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,51.7727374096941,47.1930135420704,35.3963106966489,72.7200678804067,55.1986811377489
"77","FV",1,1,2,24,"FV_1_1_2_24","FV_1_1_2","Dead",1998,2019,48.093890135368,7.1,43.8415103404762,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,51.7727374096941,47.1930135420704,35.3963106966489,72.7200678804067,55.1986811377489
"78","FV",1,1,2,26,"FV_1_1_2_26","FV_1_1_2","Live",1998,2019,48.093890135368,11.1666666666667,43.8415103404762,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,51.7727374096941,47.1930135420704,35.3963106966489,72.7200678804067,55.1986811377489
"79","FV",1,1,2,28,"FV_1_1_2_28","FV_1_1_2","Live",1998,2019,48.093890135368,35.1666666666667,43.8415103404762,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,51.7727374096941,47.1930135420704,35.3963106966489,72.7200678804067,55.1986811377489
"80","FV",1,1,2,31,"FV_1_1_2_31","FV_1_1_2","Dead",1998,2006,47.289600616104,1.8,44.25568181625,11.9764473720208,5.02570012089433,12.832928663684,5.43922236062916,3.39164926714091,52.2371479499562,38.615618781406,25.8148916264585,69.263408090723,54.9788842943099
"81","FV",1,1,2,33,"FV_1_1_2_33","FV_1_1_2","Live",1998,2011,47.617014728052,6.25,44.0015539992308,12.3218547621905,5.17194654037169,12.5093461417599,5.50869033587547,3.32907897008246,53.9212832637936,40.8871570503867,28.6777775458748,67.0040584680581,51.0831305245439
"82","FV",1,1,2,34,"FV_1_1_2_34","FV_1_1_2","Live",1998,2019,48.093890135368,25.3666666666667,43.8415103404762,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,51.7727374096941,47.1930135420704,35.3963106966489,72.7200678804067,55.1986811377489
"83","FV",1,1,2,37,"FV_1_1_2_37","FV_1_1_2","Dead",1998,2019,48.093890135368,6.8,43.8415103404762,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,51.7727374096941,47.1930135420704,35.3963106966489,72.7200678804067,55.1986811377489
"84","FV",1,1,2,40,"FV_1_1_2_40","FV_1_1_2","Live",1998,2019,48.093890135368,11.3666666666667,43.8415103404762,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,51.7727374096941,47.1930135420704,35.3963106966489,72.7200678804067,55.1986811377489
"85","FV",1,1,2,43,"FV_1_1_2_43","FV_1_1_2","Live",1998,2019,48.093890135368,9.56666666666667,43.8415103404762,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,51.7727374096941,47.1930135420704,35.3963106966489,72.7200678804067,55.1986811377489
"86","FV",1,1,2,44,"FV_1_1_2_44","FV_1_1_2","Live",1998,2019,48.093890135368,24.6666666666667,43.8415103404762,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,51.7727374096941,47.1930135420704,35.3963106966489,72.7200678804067,55.1986811377489
"87","FV",1,1,2,45,"FV_1_1_2_45","FV_1_1_2","Live",1998,2019,48.093890135368,25.1666666666667,43.8415103404762,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,51.7727374096941,47.1930135420704,35.3963106966489,72.7200678804067,55.1986811377489
"88","FV",1,1,2,47,"FV_1_1_2_47","FV_1_1_2","Live",1998,2011,47.617014728052,8.1,44.0015539992308,12.3218547621905,5.17194654037169,12.5093461417599,5.50869033587547,3.32907897008246,53.9212832637936,40.8871570503867,28.6777775458748,67.0040584680581,51.0831305245439
"89","FV",1,1,2,48,"FV_1_1_2_48","FV_1_1_2","Dead",1998,2006,47.289600616104,4.7,44.25568181625,11.9764473720208,5.02570012089433,12.832928663684,5.43922236062916,3.39164926714091,52.2371479499562,38.615618781406,25.8148916264585,69.263408090723,54.9788842943099
"90","FV",1,1,2,51,"FV_1_1_2_51","FV_1_1_2","Dead",1998,2006,47.289600616104,9.5,44.25568181625,11.9764473720208,5.02570012089433,12.832928663684,5.43922236062916,3.39164926714091,52.2371479499562,38.615618781406,25.8148916264585,69.263408090723,54.9788842943099
"91","FV",1,1,2,52,"FV_1_1_2_52","FV_1_1_2","Live",1998,2019,48.093890135368,5.8,43.8415103404762,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,51.7727374096941,47.1930135420704,35.3963106966489,72.7200678804067,55.1986811377489
"92","FV",1,1,2,54,"FV_1_1_2_54","FV_1_1_2","Live",1998,2019,48.093890135368,3.13333333333333,43.8415103404762,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,51.7727374096941,47.1930135420704,35.3963106966489,72.7200678804067,55.1986811377489
"93","FV",1,1,2,58,"FV_1_1_2_58","FV_1_1_2","Live",1998,2019,48.093890135368,21.2,43.8415103404762,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,51.7727374096941,47.1930135420704,35.3963106966489,72.7200678804067,55.1986811377489
"94","FV",1,1,2,60,"FV_1_1_2_60","FV_1_1_2","Live",1998,2019,48.093890135368,3.8,43.8415103404762,12.5966151446941,5.17578171465429,11.9304871481111,5.75408232566167,3.3857440376618,51.7727374096941,47.1930135420704,35.3963106966489,72.7200678804067,55.1986811377489
