"","Site","Year","Block","Trt","Plot","Tree_Number","Sp_code","Cond","DBH","CoreID","response","priorDBH","priorYear","PlotID","totalPlotBA_ha","priorBA","CanopyCover","meanVPD_Dry.Summer","meanVPD_Fall","meanVPD_Monsoon.Summer","meanVPD_Spring","meanVPD_Winter","SWA_Dry.Summer","SWA_Fall","SWA_Monsoon.Summer","SWA_Spring","SWA_Winter"
"17","FV",2011,1,1,10,14,"PIPO",1,1.4,"FV_1_1_10_14","Live",1.3,2006,"FV_1_1_10",23.04524607,22.08038217,33.955102042,12.874506586462,5.40594081153546,11.9916141066814,5.61983909626956,3.22896649478894,39.5109473933966,59.1103745304604,38.5856846217021,67.9404452299727,49.0186135345055
"18","FV",2019,1,1,10,14,"PIPO",1,2.3,"FV_1_1_10_14","Live",1.4,2011,"FV_1_1_10",26.34380826,23.04524607,38.4253826525,13.0431007662623,5.18201387286351,10.9898412834317,6.15284430906426,3.47782477247823,33.5008574879378,72.6513609267715,53.2620247854178,89.8491144637235,84.0289712464781
"19","FV",2006,1,1,10,15,"PIPO",1,30.6,"FV_1_1_10_15","Live",28.6,1998,"FV_1_1_10",22.08038217,20.842140165,37.0127551,11.9764473720208,5.02570012089433,12.832928663684,5.43922236062916,3.39164926714091,42.0480337823508,54.7111650664904,29.6724559167138,87.3273118625535,75.4186895294987
"20","FV",2011,1,1,10,15,"PIPO",1,31.8,"FV_1_1_10_15","Live",30.6,2006,"FV_1_1_10",23.04524607,22.08038217,33.955102042,12.874506586462,5.40594081153546,11.9916141066814,5.61983909626956,3.22896649478894,39.5109473933966,59.1103745304604,38.5856846217021,67.9404452299727,49.0186135345055
"21","FV",2019,1,1,10,15,"PIPO",1,35.2,"FV_1_1_10_15","Live",31.8,2011,"FV_1_1_10",26.34380826,23.04524607,38.4253826525,13.0431007662623,5.18201387286351,10.9898412834317,6.15284430906426,3.47782477247823,33.5008574879378,72.6513609267715,53.2620247854178,89.8491144637235,84.0289712464781
"22","FV",2006,1,1,10,16,"PIPO",1,5.9,"FV_1_1_10_16","Live",5.6,1998,"FV_1_1_10",22.08038217,20.842140165,37.0127551,11.9764473720208,5.02570012089433,12.832928663684,5.43922236062916,3.39164926714091,42.0480337823508,54.7111650664904,29.6724559167138,87.3273118625535,75.4186895294987
"23","FV",2011,1,1,10,16,"PIPO",1,6.6,"FV_1_1_10_16","Live",5.9,2006,"FV_1_1_10",23.04524607,22.08038217,33.955102042,12.874506586462,5.40594081153546,11.9916141066814,5.61983909626956,3.22896649478894,39.5109473933966,59.1103745304604,38.5856846217021,67.9404452299727,49.0186135345055
"24","FV",2019,1,1,10,16,"PIPO",1,7.3,"FV_1_1_10_16","Live",6.6,2011,"FV_1_1_10",26.34380826,23.04524607,38.4253826525,13.0431007662623,5.18201387286351,10.9898412834317,6.15284430906426,3.47782477247823,33.5008574879378,72.6513609267715,53.2620247854178,89.8491144637235,84.0289712464781
"25","FV",2006,1,1,10,17,"PIPO",1,3.2,"FV_1_1_10_17","Live",2.7,1998,"FV_1_1_10",22.08038217,20.842140165,37.0127551,11.9764473720208,5.02570012089433,12.832928663684,5.43922236062916,3.39164926714091,42.0480337823508,54.7111650664904,29.6724559167138,87.3273118625535,75.4186895294987
"26","FV",2011,1,1,10,17,"PIPO",1,3.3,"FV_1_1_10_17","Live",3.2,2006,"FV_1_1_10",23.04524607,22.08038217,33.955102042,12.874506586462,5.40594081153546,11.9916141066814,5.61983909626956,3.22896649478894,39.5109473933966,59.1103745304604,38.5856846217021,67.9404452299727,49.0186135345055
"27","FV",2019,1,1,10,17,"PIPO",1,3.9,"FV_1_1_10_17","Live",3.3,2011,"FV_1_1_10",26.34380826,23.04524607,38.4253826525,13.0431007662623,5.18201387286351,10.9898412834317,6.15284430906426,3.47782477247823,33.5008574879378,72.6513609267715,53.2620247854178,89.8491144637235,84.0289712464781
"28","FV",2006,1,1,10,18,"PIPO",1,3.2,"FV_1_1_10_18","Live",3.1,1998,"FV_1_1_10",22.08038217,20.842140165,37.0127551,11.9764473720208,5.02570012089433,12.832928663684,5.43922236062916,3.39164926714091,42.0480337823508,54.7111650664904,29.6724559167138,87.3273118625535,75.4186895294987
"29","FV",2011,1,1,10,18,"PIPO",1,3.5,"FV_1_1_10_18","Live",3.2,2006,"FV_1_1_10",23.04524607,22.08038217,33.955102042,12.874506586462,5.40594081153546,11.9916141066814,5.61983909626956,3.22896649478894,39.5109473933966,59.1103745304604,38.5856846217021,67.9404452299727,49.0186135345055
"30","FV",2019,1,1,10,18,"PIPO",1,4,"FV_1_1_10_18","Live",3.5,2011,"FV_1_1_10",26.34380826,23.04524607,38.4253826525,13.0431007662623,5.18201387286351,10.9898412834317,6.15284430906426,3.47782477247823,33.5008574879378,72.6513609267715,53.2620247854178,89.8491144637235,84.0289712464781
"31","FV",2006,1,1,10,19,"PIPO",1,5.6,"FV_1_1_10_19","Live",5.5,1998,"FV_1_1_10",22.08038217,20.842140165,37.0127551,11.9764473720208,5.02570012089433,12.832928663684,5.43922236062916,3.39164926714091,42.0480337823508,54.7111650664904,29.6724559167138,87.3273118625535,75.4186895294987
"32","FV",2011,1,1,10,19,"PIPO",1,5.5,"FV_1_1_10_19","Live",5.6,2006,"FV_1_1_10",23.04524607,22.08038217,33.955102042,12.874506586462,5.40594081153546,11.9916141066814,5.61983909626956,3.22896649478894,39.5109473933966,59.1103745304604,38.5856846217021,67.9404452299727,49.0186135345055
"33","FV",2019,1,1,10,19,"PIPO",1,6.9,"FV_1_1_10_19","Live",5.5,2011,"FV_1_1_10",26.34380826,23.04524607,38.4253826525,13.0431007662623,5.18201387286351,10.9898412834317,6.15284430906426,3.47782477247823,33.5008574879378,72.6513609267715,53.2620247854178,89.8491144637235,84.0289712464781
"34","FV",2006,1,1,10,2,"PIPO",1,20.2,"FV_1_1_10_2","Live",19.1,1998,"FV_1_1_10",22.08038217,20.842140165,37.0127551,11.9764473720208,5.02570012089433,12.832928663684,5.43922236062916,3.39164926714091,42.0480337823508,54.7111650664904,29.6724559167138,87.3273118625535,75.4186895294987
"35","FV",2011,1,1,10,2,"PIPO",1,21.1,"FV_1_1_10_2","Live",20.2,2006,"FV_1_1_10",23.04524607,22.08038217,33.955102042,12.874506586462,5.40594081153546,11.9916141066814,5.61983909626956,3.22896649478894,39.5109473933966,59.1103745304604,38.5856846217021,67.9404452299727,49.0186135345055
"36","FV",2019,1,1,10,2,"PIPO",1,23.7,"FV_1_1_10_2","Live",21.1,2011,"FV_1_1_10",26.34380826,23.04524607,38.4253826525,13.0431007662623,5.18201387286351,10.9898412834317,6.15284430906426,3.47782477247823,33.5008574879378,72.6513609267715,53.2620247854178,89.8491144637235,84.0289712464781
"37","FV",2006,1,1,10,20,"PIPO",1,12,"FV_1_1_10_20","Live",11.8,1998,"FV_1_1_10",22.08038217,20.842140165,37.0127551,11.9764473720208,5.02570012089433,12.832928663684,5.43922236062916,3.39164926714091,42.0480337823508,54.7111650664904,29.6724559167138,87.3273118625535,75.4186895294987
"38","FV",2011,1,1,10,20,"PIPO",1,12,"FV_1_1_10_20","Live",12,2006,"FV_1_1_10",23.04524607,22.08038217,33.955102042,12.874506586462,5.40594081153546,11.9916141066814,5.61983909626956,3.22896649478894,39.5109473933966,59.1103745304604,38.5856846217021,67.9404452299727,49.0186135345055
"39","FV",2019,1,1,10,20,"PIPO",1,12.6,"FV_1_1_10_20","Live",12,2011,"FV_1_1_10",26.34380826,23.04524607,38.4253826525,13.0431007662623,5.18201387286351,10.9898412834317,6.15284430906426,3.47782477247823,33.5008574879378,72.6513609267715,53.2620247854178,89.8491144637235,84.0289712464781
"40","FV",2006,1,1,10,21,"PIPO",1,2,"FV_1_1_10_21","Live",1.6,1998,"FV_1_1_10",22.08038217,20.842140165,37.0127551,11.9764473720208,5.02570012089433,12.832928663684,5.43922236062916,3.39164926714091,42.0480337823508,54.7111650664904,29.6724559167138,87.3273118625535,75.4186895294987
"41","FV",2011,1,1,10,21,"PIPO",1,2,"FV_1_1_10_21","Live",2,2006,"FV_1_1_10",23.04524607,22.08038217,33.955102042,12.874506586462,5.40594081153546,11.9916141066814,5.61983909626956,3.22896649478894,39.5109473933966,59.1103745304604,38.5856846217021,67.9404452299727,49.0186135345055
"42","FV",2019,1,1,10,21,"PIPO",1,2.3,"FV_1_1_10_21","Live",2,2011,"FV_1_1_10",26.34380826,23.04524607,38.4253826525,13.0431007662623,5.18201387286351,10.9898412834317,6.15284430906426,3.47782477247823,33.5008574879378,72.6513609267715,53.2620247854178,89.8491144637235,84.0289712464781
"43","FV",2006,1,1,10,22,"PIPO",1,3.5,"FV_1_1_10_22","Live",3.4,1998,"FV_1_1_10",22.08038217,20.842140165,37.0127551,11.9764473720208,5.02570012089433,12.832928663684,5.43922236062916,3.39164926714091,42.0480337823508,54.7111650664904,29.6724559167138,87.3273118625535,75.4186895294987
"44","FV",2011,1,1,10,22,"PIPO",1,3.5,"FV_1_1_10_22","Live",3.5,2006,"FV_1_1_10",23.04524607,22.08038217,33.955102042,12.874506586462,5.40594081153546,11.9916141066814,5.61983909626956,3.22896649478894,39.5109473933966,59.1103745304604,38.5856846217021,67.9404452299727,49.0186135345055
"45","FV",2019,1,1,10,22,"PIPO",1,3.8,"FV_1_1_10_22","Live",3.5,2011,"FV_1_1_10",26.34380826,23.04524607,38.4253826525,13.0431007662623,5.18201387286351,10.9898412834317,6.15284430906426,3.47782477247823,33.5008574879378,72.6513609267715,53.2620247854178,89.8491144637235,84.0289712464781
"46","FV",2006,1,1,10,23,"PIPO",3,NA,"FV_1_1_10_23","Dead",2.7,1998,"FV_1_1_10",22.08038217,20.842140165,37.0127551,11.9764473720208,5.02570012089433,12.832928663684,5.43922236062916,3.39164926714091,42.0480337823508,54.7111650664904,29.6724559167138,87.3273118625535,75.4186895294987
"47","FV",2006,1,1,10,24,"PIPO",1,3.5,"FV_1_1_10_24","Live",3,1998,"FV_1_1_10",22.08038217,20.842140165,37.0127551,11.9764473720208,5.02570012089433,12.832928663684,5.43922236062916,3.39164926714091,42.0480337823508,54.7111650664904,29.6724559167138,87.3273118625535,75.4186895294987
"48","FV",2011,1,1,10,24,"PIPO",1,3.8,"FV_1_1_10_24","Live",3.5,2006,"FV_1_1_10",23.04524607,22.08038217,33.955102042,12.874506586462,5.40594081153546,11.9916141066814,5.61983909626956,3.22896649478894,39.5109473933966,59.1103745304604,38.5856846217021,67.9404452299727,49.0186135345055
"49","FV",2019,1,1,10,24,"PIPO",1,4.2,"FV_1_1_10_24","Live",3.8,2011,"FV_1_1_10",26.34380826,23.04524607,38.4253826525,13.0431007662623,5.18201387286351,10.9898412834317,6.15284430906426,3.47782477247823,33.5008574879378,72.6513609267715,53.2620247854178,89.8491144637235,84.0289712464781
"50","FV",2006,1,1,10,25,"PIPO",1,2.3,"FV_1_1_10_25","Live",2.4,1998,"FV_1_1_10",22.08038217,20.842140165,37.0127551,11.9764473720208,5.02570012089433,12.832928663684,5.43922236062916,3.39164926714091,42.0480337823508,54.7111650664904,29.6724559167138,87.3273118625535,75.4186895294987
"51","FV",2011,1,1,10,25,"PIPO",1,2.5,"FV_1_1_10_25","Live",2.3,2006,"FV_1_1_10",23.04524607,22.08038217,33.955102042,12.874506586462,5.40594081153546,11.9916141066814,5.61983909626956,3.22896649478894,39.5109473933966,59.1103745304604,38.5856846217021,67.9404452299727,49.0186135345055
"52","FV",2019,1,1,10,25,"PIPO",1,2.5,"FV_1_1_10_25","Live",2.5,2011,"FV_1_1_10",26.34380826,23.04524607,38.4253826525,13.0431007662623,5.18201387286351,10.9898412834317,6.15284430906426,3.47782477247823,33.5008574879378,72.6513609267715,53.2620247854178,89.8491144637235,84.0289712464781
"53","FV",2006,1,1,10,26,"PIPO",1,9.1,"FV_1_1_10_26","Live",8.7,1998,"FV_1_1_10",22.08038217,20.842140165,37.0127551,11.9764473720208,5.02570012089433,12.832928663684,5.43922236062916,3.39164926714091,42.0480337823508,54.7111650664904,29.6724559167138,87.3273118625535,75.4186895294987
"54","FV",2011,1,1,10,26,"PIPO",1,9.4,"FV_1_1_10_26","Live",9.1,2006,"FV_1_1_10",23.04524607,22.08038217,33.955102042,12.874506586462,5.40594081153546,11.9916141066814,5.61983909626956,3.22896649478894,39.5109473933966,59.1103745304604,38.5856846217021,67.9404452299727,49.0186135345055
"55","FV",2019,1,1,10,26,"PIPO",1,9.9,"FV_1_1_10_26","Live",9.4,2011,"FV_1_1_10",26.34380826,23.04524607,38.4253826525,13.0431007662623,5.18201387286351,10.9898412834317,6.15284430906426,3.47782477247823,33.5008574879378,72.6513609267715,53.2620247854178,89.8491144637235,84.0289712464781
"56","FV",2006,1,1,10,27,"PIPO",1,2.6,"FV_1_1_10_27","Live",2.3,1998,"FV_1_1_10",22.08038217,20.842140165,37.0127551,11.9764473720208,5.02570012089433,12.832928663684,5.43922236062916,3.39164926714091,42.0480337823508,54.7111650664904,29.6724559167138,87.3273118625535,75.4186895294987
"57","FV",2011,1,1,10,27,"PIPO",1,2.6,"FV_1_1_10_27","Live",2.6,2006,"FV_1_1_10",23.04524607,22.08038217,33.955102042,12.874506586462,5.40594081153546,11.9916141066814,5.61983909626956,3.22896649478894,39.5109473933966,59.1103745304604,38.5856846217021,67.9404452299727,49.0186135345055
"58","FV",2019,1,1,10,27,"PIPO",1,2.8,"FV_1_1_10_27","Live",2.6,2011,"FV_1_1_10",26.34380826,23.04524607,38.4253826525,13.0431007662623,5.18201387286351,10.9898412834317,6.15284430906426,3.47782477247823,33.5008574879378,72.6513609267715,53.2620247854178,89.8491144637235,84.0289712464781
"59","FV",2006,1,1,10,28,"PIPO",1,5.9,"FV_1_1_10_28","Live",5.3,1998,"FV_1_1_10",22.08038217,20.842140165,37.0127551,11.9764473720208,5.02570012089433,12.832928663684,5.43922236062916,3.39164926714091,42.0480337823508,54.7111650664904,29.6724559167138,87.3273118625535,75.4186895294987
"60","FV",2011,1,1,10,28,"PIPO",1,6.1,"FV_1_1_10_28","Live",5.9,2006,"FV_1_1_10",23.04524607,22.08038217,33.955102042,12.874506586462,5.40594081153546,11.9916141066814,5.61983909626956,3.22896649478894,39.5109473933966,59.1103745304604,38.5856846217021,67.9404452299727,49.0186135345055
"61","FV",2019,1,1,10,28,"PIPO",5,NA,"FV_1_1_10_28","Dead",6.1,2011,"FV_1_1_10",26.34380826,23.04524607,38.4253826525,13.0431007662623,5.18201387286351,10.9898412834317,6.15284430906426,3.47782477247823,33.5008574879378,72.6513609267715,53.2620247854178,89.8491144637235,84.0289712464781
"62","FV",2006,1,1,10,29,"PIPO",1,6.4,"FV_1_1_10_29","Live",6,1998,"FV_1_1_10",22.08038217,20.842140165,37.0127551,11.9764473720208,5.02570012089433,12.832928663684,5.43922236062916,3.39164926714091,42.0480337823508,54.7111650664904,29.6724559167138,87.3273118625535,75.4186895294987
"63","FV",2011,1,1,10,29,"PIPO",1,6.7,"FV_1_1_10_29","Live",6.4,2006,"FV_1_1_10",23.04524607,22.08038217,33.955102042,12.874506586462,5.40594081153546,11.9916141066814,5.61983909626956,3.22896649478894,39.5109473933966,59.1103745304604,38.5856846217021,67.9404452299727,49.0186135345055
"64","FV",2019,1,1,10,29,"PIPO",1,7.1,"FV_1_1_10_29","Live",6.7,2011,"FV_1_1_10",26.34380826,23.04524607,38.4253826525,13.0431007662623,5.18201387286351,10.9898412834317,6.15284430906426,3.47782477247823,33.5008574879378,72.6513609267715,53.2620247854178,89.8491144637235,84.0289712464781
"65","FV",2006,1,1,10,3,"PIPO",1,31.2,"FV_1_1_10_3","Live",29.7,1998,"FV_1_1_10",22.08038217,20.842140165,37.0127551,11.9764473720208,5.02570012089433,12.832928663684,5.43922236062916,3.39164926714091,42.0480337823508,54.7111650664904,29.6724559167138,87.3273118625535,75.4186895294987
"66","FV",2011,1,1,10,3,"PIPO",1,31.3,"FV_1_1_10_3","Live",31.2,2006,"FV_1_1_10",23.04524607,22.08038217,33.955102042,12.874506586462,5.40594081153546,11.9916141066814,5.61983909626956,3.22896649478894,39.5109473933966,59.1103745304604,38.5856846217021,67.9404452299727,49.0186135345055
"67","FV",2019,1,1,10,3,"PIPO",1,34.2,"FV_1_1_10_3","Live",31.3,2011,"FV_1_1_10",26.34380826,23.04524607,38.4253826525,13.0431007662623,5.18201387286351,10.9898412834317,6.15284430906426,3.47782477247823,33.5008574879378,72.6513609267715,53.2620247854178,89.8491144637235,84.0289712464781
"68","FV",2006,1,1,10,30,"PIPO",1,2.9,"FV_1_1_10_30","Live",2.9,1998,"FV_1_1_10",22.08038217,20.842140165,37.0127551,11.9764473720208,5.02570012089433,12.832928663684,5.43922236062916,3.39164926714091,42.0480337823508,54.7111650664904,29.6724559167138,87.3273118625535,75.4186895294987
"69","FV",2011,1,1,10,30,"PIPO",1,2.8,"FV_1_1_10_30","Live",2.9,2006,"FV_1_1_10",23.04524607,22.08038217,33.955102042,12.874506586462,5.40594081153546,11.9916141066814,5.61983909626956,3.22896649478894,39.5109473933966,59.1103745304604,38.5856846217021,67.9404452299727,49.0186135345055
"70","FV",2019,1,1,10,30,"PIPO",1,3.1,"FV_1_1_10_30","Live",2.8,2011,"FV_1_1_10",26.34380826,23.04524607,38.4253826525,13.0431007662623,5.18201387286351,10.9898412834317,6.15284430906426,3.47782477247823,33.5008574879378,72.6513609267715,53.2620247854178,89.8491144637235,84.0289712464781
"71","FV",2006,1,1,10,31,"PIPO",1,6.2,"FV_1_1_10_31","Live",5.6,1998,"FV_1_1_10",22.08038217,20.842140165,37.0127551,11.9764473720208,5.02570012089433,12.832928663684,5.43922236062916,3.39164926714091,42.0480337823508,54.7111650664904,29.6724559167138,87.3273118625535,75.4186895294987
"72","FV",2011,1,1,10,31,"PIPO",1,7,"FV_1_1_10_31","Live",6.2,2006,"FV_1_1_10",23.04524607,22.08038217,33.955102042,12.874506586462,5.40594081153546,11.9916141066814,5.61983909626956,3.22896649478894,39.5109473933966,59.1103745304604,38.5856846217021,67.9404452299727,49.0186135345055
"73","FV",2019,1,1,10,31,"PIPO",1,7.7,"FV_1_1_10_31","Live",7,2011,"FV_1_1_10",26.34380826,23.04524607,38.4253826525,13.0431007662623,5.18201387286351,10.9898412834317,6.15284430906426,3.47782477247823,33.5008574879378,72.6513609267715,53.2620247854178,89.8491144637235,84.0289712464781
"74","FV",2006,1,1,10,32,"PIPO",1,5.6,"FV_1_1_10_32","Live",5,1998,"FV_1_1_10",22.08038217,20.842140165,37.0127551,11.9764473720208,5.02570012089433,12.832928663684,5.43922236062916,3.39164926714091,42.0480337823508,54.7111650664904,29.6724559167138,87.3273118625535,75.4186895294987
"75","FV",2011,1,1,10,32,"PIPO",1,6.2,"FV_1_1_10_32","Live",5.6,2006,"FV_1_1_10",23.04524607,22.08038217,33.955102042,12.874506586462,5.40594081153546,11.9916141066814,5.61983909626956,3.22896649478894,39.5109473933966,59.1103745304604,38.5856846217021,67.9404452299727,49.0186135345055
"76","FV",2019,1,1,10,32,"PIPO",1,7.1,"FV_1_1_10_32","Live",6.2,2011,"FV_1_1_10",26.34380826,23.04524607,38.4253826525,13.0431007662623,5.18201387286351,10.9898412834317,6.15284430906426,3.47782477247823,33.5008574879378,72.6513609267715,53.2620247854178,89.8491144637235,84.0289712464781
"77","FV",2006,1,1,10,33,"PIPO",1,5.6,"FV_1_1_10_33","Live",4.6,1998,"FV_1_1_10",22.08038217,20.842140165,37.0127551,11.9764473720208,5.02570012089433,12.832928663684,5.43922236062916,3.39164926714091,42.0480337823508,54.7111650664904,29.6724559167138,87.3273118625535,75.4186895294987
"78","FV",2011,1,1,10,33,"PIPO",1,6.3,"FV_1_1_10_33","Live",5.6,2006,"FV_1_1_10",23.04524607,22.08038217,33.955102042,12.874506586462,5.40594081153546,11.9916141066814,5.61983909626956,3.22896649478894,39.5109473933966,59.1103745304604,38.5856846217021,67.9404452299727,49.0186135345055
"79","FV",2019,1,1,10,33,"PIPO",1,7.5,"FV_1_1_10_33","Live",6.3,2011,"FV_1_1_10",26.34380826,23.04524607,38.4253826525,13.0431007662623,5.18201387286351,10.9898412834317,6.15284430906426,3.47782477247823,33.5008574879378,72.6513609267715,53.2620247854178,89.8491144637235,84.0289712464781
"80","FV",2006,1,1,10,34,"PIPO",1,7.7,"FV_1_1_10_34","Live",6.9,1998,"FV_1_1_10",22.08038217,20.842140165,37.0127551,11.9764473720208,5.02570012089433,12.832928663684,5.43922236062916,3.39164926714091,42.0480337823508,54.7111650664904,29.6724559167138,87.3273118625535,75.4186895294987
"81","FV",2011,1,1,10,34,"PIPO",1,7.8,"FV_1_1_10_34","Live",7.7,2006,"FV_1_1_10",23.04524607,22.08038217,33.955102042,12.874506586462,5.40594081153546,11.9916141066814,5.61983909626956,3.22896649478894,39.5109473933966,59.1103745304604,38.5856846217021,67.9404452299727,49.0186135345055
"82","FV",2019,1,1,10,34,"PIPO",1,9.6,"FV_1_1_10_34","Live",7.8,2011,"FV_1_1_10",26.34380826,23.04524607,38.4253826525,13.0431007662623,5.18201387286351,10.9898412834317,6.15284430906426,3.47782477247823,33.5008574879378,72.6513609267715,53.2620247854178,89.8491144637235,84.0289712464781
"83","FV",2006,1,1,10,35,"PIPO",1,6.3,"FV_1_1_10_35","Live",5.5,1998,"FV_1_1_10",22.08038217,20.842140165,37.0127551,11.9764473720208,5.02570012089433,12.832928663684,5.43922236062916,3.39164926714091,42.0480337823508,54.7111650664904,29.6724559167138,87.3273118625535,75.4186895294987
"84","FV",2011,1,1,10,35,"PIPO",1,6.6,"FV_1_1_10_35","Live",6.3,2006,"FV_1_1_10",23.04524607,22.08038217,33.955102042,12.874506586462,5.40594081153546,11.9916141066814,5.61983909626956,3.22896649478894,39.5109473933966,59.1103745304604,38.5856846217021,67.9404452299727,49.0186135345055
"85","FV",2019,1,1,10,35,"PIPO",1,7.7,"FV_1_1_10_35","Live",6.6,2011,"FV_1_1_10",26.34380826,23.04524607,38.4253826525,13.0431007662623,5.18201387286351,10.9898412834317,6.15284430906426,3.47782477247823,33.5008574879378,72.6513609267715,53.2620247854178,89.8491144637235,84.0289712464781
