"","Site","Block","Trt","Plot","Tree_Number","CoreID","PlotID","response","start_year","end_year","BA","DBH","CanopyCover","maxVPD","minSWA"
"104","FV",1,1,2,80,"FV_1_1_2_80","FV_1_1_2","Live",1998,2019,48.093890135368,12.2,43.8415103404762,9.11537424473813,17.7664445869375
"105","FV",1,1,2,82,"FV_1_1_2_82","FV_1_1_2","Live",1998,2019,48.093890135368,5.5,43.8415103404762,9.11537424473813,17.7664445869375
"106","FV",1,1,2,83,"FV_1_1_2_83","FV_1_1_2","Live",1998,2006,47.289600616104,7,44.25568181625,9.11537424473813,17.7664445869375
"107","FV",1,1,2,88,"FV_1_1_2_88","FV_1_1_2","Live",1998,2019,48.093890135368,18.9333333333333,43.8415103404762,9.11537424473813,17.7664445869375
"108","FV",1,1,2,90,"FV_1_1_2_90","FV_1_1_2","Dead",1998,2006,47.289600616104,2.6,44.25568181625,9.11537424473813,17.7664445869375
"109","FV",1,1,2,91,"FV_1_1_2_91","FV_1_1_2","Live",1998,2019,48.093890135368,7.33333333333333,43.8415103404762,9.11537424473813,17.7664445869375
"110","FV",1,1,2,93,"FV_1_1_2_93","FV_1_1_2","Dead",1998,2011,47.617014728052,5.9,44.0015539992308,9.11537424473813,17.7664445869375
"111","FV",1,1,2,94,"FV_1_1_2_94","FV_1_1_2","Live",1998,2011,47.617014728052,5.5,44.0015539992308,9.11537424473813,17.7664445869375
"112","FV",1,1,2,95,"FV_1_1_2_95","FV_1_1_2","Live",1998,2011,47.617014728052,2.85,44.0015539992308,9.11537424473813,17.7664445869375
"113","FV",1,1,2,101,"FV_1_1_2_101","FV_1_1_2","Live",1998,2019,48.093890135368,10.7333333333333,43.8415103404762,9.11537424473813,17.7664445869375
"114","FV",1,1,2,102,"FV_1_1_2_102","FV_1_1_2","Live",1998,2019,48.093890135368,7.66666666666667,43.8415103404762,9.11537424473813,17.7664445869375
"115","FV",1,1,2,103,"FV_1_1_2_103","FV_1_1_2","Live",1998,2019,48.093890135368,4.53333333333333,43.8415103404762,9.11537424473813,17.7664445869375
"116","FV",1,1,2,104,"FV_1_1_2_104","FV_1_1_2","Live",1998,2019,48.093890135368,2.86666666666667,43.8415103404762,9.11537424473813,17.7664445869375
"117","FV",1,1,2,105,"FV_1_1_2_105","FV_1_1_2","Live",1998,2019,48.093890135368,5.53333333333333,43.8415103404762,9.11537424473813,17.7664445869375
"118","FV",1,1,2,106,"FV_1_1_2_106","FV_1_1_2","Dead",1998,2011,47.617014728052,5.45,44.0015539992308,9.11537424473813,17.7664445869375
"119","FV",1,1,2,108,"FV_1_1_2_108","FV_1_1_2","Live",1998,2019,48.093890135368,45.2666666666667,43.8415103404762,9.11537424473813,17.7664445869375
"120","FV",1,1,2,110,"FV_1_1_2_110","FV_1_1_2","Live",1998,2019,48.093890135368,42.4,43.8415103404762,9.11537424473813,17.7664445869375
"121","FV",1,1,2,111,"FV_1_1_2_111","FV_1_1_2","Live",1998,2019,48.093890135368,3.9,43.8415103404762,9.11537424473813,17.7664445869375
"122","FV",1,1,2,113,"FV_1_1_2_113","FV_1_1_2","Live",1998,2019,48.093890135368,7.9,43.8415103404762,9.11537424473813,17.7664445869375
"123","FV",1,1,2,114,"FV_1_1_2_114","FV_1_1_2","Live",1998,2019,48.093890135368,1.9,43.8415103404762,9.11537424473813,17.7664445869375
"124","FV",1,1,2,115,"FV_1_1_2_115","FV_1_1_2","Live",1998,2019,48.093890135368,11.0333333333333,43.8415103404762,9.11537424473813,17.7664445869375
"125","FV",1,1,2,116,"FV_1_1_2_116","FV_1_1_2","Live",1998,2019,48.093890135368,40.7333333333333,43.8415103404762,9.11537424473813,17.7664445869375
"126","FV",1,1,2,117,"FV_1_1_2_117","FV_1_1_2","Live",1998,2019,48.093890135368,2.96666666666667,43.8415103404762,9.11537424473813,17.7664445869375
"127","FV",1,1,2,119,"FV_1_1_2_119","FV_1_1_2","Live",1998,2019,48.093890135368,2.16666666666667,43.8415103404762,9.11537424473813,17.7664445869375
"128","FV",1,1,2,120,"FV_1_1_2_120","FV_1_1_2","Live",1998,2011,47.617014728052,6.45,44.0015539992308,9.11537424473813,17.7664445869375
"129","FV",1,1,2,121,"FV_1_1_2_121","FV_1_1_2","Live",1998,2019,48.093890135368,5,43.8415103404762,9.11537424473813,17.7664445869375
"130","FV",1,1,2,122,"FV_1_1_2_122","FV_1_1_2","Live",1998,2006,47.289600616104,3.5,44.25568181625,9.11537424473813,17.7664445869375
"131","FV",1,1,2,126,"FV_1_1_2_126","FV_1_1_2","Live",1998,2019,48.093890135368,45.7666666666667,43.8415103404762,9.11537424473813,17.7664445869375
"132","FV",1,1,2,127,"FV_1_1_2_127","FV_1_1_2","Live",1998,2019,48.093890135368,33.3333333333333,43.8415103404762,9.11537424473813,17.7664445869375
"133","FV",1,1,2,128,"FV_1_1_2_128","FV_1_1_2","Dead",1998,2011,47.617014728052,11.5,44.0015539992308,9.11537424473813,17.7664445869375
"134","FV",1,1,2,129,"FV_1_1_2_129","FV_1_1_2","Live",1998,2019,48.093890135368,10.4333333333333,43.8415103404762,9.11537424473813,17.7664445869375
"135","FV",1,1,2,130,"FV_1_1_2_130","FV_1_1_2","Live",1998,2011,47.617014728052,7.05,44.0015539992308,9.11537424473813,17.7664445869375
"136","FV",1,1,2,131,"FV_1_1_2_131","FV_1_1_2","Live",1998,2019,48.093890135368,11.4666666666667,43.8415103404762,9.11537424473813,17.7664445869375
"137","FV",1,1,2,133,"FV_1_1_2_133","FV_1_1_2","Live",1998,2019,48.093890135368,16.8666666666667,43.8415103404762,9.11537424473813,17.7664445869375
"138","FV",1,1,2,134,"FV_1_1_2_134","FV_1_1_2","Live",1998,2019,48.093890135368,34.8666666666667,43.8415103404762,9.11537424473813,17.7664445869375
"139","FV",1,1,2,135,"FV_1_1_2_135","FV_1_1_2","Live",1998,2019,48.093890135368,11.8666666666667,43.8415103404762,9.11537424473813,17.7664445869375
"140","FV",1,1,2,136,"FV_1_1_2_136","FV_1_1_2","Live",1998,2019,48.093890135368,29.8333333333333,43.8415103404762,9.11537424473813,17.7664445869375
"141","FV",1,1,2,137,"FV_1_1_2_137","FV_1_1_2","Live",1998,2019,48.093890135368,31.7666666666667,43.8415103404762,9.11537424473813,17.7664445869375
"142","FV",1,1,2,138,"FV_1_1_2_138","FV_1_1_2","Live",1998,2019,48.093890135368,34.6333333333333,43.8415103404762,9.11537424473813,17.7664445869375
"143","FV",1,1,3,2,"FV_1_1_3_2","FV_1_1_3","Live",1998,2019,30.0026727,29.9333333333333,38.2169047619048,9.11537424473813,18.4223624895169
"144","FV",1,1,3,3,"FV_1_1_3_3","FV_1_1_3","Dead",1998,2006,32.62386666,51.3,37.274375,9.11537424473813,18.4223624895169
"145","FV",1,1,3,7,"FV_1_1_3_7","FV_1_1_3","Live",1998,2019,30.0026727,46.4333333333333,38.2169047619048,9.11537424473813,18.4223624895169
"146","FV",1,1,3,8,"FV_1_1_3_8","FV_1_1_3","Live",1998,2019,30.0026727,57.7666666666667,38.2169047619048,9.11537424473813,18.4223624895169
"147","FV",1,1,3,9,"FV_1_1_3_9","FV_1_1_3","Live",1998,2019,30.0026727,60.0333333333333,38.2169047619048,9.11537424473813,18.4223624895169
"148","FV",1,1,3,11,"FV_1_1_3_11","FV_1_1_3","Live",1998,2019,30.0026727,36.4333333333333,38.2169047619048,9.11537424473813,18.4223624895169
"149","FV",1,1,3,12,"FV_1_1_3_12","FV_1_1_3","Live",1998,2019,30.0026727,1.53333333333333,38.2169047619048,9.11537424473813,18.4223624895169
"150","FV",1,1,3,14,"FV_1_1_3_14","FV_1_1_3","Live",1998,2019,30.0026727,2.23333333333333,38.2169047619048,9.11537424473813,18.4223624895169
"151","FV",1,1,3,16,"FV_1_1_3_16","FV_1_1_3","Dead",2006,2019,28.69207572,8.55,38.7969230769231,8.3078564957955,31.6554456001655
"152","FV",1,1,3,17,"FV_1_1_3_17","FV_1_1_3","Live",1998,2019,30.0026727,24.6333333333333,38.2169047619048,9.11537424473813,18.4223624895169
"153","FV",1,1,3,18,"FV_1_1_3_18","FV_1_1_3","Live",1998,2019,30.0026727,23.6666666666667,38.2169047619048,9.11537424473813,18.4223624895169
"154","FV",1,1,3,19,"FV_1_1_3_19","FV_1_1_3","Live",1998,2019,30.0026727,1.06666666666667,38.2169047619048,9.11537424473813,18.4223624895169
"155","FV",1,1,3,20,"FV_1_1_3_20","FV_1_1_3","Live",1998,2019,30.0026727,2.46666666666667,38.2169047619048,9.11537424473813,18.4223624895169
"156","FV",1,1,3,22,"FV_1_1_3_22","FV_1_1_3","Live",1998,2019,30.0026727,4.23333333333333,38.2169047619048,9.11537424473813,18.4223624895169
"157","FV",1,1,3,23,"FV_1_1_3_23","FV_1_1_3","Live",1998,2019,30.0026727,3.6,38.2169047619048,9.11537424473813,18.4223624895169
"158","FV",1,1,3,24,"FV_1_1_3_24","FV_1_1_3","Live",1998,2019,30.0026727,2.16666666666667,38.2169047619048,9.11537424473813,18.4223624895169
"159","FV",1,1,3,26,"FV_1_1_3_26","FV_1_1_3","Live",1998,2019,30.0026727,5.56666666666667,38.2169047619048,9.11537424473813,18.4223624895169
"160","FV",1,1,3,27,"FV_1_1_3_27","FV_1_1_3","Live",1998,2019,30.0026727,38.3666666666667,38.2169047619048,9.11537424473813,18.4223624895169
"161","FV",1,1,3,28,"FV_1_1_3_28","FV_1_1_3","Live",1998,2019,30.0026727,16.8,38.2169047619048,9.11537424473813,18.4223624895169
"162","FV",1,1,3,31,"FV_1_1_3_31","FV_1_1_3","Live",2011,2019,29.161175505,0.8,39.179375,8.24210241884682,50.5786060952468
"163","FV",1,1,4,2,"FV_1_1_4_2","FV_1_1_4","Live",1998,2019,34.707487045,14.8333333333333,40.1744436466667,9.11537424473813,18.2796660060775
"164","FV",1,1,4,3,"FV_1_1_4_3","FV_1_1_4","Live",1998,2019,34.707487045,8.8,40.1744436466667,9.11537424473813,18.2796660060775
"165","FV",1,1,4,9,"FV_1_1_4_9","FV_1_1_4","Live",1998,2019,34.707487045,28.5,40.1744436466667,9.11537424473813,18.2796660060775
"166","FV",1,1,4,11,"FV_1_1_4_11","FV_1_1_4","Live",1998,2019,34.707487045,11.4666666666667,40.1744436466667,9.11537424473813,18.2796660060775
"167","FV",1,1,4,12,"FV_1_1_4_12","FV_1_1_4","Live",1998,2019,34.707487045,9.6,40.1744436466667,9.11537424473813,18.2796660060775
"168","FV",1,1,4,15,"FV_1_1_4_15","FV_1_1_4","Live",1998,2011,34.67611686,5.05,39.1352918438462,9.11537424473813,18.2796660060775
"169","FV",1,1,4,16,"FV_1_1_4_16","FV_1_1_4","Live",1998,2011,34.67611686,6.9,39.1352918438462,9.11537424473813,18.2796660060775
"170","FV",1,1,4,17,"FV_1_1_4_17","FV_1_1_4","Live",1998,2019,34.707487045,8.03333333333333,40.1744436466667,9.11537424473813,18.2796660060775
