"","Nest_ID","Fate_cat","Visit_date","Year_located","Project_ID","Transect_ID2","Julian_start","Julian_end","interval","Stage","Trt_cat","Nest_Ht","cosOrientation","Init_day","Tree_sp","Trees_2550","Trees_50","pPIPO","a1000_areacv2","a1000_contag","a1000_np1","a1000_Ha","a1000_RxBu","maxTmax_C","meanTmax_C","maxPpt_mm","meanPpt_mm","prevStage","Age"
"11","EMPAID_NCU10A_2015","success","2015-05-29",2015,"EMPAID","EMPAID_CU",139,149,1,"I","H",4.5,-0.882947592858927,136,"PIPO",25,15,0.444444444444444,279.9419861,11.2514,44,40.7743988,0.194162,22.4260005950928,18.5237272435969,4.38899993896484,1.63027274608612,"L",13
"12","EMPAID_NSG10A_2015","failure","2015-05-29",2015,"EMPAID","312",139,149,4,"N","HB",1.9,0.241921895599668,134,"PIPO",33.3333333333333,12.5,0.666666666666667,259.7009888,31.5953007,31,39.2490005,75.9716034,21.6650009155273,17.9540908986872,4.3899998664856,1.68509091030468,"I",15
"13","EMPAID_NCW-D10A_2017","success","2017-05-30",2017,"EMPAID","EMPAID_CW-D",142,150,2,"N","HB",2.1,0.743144825477394,131,"PIPO",50,2.5,0.285714285714286,239.3390045,24.2194996,90,26.9286995,19.3017006,28.0160007476807,22.8384444978502,2.07399988174438,0.286888874239392,"I",19
"14","EMPAID_NSG10A_2016","failure","2016-05-29",2016,"EMPAID","313",143,150,2,"I","HB",1.9,-0.17364817766693,142,"PIPO",25,10,0.714285714285714,272.9609985,29.1126003,34,40.2463989,79.3615036,17.1119995117188,13.5283747911453,12.7220001220703,1.75537501275539,"L",8
"15","EMFWOR_NCAMC5-01A_2017","failure","2017-05-31",2017,"EMFWOR","EMFWOR_CAMC5",146,151,1,"N","U",2.4,-0.951056516295154,132,"POTR5",33.3333333333333,12.5,0.4,266.1570129,28.5111008,13,0,0,23.367000579834,20.1135002772013,0,0,"I",19
"16","EMPAID_NCW-A01A_2015","failure","2015-05-31",2015,"EMPAID","EMPAID_CW-A",148,151,1,"I","U",2.2,0.857167300702112,143,"PIPO",108.333333333333,17.5,0.666666666666667,226.5579987,16.8306999,18,10.9123001,0,23.5779991149902,20.7209997177124,0.791999995708466,0.386500000953674,"I",8
"17","EMPAID_NCW-A03A_2016","success","2016-05-30",2016,"EMPAID","EMPAID_CW-A",147,151,2,"I","H",1.2,0.927183854566787,144,"PIPO",16.6666666666667,10,0.857142857142857,300.3580017,12.9594002,40,43.6492004,4.2397399,22.3409996032715,19.0765998840332,0,0,"L",7
"18","EMPAID_NCW-D04A_2015","success","2015-05-31",2015,"EMPAID","EMPAID_CW-D",142,151,1,"N","U",4,0.994521895368273,133,"PIPO",41.6666666666667,25,0.9375,336.151001,12.2349005,54,24.4353008,0,25.4829998016357,21.8931999206543,4.47700023651123,1.14760000631213,"I",18
"19","EMPAID_NSF02A_2015","success","2015-05-31",2015,"EMPAID","EMPAID_SF",148,151,1,"I","H",1.3,0.848048096156426,139,"PIPO",25,17.5,1,555.651001,7.5188899,24,29.3633995,0,25.4829998016357,22.6032495498657,0.460999995470047,0.148499999195337,"I",12
"20","EMPAID_NSF02A_2016","success","2016-05-30",2016,"EMPAID","EMPAID_SF",146,151,1,"I","H",2.2,-0.777145961456971,139,"PIPO",8.33333333333333,52.5,0.909090909090909,141.1750031,32.2280006,100,30.6541996,4.4561901,22.6399993896484,19.2784996032715,0.950999975204468,0.158499995867411,"I",12
"21","EMPAID_NSF07A_2015","success","2015-05-31",2015,"EMPAID","EMPAID_SF",148,151,1,"I","H",3,0.139173100960065,139,"PIPO",8.33333333333333,10,1,468.0100098,15.7231998,67,41.2144012,0,25.0349998474121,22.1814999580383,0.754999995231628,0.356000006198883,"I",12
"22","EMPAID_NSF07A_2016","success","2016-05-30",2016,"EMPAID","EMPAID_SF",146,151,2,"I","H",5.5,-0.997564050259824,142,"PIPO",16.6666666666667,20,0.8,455.9129944,16.0212994,65,59.4309006,6.3118701,22.3409996032715,18.9088331858317,0.804000020027161,0.13400000333786,"L",9
"23","EMFWOR_NCAMC4-10B_2018","success","2018-06-01",2018,"EMFWOR","EMFWOR_CAMC4",149,152,3,"I","U",2.5,0.17364817766693,142,"POTR5",8.33333333333333,0,0,310.7160034,19.4978008,20,0,0,21.9330005645752,17.3085000514984,0.600000023841858,0.150000005960464,"I",10
"24","EMFWOR_NCAMC5-01A_2018","success","2018-06-01",2018,"EMFWOR","EMFWOR_CAMC5",149,152,3,"I","U",7.3,-0.453990499739547,140,"POTR5",25,2.5,0.2,266.1570129,28.5111008,13,0,0,21.2409992218018,16.6089997291565,0.60699999332428,0.15174999833107,"I",12
"25","EMFWOR_NCAMC8-07A_2018","success","2018-06-01",2018,"EMFWOR","EMFWOR_CAMC8",149,152,1,"I","U",1.8,0.788010753606722,143,"POTR5",25,2.5,0.666666666666667,207.4019928,21.7194004,25,0,0,21.2409992218018,16.6089997291565,0.60699999332428,0.15174999833107,"I",9
"26","EMPAID_N2WS05A_2017","failure","2017-06-01",2017,"EMPAID","EMPAID_2WS",145,152,2,"N","B",1.5,-0.731353701619171,132,"PIPO",33.3333333333333,15,1,268.2980042,6.69523,45,19.2432003,65.1016998,27.8579998016357,21.8890000581741,2.94300007820129,0.526000007987022,"I",20
"27","EMPAID_NB-U01A_2015","success","2015-06-01",2015,"EMPAID","EMPAID_B-U",142,152,2,"I","U",1.4,0.961261695938319,139,"PIPO",83.3333333333333,12.5,0.8,234.7059937,14.5546999,27,0,0,26.1070003509521,20.8654545870694,4.85200023651123,1.12927274761552,"I",13
"28","EMPAID_NBWC01A_2018","failure","2018-06-01",2018,"EMPAID","226",149,152,2,"I","H",4.4,0.190808995376545,149,"PIPO",16.6666666666667,2.5,0.75,442.9190063,8.4253597,72,1.2907,0,22.2689990997314,17.5542497634888,11.4849996566772,4.64424991607666,"L",3
"29","EMMAOR_NCUBT2-10A_2021","failure","2021-06-02",2021,"EMMAOR","EMMAOR_CUBT2",145,153,2,"I","HB",2.55,-0.939692620785908,NA,"PIPO",16.6666666666667,7.5,1,269.1730042,24.0918007,47,38.3983994,62.2210999,28.3372993469238,19.4238775041368,5.3867998123169,1.03537773889386,"L",NA
"30","EMPAID_NB-T10A_2014","success","2014-06-02",2014,"EMPAID","EMPAID_B-T",152,153,1,"L","H",3,-0.374606593415912,152,"PIPO",66.6666666666667,2.5,1,139.8930054,6.7675099,61,9.1815796,4.78722,23.0240001678467,22.0025005340576,0,0,"L",1
"31","EMPAID_NBWC01A_2014","success","2014-06-02",2014,"EMPAID","222",152,153,4,"I","U",2.3,-0.848048096156426,149,"PIPO",0,5,0.25,393.9559937,7.9387298,77,0,0,21.117000579834,20.204999923706,0,0,"L",4
"32","EMFWOR_NCAMC5-01A_2017","failure","2017-06-03",2017,"EMFWOR","EMFWOR_CAMC5",151,154,2,"N","U",2.4,-0.951056516295154,132,"POTR5",33.3333333333333,12.5,0.4,266.1570129,28.5111008,13,0,0,22.9360008239746,18.739000082016,6.41300010681152,1.60325002670288,"N",22
"33","EMFWOR_NCAMC8-07A_2017","success","2017-06-03",2017,"EMFWOR","EMFWOR_CAMC8",151,154,1,"I","U",1.8,0.788010753606722,142,"POTR5",25,2.5,0.666666666666667,207.4019928,21.7194004,25,0,0,22.9360008239746,18.739000082016,6.41300010681152,1.60325002670288,"I",12
"34","EMPAID_NBWC01A_2014","success","2014-06-03",2014,"EMPAID","222",153,154,5,"I","U",2.3,-0.848048096156426,149,"PIPO",0,5,0.25,393.9559937,7.9387298,77,0,0,24.7600002288818,22.9385004043579,0,0,"I",5
"35","EMPAID_NCU10A_2015","success","2015-06-03",2015,"EMPAID","EMPAID_CU",149,154,2,"N","H",4.5,-0.882947592858927,136,"PIPO",25,15,0.444444444444444,279.9419861,11.2514,44,40.7743988,0.194162,26.0100002288818,21.7831664085388,9.05799961090088,3.04699996113777,"I",18
"36","EMPAID_NCW-A01A_2015","failure","2015-06-03",2015,"EMPAID","EMPAID_CW-A",151,154,2,"I","U",2.2,0.857167300702112,143,"PIPO",108.333333333333,17.5,0.666666666666667,226.5579987,16.8306999,18,10.9123001,0,26.3010005950928,21.3292498588562,4.35799980163574,1.99824993312359,"I",11
"37","EMPAID_NCW-D04A_2015","success","2015-06-03",2015,"EMPAID","EMPAID_CW-D",151,154,2,"N","U",4,0.994521895368273,133,"PIPO",41.6666666666667,25,0.9375,336.151001,12.2349005,54,24.4353008,0,28.242000579834,23.3990001678467,5.32800006866455,2.3745000436902,"N",21
"38","EMPAID_NLC-R10A_2012","success","2012-06-02",2012,"EMPAID","EMPAID_LC-R",150,154,3,"I","B",1.6,0.642787609686539,147,"PIPO",0,7.5,1,136.8910065,31.3173008,11,0,3.1066,26.9109992980957,21.3513999938965,0.127700001001358,0.0255400002002716,"L",7
"39","EMPAID_NSF02A_2015","success","2015-06-03",2015,"EMPAID","EMPAID_SF",151,154,2,"I","H",1.3,0.848048096156426,139,"PIPO",25,17.5,1,555.651001,7.5188899,24,29.3633995,0,28.242000579834,23.3990001678467,5.32800006866455,2.3745000436902,"I",15
"40","EMPAID_NSF07A_2015","success","2015-06-03",2015,"EMPAID","EMPAID_SF",151,154,2,"I","H",3,0.139173100960065,139,"PIPO",8.33333333333333,10,1,468.0100098,15.7231998,67,41.2144012,0,27.8509998321533,22.9682502746582,5.91300010681152,2.62250003218651,"I",15
"41","EMPAID_NSG10A_2015","failure","2015-06-03",2015,"EMPAID","312",149,154,5,"N","HB",1.9,0.241921895599668,134,"PIPO",33.3333333333333,12.5,0.666666666666667,259.7009888,31.5953007,31,39.2490005,75.9716034,25.4050006866455,21.1863334973653,8.79899978637695,2.97233332693577,"N",20
"42","EMFWOR_NCAMC3-08A_2018","success","2018-06-04",2018,"EMFWOR","EMFWOR_CAMC3",151,155,1,"I","U",3.1,0.629320391049838,140,"POTR5",75,0,0,269.1860046,33.5130997,8,0,0,25.1849994659424,19.0784000396729,0.572000026702881,0.114400005340576,"I",15
"43","EMFWOR_NCAMC4-10B_2018","success","2018-06-04",2018,"EMFWOR","EMFWOR_CAMC4",152,155,4,"I","U",2.5,0.17364817766693,142,"POTR5",8.33333333333333,0,0,310.7160034,19.4978008,20,0,0,24.2819995880127,18.2314999103546,0.600000023841858,0.150000005960464,"I",13
"44","EMFWOR_NCAMC5-01A_2018","success","2018-06-04",2018,"EMFWOR","EMFWOR_CAMC5",152,155,4,"I","U",7.3,-0.453990499739547,140,"POTR5",25,2.5,0.2,266.1570129,28.5111008,13,0,0,23.6180000305176,17.5970001220703,0.60699999332428,0.15174999833107,"I",15
"45","EMFWOR_NCAMC8-07A_2018","success","2018-06-04",2018,"EMFWOR","EMFWOR_CAMC8",152,155,2,"I","U",1.8,0.788010753606722,143,"POTR5",25,2.5,0.666666666666667,207.4019928,21.7194004,25,0,0,23.6180000305176,17.5970001220703,0.60699999332428,0.15174999833107,"I",12
"46","EMMAOR_NWOLFC1-07A_2015","success","2015-06-04",2015,"EMMAOR","EMMAOR_WOLFC1",154,155,1,"I","U",3.1,0.4226182617407,145,"JUOC",0,5,0,377.0339966,16.7716999,61,0,0,15.0419998168945,14.8315000534058,2.96000003814697,1.74400001764297,"I",10
"47","EMMAOR_NWOLFTB1-06A_2015","failure","2015-06-04",2015,"EMMAOR","EMMAOR_WOLFTB1",152,155,2,"L","H",1.75,-0.933580426497202,152,"PSME",16.6666666666667,12.5,0.571428571428571,376.9769897,30.9796009,32,8.7415705,0,22.5839996337891,18.2374999523163,2.90700006484985,1.20050001144409,"L",3
"48","EMPAID_NB-T10A_2018","success","2018-06-04",2018,"EMPAID","EMPAID_B-T",149,155,3,"I","H",2.5,-0.559192903470747,149,"PIPO",83.3333333333333,10,1,135.9060059,5.73808,61,9.76826,32.6766014,27.0550003051758,20.2772859845843,10.8819999694824,2.67814286266054,"L",6
"49","EMPAID_NB-U01A_2015","success","2015-06-04",2015,"EMPAID","EMPAID_B-U",152,155,3,"N","U",1.4,0.961261695938319,139,"PIPO",83.3333333333333,12.5,0.8,234.7059937,14.5546999,27,0,0,26.1070003509521,20.258499622345,8.18000030517578,4.12950007617474,"I",16
"50","EMPAID_NB-U02A_2013","failure","2013-06-04",2013,"EMPAID","EMPAID_B-U",150,155,1,"I","U",16.9,0.642787609686539,147,"PIPO",33.3333333333333,12.5,0.9,340.5830078,18.2495995,30,0,0,21.4360008239746,16.8523333867391,8.90900039672852,1.62650007009506,"L",8
"51","EMPAID_NBWC01A_2015","failure","2015-06-04",2015,"EMPAID","223",152,155,1,"I","U",2.1,-0.913545457642601,150,"PIPO",41.6666666666667,2.5,0.857142857142857,485.4320068,8.3555098,72,0,0,24.8740005493164,18.9869999885559,9.17800045013428,4.55099999904633,"L",5
"52","EMPAID_NBWC01A_2018","failure","2018-06-04",2018,"EMPAID","226",152,155,3,"I","H",4.4,0.190808995376545,149,"PIPO",16.6666666666667,2.5,0.75,442.9190063,8.4253597,72,1.2907,0,25.1060009002686,17.587500333786,11.4849996566772,3.06574991345406,"I",6
"53","EMPAID_NCU07A_2013","success","2013-06-04",2013,"EMPAID","EMPAID_CU",148,155,3,"I","H",2.8,0.866025403784439,148,"PSME",8.33333333333333,30,0.692307692307692,410.1860046,10.8526001,56,18.7737999,0,19.8850002288818,14.3142498731613,10.0179996490479,3.10199993103743,"L",7
"54","EMPAID_NCU10A_2013","success","2013-06-04",2013,"EMPAID","EMPAID_CU",148,155,3,"I","H",1.8,-0.5,142,"PIPO",16.6666666666667,27.5,0.846153846153846,367.321991,8.3812399,64,35.2303009,0,21.4529991149902,15.7928751707077,9.83199977874756,2.8891249448061,"I",13
"55","EMPAID_NCU10A_2014","success","2014-06-04",2014,"EMPAID","EMPAID_CU",151,155,2,"I","H",4.4,0.207911690817759,146,"PIPO",8.33333333333333,15,0.571428571428571,269.0350037,11.6083002,46,39.8944016,0,26.2390003204346,22.4545997619629,0,0,"I",9
"56","EMFWOR_NLILT3-10A_2018","success","2018-06-05",2018,"EMFWOR","EMFWOR_LILT3",150,156,1,"I","H",1.5,-0.390731128489274,150,"PIPO",41.6666666666667,20,0.615384615384615,412.6940002,8.6038799,40,66.6471024,0,23.4060001373291,18.4022857121059,1.39600002765656,0.308857145054,"L",6
"57","EMPAID_N1WS07A_2013","failure","2013-06-05",2013,"EMPAID","EMPAID_1WS",151,156,1,"I","U",4.6,0.469471562785891,146,"PIPO",8.33333333333333,7.5,0.8,172.5559998,13.3768997,48,3.9307699,9.7590504,23.5839996337891,19.5185001691182,0.958000004291534,0.159666667381922,"I",10
"58","EMPAID_N1WS09A_2018","success","2018-06-05",2018,"EMPAID","EMPAID_1WS",150,156,2,"I","HB",2.5,0.374606593415912,149,"PIPO",16.6666666666667,15,0.625,466.8859863,10.3269997,60,27.8087006,54.6741982,28.0209999084473,21.7340000697545,12.951000213623,3.29257146162646,"L",7
"59","EMPAID_NB-T10A_2014","success","2014-06-05",2014,"EMPAID","EMPAID_B-T",153,156,2,"I","H",3,-0.374606593415912,152,"PIPO",66.6666666666667,2.5,1,139.8930054,6.7675099,61,9.1815796,4.78722,26.7789993286133,24.6222500801086,0,0,"L",4
"60","EMPAID_NB-U01A_2014","success","2014-06-05",2014,"EMPAID","EMPAID_B-U",150,156,2,"I","U",2,-0.819152044288992,150,"PIPO",100,17.5,0.947368421052632,188.4600067,14.5770998,40,0,0,26.2670001983643,22.1728570120675,0,0,"L",6
"61","EMPAID_NCW-A01A_2018","failure","2018-06-05",2018,"EMPAID","EMPAID_CW-A",152,156,1,"I","H",1.8,-0.809016994374947,150,"PIPO",25,0,1,420.8420105,14.3107996,60,49.8092995,45.0965996,27.9400005340576,21.6286001205444,10.9989995956421,2.35319992303848,"L",6
"62","EMPAID_NDL03A_2014","failure","2014-06-05",2014,"EMPAID","EMPAID_DL",150,156,2,"I","U",3.2,0.743144825477394,148,"PIPO",0,5,0.4,163.3730011,49.6929016,15,0,0,25.0750007629395,21.1351430075509,0.00100000004749745,0.000142857149642493,"L",8
"63","EMPAID_NEFW01A_2018","success","2018-06-05",2018,"EMPAID","286",150,156,2,"I","H",3.2,0.484809620246337,147,"PIPO",16.6666666666667,22.5,0.272727272727273,316.1650085,7.70858,55,7.9202099,0,28.0590000152588,22.2144283567156,11.1870002746582,2.92857148817607,"L",9
"64","EMPAID_NSF08A_2017","failure","2017-06-05",2017,"EMPAID","EMPAID_SF",150,156,3,"I","H",2.8,0.939692620785908,146,"PSME",25,22.5,0.833333333333333,169.8470001,33.2288017,96,33.176899,3.12251,29.3159999847412,25.9355713980538,6.84999990463257,1.8798571228981,"I",10
"65","EMPAID_NSF09A_2014","failure","2014-06-05",2014,"EMPAID","EMPAID_SF",154,156,3,"I","U",0.7,-0.342020143325669,154,"PIPO",0,10,0.5,300.8259888,11.4209995,36,17.0431004,0,26.992000579834,25.6983337402344,0.583000004291534,0.194333334763845,"L",2
"66","EMPAID_NWRF-M06A_2015","success","2015-06-05",2015,"EMPAID","EMPAID_WRF-M",153,156,2,"I","H",3,-0.939692620785908,148,"PIPO",8.33333333333333,42.5,0.5,399.4190063,11.8261995,60,20.6805992,0,24.8250007629395,21.5894999504089,7.59299993515015,3.78324998915195,"I",8
"67","EMFWOR_NCAMC3-08A_2020","success","2020-06-05",2020,"EMFWOR","EMFWOR_CAMC3",153,157,1,"I","U",4.8,-0.207911690817759,146,"POTR5",33.3333333333333,5,0.142857142857143,269.4970093,33.4715004,6,0,0,24.5830001831055,21.243200302124,0.757000029087067,0.151400005817413,"I",11
"68","EMFWOR_NCAMC4-07A_2019","success","2019-06-06",2019,"EMFWOR","EMFWOR_CAMC4",155,157,1,"I","U",3.9,-0.970295726275996,146,"POTR5",66.6666666666667,20,0.823529411764706,245.7920074,15.8908997,23,0,0,22.5839996337891,22.1643333435059,0,0,"I",11
"69","EMFWOR_NCAMC8-07A_2017","success","2017-06-06",2017,"EMFWOR","EMFWOR_CAMC8",154,157,2,"I","U",1.8,0.788010753606722,142,"POTR5",25,2.5,0.666666666666667,207.4019928,21.7194004,25,0,0,21.5849990844727,20.4094996452332,0,0,"I",15
"70","EMFWOR_NCAMC8-07A_2019","failure","2019-06-06",2019,"EMFWOR","EMFWOR_CAMC8",155,157,1,"I","U",1.8,0.788010753606722,NA,"POTR5",25,2.5,0.666666666666667,207.4019928,21.7194004,25,0,0,22.5839996337891,22.1643333435059,0,0,"I",NA
"71","EMMAOR_NDUGC1-06A_2017","failure","2017-06-06",2017,"EMMAOR","94",145,157,3,"N","U",2.75,0.309016994374947,139,"JUOC",83.3333333333333,30,0.826086956521739,313.9710083,16.4123001,76,7.9202099,9.0810699,26.9769992828369,20.594077036931,3.04099988937378,0.451384603977203,"I",18
"72","EMMAOR_NELKT2-06A_2017","success","2017-06-06",2017,"EMMAOR","EMMAOR_ELKT2",151,157,1,"N","U",2,-0.848048096156426,137,"PIPO",83.3333333333333,0,1,187.576004,16.7395,13,0,0,26.3159999847412,21.1374288286482,2.88599991798401,0.637285700866154,"I",20
"73","EMMAOR_NFLAGC1-06A_2017","success","2017-06-06",2017,"EMMAOR","EMMAOR_FLAGC1",156,157,1,"I","U",4.2,0.939692620785908,145,"JUOC",58.3333333333333,20,0.4,374.7479858,43.5993004,30,0,0,20.2670001983643,18.4045000076294,0.694000005722046,0.347000002861023,"I",12
"74","EMMAOR_NRATT2-10A_2019","failure","2019-06-06",2019,"EMMAOR","EMMAOR_RATT2",151,157,1,"I","U",1.9,-0.707106781186547,150,"PIPO",75,5,0.545454545454545,365.6199951,20.0345993,62,0,0,24.4500007629395,21.33571434021,3.81200003623962,0.544571433748518,"L",7
"75","EMPAID_NBWC01A_2013","failure","2013-06-06",2013,"EMPAID","221",155,157,4,"I","U",1.8,0.939692620785908,153,"PIPO",0,2.5,0.25,474.3469849,9.1122398,74,0.440012,0,24.3159999847412,21.4479999542236,0,0,"L",4
"76","EMPAID_NCW-D10A_2013","failure","2013-06-06",2013,"EMPAID","EMPAID_CW-D",150,157,2,"I","U",3.6,0.866025403784438,146,"PIPO",25,10,0.714285714285714,263.1740112,11.6911001,63,0,0,27.1019992828369,20.1441248655319,7.84700012207031,0.995250015519559,"I",11
"77","EMFWOR_NCAMC2-10A_2018","success","2018-06-07",2018,"EMFWOR","EMFWOR_CAMC2",156,158,1,"I","U",3.9,0.139173100960065,143,"PIPO",91.6666666666667,7.5,0.733333333333333,447.7210083,14.8600998,60,0,0,21.9360008239746,20.3716672261556,0,0,"I",15
"78","EMFWOR_NCAMC3-08A_2018","success","2018-06-07",2018,"EMFWOR","EMFWOR_CAMC3",155,158,2,"N","U",3.1,0.629320391049838,140,"POTR5",75,0,0,269.1860046,33.5130997,8,0,0,25.1849994659424,22.2092499732971,0,0,"I",18
"79","EMFWOR_NCAMC4-10B_2018","success","2018-06-07",2018,"EMFWOR","EMFWOR_CAMC4",155,158,5,"I","U",2.5,0.17364817766693,142,"POTR5",8.33333333333333,0,0,310.7160034,19.4978008,20,0,0,24.2819995880127,21.3492503166199,0,0,"I",16
"80","EMFWOR_NCAMC5-01A_2018","success","2018-06-07",2018,"EMFWOR","EMFWOR_CAMC5",155,158,5,"N","U",7.3,-0.453990499739547,140,"POTR5",25,2.5,0.2,266.1570129,28.5111008,13,0,0,23.6180000305176,20.6932501792908,0,0,"I",18
"81","EMFWOR_NCAMC8-07A_2018","success","2018-06-07",2018,"EMFWOR","EMFWOR_CAMC8",155,158,3,"I","U",1.8,0.788010753606722,143,"POTR5",25,2.5,0.666666666666667,207.4019928,21.7194004,25,0,0,23.6180000305176,20.6932501792908,0,0,"I",15
"82","EMFWOR_NSWRC3-04A_2018","success","2018-06-07",2018,"EMFWOR","63",155,158,1,"I","U",2.3,-0.99026806874157,142,"POTR5",150,25,0.321428571428571,373.0539856,14.29,30,0,0,24.4330005645752,21.2972502708435,0.669000029563904,0.167250007390976,"I",16
"83","EMMAOR_NDUGC1-01A_2016","success","2016-06-06",2016,"EMMAOR","EMMAOR_DUGC1",154,158,1,"I","U",2.7,-0.20791169081776,143,"JUOC",41.6666666666667,10,0.1,503.1539917,48.7545013,32,0,0.009549,30.2560005187988,26.7751998901367,0,0,"I",15
"84","EMPAID_N2WS05A_2017","failure","2017-06-07",2017,"EMPAID","EMPAID_2WS",152,158,3,"N","B",1.5,-0.731353701619171,132,"PIPO",33.3333333333333,15,1,268.2980042,6.69523,45,19.2432003,65.1016998,26.4360008239746,22.8062861306327,8.82699966430664,2.64342850020954,"N",26
"85","EMPAID_NB-T10A_2018","success","2018-06-07",2018,"EMPAID","EMPAID_B-T",155,158,4,"I","H",2.5,-0.559192903470747,149,"PIPO",83.3333333333333,10,1,135.9060059,5.73808,61,9.76826,32.6766014,27.0550003051758,23.7607498168945,0.698000013828278,0.174500003457069,"I",9
"86","EMPAID_NBWC01A_2018","failure","2018-06-07",2018,"EMPAID","226",155,158,4,"I","H",4.4,0.190808995376545,149,"PIPO",16.6666666666667,2.5,0.75,442.9190063,8.4253597,72,1.2907,0,25.1060009002686,22.0165004730225,0.777999997138977,0.194499999284744,"I",9
"87","EMPAID_NCU07A_2013","success","2013-06-07",2013,"EMPAID","EMPAID_CU",155,158,4,"I","H",2.8,0.866025403784439,148,"PSME",8.33333333333333,30,0.692307692307692,410.1860046,10.8526001,56,18.7737999,0,26.2229995727539,22.4117498397827,0,0,"I",10
"88","EMPAID_NCW-A03A_2012","success","2012-06-06",2012,"EMPAID","EMPAID_CW-A",151,158,2,"I","U",3,-0.484809620246337,148,"PIPO",16.6666666666667,10,0.857142857142857,300.3580017,12.9594002,40,0.99736,0,27.6989994049072,22.0785001516342,4.99599981307983,1.31849997118115,"I",10
"89","EMPAID_NCW-D10A_2013","failure","2013-06-07",2013,"EMPAID","EMPAID_CW-D",157,158,3,"I","U",3.6,0.866025403784438,146,"PIPO",25,10,0.714285714285714,263.1740112,11.6911001,63,0,0,29.5559997558594,28.3289995193481,0,0,"I",12
"90","EMPAID_NCW-D10A_2017","success","2017-06-07",2017,"EMPAID","EMPAID_CW-D",150,158,3,"N","HB",2.1,0.743144825477394,131,"PIPO",50,2.5,0.285714285714286,239.3390045,24.2194996,90,26.9286995,19.3017006,29.3159999847412,25.473888821072,6.84999990463257,1.51011109683249,"N",27
