"","Nest_ID","Visit_date","No_eggs","No_young","Stage","Year_located","Project_ID","Transect_ID","Transect_ID2","Trt_cat","Fate","UTM_datum_zone","UTM_N","UTM_E","Nest_Ht","Tree_sp","Orientation","cosOrientation","Initiation_date","Init_day","NoFL_uncert","NoFL_cert","Trees_2550","Trees_50","pPIPO","Fate_cat","Peeped","Duration","Julian_end","Julian_start","a1000_areamn2","a1000_areaam2","a1000_areacv2","a1000_contag","a1000_pland2","a1000_pland1","a1000_lpi","a1000_lpi1","a1000_lpi2","a1000_np","a1000_np1","a1000_np2","a1000_proxmn2","a1000_Ha","a1000_RxBu","a1000_WFBu","a1000_PBu"
"11","EMFWOR_NCAMC1-01A_2017","2017-06-29",0,2,"N",2017,"EMFWOR","EMFWOR_CAMC1","EMFWOR_CAMC1","U",1,"NAD83 10N",4674165.093,736049.868,4.5,"PIPO",140,-0.766044443118978,2017-05-23,143,2,NA,50,15,0.769230769230769,"success",1,33,"180","178",5.1670599,57.4421005,318.071991,21.2150993,28.6301003,49.4866982,41.5663986,41.5663986,22.9685993,38,21,17,90.2464981,0,0,0,0
"12","EMFWOR_NCAMC1-01A_2017","2017-07-07",0,0,"F",2017,"EMFWOR","EMFWOR_CAMC1","EMFWOR_CAMC1","U",1,"NAD83 10N",4674165.093,736049.868,4.5,"PIPO",140,-0.766044443118978,2017-05-23,143,2,NA,50,15,0.769230769230769,"success",1,6,"188","180",5.1670599,57.4421005,318.071991,21.2150993,28.6301003,49.4866982,41.5663986,41.5663986,22.9685993,38,21,17,90.2464981,0,0,0,0
"13","EMFWOR_NCAMC1-02A_2018","2018-06-27",999,999,"N",2018,"EMFWOR","EMFWOR_CAMC1","EMFWOR_CAMC1","U",1,"NAD83 10N",4674500.782,735854.022,5.2,"PIPO",300,0.5,2018-05-28,148,2,1,191.666666666667,17.5,0.5,"success",0,60,"178",NA,8.9935703,114.0319977,341.7489929,19.5303001,41.0383987,41.3903999,39.0437012,30.1555004,39.0437012,44,30,14,185.2279968,0,0,0,0
"14","EMFWOR_NCAMC1-02A_2018","2018-06-28",3,2,"N",2018,"EMFWOR","EMFWOR_CAMC1","EMFWOR_CAMC1","U",1,"NAD83 10N",4674500.782,735854.022,5.2,"PIPO",300,0.5,2018-05-28,148,2,1,191.666666666667,17.5,0.5,"success",1,4,"179","178",8.9935703,114.0319977,341.7489929,19.5303001,41.0383987,41.3903999,39.0437012,30.1555004,39.0437012,44,30,14,185.2279968,0,0,0,0
"15","EMFWOR_NCAMC1-02A_2018","2018-07-02",1,2,"N",2018,"EMFWOR","EMFWOR_CAMC1","EMFWOR_CAMC1","U",1,"NAD83 10N",4674500.782,735854.022,5.2,"PIPO",300,0.5,2018-05-28,148,2,1,191.666666666667,17.5,0.5,"success",1,7,"183","179",8.9935703,114.0319977,341.7489929,19.5303001,41.0383987,41.3903999,39.0437012,30.1555004,39.0437012,44,30,14,185.2279968,0,0,0,0
"16","EMFWOR_NCAMC1-02A_2018","2018-07-05",0,2,"N",2018,"EMFWOR","EMFWOR_CAMC1","EMFWOR_CAMC1","U",1,"NAD83 10N",4674500.782,735854.022,5.2,"PIPO",300,0.5,2018-05-28,148,2,1,191.666666666667,17.5,0.5,"success",1,11,"186","183",8.9935703,114.0319977,341.7489929,19.5303001,41.0383987,41.3903999,39.0437012,30.1555004,39.0437012,44,30,14,185.2279968,0,0,0,0
"17","EMFWOR_NCAMC1-02A_2018","2018-07-09",999,999,"N",2018,"EMFWOR","EMFWOR_CAMC1","EMFWOR_CAMC1","U",1,"NAD83 10N",4674500.782,735854.022,5.2,"PIPO",300,0.5,2018-05-28,148,2,1,191.666666666667,17.5,0.5,"success",0,25,"190","186",8.9935703,114.0319977,341.7489929,19.5303001,41.0383987,41.3903999,39.0437012,30.1555004,39.0437012,44,30,14,185.2279968,0,0,0,0
"18","EMFWOR_NCAMC1-02A_2018","2018-07-10",999,999,"N",2018,"EMFWOR","EMFWOR_CAMC1","EMFWOR_CAMC1","U",1,"NAD83 10N",4674500.782,735854.022,5.2,"PIPO",300,0.5,2018-05-28,148,2,1,191.666666666667,17.5,0.5,"success",0,14,"191","190",8.9935703,114.0319977,341.7489929,19.5303001,41.0383987,41.3903999,39.0437012,30.1555004,39.0437012,44,30,14,185.2279968,0,0,0,0
"19","EMFWOR_NCAMC1-02A_2018","2018-07-11",0,0,"F",2018,"EMFWOR","EMFWOR_CAMC1","EMFWOR_CAMC1","U",1,"NAD83 10N",4674500.782,735854.022,5.2,"PIPO",300,0.5,2018-05-28,148,2,1,191.666666666667,17.5,0.5,"success",1,30,"192","191",8.9935703,114.0319977,341.7489929,19.5303001,41.0383987,41.3903999,39.0437012,30.1555004,39.0437012,44,30,14,185.2279968,0,0,0,0
"20","EMFWOR_NCAMC1-02A_2019","2019-06-13",1,0,"L",2019,"EMFWOR","EMFWOR_CAMC1","EMFWOR_CAMC1","U",9,"NAD83 10N",4674500.782,735854.022,4.6,"PIPO",218,-0.788010753606722,2019-06-12,163,0,0,191.666666666667,17.5,0.5,"failure",1,6,"164",NA,8.9935703,114.0319977,341.7489929,19.5303001,41.0383987,41.3903999,39.0437012,30.1555004,39.0437012,44,30,14,185.2279968,0,0,0,0
"21","EMFWOR_NCAMC1-02A_2019","2019-06-17",6,0,"L",2019,"EMFWOR","EMFWOR_CAMC1","EMFWOR_CAMC1","U",9,"NAD83 10N",4674500.782,735854.022,4.6,"PIPO",218,-0.788010753606722,2019-06-12,163,0,0,191.666666666667,17.5,0.5,"failure",1,18,"168","164",8.9935703,114.0319977,341.7489929,19.5303001,41.0383987,41.3903999,39.0437012,30.1555004,39.0437012,44,30,14,185.2279968,0,0,0,0
"22","EMFWOR_NCAMC1-02A_2019","2019-06-20",999,999,"I",2019,"EMFWOR","EMFWOR_CAMC1","EMFWOR_CAMC1","U",9,"NAD83 10N",4674500.782,735854.022,4.6,"PIPO",218,-0.788010753606722,2019-06-12,163,0,0,191.666666666667,17.5,0.5,"failure",1,19,"171","168",8.9935703,114.0319977,341.7489929,19.5303001,41.0383987,41.3903999,39.0437012,30.1555004,39.0437012,44,30,14,185.2279968,0,0,0,0
"23","EMFWOR_NCAMC1-02A_2019","2019-06-24",6,0,"I",2019,"EMFWOR","EMFWOR_CAMC1","EMFWOR_CAMC1","U",9,"NAD83 10N",4674500.782,735854.022,4.6,"PIPO",218,-0.788010753606722,2019-06-12,163,0,0,191.666666666667,17.5,0.5,"failure",1,5,"175","171",8.9935703,114.0319977,341.7489929,19.5303001,41.0383987,41.3903999,39.0437012,30.1555004,39.0437012,44,30,14,185.2279968,0,0,0,0
"24","EMFWOR_NCAMC1-02A_2019","2019-06-27",4,1,"N",2019,"EMFWOR","EMFWOR_CAMC1","EMFWOR_CAMC1","U",9,"NAD83 10N",4674500.782,735854.022,4.6,"PIPO",218,-0.788010753606722,2019-06-12,163,0,0,191.666666666667,17.5,0.5,"failure",1,5,"178","175",8.9935703,114.0319977,341.7489929,19.5303001,41.0383987,41.3903999,39.0437012,30.1555004,39.0437012,44,30,14,185.2279968,0,0,0,0
"25","EMFWOR_NCAMC1-02A_2019","2019-07-01",2,0,"N",2019,"EMFWOR","EMFWOR_CAMC1","EMFWOR_CAMC1","U",9,"NAD83 10N",4674500.782,735854.022,4.6,"PIPO",218,-0.788010753606722,2019-06-12,163,0,0,191.666666666667,17.5,0.5,"failure",1,25,"182","178",8.9935703,114.0319977,341.7489929,19.5303001,41.0383987,41.3903999,39.0437012,30.1555004,39.0437012,44,30,14,185.2279968,0,0,0,0
"26","EMFWOR_NCAMC2-10A_2018","2018-06-05",4,0,"I",2018,"EMFWOR","EMFWOR_CAMC2","EMFWOR_CAMC2","U",1,"NAD83 10N",4673375.115,734033.352,3.9,"PIPO",82,0.139173100960065,2018-05-23,143,2,NA,91.6666666666667,7.5,0.733333333333333,"success",1,40,"156",NA,7.2821698,153.2559967,447.7210083,14.8600998,54.5908012,32.4141998,52.2146988,15.9870996,52.2146988,83,60,23,339.0390015,0,0,0,0
"27","EMFWOR_NCAMC2-10A_2018","2018-06-07",4,0,"I",2018,"EMFWOR","EMFWOR_CAMC2","EMFWOR_CAMC2","U",1,"NAD83 10N",4673375.115,734033.352,3.9,"PIPO",82,0.139173100960065,2018-05-23,143,2,NA,91.6666666666667,7.5,0.733333333333333,"success",1,35,"158","156",7.2821698,153.2559967,447.7210083,14.8600998,54.5908012,32.4141998,52.2146988,15.9870996,52.2146988,83,60,23,339.0390015,0,0,0,0
"28","EMFWOR_NCAMC2-10A_2018","2018-06-11",1,3,"N",2018,"EMFWOR","EMFWOR_CAMC2","EMFWOR_CAMC2","U",1,"NAD83 10N",4673375.115,734033.352,3.9,"PIPO",82,0.139173100960065,2018-05-23,143,2,NA,91.6666666666667,7.5,0.733333333333333,"success",1,3,"162","158",7.2821698,153.2559967,447.7210083,14.8600998,54.5908012,32.4141998,52.2146988,15.9870996,52.2146988,83,60,23,339.0390015,0,0,0,0
"29","EMFWOR_NCAMC2-10A_2018","2018-06-18",0,2,"N",2018,"EMFWOR","EMFWOR_CAMC2","EMFWOR_CAMC2","U",1,"NAD83 10N",4673375.115,734033.352,3.9,"PIPO",82,0.139173100960065,2018-05-23,143,2,NA,91.6666666666667,7.5,0.733333333333333,"success",1,4,"169","162",7.2821698,153.2559967,447.7210083,14.8600998,54.5908012,32.4141998,52.2146988,15.9870996,52.2146988,83,60,23,339.0390015,0,0,0,0
"30","EMFWOR_NCAMC2-10A_2018","2018-06-25",0,2,"N",2018,"EMFWOR","EMFWOR_CAMC2","EMFWOR_CAMC2","U",1,"NAD83 10N",4673375.115,734033.352,3.9,"PIPO",82,0.139173100960065,2018-05-23,143,2,NA,91.6666666666667,7.5,0.733333333333333,"success",1,3,"176","169",7.2821698,153.2559967,447.7210083,14.8600998,54.5908012,32.4141998,52.2146988,15.9870996,52.2146988,83,60,23,339.0390015,0,0,0,0
"31","EMFWOR_NCAMC2-10A_2018","2018-07-02",0,2,"N",2018,"EMFWOR","EMFWOR_CAMC2","EMFWOR_CAMC2","U",1,"NAD83 10N",4673375.115,734033.352,3.9,"PIPO",82,0.139173100960065,2018-05-23,143,2,NA,91.6666666666667,7.5,0.733333333333333,"success",1,5,"183","176",7.2821698,153.2559967,447.7210083,14.8600998,54.5908012,32.4141998,52.2146988,15.9870996,52.2146988,83,60,23,339.0390015,0,0,0,0
"32","EMFWOR_NCAMC2-10A_2018","2018-07-05",0,0,"F",2018,"EMFWOR","EMFWOR_CAMC2","EMFWOR_CAMC2","U",1,"NAD83 10N",4673375.115,734033.352,3.9,"PIPO",82,0.139173100960065,2018-05-23,143,2,NA,91.6666666666667,7.5,0.733333333333333,"success",1,9,"186","183",7.2821698,153.2559967,447.7210083,14.8600998,54.5908012,32.4141998,52.2146988,15.9870996,52.2146988,83,60,23,339.0390015,0,0,0,0
"33","EMFWOR_NCAMC2-10A_2019","2019-06-10",3,0,"I",2019,"EMFWOR","EMFWOR_CAMC2","EMFWOR_CAMC2","U",9,"NAD83 10N",4673375.115,734033.352,3.9,"PIPO",82,0.139173100960065,2019-06-03,154,0,0,91.6666666666667,7.5,0.733333333333333,"failure",1,3,"161",NA,7.2821698,153.2559967,447.7210083,14.8600998,54.5908012,32.4141998,52.2146988,15.9870996,52.2146988,83,60,23,339.0390015,0,0,0,0
"34","EMFWOR_NCAMC2-10A_2019","2019-06-13",3,0,"I",2019,"EMFWOR","EMFWOR_CAMC2","EMFWOR_CAMC2","U",9,"NAD83 10N",4673375.115,734033.352,3.9,"PIPO",82,0.139173100960065,2019-06-03,154,0,0,91.6666666666667,7.5,0.733333333333333,"failure",1,6,"164","161",7.2821698,153.2559967,447.7210083,14.8600998,54.5908012,32.4141998,52.2146988,15.9870996,52.2146988,83,60,23,339.0390015,0,0,0,0
"35","EMFWOR_NCAMC2-10A_2019","2019-06-17",3,0,"I",2019,"EMFWOR","EMFWOR_CAMC2","EMFWOR_CAMC2","U",9,"NAD83 10N",4673375.115,734033.352,3.9,"PIPO",82,0.139173100960065,2019-06-03,154,0,0,91.6666666666667,7.5,0.733333333333333,"failure",1,16,"168","164",7.2821698,153.2559967,447.7210083,14.8600998,54.5908012,32.4141998,52.2146988,15.9870996,52.2146988,83,60,23,339.0390015,0,0,0,0
"36","EMFWOR_NCAMC2-10A_2019","2019-06-20",1,2,"N",2019,"EMFWOR","EMFWOR_CAMC2","EMFWOR_CAMC2","U",9,"NAD83 10N",4673375.115,734033.352,3.9,"PIPO",82,0.139173100960065,2019-06-03,154,0,0,91.6666666666667,7.5,0.733333333333333,"failure",1,8,"171","168",7.2821698,153.2559967,447.7210083,14.8600998,54.5908012,32.4141998,52.2146988,15.9870996,52.2146988,83,60,23,339.0390015,0,0,0,0
"37","EMFWOR_NCAMC2-10A_2019","2019-06-24",0,2,"N",2019,"EMFWOR","EMFWOR_CAMC2","EMFWOR_CAMC2","U",9,"NAD83 10N",4673375.115,734033.352,3.9,"PIPO",82,0.139173100960065,2019-06-03,154,0,0,91.6666666666667,7.5,0.733333333333333,"failure",1,6,"175","171",7.2821698,153.2559967,447.7210083,14.8600998,54.5908012,32.4141998,52.2146988,15.9870996,52.2146988,83,60,23,339.0390015,0,0,0,0
"38","EMFWOR_NCAMC2-10A_2019","2019-06-27",0,2,"N",2019,"EMFWOR","EMFWOR_CAMC2","EMFWOR_CAMC2","U",9,"NAD83 10N",4673375.115,734033.352,3.9,"PIPO",82,0.139173100960065,2019-06-03,154,0,0,91.6666666666667,7.5,0.733333333333333,"failure",1,5,"178","175",7.2821698,153.2559967,447.7210083,14.8600998,54.5908012,32.4141998,52.2146988,15.9870996,52.2146988,83,60,23,339.0390015,0,0,0,0
"39","EMFWOR_NCAMC2-10A_2019","2019-07-01",0,1,"N",2019,"EMFWOR","EMFWOR_CAMC2","EMFWOR_CAMC2","U",9,"NAD83 10N",4673375.115,734033.352,3.9,"PIPO",82,0.139173100960065,2019-06-03,154,0,0,91.6666666666667,7.5,0.733333333333333,"failure",1,16,"182","178",7.2821698,153.2559967,447.7210083,14.8600998,54.5908012,32.4141998,52.2146988,15.9870996,52.2146988,83,60,23,339.0390015,0,0,0,0
"40","EMFWOR_NCAMC2-10A_2019","2019-07-05",0,0,"N",2019,"EMFWOR","EMFWOR_CAMC2","EMFWOR_CAMC2","U",9,"NAD83 10N",4673375.115,734033.352,3.9,"PIPO",82,0.139173100960065,2019-06-03,154,0,0,91.6666666666667,7.5,0.733333333333333,"failure",1,10,"186","182",7.2821698,153.2559967,447.7210083,14.8600998,54.5908012,32.4141998,52.2146988,15.9870996,52.2146988,83,60,23,339.0390015,0,0,0,0
"41","EMFWOR_NCAMC3-08A_2018","2018-05-31",4,0,"I",2018,"EMFWOR","EMFWOR_CAMC3","EMFWOR_CAMC3","U",1,"NAD83 10N",4672348.876,736788.526,3.1,"POTR5",51,0.629320391049838,2018-05-20,140,4,NA,75,0,0,"success",1,30,"151",NA,2.75211,22.6940994,269.1860046,33.5130997,17.0431004,51.5400009,49.2519989,49.2519989,10.8242998,27,8,19,21.7856007,0,0,0,0
"42","EMFWOR_NCAMC3-08A_2018","2018-06-04",4,0,"I",2018,"EMFWOR","EMFWOR_CAMC3","EMFWOR_CAMC3","U",1,"NAD83 10N",4672348.876,736788.526,3.1,"POTR5",51,0.629320391049838,2018-05-20,140,4,NA,75,0,0,"success",1,8,"155","151",2.75211,22.6940994,269.1860046,33.5130997,17.0431004,51.5400009,49.2519989,49.2519989,10.8242998,27,8,19,21.7856007,0,0,0,0
"43","EMFWOR_NCAMC3-08A_2018","2018-06-07",999,999,"N",2018,"EMFWOR","EMFWOR_CAMC3","EMFWOR_CAMC3","U",1,"NAD83 10N",4672348.876,736788.526,3.1,"POTR5",51,0.629320391049838,2018-05-20,140,4,NA,75,0,0,"success",0,122,"158","155",2.75211,22.6940994,269.1860046,33.5130997,17.0431004,51.5400009,49.2519989,49.2519989,10.8242998,27,8,19,21.7856007,0,0,0,0
"44","EMFWOR_NCAMC3-08A_2018","2018-06-11",0,4,"N",2018,"EMFWOR","EMFWOR_CAMC3","EMFWOR_CAMC3","U",1,"NAD83 10N",4672348.876,736788.526,3.1,"POTR5",51,0.629320391049838,2018-05-20,140,4,NA,75,0,0,"success",1,14,"162","158",2.75211,22.6940994,269.1860046,33.5130997,17.0431004,51.5400009,49.2519989,49.2519989,10.8242998,27,8,19,21.7856007,0,0,0,0
"45","EMFWOR_NCAMC3-08A_2018","2018-06-18",0,4,"N",2018,"EMFWOR","EMFWOR_CAMC3","EMFWOR_CAMC3","U",1,"NAD83 10N",4672348.876,736788.526,3.1,"POTR5",51,0.629320391049838,2018-05-20,140,4,NA,75,0,0,"success",1,4,"169","162",2.75211,22.6940994,269.1860046,33.5130997,17.0431004,51.5400009,49.2519989,49.2519989,10.8242998,27,8,19,21.7856007,0,0,0,0
"46","EMFWOR_NCAMC3-08A_2018","2018-06-25",0,4,"N",2018,"EMFWOR","EMFWOR_CAMC3","EMFWOR_CAMC3","U",1,"NAD83 10N",4672348.876,736788.526,3.1,"POTR5",51,0.629320391049838,2018-05-20,140,4,NA,75,0,0,"success",1,3,"176","169",2.75211,22.6940994,269.1860046,33.5130997,17.0431004,51.5400009,49.2519989,49.2519989,10.8242998,27,8,19,21.7856007,0,0,0,0
"47","EMFWOR_NCAMC3-08A_2018","2018-07-02",0,1,"N",2018,"EMFWOR","EMFWOR_CAMC3","EMFWOR_CAMC3","U",1,"NAD83 10N",4672348.876,736788.526,3.1,"POTR5",51,0.629320391049838,2018-05-20,140,4,NA,75,0,0,"success",1,8,"183","176",2.75211,22.6940994,269.1860046,33.5130997,17.0431004,51.5400009,49.2519989,49.2519989,10.8242998,27,8,19,21.7856007,0,0,0,0
"48","EMFWOR_NCAMC3-08A_2018","2018-07-05",0,0,"F",2018,"EMFWOR","EMFWOR_CAMC3","EMFWOR_CAMC3","U",1,"NAD83 10N",4672348.876,736788.526,3.1,"POTR5",51,0.629320391049838,2018-05-20,140,4,NA,75,0,0,"success",1,5,"186","183",2.75211,22.6940994,269.1860046,33.5130997,17.0431004,51.5400009,49.2519989,49.2519989,10.8242998,27,8,19,21.7856007,0,0,0,0
"49","EMFWOR_NCAMC3-08A_2020","2020-06-01",4,0,"I",2020,"EMFWOR","EMFWOR_CAMC3","EMFWOR_CAMC3","U",1,"NAD83 10N",4672331,736840,4.8,"POTR5",102,-0.207911690817759,2020-05-25,146,1,NA,33.3333333333333,5,0.142857142857143,"success",1,60,"153",NA,2.4300001,20.0788002,269.4970093,33.4715004,17.4244995,52.7720985,50.5719986,50.5719986,10.2082996,28,6,22,22.9120007,0,0,0,0
"50","EMFWOR_NCAMC3-08A_2020","2020-06-05",4,0,"I",2020,"EMFWOR","EMFWOR_CAMC3","EMFWOR_CAMC3","U",1,"NAD83 10N",4672331,736840,4.8,"POTR5",102,-0.207911690817759,2020-05-25,146,1,NA,33.3333333333333,5,0.142857142857143,"success",1,23,"157","153",2.4300001,20.0788002,269.4970093,33.4715004,17.4244995,52.7720985,50.5719986,50.5719986,10.2082996,28,6,22,22.9120007,0,0,0,0
"51","EMFWOR_NCAMC3-08A_2020","2020-06-10",999,999,"I",2020,"EMFWOR","EMFWOR_CAMC3","EMFWOR_CAMC3","U",1,"NAD83 10N",4672331,736840,4.8,"POTR5",102,-0.207911690817759,2020-05-25,146,1,NA,33.3333333333333,5,0.142857142857143,"success",0,43,"162","157",2.4300001,20.0788002,269.4970093,33.4715004,17.4244995,52.7720985,50.5719986,50.5719986,10.2082996,28,6,22,22.9120007,0,0,0,0
"52","EMFWOR_NCAMC3-08A_2020","2020-06-18",0,1,"N",2020,"EMFWOR","EMFWOR_CAMC3","EMFWOR_CAMC3","U",1,"NAD83 10N",4672331,736840,4.8,"POTR5",102,-0.207911690817759,2020-05-25,146,1,NA,33.3333333333333,5,0.142857142857143,"success",1,35,"170","162",2.4300001,20.0788002,269.4970093,33.4715004,17.4244995,52.7720985,50.5719986,50.5719986,10.2082996,28,6,22,22.9120007,0,0,0,0
"53","EMFWOR_NCAMC3-08A_2020","2020-06-23",0,1,"N",2020,"EMFWOR","EMFWOR_CAMC3","EMFWOR_CAMC3","U",1,"NAD83 10N",4672331,736840,4.8,"POTR5",102,-0.207911690817759,2020-05-25,146,1,NA,33.3333333333333,5,0.142857142857143,"success",1,35,"175","170",2.4300001,20.0788002,269.4970093,33.4715004,17.4244995,52.7720985,50.5719986,50.5719986,10.2082996,28,6,22,22.9120007,0,0,0,0
"54","EMFWOR_NCAMC3-08A_2020","2020-06-29",0,1,"N",2020,"EMFWOR","EMFWOR_CAMC3","EMFWOR_CAMC3","U",1,"NAD83 10N",4672331,736840,4.8,"POTR5",102,-0.207911690817759,2020-05-25,146,1,NA,33.3333333333333,5,0.142857142857143,"success",1,50,"181","175",2.4300001,20.0788002,269.4970093,33.4715004,17.4244995,52.7720985,50.5719986,50.5719986,10.2082996,28,6,22,22.9120007,0,0,0,0
"55","EMFWOR_NCAMC3-08A_2020","2020-07-01",999,999,"N",2020,"EMFWOR","EMFWOR_CAMC3","EMFWOR_CAMC3","U",1,"NAD83 10N",4672331,736840,4.8,"POTR5",102,-0.207911690817759,2020-05-25,146,1,NA,33.3333333333333,5,0.142857142857143,"success",0,40,"183","181",2.4300001,20.0788002,269.4970093,33.4715004,17.4244995,52.7720985,50.5719986,50.5719986,10.2082996,28,6,22,22.9120007,0,0,0,0
"56","EMFWOR_NCAMC3-08A_2020","2020-07-07",0,1,"N",2020,"EMFWOR","EMFWOR_CAMC3","EMFWOR_CAMC3","U",1,"NAD83 10N",4672331,736840,4.8,"POTR5",102,-0.207911690817759,2020-05-25,146,1,NA,33.3333333333333,5,0.142857142857143,"success",1,25,"189","183",2.4300001,20.0788002,269.4970093,33.4715004,17.4244995,52.7720985,50.5719986,50.5719986,10.2082996,28,6,22,22.9120007,0,0,0,0
"57","EMFWOR_NCAMC3-08A_2020","2020-07-09",0,1,"N",2020,"EMFWOR","EMFWOR_CAMC3","EMFWOR_CAMC3","U",1,"NAD83 10N",4672331,736840,4.8,"POTR5",102,-0.207911690817759,2020-05-25,146,1,NA,33.3333333333333,5,0.142857142857143,"success",1,5,"191","189",2.4300001,20.0788002,269.4970093,33.4715004,17.4244995,52.7720985,50.5719986,50.5719986,10.2082996,28,6,22,22.9120007,0,0,0,0
