"Card_number","Site_transect","Site","Transect","Side","Year_tagged","Observer","Depth_ft","Shore_dist_m","Distance_m","Max_Diam_1_cm","X_coordinates_m","Y_coordinates_m","Visit_ID","Visit_Date","Stipe_num","Presence","Visit_interval","prev_Stipes","Month","Year","prev_Visit_Date","sst_mean","wave_h_mean_cm","wave_p_mean","Substrate_Code","max_slope"
1303,"Hope Ranch_1","Hope Ranch",1,"East",1,"Sarah Sampson",26.9735,542.57,135,25,244294.7022,3811114.233,"R1","2015-12-16",NA,0,1,8,12,2015,"2015-08-12",20.0604761904762,62.4523809523809,2.2112408240691,"SS",0
1306,"Hope Ranch_1","Hope Ranch",1,"East",1,"Sarah Sampson",26.9735,519.57,158,37,244300.6911,3811136.44,"R0","2015-08-12",17,1,0,NA,8,2015,NA,NA,NA,NA,"S",0
1306,"Hope Ranch_1","Hope Ranch",1,"East",1,"Sarah Sampson",26.9735,519.57,158,37,244300.6911,3811136.44,"R1","2015-12-16",NA,0,1,17,12,2015,"2015-08-12",20.0604761904762,62.4523809523809,2.2112408240691,"S",0
1313,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",29.9735,630.57,47,30,244271.7882,3811029.269,"R0","2015-08-12",8,1,0,NA,8,2015,NA,NA,NA,NA,"S",0
1313,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",29.9735,630.57,47,30,244271.7882,3811029.269,"R1","2015-12-17",NA,0,1,8,12,2015,"2015-08-12",20.0325984251969,62.4094488188976,2.20683068977823,"S",0
1314,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",30.0903,427.57,250,59,244324.6466,3811225.266,"R0","2015-08-19",29,1,0,NA,8,2015,NA,NA,NA,NA,"B",NA
1314,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",30.0903,427.57,250,59,244324.6466,3811225.266,"R1","2015-12-17",NA,0,1,29,12,2015,"2015-08-19",20.05,62.55,2.26929596417633,"B",NA
1315,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",28.9735,596.57,81,50,244280.6413,3811062.096,"R0","2015-08-12",22,1,0,NA,8,2015,NA,NA,NA,NA,"SS",0
1315,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",28.9735,596.57,81,50,244280.6413,3811062.096,"R1","2015-12-17",NA,0,1,22,12,2015,"2015-08-12",20.0325984251969,62.4094488188976,2.20683068977823,"SS",0
1317,"Hope Ranch_1","Hope Ranch",1,"East",1,"Sarah Sampson",31.9735,651.57,26,37,244266.32,3811008.993,"R0","2015-08-12",14,1,0,NA,8,2015,NA,NA,NA,NA,"S",1
1317,"Hope Ranch_1","Hope Ranch",1,"East",1,"Sarah Sampson",31.9735,651.57,26,37,244266.32,3811008.993,"R1","2015-12-16",NA,0,1,14,12,2015,"2015-08-12",20.0604761904762,62.4523809523809,2.2112408240691,"S",1
1321,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",29.9735,630.57,47,30,244271.7882,3811029.269,"R0","2015-08-12",13,1,0,NA,8,2015,NA,NA,NA,NA,"S",0
1321,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",29.9735,630.57,47,30,244271.7882,3811029.269,"R1","2015-12-17",NA,0,1,13,12,2015,"2015-08-12",20.0325984251969,62.4094488188976,2.20683068977823,"S",0
1323,"Hope Ranch_1","Hope Ranch",1,"East",1,"Sarah Sampson",31.9735,651.57,26,29,244266.32,3811008.993,"R0","2015-08-12",11,1,0,NA,8,2015,NA,NA,NA,NA,"S",1
1323,"Hope Ranch_1","Hope Ranch",1,"East",1,"Sarah Sampson",31.9735,651.57,26,29,244266.32,3811008.993,"R1","2015-12-16",NA,0,1,11,12,2015,"2015-08-12",20.0604761904762,62.4523809523809,2.2112408240691,"S",1
1324,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",29.9735,618.57,59,50,244274.9128,3811040.855,"R0","2015-08-12",12,1,0,NA,8,2015,NA,NA,NA,NA,"S",0
1324,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",29.9735,618.57,59,50,244274.9128,3811040.855,"R1","2015-12-17",NA,0,1,12,12,2015,"2015-08-12",20.0325984251969,62.4094488188976,2.20683068977823,"S",0
1325,"Hope Ranch_1","Hope Ranch",1,"East",1,"Sarah Sampson",31.9735,651.57,26,53,244266.32,3811008.993,"R0","2015-08-12",22,1,0,NA,8,2015,NA,NA,NA,NA,"S",1
1325,"Hope Ranch_1","Hope Ranch",1,"East",1,"Sarah Sampson",31.9735,651.57,26,53,244266.32,3811008.993,"R1","2015-12-16",NA,0,1,22,12,2015,"2015-08-12",20.0604761904762,62.4523809523809,2.2112408240691,"S",1
1327,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",28.9735,586.57,91,50,244283.2452,3811071.751,"R0","2015-08-12",12,1,0,NA,8,2015,NA,NA,NA,NA,"S",0
1327,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",28.9735,586.57,91,50,244283.2452,3811071.751,"R1","2015-12-17",NA,0,1,12,12,2015,"2015-08-12",20.0325984251969,62.4094488188976,2.20683068977823,"S",0
1329,"Hope Ranch_1","Hope Ranch",1,"East",1,"Sarah Sampson",28.9735,598.57,79,48,244280.1205,3811060.165,"R0","2015-08-12",31,1,0,NA,8,2015,NA,NA,NA,NA,"SS",0
1329,"Hope Ranch_1","Hope Ranch",1,"East",1,"Sarah Sampson",28.9735,598.57,79,48,244280.1205,3811060.165,"R1","2015-12-16",NA,0,1,31,12,2015,"2015-08-12",20.0604761904762,62.4523809523809,2.2112408240691,"SS",0
1330,"Hope Ranch_1","Hope Ranch",1,"East",1,"Sarah Sampson",28.9735,568.57,109,24,244287.9321,3811089.13,"R0","2015-08-12",8,1,0,NA,8,2015,NA,NA,NA,NA,"SS",0
1330,"Hope Ranch_1","Hope Ranch",1,"East",1,"Sarah Sampson",28.9735,568.57,109,24,244287.9321,3811089.13,"R1","2015-12-16",8,1,1,8,12,2015,"2015-08-12",20.0604761904762,62.4523809523809,2.2112408240691,"SS",0
1330,"Hope Ranch_1","Hope Ranch",1,"East",1,"Sarah Sampson",28.9735,568.57,109,24,244287.9321,3811089.13,"R2","2016-04-01",0,1,2,8,4,2016,"2015-12-16",15.0901869158879,84.5981308411215,5.07028412010349,"SS",0
1330,"Hope Ranch_1","Hope Ranch",1,"East",1,"Sarah Sampson",28.9735,568.57,109,24,244287.9321,3811089.13,"R3","2016-06-23",NA,0,3,0,6,2016,"2016-04-01",15.1289156626506,63.2048192771084,1.97774771940091,"SS",0
1341,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",28.9735,578.57,99,25,244285.3283,3811079.475,"R0","2015-08-12",6,1,0,NA,8,2015,NA,NA,NA,NA,"SS",0
1341,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",28.9735,578.57,99,25,244285.3283,3811079.475,"R1","2015-12-17",10,1,1,6,12,2015,"2015-08-12",20.0325984251969,62.4094488188976,2.20683068977823,"SS",0
1341,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",28.9735,578.57,99,25,244285.3283,3811079.475,"R2","2016-04-01",NA,0,2,10,4,2016,"2015-12-17",15.0766981132075,84.8584905660377,5.1025400668108,"SS",0
1356,"Hope Ranch_1","Hope Ranch",1,"East",1,"Sarah Sampson",28.9735,609.57,68,27,244277.2563,3811049.544,"R0","2015-08-12",7,1,0,NA,8,2015,NA,NA,NA,NA,"S",0
1356,"Hope Ranch_1","Hope Ranch",1,"East",1,"Sarah Sampson",28.9735,609.57,68,27,244277.2563,3811049.544,"R1","2015-12-16",NA,0,1,7,12,2015,"2015-08-12",20.0604761904762,62.4523809523809,2.2112408240691,"S",0
1358,"Hope Ranch_1","Hope Ranch",1,"East",1,"Sarah Sampson",28.9735,609.57,68,24,244277.2563,3811049.544,"R0","2015-08-12",13,1,0,NA,8,2015,NA,NA,NA,NA,"S",0
1358,"Hope Ranch_1","Hope Ranch",1,"East",1,"Sarah Sampson",28.9735,609.57,68,24,244277.2563,3811049.544,"R1","2015-12-16",NA,0,1,13,12,2015,"2015-08-12",20.0604761904762,62.4523809523809,2.2112408240691,"S",0
1381,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",29.9735,619.57,58,50,244274.6524,3811039.889,"R0","2015-08-12",15,1,0,NA,8,2015,NA,NA,NA,NA,"S",0
1381,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",29.9735,619.57,58,50,244274.6524,3811039.889,"R1","2015-12-17",NA,0,1,15,12,2015,"2015-08-12",20.0325984251969,62.4094488188976,2.20683068977823,"S",0
1393,"Hope Ranch_1","Hope Ranch",1,"East",1,"Sarah Sampson",27.9735,552.57,125,24,244292.0983,3811104.578,"R0","2015-08-12",7,1,0,NA,8,2015,NA,NA,NA,NA,"SS",0
1393,"Hope Ranch_1","Hope Ranch",1,"East",1,"Sarah Sampson",27.9735,552.57,125,24,244292.0983,3811104.578,"R1","2015-12-16",6,1,1,7,12,2015,"2015-08-12",20.0604761904762,62.4523809523809,2.2112408240691,"SS",0
1393,"Hope Ranch_1","Hope Ranch",1,"East",1,"Sarah Sampson",27.9735,552.57,125,24,244292.0983,3811104.578,"R2","2016-04-01",NA,0,2,6,4,2016,"2015-12-16",15.0901869158879,84.5981308411215,5.07028412010349,"SS",0
1404,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",26.9735,527.57,150,100,244298.608,3811128.716,"R0","2015-08-12",35,1,0,NA,8,2015,NA,NA,NA,NA,"S",0
1404,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",26.9735,527.57,150,100,244298.608,3811128.716,"R1","2015-12-17",9,1,1,35,12,2015,"2015-08-12",20.0325984251969,62.4094488188976,2.20683068977823,"S",0
1404,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",26.9735,527.57,150,100,244298.608,3811128.716,"R2","2016-04-01",NA,0,2,9,4,2016,"2015-12-17",15.0766981132075,84.8584905660377,5.1025400668108,"S",0
1407,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",26.9735,528.57,149,90,244298.3476,3811127.75,"R0","2015-08-12",36,1,0,NA,8,2015,NA,NA,NA,NA,"SS",0
1407,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",26.9735,528.57,149,90,244298.3476,3811127.75,"R1","2015-12-17",13,1,1,36,12,2015,"2015-08-12",20.0325984251969,62.4094488188976,2.20683068977823,"SS",0
1407,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",26.9735,528.57,149,90,244298.3476,3811127.75,"R2","2016-04-01",NA,0,2,13,4,2016,"2015-12-17",15.0766981132075,84.8584905660377,5.1025400668108,"SS",0
1408,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",28.9735,555.57,122,30,244291.3171,3811101.682,"R0","2015-08-12",10,1,0,NA,8,2015,NA,NA,NA,NA,"SS",0
1408,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",28.9735,555.57,122,30,244291.3171,3811101.682,"R1","2015-12-17",12,1,1,10,12,2015,"2015-08-12",20.0325984251969,62.4094488188976,2.20683068977823,"SS",0
1408,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",28.9735,555.57,122,30,244291.3171,3811101.682,"R2","2016-04-01",NA,0,2,12,4,2016,"2015-12-17",15.0766981132075,84.8584905660377,5.1025400668108,"SS",0
1434,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",28.9735,567.57,110,40,244288.1925,3811090.095,"R0","2015-08-12",15,1,0,NA,8,2015,NA,NA,NA,NA,"B",0
1434,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",28.9735,567.57,110,40,244288.1925,3811090.095,"R1","2015-12-17",8,1,1,15,12,2015,"2015-08-12",20.0325984251969,62.4094488188976,2.20683068977823,"B",0
1434,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",28.9735,567.57,110,40,244288.1925,3811090.095,"R2","2016-04-01",NA,0,2,8,4,2016,"2015-12-17",15.0766981132075,84.8584905660377,5.1025400668108,"B",0
1435,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",28.9735,569.57,108,30,244287.6717,3811088.164,"R0","2015-08-12",18,1,0,NA,8,2015,NA,NA,NA,NA,"SS",0
1435,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",28.9735,569.57,108,30,244287.6717,3811088.164,"R1","2015-12-17",11,1,1,18,12,2015,"2015-08-12",20.0325984251969,62.4094488188976,2.20683068977823,"SS",0
1435,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",28.9735,569.57,108,30,244287.6717,3811088.164,"R2","2016-04-01",NA,0,2,11,4,2016,"2015-12-17",15.0766981132075,84.8584905660377,5.1025400668108,"SS",0
1439,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",31.9735,665.57,12,50,244262.6746,3810995.476,"R0","2015-08-12",9,1,0,NA,8,2015,NA,NA,NA,NA,"SS",0
1439,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",31.9735,665.57,12,50,244262.6746,3810995.476,"R1","2015-12-17",0,1,1,9,12,2015,"2015-08-12",20.0325984251969,62.4094488188976,2.20683068977823,"SS",0
1439,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",31.9735,665.57,12,50,244262.6746,3810995.476,"R2","2016-04-01",NA,0,2,0,4,2016,"2015-12-17",15.0766981132075,84.8584905660377,5.1025400668108,"SS",0
1442,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",28.9735,553.57,124,30,244291.8379,3811103.613,"R0","2015-08-12",8,1,0,NA,8,2015,NA,NA,NA,NA,"SS",0
1442,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",28.9735,553.57,124,30,244291.8379,3811103.613,"R1","2015-12-17",9,1,1,8,12,2015,"2015-08-12",20.0325984251969,62.4094488188976,2.20683068977823,"SS",0
1442,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",28.9735,553.57,124,30,244291.8379,3811103.613,"R2","2016-04-01",NA,0,2,9,4,2016,"2015-12-17",15.0766981132075,84.8584905660377,5.1025400668108,"SS",0
1444,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",32.9735,676.57,1,55,244259.8104,3810984.856,"R0","2015-08-12",12,1,0,NA,8,2015,NA,NA,NA,NA,"S",0
1444,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",32.9735,676.57,1,55,244259.8104,3810984.856,"R1","2015-12-17",NA,0,1,12,12,2015,"2015-08-12",20.0325984251969,62.4094488188976,2.20683068977823,"S",0
1447,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",28.9735,554.57,123,30,244291.5775,3811102.647,"R0","2015-08-12",7,1,0,NA,8,2015,NA,NA,NA,NA,"SS",0
1447,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",28.9735,554.57,123,30,244291.5775,3811102.647,"R1","2015-12-17",6,1,1,7,12,2015,"2015-08-12",20.0325984251969,62.4094488188976,2.20683068977823,"SS",0
1447,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",28.9735,554.57,123,30,244291.5775,3811102.647,"R2","2016-04-01",NA,0,2,6,4,2016,"2015-12-17",15.0766981132075,84.8584905660377,5.1025400668108,"SS",0
1450,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",32.9735,676.57,1,40,244259.8104,3810984.856,"R0","2015-08-12",4,1,0,NA,8,2015,NA,NA,NA,NA,"S",0
1450,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",32.9735,676.57,1,40,244259.8104,3810984.856,"R1","2015-12-17",NA,0,1,4,12,2015,"2015-08-12",20.0325984251969,62.4094488188976,2.20683068977823,"S",0
1454,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",31.9735,665.57,12,50,244262.6746,3810995.476,"R0","2015-08-12",33,1,0,NA,8,2015,NA,NA,NA,NA,"SS",0
1454,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",31.9735,665.57,12,50,244262.6746,3810995.476,"R1","2015-12-17",7,1,1,33,12,2015,"2015-08-12",20.0325984251969,62.4094488188976,2.20683068977823,"SS",0
1454,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",31.9735,665.57,12,50,244262.6746,3810995.476,"R2","2016-04-01",NA,0,2,7,4,2016,"2015-12-17",15.0766981132075,84.8584905660377,5.1025400668108,"SS",0
1456,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",31.9735,664.57,13,40,244262.935,3810996.442,"R0","2015-08-12",12,1,0,NA,8,2015,NA,NA,NA,NA,"SS",1
1456,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",31.9735,664.57,13,40,244262.935,3810996.442,"R1","2015-12-17",4,1,1,12,12,2015,"2015-08-12",20.0325984251969,62.4094488188976,2.20683068977823,"SS",1
1456,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",31.9735,664.57,13,40,244262.935,3810996.442,"R2","2016-04-01",NA,0,2,4,4,2016,"2015-12-17",15.0766981132075,84.8584905660377,5.1025400668108,"SS",1
1457,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",27.9735,532.57,145,70,244297.306,3811123.888,"R0","2015-08-12",18,1,0,NA,8,2015,NA,NA,NA,NA,"SS",0
1457,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",27.9735,532.57,145,70,244297.306,3811123.888,"R1","2015-12-17",NA,0,1,18,12,2015,"2015-08-12",20.0325984251969,62.4094488188976,2.20683068977823,"SS",0
1458,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",26.9735,536.57,141,100,244296.2645,3811120.026,"R0","2015-08-12",45,1,0,NA,8,2015,NA,NA,NA,NA,"SS",0
1458,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",26.9735,536.57,141,100,244296.2645,3811120.026,"R1","2015-12-17",NA,0,1,45,12,2015,"2015-08-12",20.0325984251969,62.4094488188976,2.20683068977823,"SS",0
1459,"Hope Ranch_1","Hope Ranch",1,"West",1,"Brandon Doheny",28.9735,569.57,108,20,244287.6717,3811088.164,"R0","2015-08-12",11,1,0,NA,8,2015,NA,NA,NA,NA,"SS",0
