"","Site","Block","Trt","Plot","Tree_Number","CoreID","PlotID","response","start_year","end_year","BA","DBH","CanopyCover","meanVPD","maxVPD","meanSWA","minSWA"
"26","FV",1,1,1,40,"FV_1_1_1_40","FV_1_1_1","Live",1998,2011,45.5844356417257,9.85,47.9297488207692,7.76818335005601,14.9864565774693,48.16925733728,6.17898561022678
"27","FV",1,1,1,41,"FV_1_1_1_41","FV_1_1_1","Dead",1998,2006,45.026059155,7.8,48.18622448625,7.73318955687385,14.9864565774693,48.112010028721,6.17898561022678
"28","FV",1,1,1,42,"FV_1_1_1_42","FV_1_1_1","Dead",1998,2011,45.5844356417257,1.8,47.9297488207692,7.76818335005601,14.9864565774693,48.16925733728,6.17898561022678
"29","FV",1,1,1,43,"FV_1_1_1_43","FV_1_1_1","Live",1998,2019,46.6600555079505,12.5,47.5335276957143,7.76854207415658,14.9864565774693,52.3041557769591,6.17898561022678
"30","FV",1,1,1,44,"FV_1_1_1_44","FV_1_1_1","Live",1998,2019,46.6600555079505,12.1,47.5335276957143,7.76854207415658,14.9864565774693,52.3041557769591,6.17898561022678
"31","FV",1,1,1,45,"FV_1_1_1_45","FV_1_1_1","Dead",1998,2011,45.5844356417257,6,47.9297488207692,7.76818335005601,14.9864565774693,48.16925733728,6.17898561022678
"32","FV",1,1,1,46,"FV_1_1_1_46","FV_1_1_1","Dead",1998,2019,46.6600555079505,9.66666666666667,47.5335276957143,7.76854207415658,14.9864565774693,52.3041557769591,6.17898561022678
"33","FV",1,1,1,47,"FV_1_1_1_47","FV_1_1_1","Live",1998,2019,46.6600555079505,38.9,47.5335276957143,7.76854207415658,14.9864565774693,52.3041557769591,6.17898561022678
"34","FV",1,1,1,49,"FV_1_1_1_49","FV_1_1_1","Live",1998,2019,46.6600555079505,14.9333333333333,47.5335276957143,7.76854207415658,14.9864565774693,52.3041557769591,6.17898561022678
"35","FV",1,1,1,51,"FV_1_1_1_51","FV_1_1_1","Live",1998,2011,45.5844356417257,8.6,47.9297488207692,7.76818335005601,14.9864565774693,48.16925733728,6.17898561022678
"36","FV",1,1,1,52,"FV_1_1_1_52","FV_1_1_1","Live",1998,2019,46.6600555079505,39.6333333333333,47.5335276957143,7.76854207415658,14.9864565774693,52.3041557769591,6.17898561022678
"37","FV",1,1,1,54,"FV_1_1_1_54","FV_1_1_1","Live",1998,2019,46.6600555079505,20.2,47.5335276957143,7.76854207415658,14.9864565774693,52.3041557769591,6.17898561022678
"38","FV",1,1,1,57,"FV_1_1_1_57","FV_1_1_1","Live",1998,2019,46.6600555079505,31.8666666666667,47.5335276957143,7.76854207415658,14.9864565774693,52.3041557769591,6.17898561022678
"39","FV",1,1,1,61,"FV_1_1_1_61","FV_1_1_1","Dead",1998,2011,45.5844356417257,4.45,47.9297488207692,7.76818335005601,14.9864565774693,48.16925733728,6.17898561022678
"40","FV",1,1,1,63,"FV_1_1_1_63","FV_1_1_1","Dead",1998,2011,45.5844356417257,6.1,47.9297488207692,7.76818335005601,14.9864565774693,48.16925733728,6.17898561022678
"41","FV",1,1,1,65,"FV_1_1_1_65","FV_1_1_1","Dead",1998,2006,45.026059155,4.3,48.18622448625,7.73318955687385,14.9864565774693,48.112010028721,6.17898561022678
"42","FV",1,1,1,68,"FV_1_1_1_68","FV_1_1_1","Live",1998,2019,46.6600555079505,5.8,47.5335276957143,7.76854207415658,14.9864565774693,52.3041557769591,6.17898561022678
"43","FV",1,1,1,69,"FV_1_1_1_69","FV_1_1_1","Live",1998,2019,46.6600555079505,26,47.5335276957143,7.76854207415658,14.9864565774693,52.3041557769591,6.17898561022678
"44","FV",1,1,1,70,"FV_1_1_1_70","FV_1_1_1","Live",1998,2011,45.5844356417257,5.25,47.9297488207692,7.76818335005601,14.9864565774693,48.16925733728,6.17898561022678
"45","FV",1,1,1,71,"FV_1_1_1_71","FV_1_1_1","Live",1998,2019,46.6600555079505,27.3333333333333,47.5335276957143,7.76854207415658,14.9864565774693,52.3041557769591,6.17898561022678
"46","FV",1,1,1,72,"FV_1_1_1_72","FV_1_1_1","Dead",1998,2011,45.5844356417257,5.3,47.9297488207692,7.76818335005601,14.9864565774693,48.16925733728,6.17898561022678
"47","FV",1,1,1,73,"FV_1_1_1_73","FV_1_1_1","Live",1998,2019,46.6600555079505,35.9,47.5335276957143,7.76854207415658,14.9864565774693,52.3041557769591,6.17898561022678
"48","FV",1,1,1,74,"FV_1_1_1_74","FV_1_1_1","Live",1998,2019,46.6600555079505,25.3333333333333,47.5335276957143,7.76854207415658,14.9864565774693,52.3041557769591,6.17898561022678
"49","FV",1,1,1,79,"FV_1_1_1_79","FV_1_1_1","Dead",1998,2019,46.6600555079505,8.1,47.5335276957143,7.76854207415658,14.9864565774693,52.3041557769591,6.17898561022678
"50","FV",1,1,1,80,"FV_1_1_1_80","FV_1_1_1","Live",1998,2006,45.026059155,1.4,48.18622448625,7.73318955687385,14.9864565774693,48.112010028721,6.17898561022678
"51","FV",1,1,1,81,"FV_1_1_1_81","FV_1_1_1","Live",1998,2019,46.6600555079505,10.6666666666667,47.5335276957143,7.76854207415658,14.9864565774693,52.3041557769591,6.17898561022678
"52","FV",1,1,1,82,"FV_1_1_1_82","FV_1_1_1","Live",1998,2019,46.6600555079505,8.56666666666667,47.5335276957143,7.76854207415658,14.9864565774693,52.3041557769591,6.17898561022678
"53","FV",1,1,1,85,"FV_1_1_1_85","FV_1_1_1","Live",1998,2019,46.6600555079505,8.3,47.5335276957143,7.76854207415658,14.9864565774693,52.3041557769591,6.17898561022678
"54","FV",1,1,1,87,"FV_1_1_1_87","FV_1_1_1","Live",1998,2019,46.6600555079505,15.4,47.5335276957143,7.76854207415658,14.9864565774693,52.3041557769591,6.17898561022678
"55","FV",1,1,1,90,"FV_1_1_1_90","FV_1_1_1","Live",1998,2019,46.6600555079505,7.73333333333333,47.5335276957143,7.76854207415658,14.9864565774693,52.3041557769591,6.17898561022678
"56","FV",1,1,1,91,"FV_1_1_1_91","FV_1_1_1","Live",1998,2019,46.6600555079505,4.23333333333333,47.5335276957143,7.76854207415658,14.9864565774693,52.3041557769591,6.17898561022678
"57","FV",1,1,1,92,"FV_1_1_1_92","FV_1_1_1","Live",1998,2019,46.6600555079505,12.2,47.5335276957143,7.76854207415658,14.9864565774693,52.3041557769591,6.17898561022678
"58","FV",1,1,1,93,"FV_1_1_1_93","FV_1_1_1","Live",1998,2019,46.6600555079505,13.9333333333333,47.5335276957143,7.76854207415658,14.9864565774693,52.3041557769591,6.17898561022678
"59","FV",1,1,1,95,"FV_1_1_1_95","FV_1_1_1","Live",1998,2019,46.6600555079505,10.2333333333333,47.5335276957143,7.76854207415658,14.9864565774693,52.3041557769591,6.17898561022678
"60","FV",1,1,1,96,"FV_1_1_1_96","FV_1_1_1","Live",1998,2019,46.6600555079505,2.96666666666667,47.5335276957143,7.76854207415658,14.9864565774693,52.3041557769591,6.17898561022678
"61","FV",1,1,1,97,"FV_1_1_1_97","FV_1_1_1","Live",1998,2019,46.6600555079505,21.4,47.5335276957143,7.76854207415658,14.9864565774693,52.3041557769591,6.17898561022678
"62","FV",1,1,1,99,"FV_1_1_1_99","FV_1_1_1","Live",1998,2019,46.6600555079505,40.9,47.5335276957143,7.76854207415658,14.9864565774693,52.3041557769591,6.17898561022678
"63","FV",1,1,2,2,"FV_1_1_2_2","FV_1_1_2","Live",1998,2019,48.093890135368,5.13333333333333,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"64","FV",1,1,2,3,"FV_1_1_2_3","FV_1_1_2","Live",1998,2019,48.093890135368,9.16666666666667,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"65","FV",1,1,2,4,"FV_1_1_2_4","FV_1_1_2","Live",1998,2019,48.093890135368,3.16666666666667,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"66","FV",1,1,2,5,"FV_1_1_2_5","FV_1_1_2","Live",1998,2019,48.093890135368,8.63333333333333,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"67","FV",1,1,2,6,"FV_1_1_2_6","FV_1_1_2","Live",1998,2019,48.093890135368,2.96666666666667,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"68","FV",1,1,2,7,"FV_1_1_2_7","FV_1_1_2","Live",1998,2019,48.093890135368,4.4,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"69","FV",1,1,2,8,"FV_1_1_2_8","FV_1_1_2","Dead",1998,2006,47.289600616104,4.9,44.25568181625,7.73318955687385,14.9864565774693,48.1819901485707,6.50592353593863
"70","FV",1,1,2,9,"FV_1_1_2_9","FV_1_1_2","Live",1998,2019,48.093890135368,5.13333333333333,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"71","FV",1,1,2,13,"FV_1_1_2_13","FV_1_1_2","Dead",1998,2006,47.289600616104,3.6,44.25568181625,7.73318955687385,14.9864565774693,48.1819901485707,6.50592353593863
"72","FV",1,1,2,14,"FV_1_1_2_14","FV_1_1_2","Dead",1998,2011,47.617014728052,4.2,44.0015539992308,7.76818335005601,14.9864565774693,48.3146813705314,6.50592353593863
"73","FV",1,1,2,18,"FV_1_1_2_18","FV_1_1_2","Live",1998,2019,48.093890135368,6.56666666666667,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"74","FV",1,1,2,19,"FV_1_1_2_19","FV_1_1_2","Live",1998,2019,48.093890135368,15.5,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"75","FV",1,1,2,22,"FV_1_1_2_22","FV_1_1_2","Live",1998,2019,48.093890135368,16.9333333333333,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"76","FV",1,1,2,23,"FV_1_1_2_23","FV_1_1_2","Dead",1998,2019,48.093890135368,14.6666666666667,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"77","FV",1,1,2,24,"FV_1_1_2_24","FV_1_1_2","Dead",1998,2019,48.093890135368,7.1,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"78","FV",1,1,2,26,"FV_1_1_2_26","FV_1_1_2","Live",1998,2019,48.093890135368,11.1666666666667,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"79","FV",1,1,2,28,"FV_1_1_2_28","FV_1_1_2","Live",1998,2019,48.093890135368,35.1666666666667,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"80","FV",1,1,2,31,"FV_1_1_2_31","FV_1_1_2","Dead",1998,2006,47.289600616104,1.8,44.25568181625,7.73318955687385,14.9864565774693,48.1819901485707,6.50592353593863
"81","FV",1,1,2,33,"FV_1_1_2_33","FV_1_1_2","Live",1998,2011,47.617014728052,6.25,44.0015539992308,7.76818335005601,14.9864565774693,48.3146813705314,6.50592353593863
"82","FV",1,1,2,34,"FV_1_1_2_34","FV_1_1_2","Live",1998,2019,48.093890135368,25.3666666666667,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"83","FV",1,1,2,37,"FV_1_1_2_37","FV_1_1_2","Dead",1998,2019,48.093890135368,6.8,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"84","FV",1,1,2,40,"FV_1_1_2_40","FV_1_1_2","Live",1998,2019,48.093890135368,11.3666666666667,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"85","FV",1,1,2,43,"FV_1_1_2_43","FV_1_1_2","Live",1998,2019,48.093890135368,9.56666666666667,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"86","FV",1,1,2,44,"FV_1_1_2_44","FV_1_1_2","Live",1998,2019,48.093890135368,24.6666666666667,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"87","FV",1,1,2,45,"FV_1_1_2_45","FV_1_1_2","Live",1998,2019,48.093890135368,25.1666666666667,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"88","FV",1,1,2,47,"FV_1_1_2_47","FV_1_1_2","Live",1998,2011,47.617014728052,8.1,44.0015539992308,7.76818335005601,14.9864565774693,48.3146813705314,6.50592353593863
"89","FV",1,1,2,48,"FV_1_1_2_48","FV_1_1_2","Dead",1998,2006,47.289600616104,4.7,44.25568181625,7.73318955687385,14.9864565774693,48.1819901485707,6.50592353593863
"90","FV",1,1,2,51,"FV_1_1_2_51","FV_1_1_2","Dead",1998,2006,47.289600616104,9.5,44.25568181625,7.73318955687385,14.9864565774693,48.1819901485707,6.50592353593863
"91","FV",1,1,2,52,"FV_1_1_2_52","FV_1_1_2","Live",1998,2019,48.093890135368,5.8,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"92","FV",1,1,2,54,"FV_1_1_2_54","FV_1_1_2","Live",1998,2019,48.093890135368,3.13333333333333,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"93","FV",1,1,2,58,"FV_1_1_2_58","FV_1_1_2","Live",1998,2019,48.093890135368,21.2,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"94","FV",1,1,2,60,"FV_1_1_2_60","FV_1_1_2","Live",1998,2019,48.093890135368,3.8,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"95","FV",1,1,2,66,"FV_1_1_2_66","FV_1_1_2","Live",1998,2019,48.093890135368,7.23333333333333,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"96","FV",1,1,2,69,"FV_1_1_2_69","FV_1_1_2","Dead",1998,2011,47.617014728052,3.75,44.0015539992308,7.76818335005601,14.9864565774693,48.3146813705314,6.50592353593863
"97","FV",1,1,2,70,"FV_1_1_2_70","FV_1_1_2","Dead",1998,2019,48.093890135368,5.4,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"98","FV",1,1,2,73,"FV_1_1_2_73","FV_1_1_2","Live",1998,2019,48.093890135368,34.1,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"99","FV",1,1,2,74,"FV_1_1_2_74","FV_1_1_2","Live",1998,2019,48.093890135368,1.73333333333333,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"100","FV",1,1,2,75,"FV_1_1_2_75","FV_1_1_2","Dead",1998,2006,47.289600616104,0.8,44.25568181625,7.73318955687385,14.9864565774693,48.1819901485707,6.50592353593863
"101","FV",1,1,2,76,"FV_1_1_2_76","FV_1_1_2","Live",1998,2019,48.093890135368,49.5666666666667,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"102","FV",1,1,2,78,"FV_1_1_2_78","FV_1_1_2","Live",1998,2019,48.093890135368,1.65466666666667,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"103","FV",1,1,2,79,"FV_1_1_2_79","FV_1_1_2","Live",1998,2019,48.093890135368,1.39866666666667,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"104","FV",1,1,2,80,"FV_1_1_2_80","FV_1_1_2","Live",1998,2019,48.093890135368,12.2,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"105","FV",1,1,2,82,"FV_1_1_2_82","FV_1_1_2","Live",1998,2019,48.093890135368,5.5,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"106","FV",1,1,2,83,"FV_1_1_2_83","FV_1_1_2","Live",1998,2006,47.289600616104,7,44.25568181625,7.73318955687385,14.9864565774693,48.1819901485707,6.50592353593863
"107","FV",1,1,2,88,"FV_1_1_2_88","FV_1_1_2","Live",1998,2019,48.093890135368,18.9333333333333,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"108","FV",1,1,2,90,"FV_1_1_2_90","FV_1_1_2","Dead",1998,2006,47.289600616104,2.6,44.25568181625,7.73318955687385,14.9864565774693,48.1819901485707,6.50592353593863
"109","FV",1,1,2,91,"FV_1_1_2_91","FV_1_1_2","Live",1998,2019,48.093890135368,7.33333333333333,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"110","FV",1,1,2,93,"FV_1_1_2_93","FV_1_1_2","Dead",1998,2011,47.617014728052,5.9,44.0015539992308,7.76818335005601,14.9864565774693,48.3146813705314,6.50592353593863
"111","FV",1,1,2,94,"FV_1_1_2_94","FV_1_1_2","Live",1998,2011,47.617014728052,5.5,44.0015539992308,7.76818335005601,14.9864565774693,48.3146813705314,6.50592353593863
"112","FV",1,1,2,95,"FV_1_1_2_95","FV_1_1_2","Live",1998,2011,47.617014728052,2.85,44.0015539992308,7.76818335005601,14.9864565774693,48.3146813705314,6.50592353593863
"113","FV",1,1,2,101,"FV_1_1_2_101","FV_1_1_2","Live",1998,2019,48.093890135368,10.7333333333333,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"114","FV",1,1,2,102,"FV_1_1_2_102","FV_1_1_2","Live",1998,2019,48.093890135368,7.66666666666667,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"115","FV",1,1,2,103,"FV_1_1_2_103","FV_1_1_2","Live",1998,2019,48.093890135368,4.53333333333333,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"116","FV",1,1,2,104,"FV_1_1_2_104","FV_1_1_2","Live",1998,2019,48.093890135368,2.86666666666667,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"117","FV",1,1,2,105,"FV_1_1_2_105","FV_1_1_2","Live",1998,2019,48.093890135368,5.53333333333333,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"118","FV",1,1,2,106,"FV_1_1_2_106","FV_1_1_2","Dead",1998,2011,47.617014728052,5.45,44.0015539992308,7.76818335005601,14.9864565774693,48.3146813705314,6.50592353593863
"119","FV",1,1,2,108,"FV_1_1_2_108","FV_1_1_2","Live",1998,2019,48.093890135368,45.2666666666667,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"120","FV",1,1,2,110,"FV_1_1_2_110","FV_1_1_2","Live",1998,2019,48.093890135368,42.4,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"121","FV",1,1,2,111,"FV_1_1_2_111","FV_1_1_2","Live",1998,2019,48.093890135368,3.9,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"122","FV",1,1,2,113,"FV_1_1_2_113","FV_1_1_2","Live",1998,2019,48.093890135368,7.9,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"123","FV",1,1,2,114,"FV_1_1_2_114","FV_1_1_2","Live",1998,2019,48.093890135368,1.9,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"124","FV",1,1,2,115,"FV_1_1_2_115","FV_1_1_2","Live",1998,2019,48.093890135368,11.0333333333333,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"125","FV",1,1,2,116,"FV_1_1_2_116","FV_1_1_2","Live",1998,2019,48.093890135368,40.7333333333333,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"126","FV",1,1,2,117,"FV_1_1_2_117","FV_1_1_2","Live",1998,2019,48.093890135368,2.96666666666667,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"127","FV",1,1,2,119,"FV_1_1_2_119","FV_1_1_2","Live",1998,2019,48.093890135368,2.16666666666667,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"128","FV",1,1,2,120,"FV_1_1_2_120","FV_1_1_2","Live",1998,2011,47.617014728052,6.45,44.0015539992308,7.76818335005601,14.9864565774693,48.3146813705314,6.50592353593863
"129","FV",1,1,2,121,"FV_1_1_2_121","FV_1_1_2","Live",1998,2019,48.093890135368,5,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"130","FV",1,1,2,122,"FV_1_1_2_122","FV_1_1_2","Live",1998,2006,47.289600616104,3.5,44.25568181625,7.73318955687385,14.9864565774693,48.1819901485707,6.50592353593863
"131","FV",1,1,2,126,"FV_1_1_2_126","FV_1_1_2","Live",1998,2019,48.093890135368,45.7666666666667,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"132","FV",1,1,2,127,"FV_1_1_2_127","FV_1_1_2","Live",1998,2019,48.093890135368,33.3333333333333,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"133","FV",1,1,2,128,"FV_1_1_2_128","FV_1_1_2","Dead",1998,2011,47.617014728052,11.5,44.0015539992308,7.76818335005601,14.9864565774693,48.3146813705314,6.50592353593863
"134","FV",1,1,2,129,"FV_1_1_2_129","FV_1_1_2","Live",1998,2019,48.093890135368,10.4333333333333,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"135","FV",1,1,2,130,"FV_1_1_2_130","FV_1_1_2","Live",1998,2011,47.617014728052,7.05,44.0015539992308,7.76818335005601,14.9864565774693,48.3146813705314,6.50592353593863
"136","FV",1,1,2,131,"FV_1_1_2_131","FV_1_1_2","Live",1998,2019,48.093890135368,11.4666666666667,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"137","FV",1,1,2,133,"FV_1_1_2_133","FV_1_1_2","Live",1998,2019,48.093890135368,16.8666666666667,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"138","FV",1,1,2,134,"FV_1_1_2_134","FV_1_1_2","Live",1998,2019,48.093890135368,34.8666666666667,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"139","FV",1,1,2,135,"FV_1_1_2_135","FV_1_1_2","Live",1998,2019,48.093890135368,11.8666666666667,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"140","FV",1,1,2,136,"FV_1_1_2_136","FV_1_1_2","Live",1998,2019,48.093890135368,29.8333333333333,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"141","FV",1,1,2,137,"FV_1_1_2_137","FV_1_1_2","Live",1998,2019,48.093890135368,31.7666666666667,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
"142","FV",1,1,2,138,"FV_1_1_2_138","FV_1_1_2","Live",1998,2019,48.093890135368,34.6333333333333,43.8415103404762,7.76854207415658,14.9864565774693,52.4561621333138,6.50592353593863
