"","Card_number","Site_transect","Site","Transect","Depth_ft","Max_Diam_1_cm","Substrate_Code","Stipe_num","sst_mean","wave_p_mean","t","Presence"
"34",1035,"Isla Vista_2","Isla Vista",2,37.8449,80,"B",13.8,17.1304224682768,2.44780239318672,562,0
"35",1036,"Hope Ranch_1","Hope Ranch",1,30.0903,64,"B",9,20.05,2.26929596417633,120,0
"36",1037,"Isla Vista_1","Isla Vista",1,38.8449,90,"SS",14.6666666666667,16.6462017612018,3.35552689259382,304,0
"37",1038,"Isla Vista_1","Isla Vista",1,33.8449,65,"B",13.5,17.5569949494949,3.98989529352765,213,0
"38",1039,"Isla Vista_2","Isla Vista",2,38.8449,100,"C",14.25,17.181707477253,2.90354402328869,357,0
"39",1040,"Hope Ranch_1","Hope Ranch",1,26.9735,41,"SS",20,20.0604761904762,2.2112408240691,126,0
"40",1041,"Hope Ranch_4","Hope Ranch",4,33.8147,120,"S",86,20.0516949152542,2.29709035935999,118,0
"41",1042,"Isla Vista_1","Isla Vista",1,24.8449,60,"SS",30,17.1671117334551,2.48976891045529,357,0
"42",1043,"Mohawk_2","Mohawk",2,19.465,30,"SS",14,20.0862601626016,2.4427403921409,123,0
"43",1044,"Mohawk_1","Mohawk",1,21.9552,35,"B",13.5,17.5805000378529,3.8982778416233,230,0
"44",1045,"Isla Vista_2","Isla Vista",2,37.8449,80,"B",25,17.5351943212067,4.00590761645462,213,0
"45",1046,"Isla Vista_1","Isla Vista",1,35.8449,20,"B",5,17.5569949494949,3.98989529352765,213,0
"46",1047,"Isla Vista_2","Isla Vista",2,36.8449,80,"B",14.6,16.8390149563492,2.74631318355259,661,0
"47",1048,"Hope Ranch_3","Hope Ranch",3,33.0897,35,"S",11,20.05,2.26929596417633,120,0
"48",1049,"Hope Ranch_3","Hope Ranch",3,33.0897,30,"SS",9,20.05,2.26929596417633,120,0
"49",1050,"Isla Vista_1","Isla Vista",1,26.8449,50,"SS",15,19.9483333333333,2.43527101392033,114,0
"50",1051,"Isla Vista_1","Isla Vista",1,25.8449,50,"SS",15,19.9483333333333,2.43527101392033,114,0
"51",1052,"Isla Vista_1","Isla Vista",1,33.8449,27,"B",7,17.5569949494949,3.98989529352765,213,0
"52",1053,"Mohawk_2","Mohawk",2,20.465,30,"B",15,20.0862601626016,2.4427403921409,123,0
"53",1054,"Hope Ranch_3","Hope Ranch",3,33.0897,60,"S",24,20.05,2.26929596417633,120,0
"54",1055,"Mohawk_3","Mohawk",3,23.9191,20,"B",21,20.0862601626016,2.4427403921409,123,0
"55",1056,"Mohawk_3","Mohawk",3,22.9191,34,"SS",11,17.5761931443638,3.87171832109185,234,0
"56",1057,"Hope Ranch_3","Hope Ranch",3,33.0897,110,"S",43,20.05,2.26929596417633,120,0
"57",1058,"Isla Vista_1","Isla Vista",1,31.8449,35,"SS",6.5,17.5569949494949,3.98989529352765,213,0
"58",1059,"Mohawk_3","Mohawk",3,15.9191,30,"SS",34,20.0862601626016,2.4427403921409,123,0
"59",1060,"Isla Vista_1","Isla Vista",1,34.8449,60,"B",32.6666666666667,16.6462017612018,3.35552689259382,304,0
"60",1061,"Mohawk_3","Mohawk",3,15.9191,30,"SS",11,20.0862601626016,2.4427403921409,123,0
"61",1062,"Mohawk_2","Mohawk",2,17.1409,27,"B",4,18.3594471016089,2.67917173554548,479,0
"62",1063,"Mohawk_2","Mohawk",2,18.1409,47,"S",15,20.0574615384615,2.37264409778522,130,0
"63",1064,"Mohawk_2","Mohawk",2,23.1409,54,"SS",37,20.0574615384615,2.37264409778522,130,0
"64",1065,"Mohawk_2","Mohawk",2,18.1409,21,"B",6,17.5617938322938,3.83667017391401,241,0
"65",1066,"Mohawk_2","Mohawk",2,13.1409,30,"B",16,20.0574615384615,2.37264409778522,130,0
"66",1067,"Hope Ranch_2","Hope Ranch",2,27.1704,32,"SS",5,19.7971428571429,1.94259236495641,168,0
"67",1068,"Hope Ranch_2","Hope Ranch",2,27.1704,30,"SS",5,19.7971428571429,1.94259236495641,168,0
"68",1069,"Mohawk_2","Mohawk",2,25.1409,24,"S",6.5,17.5617938322938,3.83667017391401,241,0
"69",1070,"Hope Ranch_2","Hope Ranch",2,27.1704,46,"SS",10,19.7971428571429,1.94259236495641,168,0
"70",1071,"Hope Ranch_2","Hope Ranch",2,30.4788,22,"SS",33,19.7971428571429,1.94259236495641,168,0
"71",1072,"Mohawk_2","Mohawk",2,16.1409,52,"B",28,20.0574615384615,2.37264409778522,130,0
"72",1073,"Hope Ranch_2","Hope Ranch",2,31.4788,20,"SS",8,19.7971428571429,1.94259236495641,168,0
"73",1074,"Hope Ranch_2","Hope Ranch",2,28.4788,35,"S",9,19.7971428571429,1.94259236495641,168,0
"74",1075,"Hope Ranch_2","Hope Ranch",2,29.4788,23,"S",76,19.7971428571429,1.94259236495641,168,0
"75",1076,"Hope Ranch_2","Hope Ranch",2,30.4788,31,"SS",64,19.7971428571429,1.94259236495641,168,0
"76",1077,"Hope Ranch_2","Hope Ranch",2,29.1993,25,"SS",4.66666666666667,16.6697723869422,3.01073177363894,358,0
"77",1078,"Hope Ranch_2","Hope Ranch",2,31.4788,30,"SS",15.5,17.4369204851752,3.52256621588361,274,0
"78",1079,"Hope Ranch_2","Hope Ranch",2,31.4788,30,"SS",4,16.553230795968,2.57605838690076,358,0
"79",1080,"Mohawk_2","Mohawk",2,24.1409,20,"S",10.5,17.5617938322938,3.83667017391401,241,0
"80",1081,"Hope Ranch_2","Hope Ranch",2,28.1704,28,"S",11,19.7971428571429,1.94259236495641,168,0
"81",1082,"Mohawk_2","Mohawk",2,17.1409,46,"B",14,17.5617938322938,3.83667017391401,241,0
"82",1083,"Hope Ranch_2","Hope Ranch",2,31.1704,23,"SS",9,19.7971428571429,1.94259236495641,168,0
"83",1084,"Hope Ranch_2","Hope Ranch",2,28.1704,34,"SS",12,19.7971428571429,1.94259236495641,168,0
"84",1085,"Hope Ranch_2","Hope Ranch",2,28.1704,32,"S",5,19.7971428571429,1.94259236495641,168,0
"85",1086,"Hope Ranch_2","Hope Ranch",2,31.1704,19,"SS",7,19.7971428571429,1.94259236495641,168,0
"86",1087,"Mohawk_2","Mohawk",2,24.1409,38,"SS",20,20.0574615384615,2.37264409778522,130,0
"87",1088,"Hope Ranch_2","Hope Ranch",2,29.1993,30,"S",5,19.7971428571429,1.94259236495641,168,0
"88",1089,"Hope Ranch_2","Hope Ranch",2,29.1704,44,"B",25,19.7971428571429,1.94259236495641,168,0
"89",1090,"Mohawk_3","Mohawk",3,19.9191,25,"B",13,20.0862601626016,2.4427403921409,123,0
"90",1091,"Mohawk_3","Mohawk",3,15.9191,50,"B",15,20.0862601626016,2.4427403921409,123,0
"91",1092,"Mohawk_2","Mohawk",2,24.465,35,"B",9,20.0862601626016,2.4427403921409,123,0
"92",1093,"Hope Ranch_2","Hope Ranch",2,30.1993,20,"SS",4,19.7971428571429,1.94259236495641,168,0
"93",1094,"Hope Ranch_2","Hope Ranch",2,30.4788,96,"S",125,19.7971428571429,1.94259236495641,168,0
"94",1095,"Isla Vista_2","Isla Vista",2,36.8449,100,"B",19.5,17.5351943212067,4.00590761645462,213,0
"95",1096,"Isla Vista_2","Isla Vista",2,37.8449,30,"B",6,17.5351943212067,4.00590761645462,213,0
"96",1097,"Isla Vista_2","Isla Vista",2,35.8449,30,"B",20,19.918347826087,2.43355532365741,115,0
"97",1098,"Hope Ranch_4","Hope Ranch",4,34.8147,50,"B",14,17.5641965142309,3.69981521308539,224,0
"98",1099,"Hope Ranch_1","Hope Ranch",1,29.9735,30,"S",4,20.0325984251969,2.20683068977823,127,0
"99",1100,"Isla Vista_1","Isla Vista",1,29.8449,35,"B",15.5,17.5569949494949,3.98989529352765,213,0
"100",1101,"Mohawk_2","Mohawk",2,17.1409,24,"B",13.5,17.5617938322938,3.83667017391401,241,0
"101",1102,"Hope Ranch_2","Hope Ranch",2,28.1704,30,"SS",8,19.7971428571429,1.94259236495641,168,0
"102",1103,"Hope Ranch_2","Hope Ranch",2,29.1993,25,"SS",7,19.7971428571429,1.94259236495641,168,0
"103",1104,"Mohawk_2","Mohawk",2,23.1409,32,"SS",11,20.0574615384615,2.37264409778522,130,0
"104",1105,"Mohawk_2","Mohawk",2,22.1409,20,"SS",5,19.8669642857143,2.11099599369404,168,0
"105",1106,"Hope Ranch_2","Hope Ranch",2,31.1704,12,"SS",9,19.7971428571429,1.94259236495641,168,0
"106",1107,"Hope Ranch_2","Hope Ranch",2,31.1704,25,"SS",6,17.4369204851752,3.52256621588361,274,0
"107",1108,"Hope Ranch_2","Hope Ranch",2,29.1993,40,"SS",12,19.7971428571429,1.94259236495641,168,0
"108",1111,"Isla Vista_1","Isla Vista",1,26.8449,43,"S",9.5,17.5569949494949,3.98989529352765,213,0
"109",1112,"Mohawk_3","Mohawk",3,14.9191,30,"B",11,20.0862601626016,2.4427403921409,123,0
"110",1113,"Mohawk_1","Mohawk",1,16.9552,40,"B",41,20.0948739495798,2.49585943320381,119,0
"111",1114,"Hope Ranch_1","Hope Ranch",1,26.9735,30,"SS",14,20.0604761904762,2.2112408240691,126,0
"112",1115,"Hope Ranch_3","Hope Ranch",3,33.0897,50,"S",19,20.05,2.26929596417633,120,0
"113",1116,"Mohawk_2","Mohawk",2,16.1409,59,"SS",33,20.0574615384615,2.37264409778522,130,0
"114",1117,"Isla Vista_2","Isla Vista",2,41.8449,110,"S",43,17.5351943212067,4.00590761645462,213,0
"115",1118,"Mohawk_2","Mohawk",2,16.1409,53,"B",31,20.0574615384615,2.37264409778522,130,0
"116",1119,"Hope Ranch_2","Hope Ranch",2,31.4788,30,"SS",5.5,16.553230795968,2.57605838690076,358,0
"117",1120,"Mohawk_2","Mohawk",2,18.1409,18,"B",7.5,17.5617938322938,3.83667017391401,241,0
"118",1121,"Hope Ranch_2","Hope Ranch",2,31.1704,18,"SS",13.6666666666667,16.6697723869422,3.01073177363894,358,0
"119",1122,"Hope Ranch_2","Hope Ranch",2,31.4788,28,"SS",7,19.7971428571429,1.94259236495641,168,0
"120",1123,"Hope Ranch_2","Hope Ranch",2,30.1993,21,"SS",6.33333333333333,16.6697723869422,3.01073177363894,358,0
"121",1124,"Mohawk_2","Mohawk",2,16.1409,35,"B",22,20.0574615384615,2.37264409778522,130,0
"122",1125,"Mohawk_2","Mohawk",2,21.1409,50,"B",37,17.5617938322938,3.83667017391401,241,0
"123",1126,"Hope Ranch_2","Hope Ranch",2,31.4788,60,"SS",11.6666666666667,16.6697723869422,3.01073177363894,358,0
"124",1127,"Hope Ranch_2","Hope Ranch",2,31.4788,28,"SS",8,19.7971428571429,1.94259236495641,168,0
"125",1128,"Mohawk_2","Mohawk",2,15.1409,50,"B",43,20.0574615384615,2.37264409778522,130,0
"126",1129,"Hope Ranch_2","Hope Ranch",2,31.4788,30,"SS",6,19.7971428571429,1.94259236495641,168,0
"127",1130,"Hope Ranch_2","Hope Ranch",2,31.4788,30,"SS",5,17.4369204851752,3.52256621588361,274,0
"128",1131,"Hope Ranch_3","Hope Ranch",3,33.0897,100,"SS",32,20.05,2.26929596417633,120,0
"129",1132,"Hope Ranch_3","Hope Ranch",3,33.0897,40,"SS",24,20.05,2.26929596417633,120,0
"130",1133,"Isla Vista_1","Isla Vista",1,36.8449,24,"B",8,19.9483333333333,2.43527101392033,114,0
"131",1134,"Isla Vista_1","Isla Vista",1,29.8449,19,"S",8,19.9483333333333,2.43527101392033,114,0
"132",1135,"Hope Ranch_3","Hope Ranch",3,33.0897,40,"S",7,20.05,2.26929596417633,120,0
"133",1136,"Isla Vista_2","Isla Vista",2,37.8449,29,"C",5,19.918347826087,2.43355532365741,115,0
"134",1137,"Hope Ranch_1","Hope Ranch",1,26.9735,32,"SS",12,20.0604761904762,2.2112408240691,126,0
"135",1138,"Isla Vista_1","Isla Vista",1,26.8449,18,"B",7,19.9483333333333,2.43527101392033,114,0
"136",1139,"Isla Vista_2","Isla Vista",2,39.8449,130,"SS",42.5,17.5351943212067,4.00590761645462,213,0
"137",1140,"Mohawk_1","Mohawk",1,21.9552,39,"B",9.5,17.5805000378529,3.8982778416233,230,0
"138",1141,"Mohawk_2","Mohawk",2,19.4132,30,"B",11,20.0574615384615,2.37264409778522,130,0
"139",1142,"Mohawk_2","Mohawk",2,23.1409,46,"B",42,20.0574615384615,2.37264409778522,130,0
"140",1143,"Hope Ranch_2","Hope Ranch",2,31.4788,30,"SS",8.5,17.4369204851752,3.52256621588361,274,0
"141",1144,"Hope Ranch_2","Hope Ranch",2,28.1993,40,"S",18,19.7971428571429,1.94259236495641,168,0
"142",1145,"Hope Ranch_2","Hope Ranch",2,29.1993,25,"S",6,19.7971428571429,1.94259236495641,168,0
"143",1146,"Mohawk_2","Mohawk",2,23.1409,34,"B",13,20.0574615384615,2.37264409778522,130,0
"144",1147,"Mohawk_2","Mohawk",2,16.1409,36,"B",7,17.5617938322938,3.83667017391401,241,0
"145",1148,"Hope Ranch_2","Hope Ranch",2,31.4788,40,"SS",9.5,17.4369204851752,3.52256621588361,274,0
"146",1149,"Hope Ranch_2","Hope Ranch",2,31.4788,20,"SS",9.5,17.4369204851752,3.52256621588361,274,0
"147",1150,"Hope Ranch_2","Hope Ranch",2,28.1993,40,"S",7,19.7971428571429,1.94259236495641,168,0
"148",1151,"Hope Ranch_2","Hope Ranch",2,31.4788,56,"SS",17.5,17.4369204851752,3.52256621588361,274,0
"149",1152,"Hope Ranch_2","Hope Ranch",2,31.4788,25,"SS",7,19.7971428571429,1.94259236495641,168,0
"150",1153,"Mohawk_2","Mohawk",2,22.1409,42,"SS",24,20.0574615384615,2.37264409778522,130,0
"151",1154,"Hope Ranch_5","Hope Ranch",5,37.3849,80,"S",25.5,17.5641965142309,3.69981521308539,224,0
"152",1155,"Isla Vista_1","Isla Vista",1,36.8449,24,"B",6.5,17.5569949494949,3.98989529352765,213,0
"153",1156,"Mohawk_2","Mohawk",2,24.1409,34,"B",8,20.0574615384615,2.37264409778522,130,0
"154",1157,"Hope Ranch_2","Hope Ranch",2,31.4788,35,"SS",6.33333333333333,16.6697723869422,3.01073177363894,358,0
"155",1158,"Hope Ranch_2","Hope Ranch",2,28.4788,22,"S",9,19.7971428571429,1.94259236495641,168,0
"156",1159,"Hope Ranch_2","Hope Ranch",2,31.4788,42,"SS",5.5,17.4369204851752,3.52256621588361,274,0
"157",1160,"Mohawk_2","Mohawk",2,24.1409,30,"B",8.66666666666667,16.8302557172557,3.24905958152392,319,0
"158",1161,"Hope Ranch_2","Hope Ranch",2,30.4788,30,"SS",10,19.7971428571429,1.94259236495641,168,0
"159",1162,"Hope Ranch_2","Hope Ranch",2,29.1704,61,"B",31,19.7971428571429,1.94259236495641,168,0
"160",1163,"Hope Ranch_2","Hope Ranch",2,29.1993,49,"S",7,19.7971428571429,1.94259236495641,168,0
"161",1164,"Hope Ranch_2","Hope Ranch",2,28.1993,29,"BO",8,19.7971428571429,1.94259236495641,168,0
"162",1165,"Hope Ranch_2","Hope Ranch",2,30.1993,35,"SS",7,19.7971428571429,1.94259236495641,168,0
"163",1166,"Hope Ranch_2","Hope Ranch",2,29.1993,35,"SS",12,19.7971428571429,1.94259236495641,168,0
"164",1167,"Mohawk_3","Mohawk",3,14.9191,30,"B",11,20.0862601626016,2.4427403921409,123,0
"165",1168,"Mohawk_2","Mohawk",2,23.1409,61,"B",49,20.0574615384615,2.37264409778522,130,0
"166",1169,"Hope Ranch_2","Hope Ranch",2,27.4788,22,"SS",5,19.7971428571429,1.94259236495641,168,0
"167",1170,"Hope Ranch_2","Hope Ranch",2,28.1993,30,"S",4,19.7971428571429,1.94259236495641,168,0
"168",1171,"Hope Ranch_2","Hope Ranch",2,31.1993,74,"S",19,19.7971428571429,1.94259236495641,168,0
"169",1172,"Mohawk_2","Mohawk",2,19.1409,40,"B",17.6666666666667,16.8302557172557,3.24905958152392,319,0
"170",1173,"Mohawk_2","Mohawk",2,17.1409,30,"B",15,16.8302557172557,3.24905958152392,319,0
"171",1174,"Mohawk_2","Mohawk",2,17.1409,35,"B",14,17.5617938322938,3.83667017391401,241,0
"172",1175,"Hope Ranch_2","Hope Ranch",2,31.1704,24,"SS",14,19.7971428571429,1.94259236495641,168,0
"173",1176,"Hope Ranch_2","Hope Ranch",2,28.1993,32,"BO",12,19.7971428571429,1.94259236495641,168,0
"174",1177,"Hope Ranch_2","Hope Ranch",2,31.1704,11,"SS",16,19.7971428571429,1.94259236495641,168,0
"175",1178,"Mohawk_2","Mohawk",2,12.1409,25,"B",9,20.0574615384615,2.37264409778522,130,0
"176",1179,"Mohawk_2","Mohawk",2,14.1409,35,"B",6.5,17.5617938322938,3.83667017391401,241,0
"177",1180,"Isla Vista_1","Isla Vista",1,39.8449,65,"SS",4.8,17.3319286038909,2.6781546790616,463,0
"178",1181,"Isla Vista_1","Isla Vista",1,26.8449,60,"SS",12,19.9483333333333,2.43527101392033,114,0
"179",1182,"Isla Vista_1","Isla Vista",1,37.8449,20,"B",10,19.9483333333333,2.43527101392033,114,0
"180",1183,"Hope Ranch_4","Hope Ranch",4,33.8147,43,"S",8,20.0516949152542,2.29709035935999,118,0
"181",1184,"Isla Vista_1","Isla Vista",1,27.8449,15,"B",6,19.9483333333333,2.43527101392033,114,0
"182",1185,"Isla Vista_1","Isla Vista",1,37.8449,100,"B",10,19.9483333333333,2.43527101392033,114,0
"183",1186,"Hope Ranch_2","Hope Ranch",2,28.4788,31,"S",8,19.7971428571429,1.94259236495641,168,0
"184",1187,"Hope Ranch_4","Hope Ranch",4,31.8147,70,"S",18,20.0516949152542,2.29709035935999,118,0
"185",1188,"Mohawk_2","Mohawk",2,21.1409,97,"B",66.5,17.5617938322938,3.83667017391401,241,0
"186",1189,"Mohawk_3","Mohawk",3,23.9191,30,"B",19,20.0862601626016,2.4427403921409,123,0
"187",1190,"Mohawk_1","Mohawk",1,20.9552,25,"B",12,17.5805000378529,3.8982778416233,230,0
"188",1191,"Isla Vista_1","Isla Vista",1,27.8449,20,"B",6,19.9483333333333,2.43527101392033,114,0
"189",1192,"Mohawk_1","Mohawk",1,23.9552,30,"S",7,20.0948739495798,2.49585943320381,119,0
"190",1193,"Isla Vista_1","Isla Vista",1,35.8449,35,"B",5,17.5569949494949,3.98989529352765,213,0
"191",1194,"Isla Vista_1","Isla Vista",1,26.8449,20,"B",11,17.5569949494949,3.98989529352765,213,0
"192",1195,"Isla Vista_2","Isla Vista",2,36.8449,45,"B",14,19.918347826087,2.43355532365741,115,0
"193",1196,"Mohawk_2","Mohawk",2,17.1409,30,"B",10,16.8302557172557,3.24905958152392,319,0
"194",1197,"Isla Vista_1","Isla Vista",1,35.8449,20,"B",5.5,17.5569949494949,3.98989529352765,213,0
"195",1198,"Hope Ranch_2","Hope Ranch",2,29.4788,26,"S",19,19.7971428571429,1.94259236495641,168,0
"196",1199,"Isla Vista_2","Isla Vista",2,34.8449,40,"SS",27,19.918347826087,2.43355532365741,115,0
"197",1200,"Hope Ranch_2","Hope Ranch",2,29.4788,18,"S",13,19.7971428571429,1.94259236495641,168,0
"198",1201,"Hope Ranch_2","Hope Ranch",2,31.4788,80,"SS",38,19.7971428571429,1.94259236495641,168,0
"199",1202,"Hope Ranch_2","Hope Ranch",2,28.4788,27,"S",8,19.7971428571429,1.94259236495641,168,0
"200",1203,"Mohawk_2","Mohawk",2,16.1409,40,"B",13,20.0574615384615,2.37264409778522,130,0
"201",1204,"Mohawk_2","Mohawk",2,18.1409,37,"B",43,20.0574615384615,2.37264409778522,130,0
"202",1205,"Mohawk_2","Mohawk",2,18.1409,30,"B",9.5,16.5628636025109,2.89754371386321,319,0
"203",1206,"Isla Vista_1","Isla Vista",1,35.8449,30,"SS",6.33333333333333,16.6462017612018,3.35552689259382,304,0
"204",1207,"Mohawk_2","Mohawk",2,19.1409,20,"B",10,20.0574615384615,2.37264409778522,130,0
"205",1208,"Mohawk_2","Mohawk",2,14.1409,20,"B",13,20.0574615384615,2.37264409778522,130,0
"206",1209,"Mohawk_2","Mohawk",2,20.465,25,"B",20,20.0862601626016,2.4427403921409,123,0
"207",1210,"Hope Ranch_3","Hope Ranch",3,33.0897,40,"S",22,20.05,2.26929596417633,120,0
"208",1211,"Isla Vista_2","Isla Vista",2,37.8449,45,"B",22,19.918347826087,2.43355532365741,115,0
"209",1212,"Isla Vista_1","Isla Vista",1,26.8449,39,"S",9,19.9483333333333,2.43527101392033,114,0
"210",1213,"Mohawk_3","Mohawk",3,15.9191,20,"B",18,20.0862601626016,2.4427403921409,123,0
"211",1214,"Isla Vista_1","Isla Vista",1,35.8449,24,"SS",8,16.6462017612018,3.35552689259382,304,0
"212",1215,"Isla Vista_3","Isla Vista",3,42.3357,60,"SS",24,16.6178862686893,3.2960481998934,299,0
"213",1216,"Isla Vista_1","Isla Vista",1,35.8449,15,"B",4,17.5569949494949,3.98989529352765,213,0
"214",1217,"Isla Vista_1","Isla Vista",1,31.8449,30,"SS",11,17.5569949494949,3.98989529352765,213,0
"215",1218,"Isla Vista_2","Isla Vista",2,40.8449,45,"SS",23,19.918347826087,2.43355532365741,115,0
"216",1219,"Isla Vista_1","Isla Vista",1,36.8449,80,"B",9,17.5569949494949,3.98989529352765,213,0
"217",1220,"Isla Vista_2","Isla Vista",2,42.8449,90,"S",39.8571428571429,16.3055042196294,2.43251121526837,1016,1
"218",1221,"Hope Ranch_2","Hope Ranch",2,28.1993,100,"S",26,19.7971428571429,1.94259236495641,168,0
"219",1222,"Hope Ranch_2","Hope Ranch",2,29.1993,35,"S",5,19.7971428571429,1.94259236495641,168,0
"220",1224,"Isla Vista_1","Isla Vista",1,39.8449,80,"SS",8,17.3319286038909,2.6781546790616,463,0
"221",1225,"Mohawk_3","Mohawk",3,15.9191,50,"B",18,20.0862601626016,2.4427403921409,123,0
"222",1226,"Mohawk_1","Mohawk",1,22.9552,100,"B",61,20.0948739495798,2.49585943320381,119,0
"223",1227,"Isla Vista_2","Isla Vista",2,34.8449,60,"SS",12.5,17.5351943212067,4.00590761645462,213,0
"224",1228,"Hope Ranch_2","Hope Ranch",2,29.1993,20,"SS",5,19.7971428571429,1.94259236495641,168,0
"225",1229,"Hope Ranch_2","Hope Ranch",2,29.1704,40,"S",27,19.7971428571429,1.94259236495641,168,0
"226",1230,"Mohawk_2","Mohawk",2,14.1409,90,"B",45,20.0574615384615,2.37264409778522,130,0
"227",1231,"Hope Ranch_1","Hope Ranch",1,29.9735,60,"S",13,17.5546482692022,3.65468537829452,233,0
"228",1232,"Mohawk_2","Mohawk",2,22.1409,25,"S",12,20.0574615384615,2.37264409778522,130,0
"229",1233,"Mohawk_3","Mohawk",3,19.9191,50,"B",18,20.0862601626016,2.4427403921409,123,0
"230",1234,"Mohawk_2","Mohawk",2,20.1409,30,"B",25,20.0574615384615,2.37264409778522,130,0
"231",1235,"Mohawk_2","Mohawk",2,27.1409,20,"S",7,20.0574615384615,2.37264409778522,130,0
"232",1236,"Hope Ranch_2","Hope Ranch",2,30.5831,27,"S",14,20.0325984251969,2.20683068977823,127,0
"233",1237,"Mohawk_2","Mohawk",2,20.1409,50,"S",43,17.5617938322938,3.83667017391401,241,0
"234",1238,"Mohawk_3","Mohawk",3,27.9191,30,"B",7.5,17.5761931443638,3.87171832109185,234,0
"235",1239,"Mohawk_3","Mohawk",3,24.9191,50,"B",21.5,17.5761931443638,3.87171832109185,234,0
"236",1240,"Mohawk_2","Mohawk",2,23.1409,50,"B",27.5,17.5617938322938,3.83667017391401,241,0
"237",1241,"Isla Vista_2","Isla Vista",2,37.8449,24,"B",4.4,17.3232083525756,2.68455960823239,463,0
"238",1242,"Mohawk_3","Mohawk",3,22.9191,30,"B",35,20.0862601626016,2.4427403921409,123,0
"239",1244,"Mohawk_3","Mohawk",3,23.9191,35,"SS",17,17.5761931443638,3.87171832109185,234,0
